platform,tenant_host,match,pages,stored_names,example_slug,landing_url,swagit_footer,proposed_name,proposed_gov_id,proposed_evidence,ryan_gov_name,ryan_note
youtube,northsaanich.civicweb.net,,1,Meeting Portal,meeting-portal-2025-05-26-regular-meeting-of-council-26-may-2025,https://northsaanich.civicweb.net,,"North Saanich, BC",ca:csd:5917005,"hostname ""northsaanich.civicweb.net"" -> ""Northsaanich""",,
youtube,nr.civicweb.net,,1,Northern Rockies Regional Municipality,northern-rockies-regional-municipality-2026-05-25-committee-of-the-whole-cotw-25,https://nr.civicweb.net,,,,,,
youtube,oakdalemn.gov,,1,Oakdale,oakdale-2026-08-25-city-council-meeting-august-25-2026,https://oakdalemn.gov,,"Oakdale, MN",us:place:2747680,"hostname ""oakdalemn.gov"" -> ""Oakdale, MN""",,
youtube,openspaceauthority.primegov.com,,1,,2026-01-08-26-01-board-of-directors-january-08-2026,https://openspaceauthority.primegov.com,,,,,,
youtube,pendercountync.civicweb.net,,1,,2024-08-19-board-of-county-commissioners-19-aug-2024,https://pendercountync.civicweb.net,,"Pender County, NC",us:county:37141,"hostname ""pendercountync.civicweb.net"" -> ""Pendercounty, NC""",,
youtube,perth.civicweb.net,,1,the Town of Perth,the-town-of-perth-2025-03-18-council-18-mar-2025,https://perth.civicweb.net,,,,,,
youtube,phoenix.legistar.com,,1,City of Phoenix,city-of-phoenix-2026-07-01-city-council-formal-meeting,https://phoenix.legistar.com,,,,,,
youtube,pickenscountyga.gov,,1,,2026-08-18-pickens-county-board-of-commissioners-august-17-2026,https://pickenscountyga.gov,,"Pickens County, GA",us:county:13227,"hostname ""pickenscountyga.gov"" -> ""Pickenscounty, GA""",,
youtube,portagein.gov,,1,City of Portage,city-of-portage-2026-06-09-cop-board-of-works-mtg-06-09-26,https://portagein.gov,,"Portage (city), IN",us:place:1861092,"hostname ""portagein.gov"" -> ""Portage, IN""",,
youtube,prescottvalley.primegov.com,,1,,2026-01-08-archived-regular-town-council-meeting-thursday-january-8-2026,https://prescottvalley.primegov.com,,"Prescott Valley, AZ",us:place:0457450,"hostname ""prescottvalley.primegov.com"" -> ""Prescottvalley""",,
youtube,qathetrd.civicweb.net,,1,qathet Regional District,qathet-regional-district-2026-06-01-special-finance-committee-01-jun-2026,https://qathetrd.civicweb.net,,,,,,
youtube,redcliff.civicweb.net,,1,The Town of Redcliff,the-town-of-redcliff-2025-04-28-town-council-28-apr-2025,https://redcliff.civicweb.net,,"Redcliff, AB",ca:csd:4801018,"hostname ""redcliff.civicweb.net"" -> ""Redcliff""",,
youtube,sacog.primegov.com,,1,,2022-11-03-land-use-natural-resources-committee-11-3-22,https://sacog.primegov.com,,,,,,
youtube,saratogasprings-ut.gov,,1,City of Saratoga Springs,city-of-saratoga-springs-2026-08-12-city-council-meeting-truth-in-taxation-08-11,https://saratogasprings-ut.gov,,"Saratoga Springs, UT",us:place:4967825,"hostname ""saratogasprings-ut.gov"" -> ""Saratogasprings, UT""",,
youtube,sealbeach.primegov.com,,1,"City of Sb""",city-of-sb-2026-01-12-city-council-meeting-january-12-2026,https://sealbeach.primegov.com,,"Seal Beach, CA",us:place:0670686,"hostname ""sealbeach.primegov.com"" -> ""Sealbeach""",,
youtube,sgcityutah.gov,,1,City of St. George,city-of-st-george-2026-08-20-st-george-city-council-august-20-2026,https://sgcityutah.gov,,,,,,
youtube,slrd.civicweb.net,,1,SLRD,slrd-2026-07-22-sea-to-sky-regional-hospital-district-board-22-jul-2026,https://slrd.civicweb.net,,,,,,
youtube,sonomalibrary.civicweb.net,,1,Sonoma County Library,sonoma-county-library-2026-08-17-finance-committee-17-aug-2026,https://sonomalibrary.civicweb.net,,,,,,
youtube,sublettecountywy.gov,,1,,2026-03-17-3-17-2026-sublette-county-board-of-county-commissioners-meeting,https://sublettecountywy.gov,,"Sublette County, WY",us:county:56035,"hostname ""sublettecountywy.gov"" -> ""Sublettecounty, WY""",,
youtube,techsupport.primegov.com,,1,City of Houston,city-of-houston-2026-01-21-city-council-meeting-january-12-2026,https://techsupport.primegov.com,,,,,,
youtube,umatilla.civicweb.net,,1,City of Umatilla,city-of-umatilla-2026-08-25-planning-commission-meeting-aug-25-2026,https://umatilla.civicweb.net,,,,,,
youtube,utclermont.gov,,1,,2026-08-11-union-township-board-of-trustees-meeting-august-11-2026-at-6-00-pm,https://utclermont.gov,,,,,,
youtube,veronawi.gov,,1,City of Verona,city-of-verona-2026-08-03-plan-commission-08-03-2026,https://veronawi.gov,,"Verona (city), WI",us:place:5582600,"hostname ""veronawi.gov"" -> ""Verona, WI""",,
youtube,victorvilleca.primegov.com,,1,County of San Bernardino Comprehensive Treatment,county-of-san-bernardino-comprehensive-treatment-2026-01-08-city-council-special,https://victorvilleca.primegov.com,,"Victorville, CA",us:place:0682590,"hostname ""victorvilleca.primegov.com"" -> ""Victorville, CA""",,
youtube,walton.civicweb.net,,1,Walton County,walton-county-2026-09-03-design-review-board-sep-03-2026,https://walton.civicweb.net,,,,,,
youtube,watertown.civicweb.net,,1,Watertown,watertown-2020-03-16-public-works-finance-safety-committee-mar-16-2020,https://watertown.civicweb.net,,,,,,
youtube,waukee.gov,,1,,2026-08-19-waukee-city-council-meeting-august-17-2026,https://waukee.gov,,"Waukee, IA",us:place:1982695,"hostname ""waukee.gov"" -> ""Waukee""",,
youtube,wcwd.civicweb.net,,1,West County Wastewater,west-county-wastewater-2026-07-15-west-county-facilities-finance-authority-jul-1,https://wcwd.civicweb.net,,,,,,
youtube,websterny.gov,,1,Town of Webster,town-of-webster-2026-08-20-town-board-workshop-august-20-2026,https://websterny.gov,,"Webster (village), NY",us:place:3678960,"hostname ""websterny.gov"" -> ""Webster, NY""",,
youtube,westfieldnj.gov,,1,Westfield,westfield-2026-01-14-tuesday-january-13-2026-town-of-westfield-council-meeting,https://westfieldnj.gov,,"Westfield, NJ",us:place:3479040,"hostname ""westfieldnj.gov"" -> ""Westfield, NJ""",,
youtube,woodburymn.gov,,1,Woodbury,woodbury-2026-06-29-woodbury-planning-commission-6-29-26,https://woodburymn.gov,,"Woodbury, MN",us:place:2771428,"hostname ""woodburymn.gov"" -> ""Woodbury, MN""",,
youtube,woodsideca.gov,,1,Town of Woodside,town-of-woodside-2026-07-29-town-council-meeting-july-28-2026,https://woodsideca.gov,,"Woodside, CA",us:place:0686440,"hostname ""woodsideca.gov"" -> ""Woodside, CA""",,
youtube,www.aberdeenwa.gov,,1,Aberdeen,aberdeen-2026-07-27-regular-aberdeen-city-council-meeting-07-22-2026,https://www.aberdeenwa.gov,,"Aberdeen, WA",us:place:5300100,"hostname ""www.aberdeenwa.gov"" -> ""Aberdeen, WA""",,
youtube,www.newcastlede.gov,,1,,2026-08-21-fire-ambulance-advisory-board-meeting-august-20-2026,https://www.newcastlede.gov,,"New Castle, DE",us:place:1050800,"hostname ""www.newcastlede.gov"" -> ""Newcastle, DE""",,
youtube,www.richlandcenterwi.gov,,1,Richland Center Wisconsin,richland-center-wisconsin-2026-08-13-richland-center-utility-commission-8-12-26,https://www.richlandcenterwi.gov,,"Richland Center, WI",us:place:5567625,"hostname ""www.richlandcenterwi.gov"" -> ""Richlandcenter, WI""",,
youtube,www.sulphurla.gov,,1,Sulphur,sulphur-la-2026-08-24-city-of-sulphur-special-council-meeting-live-stream-aug-24,https://www.sulphurla.gov,,"Sulphur, LA",us:place:2273640,"hostname ""www.sulphurla.gov"" -> ""Sulphur, LA""",,
youtube,www.sussex.nj.us,,1,County of Sussex,county-of-sussex-2026-05-13-may-13-2026-sussex-county-board-of-county-commission,https://www.sussex.nj.us,,,,,,
youtube,www.voluntown.gov,,1,"Town of Voluntown, CT- Government",town-of-voluntown-ct-government-2026-07-21-public-hearing-7-21,https://www.voluntown.gov,,"Voluntown Town, CT",us:cousub:0915078600,"hostname ""www.voluntown.gov"" -> ""Voluntown""",,
youtube,www.youtube.com,@CarrollmediacenterOrg,1,,2026-07-13-sykesville-town-council-meeting-7-13-2026,https://www.youtube.com/@CarrollmediacenterOrg,,,,,,
youtube,www.youtube.com,@CityofClemsonSouthCarolina,1,,2025-12-02-2025-12-02-board-of-architectural-review,https://www.youtube.com/@CityofClemsonSouthCarolina,,"Clemson, SC",us:place:4514950,"YouTube channel @CityofClemsonSouthCarolina is ""City of Clemson South Carolina"" -> ""City Of Clemson""",,
youtube,www.youtube.com,@CityofFostoriaOhio,1,,2026-08-05-fostoria-city-council-8-4-26,https://www.youtube.com/@CityofFostoriaOhio,,,,,,
youtube,www.youtube.com,@CityofFulton,1,Fulton,fulton-2026-08-25-august-25-2026-fulton-city-council-meeting,https://www.youtube.com/@CityofFulton,,,,,,
youtube,www.youtube.com,@CityofIthacaPublicMeetings,1,,meeting,https://www.youtube.com/@CityofIthacaPublicMeetings,,,,,,
youtube,www.youtube.com,@CityofSanMateo,1,,meeting-02c3ee,https://www.youtube.com/@CityofSanMateo,,,,,,
youtube,www.youtube.com,@CommunityMediaPA,1,,2026-06-08-gettysburg-borough-council-meeting-06-08-2026,https://www.youtube.com/@CommunityMediaPA,,,,,,
youtube,www.youtube.com,@KSATnews,1,KSAT 12,ksat-12-2024-06-12-bexar-county-judge-peter-sakai-gives-state-of-business-addres,https://www.youtube.com/@KSATnews,,,,,,
youtube,www.youtube.com,@SussexNJ,1,County of Sussex,county-of-sussex-2026-07-29-july-29-2026-sussex-county-special-bcc-meeting,https://www.youtube.com/@SussexNJ,,,,,,
youtube,www.youtube.com,@TownOfWestfield,1,Westfield,westfield-2026-08-11-meeting,https://www.youtube.com/@TownOfWestfield,,,,,,
youtube,www.youtube.com,@TownOfZionsville,1,,meeting-afbb0d,https://www.youtube.com/@TownOfZionsville,,"Zionsville, IN",us:place:1886372,"YouTube channel @TownOfZionsville is ""Town of Zionsville"" -> ""Town of Zionsville""",,
youtube,www.youtube.com,@alpinecity6873,1,Alpine,alpine-2026-08-26-8-25-26-city-council-meeting,https://www.youtube.com/@alpinecity6873,,,,,,
youtube,www.youtube.com,@cityofcolumbus,1,,meeting-012b48,https://www.youtube.com/@cityofcolumbus,,,,,,
youtube,www.youtube.com,@cityofeaston,1,City of Easton,city-of-easton-2026-07-21-city-council-committee-meeting-7-21-2026,https://www.youtube.com/@cityofeaston,,,,,,
youtube,www.youtube.com,@cityofriverbankcalifornia,1,,2026-01-28-january-27-2026-riverbank-city-council-meetings,https://www.youtube.com/@cityofriverbankcalifornia,,"Riverbank, CA",us:place:0661068,"YouTube channel @cityofriverbankcalifornia is ""City of Riverbank California"" -> ""City Of Riverbank""",,
youtube,www.youtube.com,@greenwichcommunitytelevisi9441,1,Greenwich Community Television,greenwich-community-television-2023-11-03-pomerance-and-tuchman-master-plan-publ,https://www.youtube.com/@greenwichcommunitytelevisi9441,,,,,,
youtube,www.youtube.com,@grimmlifecollective,1,,2022-03-21-transworld-2022-halloween-attractions-trade-show-scary-animatronics-m,https://www.youtube.com/@grimmlifecollective,,,,,,
youtube,www.youtube.com,@hamdenactionnow3528,1,Hamden Action NOW,hamden-action-now-2025-01-10-hamden-housing-is-the-foundation-to-opportunity-mil,https://www.youtube.com/@hamdenactionnow3528,,,,,,
youtube,www.youtube.com,@plymouthtownshipmichigan8139,1,,meeting-5bee7a,https://www.youtube.com/@plymouthtownshipmichigan8139,,,,,,
youtube,www.youtube.com,@rooseveltcity6115,1,Roosevelt,roosevelt-2024-04-17-roosevelt-city-council-meeting-april-16-2024-part-2,https://www.youtube.com/@rooseveltcity6115,,,,,,
youtube,www.youtube.com,@townharrison9486,1,Harrison,harrison-2026-04-24-special-town-board-meeting-april-24-2026,https://www.youtube.com/@townharrison9486,,,,,,
youtube,www.youtube.com,@townofyountville-localgove3696,1,,meeting-27086b,https://www.youtube.com/@townofyountville-localgove3696,,"Yountville, CA",us:place:0686930,"YouTube channel @townofyountville-localgove3696 is ""Town of Yountville - Local Government"" -> ""Town Of Yountville""",,
youtube,youtu.be,@CityOfStMarys,1,City of St. Marys,city-of-st-marys-2026-08-25-city-of-st-marys-council-meeting-08-24-2026,https://www.youtube.com/@CityOfStMarys,,,,,,
youtube,youtu.be,@CityofFarmersvilleCA,1,Farmersville,farmersville-ca-2026-08-27-city-of-farmersville-city-council-meeting-8-24-2026,https://www.youtube.com/@CityofFarmersvilleCA,,"Farmersville, CA",us:place:0623616,"YouTube channel @CityofFarmersvilleCA is ""City of Farmersville CA"" -> ""City of Farmersville CA""",,
youtube,youtu.be,@CountyofJackson,1,Jackson,jackson-2014-11-19-jackson-county-board-of-commissioners-november-18-2014-meetin,https://www.youtube.com/@CountyofJackson,,,,,,
youtube,youtu.be,@abdulelsayed,1,,meeting-bc0fbc,https://www.youtube.com/@abdulelsayed,,,,,,
youtube,youtu.be,@cityofcrestview1916,1,City of Crestview,city-of-crestview-2020-01-28-city-council-meeting,https://www.youtube.com/@cityofcrestview1916,,,,,,
youtube,youtu.be,@cityofhawarden295,1,City of Hawarden,city-of-hawarden-2026-06-25-hawarden-city-council-meeting-6-24-26,https://www.youtube.com/@cityofhawarden295,,,,,,
youtube,youtu.be,@cityofnewfranklin2587,1,City of New Franklin,city-of-new-franklin-2026-08-24-city-council-8-19-2026,https://www.youtube.com/@cityofnewfranklin2587,,,,,,
youtube,youtu.be,@cresthilltvillinois,1,,2022-06-07-06-06-22-crest-city-hill-city-council-meeting,https://www.youtube.com/@cresthilltvillinois,,,,,,
youtube,youtu.be,@downtownnorthwilkesboro,1,,2026-08-12-august-4-2026-board-of-commissioners-meeting-town-of-north-wilkesboro,https://www.youtube.com/@downtownnorthwilkesboro,,,,,,
youtube,youtu.be,@easthamptonmediagovernment3358,1,,2026-06-12-easthampton-9-11-tribute-committee-6-1-26,https://www.youtube.com/@easthamptonmediagovernment3358,,,,,,
youtube,youtu.be,@rtvnet6,1,,2026-04-17-village-of-riverside-board-of-trustees-regular-meeting-04-16-26,https://www.youtube.com/@rtvnet6,,,,,,
youtube,youtu.be,@villageofcorralesofficial7770,1,,2026-07-16-july-15-2026-p-z-commission-meeting-training-session,https://www.youtube.com/@villageofcorralesofficial7770,,"Corrales, NM",us:place:3517960,"YouTube channel @villageofcorralesofficial7770 is ""Village of Corrales Official"" -> ""Village Of Corrales""",,
youtube,youtu.be,@villageofwhitefishbay6684,1,,meeting-51fab1,https://www.youtube.com/@villageofwhitefishbay6684,,"Whitefish Bay, WI",us:place:5586700,"YouTube channel @villageofwhitefishbay6684 is ""Village of Whitefish Bay"" -> ""Village of Whitefish Bay""",,
youtube,youtube.com,,1,Caledonia Township,caledonia-township-2026-08-19-caledonia-township-board-of-trustees-meeting-08-19,https://youtube.com,,,,"shared host, no channel/token identified -- nothing here names one government",,
youtube,youtube.com,@MalvernBorough,1,Malvern Borough,malvern-borough-2026-08-18-malvern-borough-council-meeting-august-18-2026,https://www.youtube.com/@MalvernBorough,,,,,,
youtube,youtube.com,@cityofeaston,1,City of Easton,city-of-easton-2026-08-17-zoning-hearing-board-8-17-2026,https://www.youtube.com/@cityofeaston,,,,,,
youtube,youtube.com,@villageofnorthfield,1,Village of Northfield,village-of-northfield-2026-08-25-august-25-2026-board-meeting,https://www.youtube.com/@villageofnorthfield,,,,,,
castus,cloud.castus.tv,,1,,board-of-trustees-meeting-06-22-26,https://cloud.castus.tv,,"Cloud County, KS",us:county:20029,"hostname ""cloud.castus.tv"" -> ""Cloud""",,
champds,play.champds.com,,1,ElPaso County Colorado,elpaso-county-colorado-2025-08-05-bocc-regular-meeting,https://play.champds.com,,,,,,
civicclerk,lenaweecomi.portal.civicclerk.com,,2,,2024-06-11-personnel-ways-means-committee-meeting,https://lenaweecomi.portal.civicclerk.com,,,,,,
civicclerk,fsusga.portal.civicclerk.com,,1,,2025-02-25-sga-election-executive-branch-debate,https://fsusga.portal.civicclerk.com,,,,,,
civicclerk,macombtwpmi.portal.civicclerk.com,,1,,2025-06-03-planning-commission,https://macombtwpmi.portal.civicclerk.com,,,,,,
civicclerk,southorangetwpnj.portal.civicclerk.com,,1,,2026-08-20-historic-preservation-commission-regular-meeting,https://southorangetwpnj.portal.civicclerk.com,,,,,,
granicus,pasadena.granicus.com,,4,City of Pasadena,city-of-pasadena-2026-08-03-city-council-meeting-august-3-2026-audio-description,https://pasadena.granicus.com,,,,,,
granicus,howardcounty.granicus.com,,3,Howard County|Howard County Council,howard-county-compensation-review-commission,https://howardcounty.granicus.com,,,,,,
granicus,beverlyhills.granicus.com,,2,City of Beverly Hills,city-of-beverly-hills-2025-11-13-planning-commission-regular-meeting,https://beverlyhills.granicus.com,,,,,,
granicus,carson.granicus.com,,2,City of Carson,city-of-carson-2021-11-03-city-council-on-2021-11-03-5-00-pm,https://carson.granicus.com,,,,,,
granicus,chapelhill.granicus.com,,2,Town of Chapel Hill,town-of-chapel-hill-2026-06-10-town-council-on-2026-06-10-6-00-pm,https://chapelhill.granicus.com,,,,,,
granicus,greenville.granicus.com,,2,City of Greenville,city-of-greenville-2025-04-10-city-council,https://greenville.granicus.com,,,,,,
granicus,gulfport.granicus.com,,2,City of Gulfport,city-of-gulfport-2026-01-06-city-council-meeting,https://gulfport.granicus.com,,,,,,
granicus,irvington.granicus.com,,2,Irvington|Village of Irvington,irvington-2019-07-19-carnegie-hero-medal-presentation-7-19-2019,https://irvington.granicus.com,,,,,,
granicus,pleasanthill.granicus.com,,2,City of Pleasant Hill,city-of-pleasant-hill-city-council-meeting-06-17-19,https://pleasanthill.granicus.com,,,,,,
granicus,stpaul.granicus.com,,2,City of Saint Paul,city-of-saint-paul-2026-06-24-city-council-on-2026-06-24-3-30-pm,https://stpaul.granicus.com,,,,,,
granicus,actransit.granicus.com,,1,Ac Transit,ac-transit-2024-12-11-board-of-directors,https://actransit.granicus.com,,,,,,
granicus,adams.granicus.com,,1,County of Adams,county-of-adams-board-of-county-commissioners-monday,https://adams.granicus.com,,,,,,
granicus,allegheny.granicus.com,,1,Subtitles County,subtitles-county-2026-07-14-county-council-on-2026-07-14-5-00-pm,https://allegheny.granicus.com,,"Allegheny County, PA",us:county:42003,"hostname ""allegheny.granicus.com"" -> ""Allegheny""",,
granicus,allentownpa.granicus.com,,1,City of Al,city-of-al-2025-04-16-city-council-on-2025-04-16-6-30-pm,https://allentownpa.granicus.com,,"Allentown, PA",us:place:4202000,"hostname ""allentownpa.granicus.com"" -> ""Allentown, PA""",,
granicus,bchd.granicus.com,,1,Beach Cities Health District,beach-cities-health-district-2022-05-12-strategic-development-half-day,https://bchd.granicus.com,,,,,,
granicus,beaverton.granicus.com,,1,City of Beaverton,city-of-beaverton-city-council-regular-hybrid-meeting,https://beaverton.granicus.com,,,,,,
granicus,bellevue.granicus.com,,1,City of Bellevue,city-of-bellevue-2026-01-06-city-council-regular-meeting-on-2026-01-06-6-00-pm,https://bellevue.granicus.com,,,,,,
granicus,carroll.granicus.com,,1,County of Carroll,county-of-carroll-2025-06-26-board-of-county-commissioners-open-session,https://carroll.granicus.com,,,,,,
granicus,ccisd.granicus.com,,1,Corpus Christi ISD,corpus-christi-isd-2025-08-11-regular-board-meeting,https://ccisd.granicus.com,,,,,,
granicus,centralvalleyflood.granicus.com,,1,Central Valley Flood Protection Board,central-valley-flood-protection-board-2020-01-24-january-24-2020-board-meeting,https://centralvalleyflood.granicus.com,,,,,,
granicus,chapelhill.legistar.com,,1,Town of Chapel Hill,town-of-chapel-hill-2026-06-23-community-design-commission-on-2026-06-23-5-30-pm,https://chapelhill.legistar.com,,,,,,
granicus,cityofracine.granicus.com,,1,City of Racine,city-of-racine-2025-01-27-common-council,https://cityofracine.granicus.com,,,,,,
granicus,cityofwalnut.granicus.com,,1,City of Walnut,city-of-walnut-2023-01-25-city-council-meeting,https://cityofwalnut.granicus.com,,,,,,
granicus,cms-k12-nc.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-what-is-jr0tc,https://cms-k12-nc.granicus.com,,,,,,
granicus,csmfo.granicus.com,,1,California,california-2023-11-22-csmfo-webinar-sales-tax-101-please-see-agenda-for-copy-of,https://csmfo.granicus.com,,,,,,
granicus,csos.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-rulemaking-hearing-colorado-department-of-state-elections-r,https://csos.granicus.com,,,,,,
granicus,dcwasa.granicus.com,,1,DC Water &amp; Sewer Authority,dc-water-amp-sewer-authority-2018-12-16-board-of-directors,https://dcwasa.granicus.com,,,,,,
granicus,draper.granicus.com,,1,Draper,draper-city-council-meeting,https://draper.granicus.com,,,,,,
granicus,edina.granicus.com,,1,City of Edina,city-of-edina-town-talk-fire-operations,https://edina.granicus.com,,,,,,
granicus,edwardsaquifer.granicus.com,,1,Edwards Aquifer Authority,edwards-aquifer-authority-2024-07-25-2024-07-25-eahcp-implementing-committee,https://edwardsaquifer.granicus.com,,,,,,
granicus,evansville.granicus.com,,1,City of Evansville,city-of-evansville-2025-08-20-property-tax-assessment-board-of-appeals-ptaboa-8,https://evansville.granicus.com,,,,,,
granicus,everett.granicus.com,,1,City of Everett,city-of-everett-2025-08-13-parks-built-environment-committee,https://everett.granicus.com,,,,,,
granicus,fortworthisd.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-fort-worth-isd-regular-board-meeting-august-26-2025,https://fortworthisd.granicus.com,,,,,,
granicus,fpdcc.granicus.com,,1,Cook County Forest Preserve District,cook-county-forest-preserve-district-2021-07-27-finance-committee-on-2021-07-27,https://fpdcc.granicus.com,,,,,,
granicus,fremont.granicus.com,,1,Fremont,fremont-ccmeeting7-28-2026,https://fremont.granicus.com,,,,,,
granicus,fullerton.granicus.com,,1,City of Fullerton,city-of-fullerton-2026-01-12-parks-and-recreation-commission-on-2026-01-12-6-30,https://fullerton.granicus.com,,,,,,
granicus,fulton.granicus.com,,1,Fulton County,fulton-2025-12-03-board-of-commissioners-on-2025-12-03-10-00-am,https://fulton.granicus.com,,,,,,
granicus,gilbert.granicus.com,,1,Town of Gilbert,town-of-gilbert-2021-04-06-town-council-regular-meeting,https://gilbert.granicus.com,,,,,,
granicus,glenview.granicus.com,,1,Glenview,glenview-board-of-trustees-meeting,https://glenview.granicus.com,,,,,,
granicus,gpisd.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-2023-10-16-regular-board-meeting-october-16-2023,https://gpisd.granicus.com,,,,,,
granicus,houstonisd.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-2025-04-23-school-board-on-2025-04-23-1-00-pm-special-meeti,https://houstonisd.granicus.com,,,,,,
granicus,hpwd.granicus.com,,1,High Plains Underground Water Conservation District No. 1,high-plains-underground-water-conservation-district-no-1-2022-11-08-board-of-dir,https://hpwd.granicus.com,,,,,,
granicus,huntsvilleal.granicus.com,,1,City of Huntsville.Ordinance No.,city-of-huntsville-ordinance-no-2025-08-28-city-council-regular-meeting-on-2025,https://huntsvilleal.granicus.com,,"Huntsville, AL",us:place:0137000,"hostname ""huntsvilleal.granicus.com"" -> ""Huntsville, AL""",,
granicus,icma.granicus.com,,1,Cal-ICMA,cal-icma-2019-09-11-interpreting-and-communicating-the-new-calpers-actuarial-rep,https://icma.granicus.com,,,,,,
granicus,ieua.granicus.com,,1,IEUA,ieua-2025-03-06-03-06-2025-regional-sewerage-policy-committee-meeting,https://ieua.granicus.com,,,,,,
granicus,illinoistollway.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-illinois-tollway-strategic-planning-committee,https://illinoistollway.granicus.com,,,,,,
granicus,irvine.granicus.com,,1,City of Irvine,city-of-irvine-city-council-regular-meeting,https://irvine.granicus.com,,,,,,
granicus,kauai.granicus.com,,1,"Kaua&apos;i County, HI",kaua-apos-i-county-hi-2025-12-29-county-council,https://kauai.granicus.com,,"Kauai County, HI",us:county:15007,"hostname ""kauai.granicus.com"" -> ""Kauai""",,
granicus,kpb.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-2024-04-02-committee-of-the-whole-on-2024-04-02-1-30-pm-mee,https://kpb.granicus.com,,,,,,
granicus,lacanadaflintridge-ca.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-public-safety-commission-regular-meeting,https://lacanadaflintridge-ca.granicus.com,,,,,,
granicus,lakecounty.granicus.com,,1,County of Lake,county-of-lake-2024-12-10-board-of-supervisors-on-2024-12-10-9-00-am-please-see,https://lakecounty.granicus.com,,,,,,
granicus,lancaster.granicus.com,,1,City of Lancaster,city-of-lancaster-03-17-20-city-council-successor-agency-financing-power-housing,https://lancaster.granicus.com,,,,,,
granicus,lausd.granicus.com,,1,La Usd,la-usd-2024-12-10-02-11-25-regular-board-meeting-1-00-pm-spanish,https://lausd.granicus.com,,,,,,
granicus,lcd.granicus.com,,1,Unknown Jurisdiction,lcd-granicus-com-2021-07-22-july-22-23-2021-lcdc-meeting-day-1,https://lcd.granicus.com,,,,,,
granicus,lcpsnm.granicus.com,,1,Unknown Jurisdiction,lc-psn-m-2026-05-19-board-of-education,https://lcpsnm.granicus.com,,"Las Cruces Public Schools, NM",us:sd:3501500,"hostname ""lcpsnm.granicus.com"" reads as the initials of ""Las Cruces Public Schools"" -> ""Las Cruces Public Schools, NM""",,
granicus,lewisvilleisd.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-2026-01-06-board-work-session-01-06-2026,https://lewisvilleisd.granicus.com,,,,,,
granicus,lfucg.granicus.com,,1,Lexington-Fayette Urban County Government,lexington-fayette-urban-county-government-2026-03-10-general-government-planning,https://lfucg.granicus.com,,,,,,
granicus,lipower.granicus.com,,1,Long Island Power Authority,long-island-power-authority-board-meetings-view-public-comments-on-revised-pseg,https://lipower.granicus.com,,,,,,
granicus,lockport.granicus.com,,1,City of Lockport,city-of-lockport-2017-04-27-committee-of-the-whole,https://lockport.granicus.com,,,,,,
granicus,lossan.granicus.com,,1,LOSSAN - OCTA,lossan-octa-2022-04-18-lossan-board-04-18-22,https://lossan.granicus.com,,,,,,
granicus,lsmo.granicus.com,,1,City of Lees Summit,city-of-lees-summit-2026-03-03-city-council-regular-session-no-65-amended,https://lsmo.granicus.com,,,,,,
granicus,matanuska.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-2024-10-01-assembly-regular-meeting-on-2024-10-01-6-00-pm,https://matanuska.granicus.com,,,,,,
granicus,matatransit.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-2025-07-30-board-of-commissioners-on-2025-07-30-3-30-pm,https://matatransit.granicus.com,,,,,,
granicus,metrarr.granicus.com,,1,Metra Railroad,metra-railroad-2023-11-10-crd-board-meeting,https://metrarr.granicus.com,,,,,,
granicus,metrolink.granicus.com,,1,Metrolink,metrolink-2025-02-14-audit-and-finance-committee,https://metrolink.granicus.com,,,,,,
granicus,mid.granicus.com,,1,Modesto Irrigation District,modesto-irrigation-district-2026-01-13-regular-board-meeting,https://mid.granicus.com,,,,,,
granicus,middletown.granicus.com,,1,City of Middletown,city-of-middletown-2026-07-15-lgbtqia-commission-july-15-2026-regular-meeting,https://middletown.granicus.com,,,,,,
granicus,midland.granicus.com,,1,City of Midland,city-of-midland-2022-09-13-planning-commission-meeting-trimmed,https://midland.granicus.com,,,,,,
granicus,mojavewater.granicus.com,,1,Unknown Jurisdiction,unknown-jurisdiction-2022-10-06-revised-technical-advisory-committee-remote-acce,https://mojavewater.granicus.com,,,,,,
granicus,morrisville.granicus.com,,1,Morrisville,morrisville-town-council-mar-14th-2023,https://morrisville.granicus.com,,,,,,
granicus,mplsk12mn.granicus.com,,1,Minneapolis Public Schools,minneapolis-public-schools-2018-06-27-committee-of-the-whole,https://mplsk12mn.granicus.com,,,,,,
granicus,mwrd.granicus.com,,1,Mw Rd,mw-rd-2026-01-22-board-of-commissioners-on-2026-01-22-10-30-am,https://mwrd.granicus.com,,,,,,
