page_id,slug,corpus_role,tier_before,platform,tenant_host,source_url,jurisdiction,gov_id_before,tier_after_no_signals,fetched,gov_id_after,tier_after,changed,signals_used,country_after,state_after,ca_province_after
2584,unknown-jurisdiction-special-public-meeting-lc-85-pac-2025-integrated-resource-p,target,unresolved,granicus,oregonpuc.granicus.com,https://oregonpuc.granicus.com/player/clip/1557,Unknown Jurisdiction,,unresolved,True,,unresolved,False,,us,,
2591,park-county-november-planning-board-meeting,target,unresolved,granicus,parkcounty.granicus.com,https://parkcounty.granicus.com/player/clip/2099?view_id=1,Park County,,unresolved,True,,unresolved,False,,us,,
2603,city-of-pasadena-2025-09-25-board-of-zoning-appeals-september-25-2025,target,unresolved,granicus,pasadena.granicus.com,https://pasadena.granicus.com/player/clip/8114,City of Pasadena,us:place:0656000,pinned,True,us:place:0656000,pinned,False,,us,CA,
2656,city-of-pleasant-hill-city-council-meeting-06-17-19,target,unresolved,granicus,pleasanthill.granicus.com,https://pleasanthill.granicus.com/player/clip/1655,City of Pleasant Hill,,unresolved,True,,unresolved,False,,us,,
2660,unknown-jurisdiction-2022-07-28-regular-board-meeting,target,unresolved,granicus,portofla.granicus.com,https://portofla.granicus.com/player/clip/1693,Unknown Jurisdiction,,unresolved,True,,unresolved,False,,us,,
2661,unknown-jurisdiction-2022-12-13-board-of-port-commissioners-on-2022-12-13-1-00-p,target,unresolved,granicus,portofsandiego.granicus.com,https://portofsandiego.granicus.com/player/clip/1604,Unknown Jurisdiction,,unresolved,True,,unresolved,False,,us,,
2662,prince-george-apos-s-county-md-2026-06-04-streamlining-development-review,target,unresolved,granicus,princegeorgescountymd.granicus.com,https://princegeorgescountymd.granicus.com/player/clip/5100?view_id=4,"Prince George&apos;s County, MD",,unresolved,True,,unresolved,False,,us,,
2663,state-of-nevada-public-utilities-commission-2024-02-13-agenda-03-24,target,unresolved,granicus,pucnv.granicus.com,https://pucnv.granicus.com/player/clip/1583?view_id=1,State of Nevada Public Utilities Commission,,unresolved,True,,unresolved,False,,us,,
2667,city-of-houston-jun-30-2025-board-meetings-harris-health-system,target,unresolved,swagit,harrishealthtx.new.swagit.com,https://harrishealthtx.new.swagit.com/videos/348597,City of Houston,,unresolved,True,,unresolved,False,,us,,
2685,unknown-jurisdiction-2026-01-05-1-5-26-business-meeting-with-public-hearing,target,unresolved,granicus,rdale.granicus.com,https://rdale.granicus.com/player/clip/1387,Unknown Jurisdiction,,unresolved,True,,unresolved,False,,us,,
2691,city-of-richmond-2026-04-01-community-police-review-commission-4-1-2026,target,unresolved,granicus,richmond.granicus.com,https://richmond.granicus.com/player/clip/5976?view_id=28,City of Richmond,,unresolved,True,,unresolved,False,,us,,
2701,regional-transportation-authority-chicago-2020-08-20-board-of-directors,target,unresolved,granicus,rtachicago.granicus.com,https://rtachicago.granicus.com/player/clip/426?view_id=4,Regional Transportation Authority (Chicago),,unresolved,True,,unresolved,False,,us,,
2714,city-of-san-marcos-2024-07-23-regular-city-council-meeting,target,unresolved,granicus,sanmarcos.granicus.com,https://sanmarcos.granicus.com/player/clip/977?view_id=3,City of San Marcos,,unresolved,True,,unresolved,False,,us,,
2719,unknown-jurisdiction-cannabis-banking-working-group-2-10-17,target,unresolved,granicus,scag.granicus.com,https://scag.granicus.com/player/clip/1040,Unknown Jurisdiction,,unresolved,True,,unresolved,False,,us,,
2720,south-coast-water-district-special-board-meting-doheny-desal-financial-assessmen,target,unresolved,granicus,scwd.granicus.com,https://scwd.granicus.com/player/clip/2529?view_id=3,South Coast Water District,,unresolved,True,,unresolved,False,,us,,
2721,san-diego-county-retirement-association-2017-05-25-board-meeting,target,unresolved,granicus,sdcera.granicus.com,https://sdcera.granicus.com/player/clip/683?view_id=13,San Diego County Retirement Association,,unresolved,True,,unresolved,False,,us,,
2722,county-of-sedgwick-2024-07-11-board-of-sedgwick-county-commissioners,target,unresolved,granicus,sedgwick.granicus.com,https://sedgwick.granicus.com/player/clip/5453?view_id=34,County of Sedgwick,,unresolved,True,,unresolved,False,,us,,
2751,unknown-jurisdiction-2024-10-24-special-housing-authority-board-of-commissioners,target,unresolved,granicus,sfha.granicus.com,https://sfha.granicus.com/player/clip/199,Unknown Jurisdiction,,unresolved,True,,unresolved,False,,us,,
2753,city-of-sitka-2021-09-14-city-and-borough-assembly-on-2021-09-14-6-00-pm,target,unresolved,granicus,sitka.granicus.com,https://sitka.granicus.com/player/clip/592?view_id=1,City of Sitka,,unresolved,True,,unresolved,False,,us,,
2755,subtitles-county-2022-10-25-county-council-on-2022-10-25-4-00-pm,target,unresolved,granicus,slco.granicus.com,https://slco.granicus.com/player/clip/1031,Subtitles County,,unresolved,True,,unresolved,False,,us,,
2757,unknown-jurisdiction-committee-strategic-development,target,unresolved,granicus,smud.granicus.com,https://smud.granicus.com/player/clip/2679,Unknown Jurisdiction,,unresolved,True,,unresolved,False,,us,,
2762,unknown-jurisdiction-2024-01-17-board-of-directors,target,unresolved,granicus,sonomamarintrain.granicus.com,https://sonomamarintrain.granicus.com/player/clip/712,Unknown Jurisdiction,,unresolved,True,,unresolved,False,,us,,
2779,cumberland-town-council-2026-08-19-aug-19-2026-regular-town-council-meeting,target,unresolved,youtube,clerkshq.com,https://clerkshq.com/Cumberland-ri?docId=AGENDA&path=cumberland_Docket%2CAGENDA%2C,Cumberland Town Council,,unresolved,True,,unresolved,False,,us,,
2780,pawtucket-city-council-2026-08-19-aug-19-2026-city-council,target,unresolved,youtube,clerkshq.com,https://clerkshq.com/Pawtucket-ri?docId=AGENDA,Pawtucket City Council,,unresolved,True,,unresolved,False,,us,,
2781,south-kingstown-school-committee-2026-08-26-aug-25-2026-school-committee-mtg,target,unresolved,youtube,clerkshq.com,https://clerkshq.com/southkingstownschools-ri?docId=AGENDA,South Kingstown School Committee,,unresolved,True,,unresolved,False,,us,,
2784,the-city-of-spokane-valley-2026-07-07-council-meeting,target,unresolved,granicus,spokanevalley.granicus.com,https://spokanevalley.granicus.com/player/clip/1698?view_id=3,The City of Spokane Valley,,unresolved,True,us:place:5367167,registry,True,org_names,us,WA,
2787,city-of-stockton-2025-07-30-city-council-and-concurrent-authorities,target,unresolved,granicus,stockton.granicus.com,https://stockton.granicus.com/player/clip/9193,City of Stockton,,unresolved,True,,unresolved,False,,us,,
2800,roosevelt-2024-04-17-roosevelt-city-council-meeting-april-16-2024-part-2,target,unresolved,youtube,www.youtube.com,https://www.youtube.com/live/tET2EUqdYTM?si=WQCUkurtDxJw73-s,Roosevelt,,unresolved,True,,unresolved,False,,us,,
2809,jackson-2014-11-19-jackson-county-board-of-commissioners-november-18-2014-meetin,target,unresolved,youtube,youtu.be,https://youtu.be/5Sj3ljJpthI,Jackson,,unresolved,True,,unresolved,False,,us,,
2811,hamden-action-now-2025-01-10-hamden-housing-is-the-foundation-to-opportunity-mil,target,unresolved,youtube,www.youtube.com,https://www.youtube.com/live/KPaoXACYT4g,Hamden Action NOW,,unresolved,True,,unresolved,False,,us,,
2812,ksat-12-2024-06-12-bexar-county-judge-peter-sakai-gives-state-of-business-addres,target,unresolved,youtube,www.youtube.com,https://www.youtube.com/watch?v=bb0ZnsKhEps,KSAT 12,,unresolved,True,,unresolved,False,,us,,
2813,greenwich-community-television-2023-11-03-pomerance-and-tuchman-master-plan-publ,target,unresolved,youtube,www.youtube.com,https://www.youtube.com/watch?v=o9Uhdad-M-I,Greenwich Community Television,,unresolved,True,,unresolved,False,,us,,
2823,city-of-evanston-2026-04-27-city-council-apr-27-2026,target,unresolved,youtube,cityofevanston.civicweb.net,https://cityofevanston.civicweb.net/Portal/MeetingInformation.aspx?Id=23855,City of Evanston,,unresolved,True,,unresolved,False,,us,,
2824,city-of-marion-2024-11-05-city-council-work-session-nov-05-2024,target,unresolved,youtube,cityofmarion.civicweb.net,https://cityofmarion.civicweb.net/Portal/MeetingInformation.aspx?Id=11962,City of Marion,,unresolved,True,,unresolved,False,,us,,
2828,arizona-supreme-court-2025-10-15-maywald-v-toyota,target,unresolved,granicus,supremestateaz.granicus.com,https://supremestateaz.granicus.com/player/clip/3637?view_id=11,Arizona Supreme Court,,unresolved,True,,unresolved,False,,us,,
2829,unknown-jurisdiction-board-of-directors-meeting-in-person-via-zoom,target,unresolved,granicus,tahoecitypud.granicus.com,https://tahoecitypud.granicus.com/player/clip/1480,Unknown Jurisdiction,,unresolved,True,,unresolved,False,,us,,
2848,portage-in-2026-08-25-cop-board-of-works-mtg-08-25-26,target,unresolved,youtube,inportageparks.com,https://inportageparks.com/AgendaCenter,City of Portage,,unresolved,True,us:place:1861092,registry,True,zip_codes,us,IN,
2859,city-of-wayne-mi-2026-08-25-august-25-2026-city-of-wayne-study-session,target,unresolved,youtube,cityofwayne.com,https://cityofwayne.com/AgendaCenter,City of Wayne,,unresolved,True,,unresolved,False,,us,,
2871,washington-2022-12-22-utc-open-meeting-for-december-22-2022,target,unresolved,granicus,utc-wa.granicus.com,https://utc-wa.granicus.com/player/clip/77?view_id=1,Washington,,unresolved,True,,unresolved,False,,us,,
2883,tv-ny-2026-01-26-jan-26-2026-village-of-mamaroneck-board-of-trustees-legislative,target,unresolved,swagit,lmctvny.new.swagit.com,https://lmctvny.new.swagit.com/videos/373215,"TV, NY",,unresolved,True,,unresolved,False,,us,,
2897,west-bridgewater-ma-wb-board-of-selectmen-mtg-march-20th-2024,target,unresolved,telvue,videoplayer.telvue.com,https://videoplayer.telvue.com/player/mtJUUUldXjgiMF_-BUta9TSEaNgCdk_N/playlists/5531/media/863285,WB,,unresolved,True,,unresolved,False,,us,,
2898,summit-nj-summit-planning-board-meeting-june-29-2026,target,unresolved,telvue,videoplayer.telvue.com,https://videoplayer.telvue.com/player/_SDsUsf4Q9kk48PEivDKgMQltXkMOYD2/media/1032899,Summit Planning,us:place:3471430,pinned,True,us:place:3471430,pinned,False,,us,NJ,
2971,city-of-hot-springs-arkansas-government-2026-08-18-8-18-26-board-of-directors-me,target,unresolved,youtube,hotspringsar.gov,https://hotspringsar.gov/301/Agendas-Minutes,"City of Hot Springs, Arkansas Government",,unresolved,True,,unresolved,False,,us,,
2974,city-of-gridley-2026-06-26-2026-06-18-special-city-council-meeting,target,unresolved,youtube,gridleyca.gov,https://gridleyca.gov/AgendaCenter,City of Gridley,,unresolved,True,us:place:0631260,registry,True,zip_codes,us,CA,
2976,town-of-woodside-2026-07-29-town-council-meeting-july-28-2026,target,unresolved,youtube,woodsideca.gov,https://woodsideca.gov/agendacenter,Town of Woodside,,unresolved,True,us:place:0686440,registry,True,zip_codes,us,CA,
2991,city-of-bangor-2026-07-28-advisory-committee-on-homelessness-7-28-26,target,unresolved,youtube,bangormaine.gov,https://bangormaine.gov/129/Agendas-Minutes,City of Bangor,,unresolved,True,us:place:2302795,registry,True,zip_codes,us,ME,
2994,town-of-berlin-2026-08-25-8-24-26-regular-session-of-the-mayor-council,target,unresolved,youtube,berlinmd.gov,https://berlinmd.gov/government/council-meetings,Town of Berlin,,unresolved,True,us:place:2406800,registry,True,zip_codes,us,MD,
2999,oakdale-2026-08-25-city-council-meeting-august-25-2026,target,unresolved,youtube,oakdalemn.gov,https://oakdalemn.gov/AgendaCenter,Oakdale,,unresolved,True,us:place:2747680,registry,True,zip_codes,us,MN,
3001,woodbury-2026-06-29-woodbury-planning-commission-6-29-26,target,unresolved,youtube,woodburymn.gov,https://woodburymn.gov/agendacenter,Woodbury,,unresolved,True,us:place:2771428,registry,True,zip_codes,us,MN,
3003,city-of-fremont-2026-08-11-august-11-2026-regular-city-council-meeting,target,unresolved,youtube,fremontne.gov,https://fremontne.gov/agendacenter,City of Fremont,,unresolved,True,us:place:3117670,registry,True,zip_codes,us,NE,
3012,town-of-webster-2026-08-20-town-board-workshop-august-20-2026,target,unresolved,youtube,websterny.gov,https://websterny.gov/agendacenter,Town of Webster,,unresolved,True,us:cousub:3605578971,registry,True,zip_codes,us,NY,
3019,city-of-new-carlisle-2026-08-18-council-meeting-august-17-2026,target,unresolved,youtube,newcarlisleohio.gov,https://newcarlisleohio.gov/city-council,City of New Carlisle,,unresolved,True,us:place:3954334,registry,True,zip_codes,us,OH,
3022,city-of-cottage-grove-2026-02-05-january-8-2026-audit-committee-meeting,target,unresolved,youtube,cottagegroveor.gov,https://cottagegroveor.gov/agendacenter,City of Cottage Grove,,unresolved,True,,unresolved,False,,us,,
3043,kendall-county-2026-08-26-commissioners-court-august-25-2026,target,unresolved,youtube,kendallcountytx.gov,https://kendallcountytx.gov/129/Agendas-Minutes,Kendall County,,unresolved,True,us:county:48259,registry,True,zip_codes,us,TX,
3044,city-of-longview-2026-03-27-march-27-2026-longview-mpo-transportation-public-mee,target,unresolved,youtube,longviewtexas.gov,https://longviewtexas.gov/agendacenter,City of Longview,,unresolved,True,us:place:4843888,registry,True,zip_codes,us,TX,
3051,aberdeen-2026-07-27-regular-aberdeen-city-council-meeting-07-22-2026,target,unresolved,youtube,www.aberdeenwa.gov,https://www.aberdeenwa.gov/AgendaCenter,Aberdeen,,unresolved,True,us:place:5300100,registry,True,zip_codes,us,WA,
3064,city-of-lincoln-2025-07-21-regular-city-council-meeting-july-21st-2025,target,unresolved,youtube,lincolnil.gov,https://lincolnil.gov/city-council,City of Lincoln,,unresolved,True,us:place:1743536,registry,True,zip_codes,us,IL,
3066,city-of-portage-2026-06-09-cop-board-of-works-mtg-06-09-26,target,unresolved,youtube,portagein.gov,https://portagein.gov/agendacenter,City of Portage,,unresolved,True,us:place:1861092,registry,True,zip_codes,us,IN,
3073,city-of-dearborn-2026-08-18-city-of-dearborn-city-council-meeting-august-18-2026,target,unresolved,youtube,dearborn.gov,https://dearborn.gov/index.php/residents/emergency/2026/08/18/watch-see-live-broadcast-aug-18-regular-meeting-city-council,City of Dearborn,,unresolved,True,us:place:2621000,registry,True,zip_codes,us,MI,
3081,county-of-sussex-2026-05-13-may-13-2026-sussex-county-board-of-county-commission,target,unresolved,youtube,www.sussex.nj.us,https://www.sussex.nj.us/AgendaCenter,County of Sussex,,unresolved,True,us:county:34037,registry,True,zip_codes,us,NJ,
3082,westfield-2026-01-14-tuesday-january-13-2026-town-of-westfield-council-meeting,target,unresolved,youtube,westfieldnj.gov,https://westfieldnj.gov/agendacenter,Westfield,,unresolved,True,us:place:3479040,registry,True,zip_codes,us,NJ,
3097,city-of-millersburg-2026-04-24-budget-meeting-1-april-23-2026,target,unresolved,youtube,millersburgoregon.gov,https://millersburgoregon.gov/agendacenter,City of Millersburg,,unresolved,True,us:place:4148300,registry,True,zip_codes,us,OR,
3101,city-of-saratoga-springs-2026-08-12-city-council-meeting-truth-in-taxation-08-11,target,unresolved,youtube,saratogasprings-ut.gov,https://saratogasprings-ut.gov/agendacenter,City of Saratoga Springs,,unresolved,True,us:place:4967825,registry,True,zip_codes,us,UT,
3102,city-of-st-george-2026-08-20-st-george-city-council-august-20-2026,target,unresolved,youtube,sgcityutah.gov,https://sgcityutah.gov/government/city_council/index.php,City of St. George,,unresolved,True,us:place:4965330,registry,True,zip_codes,us,UT,
3107,city-of-verona-2026-08-03-plan-commission-08-03-2026,target,unresolved,youtube,veronawi.gov,https://veronawi.gov/AgendaCenter,City of Verona,,unresolved,True,us:place:5582600,registry,True,zip_codes,us,WI,
3113,town-of-chapel-hill-2026-06-23-community-design-commission-on-2026-06-23-5-30-pm,target,unresolved,granicus,chapelhill.legistar.com,https://chapelhill.legistar.com/MeetingDetail.aspx?G=B2734B8A-E6A5-4A62-BE5B-2E714AA20188&GID=695&LEGID=2404,Town of Chapel Hill,,unresolved,True,,unresolved,False,,us,,
3142,unknown-jurisdiction-board-of-trustees-work-session-fh,target,unresolved,granicus,villageofgreenport.granicus.com,https://villageofgreenport.granicus.com/player/clip/154,Unknown Jurisdiction,,unresolved,True,,unresolved,False,,us,,
3163,sulphur-la-2026-08-24-city-of-sulphur-special-council-meeting-live-stream-aug-24,target,unresolved,youtube,www.sulphurla.gov,https://www.sulphurla.gov/AgendaCenter,Sulphur,,unresolved,True,us:place:2273640,registry,True,zip_codes,us,LA,
3188,brighton-2026-08-28-special-council-meeting-28-aug-2026,target,unresolved,youtube,brighton.civicweb.net,https://brighton.civicweb.net/Portal/MeetingInformation.aspx?Id=1665,Brighton,,unresolved,True,,unresolved,False,,us,,
3189,city-of-hartford-2023-10-23-hybrid-city-council-oct-23-2023,target,unresolved,youtube,hartford.civicweb.net,https://hartford.civicweb.net/Portal/MeetingInformation.aspx?Id=3385,City of Hartford,,unresolved,True,,unresolved,False,,us,,
3190,city-of-waverly-2026-09-03-planning-and-zoning-commission-sep-03-2026,target,unresolved,youtube,waverly.civicweb.net,https://waverly.civicweb.net/Portal/MeetingInformation.aspx?Id=18903,City of Waverly,,unresolved,True,,unresolved,False,,us,,
3191,city-of-woodland-2026-08-20-planning-commission-20-aug-2026,target,unresolved,youtube,woodland.civicweb.net,https://woodland.civicweb.net/Portal/MeetingInformation.aspx?Id=5913,City of Woodland,us:place:5379625,pinned,True,us:place:5379625,pinned,False,,us,WA,
3192,coaldale-2026-07-20-regular-council-meeting-20-jul-2026,target,unresolved,youtube,coaldale.civicweb.net,https://coaldale.civicweb.net/Portal/MeetingInformation.aspx?Id=422,Coaldale,,unresolved,True,,unresolved,False,,us,,
3193,the-town-of-redcliff-2025-04-28-town-council-28-apr-2025,target,unresolved,youtube,redcliff.civicweb.net,https://redcliff.civicweb.net/Portal/MeetingInformation.aspx?Id=427,The Town of Redcliff,,unresolved,True,ca:csd:4801018,registry,True,org_names,ca,AB,AB
3194,duncan-2026-08-24-regular-council-24-aug-2026,target,unresolved,youtube,duncan.civicweb.net,https://duncan.civicweb.net/Portal/MeetingInformation.aspx?Id=2248,Duncan,,unresolved,True,,unresolved,False,,us,,
3195,town-of-sidney-2026-08-10-regular-council-10-aug-2026,target,unresolved,youtube,sidney.civicweb.net,https://sidney.civicweb.net/Portal/MeetingInformation.aspx?Id=780,Town of Sidney,,unresolved,True,,unresolved,False,,us,,
3201,city-of-nelson-2026-08-18-regular-council-18-aug-2026,target,unresolved,youtube,nelson.civicweb.net,https://nelson.civicweb.net/Portal/MeetingInformation.aspx?Id=2029,City of Nelson,,unresolved,True,,unresolved,False,,us,,
3206,city-of-williamsburg-2026-08-13-city-council-aug-13-2026,target,unresolved,youtube,williamsburg.civicweb.net,https://williamsburg.civicweb.net/Portal/MeetingInformation.aspx?Id=1209,City of Williamsburg,,unresolved,True,,unresolved,False,,us,,
3207,city-of-farmington-2026-08-17-regular-council-aug-17-2026,target,unresolved,youtube,farmington.civicweb.net,https://farmington.civicweb.net/Portal/MeetingInformation.aspx?Id=2443,City of Farmington,,unresolved,True,,unresolved,False,,us,,
3209,city-of-umatilla-2026-08-25-planning-commission-meeting-aug-25-2026,target,unresolved,youtube,umatilla.civicweb.net,https://umatilla.civicweb.net/Portal/MeetingInformation.aspx?Id=2288,City of Umatilla,,unresolved,True,,unresolved,False,,us,,
3210,town-of-bancroft-2026-06-23-special-meeting-of-council-23-jun-2026,target,unresolved,youtube,bancroft.civicweb.net,https://bancroft.civicweb.net/Portal/MeetingInformation.aspx?Id=1302,Town of Bancroft,,unresolved,True,,unresolved,False,,us,,
3211,township-of-mapleton-2026-08-12-committee-of-adjustment-12-aug-2026,target,unresolved,youtube,mapleton.civicweb.net,https://mapleton.civicweb.net/Portal/MeetingInformation.aspx?Id=359,Township of Mapleton,,unresolved,True,,unresolved,False,,us,,
3212,walton-county-2026-09-03-design-review-board-sep-03-2026,target,unresolved,youtube,walton.civicweb.net,https://walton.civicweb.net/Portal/MeetingInformation.aspx?Id=7252,Walton County,,unresolved,True,,unresolved,False,,us,,
3214,city-of-derby-2026-08-25-city-council-25-aug-2026,target,unresolved,swagit,derby.civicweb.net,https://derby.civicweb.net/Portal/MeetingInformation.aspx?Id=6076,City of Derby,,unresolved,True,,unresolved,False,,us,,
3216,la-center-2026-08-26-regular-city-council-26-aug-2026,target,unresolved,youtube,lacenter.civicweb.net,https://lacenter.civicweb.net/Portal/MeetingInformation.aspx?Id=1625,La Center,us:place:5336710,pinned,True,us:place:5336710,pinned,False,,us,WA,
3221,the-town-of-perth-2025-03-18-council-18-mar-2025,target,unresolved,youtube,perth.civicweb.net,https://perth.civicweb.net/Portal/MeetingInformation.aspx?Id=303,the Town of Perth,,unresolved,True,us:cousub:3603557353,registry,True,org_names,us,NY,
3237,city-of-sandy-2023-06-26-planning-commission-26-jun-2023,target,unresolved,youtube,sandy.civicweb.net,https://sandy.civicweb.net/Portal/MeetingInformation.aspx?Id=569,City of Sandy,us:place:4165250,pinned,True,us:place:4165250,pinned,False,,us,OR,
3239,watertown-2020-03-16-public-works-finance-safety-committee-mar-16-2020,target,unresolved,youtube,watertown.civicweb.net,https://watertown.civicweb.net/Portal/MeetingInformation.aspx?Id=117,Watertown,,unresolved,True,,unresolved,False,,us,,
3243,town-of-princeton-2026-08-19-regular-agenda-19-aug-2026,target,unresolved,youtube,princeton.civicweb.net,https://princeton.civicweb.net/Portal/MeetingInformation.aspx?Id=909,Town of Princeton,,unresolved,True,,unresolved,False,,us,,
3244,city-of-vernon-2026-07-20-public-hearing,target,unresolved,escribe,pub-vernon.escribemeetings.com,https://pub-vernon.escribemeetings.com/Meeting.aspx?Id=391cef43-1fa3-46cb-8442-adb1690c79dc,City of Vernon,,unresolved,True,,unresolved,False,,us,,
3249,vermilion-2026-08-18-regular-council-meeting,target,unresolved,escribe,pub-vermilion.escribemeetings.com,https://pub-vermilion.escribemeetings.com/Meeting.aspx?Id=f3deddcd-2957-492d-aff2-bdf7dbe72863,Vermilion,,unresolved,True,,unresolved,False,,us,,
3251,city-of-london-2026-08-25-council,target,unresolved,escribe,pub-london.escribemeetings.com,https://pub-london.escribemeetings.com/Meeting.aspx?Id=7383f3f3-51de-4153-8776-6e7bab9ab9d6,City of London,,unresolved,True,,unresolved,False,,us,,
3253,wilmot-2026-08-24-council-meeting,target,unresolved,escribe,pub-wilmot.escribemeetings.com,https://pub-wilmot.escribemeetings.com/Meeting.aspx?Id=a95d216b-dd0f-4f81-8262-c2ebc9b8824d,Wilmot,,unresolved,True,ca:csd:3530020,registry,True,postal_codes,ca,ON,ON
3256,town-of-creston-2026-08-25-council-meeting,target,unresolved,escribe,pub-creston.escribemeetings.com,https://pub-creston.escribemeetings.com/Meeting.aspx?Id=2e7fd47c-0ba6-497c-891e-df691160d407,Town of Creston,,unresolved,True,,unresolved,False,,us,,
3258,city-of-langford-2026-08-17-special-council-meeting,target,unresolved,escribe,pub-langford.escribemeetings.com,https://pub-langford.escribemeetings.com/Meeting.aspx?Id=627ca40f-a593-4673-bb57-96b4f4022cb2,City of Langford,,unresolved,True,,unresolved,False,,us,,
3259,city-of-mission-2026-08-17-regular-council-meeting,target,unresolved,escribe,pub-mission.escribemeetings.com,https://pub-mission.escribemeetings.com/Meeting.aspx?Id=138a8845-a422-4c01-83f9-c2cd5ae61f8b,City of Mission,,unresolved,True,,unresolved,False,,us,,
3261,town-of-oliver-2026-08-10-regular-open-council-meeting,target,unresolved,escribe,pub-oliver.escribemeetings.com,https://pub-oliver.escribemeetings.com/Meeting.aspx?Id=bf8a1f62-ed90-496c-9837-ec85fdd495d2,Town of Oliver,,unresolved,True,,unresolved,False,,us,,
3267,city-of-cambridge-2026-08-25-council-meeting,target,unresolved,escribe,pub-cambridge.escribemeetings.com,https://pub-cambridge.escribemeetings.com/Meeting.aspx?Id=ef3fe61f-fef5-49f7-99d0-2f397b2326c5,City of Cambridge,,unresolved,True,ca:csd:3530010,registry,True,postal_codes,ca,ON,ON
3272,town-of-paradise-2026-08-18-committee-of-the-whole-meeting,target,unresolved,escribe,pub-paradise.escribemeetings.com,https://pub-paradise.escribemeetings.com/Meeting.aspx?Id=a92e1f97-2393-466c-b708-9d25f5d7eea1,Town of Paradise,,unresolved,True,,unresolved,False,,us,,
3274,amherst-2026-07-23-special-council,target,unresolved,escribe,pub-amherst.escribemeetings.com,https://pub-amherst.escribemeetings.com/Meeting.aspx?Id=171e648b-4809-428f-be69-432e1b954738,Amherst,,unresolved,True,,unresolved,False,,us,,
3276,port-hope-2026-08-25-community-advisory-committee-cac,target,unresolved,escribe,pub-porthope.escribemeetings.com,https://pub-porthope.escribemeetings.com/Meeting.aspx?Id=8f71bce9-3af6-4cf7-be46-d95e06ce74b1,Port Hope,,unresolved,True,,unresolved,False,,us,,
3284,halifax-2026-08-25-halifax-regional-council,target,unresolved,escribe,pub-halifax.escribemeetings.com,https://pub-halifax.escribemeetings.com/Meeting.aspx?Id=7ec924d6-96b8-4dec-b65a-d1d6ce3e43fa,Halifax,,unresolved,True,,unresolved,False,,us,,
3285,king-2026-08-19-committee-of-adjustment,target,unresolved,escribe,pub-king.escribemeetings.com,https://pub-king.escribemeetings.com/Meeting.aspx?Id=2a3c4255-df55-4144-9c2a-7152d376ae72,King,,unresolved,True,,unresolved,False,,us,,
3287,clearview-2026-08-26-special-council-meeting-planning-public-meeting,target,unresolved,escribe,pub-clearview.escribemeetings.com,https://pub-clearview.escribemeetings.com/Meeting.aspx?Id=c2b0c6c9-dcdf-47a8-a77b-54262b4447bf,Clearview,,unresolved,True,,unresolved,False,,us,,
3318,unknown-jurisdiction-school-committee,target,unresolved,granicus,westspringfieldma.granicus.com,https://westspringfieldma.granicus.com/player/clip/87,Unknown Jurisdiction,,unresolved,True,,unresolved,False,,us,,
3349,elpaso-county-colorado-2025-08-05-bocc-regular-meeting,target,unresolved,champds,play.champds.com,https://play.champds.com/elpasococo/event/101,ElPaso County Colorado,,unresolved,True,,unresolved,False,,us,,
3381,mcs-mcs-board-mtg,target,unresolved,telvue,videoplayer.telvue.com,https://videoplayer.telvue.com/player/o6Qh7LIjgTymwx6gz6NDiPtbRpz9SB6B/media/860073,MCS,,unresolved,True,,unresolved,False,,us,,
3410,fremont-ccmeeting7-28-2026,target,unresolved,granicus,fremont.granicus.com,https://fremont.granicus.com/player/clip/31,Fremont,,unresolved,True,,unresolved,False,,us,,
3432,salisbury-2026-08-18-8-18-2026-city-council-meeting,target,unresolved,vimeo,vimeo.com,https://vimeo.com/channels/coscouncil/1219600094,Salisbury,,unresolved,True,,unresolved,False,,us,,
3434,covington-2026-08-10-city-of-covington-city-council-7-7-26,target,unresolved,vimeo,vimeo.com,https://vimeo.com/channels/1396870/1216910052,Covington,,unresolved,True,,unresolved,False,,us,,
3446,town-of-amherst-2026-08-27-hdc-august-27-2026,target,unresolved,vimeo,vimeo.com,https://vimeo.com/channels/1555931/1222112039,Town of Amherst,,unresolved,True,,unresolved,False,,us,,
3449,city-of-lakeland-2021-12-21-planning-zoning-board-meeting-december-21-2021,target,unresolved,vimeo,vimeo.com,https://vimeo.com/channels/1360338/658685645,City of Lakeland,,unresolved,True,,unresolved,False,,us,,
3450,2023-09-26-september-25th-2023-ludington-city-council-meeting,target,unresolved,vimeo,vimeo.com,https://vimeo.com/channels/ludingtoncc/868305832,Mason County,,unresolved,True,,unresolved,False,,us,,
3452,2026-08-04-budget-hearing-eastbank-8-3-26,target,unresolved,vimeo,vimeo.com,https://vimeo.com/channels/1388889/1215598857,Jefferson Parish,,unresolved,True,,unresolved,False,,us,,
3453,2026-08-24-hopkins-school-board-meeting-august-18th-2026,target,unresolved,vimeo,vimeo.com,https://vimeo.com/channels/hopkinsschoolboard/1220860451,Hopkins,,unresolved,True,,unresolved,False,,us,,
3454,2026-08-18-board-meeting-08-17-26,target,unresolved,vimeo,vimeo.com,https://vimeo.com/channels/433471/1219193255,Peters Township,,unresolved,True,,unresolved,False,,us,,
