gov_id,name,state,country,gov_kind,population,domain,reject_reason,access_mode,rung_answered,bucket,platform,hit_url,final_url,waf_family,note,elapsed_seconds,exception,final_url_is_youtube,direct_file_plausible
38:4237192,Irvona borough,PA,us,municipality,531,irvonaborough.com,no-platform-link-found,plain,plain,plain,youtube,https://youtube.com/@dewi11Channel,https://folderland.com,cloudflare,,1.3,,False,
38:1714715,Clay City village,IL,us,municipality,819,claycityillinois.com,no-platform-link-found,plain,plain,dead,,,https://claycityillinois.com,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",3.6,,False,
36:05073,Lafayette County,AR,us,county,6015,lafayettecounty.arkansas.gov,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/user/ArkansasTourism,https://www.arkansas.com/experiences/discover/event-calendar,none,,3.7,,False,
37:2606911740,Burleigh township,MI,us,township,,www.burleightownship.org,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/WordPressdotcom,https://wordpress.com/?ref=footer_custom_powered,none,,10.3,,False,
38:0609710,Calexico city,CA,us,municipality,38744,calexico.ca.gov,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/@CalexicoCityHall/videos,https://www.calexico.ca.gov/,none,,0.7,,False,
38:3916532,Coldwater village,OH,us,municipality,4729,coldwaterohio.gov,no-platform-link-found,dead,dead,dead,,,,none,dns-fail on https://coldwaterohio.gov; dns-fail on https://www.coldwaterohio.gov; dns-fail on http://coldwaterohio.gov,4.1,,False,
38:0619612,Dos Palos city,CA,us,municipality,5759,dospalos.gov,no-platform-link-found,plain,plain,dead,,,https://dospalos.gov,cloudflare,"reached, hop links checked, no platform link found",38.0,,False,
37:3300961060,Piermont town,NH,us,township,,townofpiermontnh.org,no-platform-link-found,blocked-browser-headers,none,dead,,,,none,403 under both plain and browser headers,2.4,,False,
37:2603708400,Bingham township,MI,us,township,,www.binghamtownship.org,no-platform-link-found,plain,plain,dead,,,https://binghamtownship.org,cloudflare,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",3.4,,False,
37:5513139325,Kewaskum town,WI,us,township,,townofkewaskumwi.gov,no-platform-link-found,plain,plain,dead,,,https://townofkewaskumwi.gov,cloudflare,"reached, hop links checked, no platform link found",19.8,,False,
38:1968070,Rockford city,IA,us,municipality,722,rockfordiowa.org,no-platform-link-found,plain,plain,dead,,,https://rockfordiowa.org,cloudflare,"reached, hop links checked, no platform link found",14.7,,False,
38:2058100,Quenemo city,KS,us,municipality,287,cityofquenemo.com,no-platform-link-found,plain,plain,dead,,,https://cityofquenemo.com,none,"reached, hop links checked, no platform link found",16.9,,False,
38:2956144,Paris city,MO,us,municipality,1177,parismo.gov,no-platform-link-found,plain,plain,dead,,,https://parismo.gov,none,"reached, hop links checked, no platform link found",11.1,,False,
37:4212572176,South Franklin township,PA,us,township,,southfranklintwp.org,no-platform-link-found,plain,plain,dead,,,https://southfranklintwp.org,cloudflare,"reached, hop links checked, no platform link found",17.3,,False,
1:4802038,Rosemary,AB,ca,municipality,370,rosemary.ca,no-platform-link-found,plain,plain,plain,direct_file,https://www.rosemary.ca/wp-content/uploads/Rosemary-Farm-Video-2021.mov,https://www.rosemary.ca/index.php/residential/,none,,15.8,,False,True
38:1948585,Mallard city,IA,us,municipality,255,mallardiowa.com,no-platform-link-found,timeout,dead,dead,,,,none,,19.8,,False,
38:4247544,Marklesburg borough,PA,us,municipality,181,marklesburgborough.com,no-platform-link-found,plain,plain,dead,,,https://marklesburgborough.com,none,"reached, hop links checked, no platform link found",32.5,,False,
1:2422005,Sainte-Catherine-de-la-Jacques-Cartier,QC,ca,municipality,8442,www.villescjc.com,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/channel/UC76RUNpYiT6LWXGk7esuE8w,https://www.villescjc.com,none,,1.0,,False,
38:5117504,Clinchco town,VA,us,municipality,230,clinchcova.net,no-platform-link-found,plain,plain,dead,,,https://clinchcova.net,none,"reached, hop links checked, no platform link found",24.0,,False,
38:2871320,Sturgis town,MS,us,municipality,204,townofsturgisms.com,no-platform-link-found,plain,plain,dead,,,https://www.townofsturgisms.com/,none,"reached, hop links checked, no platform link found",6.3,,False,
1:2416013,Baie-Saint-Paul,QC,ca,municipality,7371,www.baiesaintpaul.com,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/@VilledeBaieSaintPaul,https://www.baiesaintpaul.com,none,,0.9,,False,
1:2418070,Saint-Antoine-de-l'Isle-aux-Grues,QC,ca,municipality,122,www.isle-aux-grues.com,no-platform-link-found,plain,plain,dead,,,https://www.isle-aux-grues.com,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",3.0,,False,
38:5553325,Mishicot village,WI,us,municipality,1423,mishicot.org,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/embed/bNdCf9Hwh3g?si=d04hgEqevpyGuKgu,https://www.mishicot.org/best-small-towns-to-live-in-california/,cloudflare,,3.0,,False,
38:4159650,Prairie City city,OR,us,municipality,817,prairiecityor.gov,no-platform-link-found,plain,plain,dead,,,https://prairiecityor.gov,none,"reached, hop links checked, no platform link found",12.1,,False,
38:2606460,Bear Lake village,MI,us,municipality,327,villageofbearlakemi.gov,no-platform-link-found,timeout,dead,dead,,,,none,,10.9,,False,
38:1711527,Carthage city,IL,us,municipality,2431,carthage-il.com,no-platform-link-found,plain,plain,dead,,,https://carthage-il.com,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.6,,False,
38:0853120,Naturita town,CO,us,municipality,481,townofnaturita.org,no-platform-link-found,plain,plain,dead,,,https://townofnaturita.org,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.9,,False,
1:2484055,Otter Lake,QC,ca,municipality,1041,www.otterlakequebec.ca,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/@securiteinterieure_qc,https://www.quebec.ca/gouvernement/ministeres-organismes/securite-interieure,none,,20.1,,False,
1:4623047,Lynn Lake,MB,ca,municipality,579,www.lynnlake.ca,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/embed/j6j1UXUSCZo?ecver=2,https://www.lynnlake.ca/p/town-history,none,,14.0,,False,
38:1885598,Worthington town,IN,us,municipality,1406,townofworthington.in.gov,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/@GovBraun,https://www.in.gov/gov/,none,,2.8,,False,
38:1954705,Mount Pleasant city,IA,us,municipality,8509,cityofmountpleasantiowa.org,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/user/iowadnr,https://www.iowadnr.gov/places-go/state-parks?ParkID=610109,cloudflare,,12.3,,False,
37:3603381215,Westville town,NY,us,township,,townofwestvilleny.gov,no-platform-link-found,plain,plain,dead,,,https://www.townofwestvilleny.gov/,none,"reached, hop links checked, no platform link found",2.9,,False,
37:3403300880,Alloway township,NJ,us,township,,allowaytownship.com,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/embed/R7N5a476DKQ?feature=oembed,https://allowaytownship.com/convenience-center-trash-recycling,none,,16.6,,False,
1:2491025,Roberval,QC,ca,municipality,9840,www.roberval.ca,no-platform-link-found,plain,plain,dead,direct_file,https://cdn.prod.website-files.com/6080273d177cf16167a969fc/614cb05d05a9cb1b5126c8de_Ville de Roberval - Basse qualité pour site web-transcode.mp4,https://www.roberval.ca,cloudflare,direct_file hit rejected as implausible (different domain than www.roberval.ca): https://cdn.prod.website-files.com/6080273d177cf16167a969fc/614cb05d05a9cb1b5126c8de_Ville de Roberval - Basse qualité pour site web-transcode.mp4,0.5,,False,False
38:1956550,New Vienna city,IA,us,municipality,384,newviennaiowa.com,no-platform-link-found,plain,plain,dead,,,https://newviennaiowa.com,none,"reached, hop links checked, no platform link found",11.4,,False,
37:2501576380,Westhampton town,MA,us,township,,www.westhampton-ma.com,no-platform-link-found,challenge,challenge,challenge,,,https://www.westhamptonma.gov,cloudflare,,0.9,,False,
38:2003250,Auburn city,KS,us,municipality,1272,auburnks.com,no-platform-link-found,plain,plain,dead,,,https://www.auburnks.com/,none,"reached, hop links checked, no platform link found",14.6,,False,
37:3601965211,Saranac town,NY,us,township,,townofsaranac.gov,no-platform-link-found,plain,plain,dead,,,https://townofsaranac.gov,none,"reached, hop links checked, no platform link found",15.2,,False,
38:4157650,Pilot Rock city,OR,us,municipality,1313,cityofpilotrock.org,no-platform-link-found,plain,plain,dead,,,https://www.cityofpilotrock.org/,cloudflare,"reached, hop links checked, no platform link found",16.2,,False,
36:47085,Humphreys County,TN,us,county,19554,humphreyscountytn.gov,no-platform-signature,plain,plain,dead,,,https://www.humphreyscountytn.gov/,none,"reached, hop links checked, no platform link found",17.4,,False,
37:4207779160,Upper Milford township,PA,us,township,,uppermilford.net,no-platform-link-found,plain,plain,plain,direct_file,https://drive.google.com/file/d/1gpFDhbBkHlhS1tXOcrd7sBbH-y7G68Ad/view?usp=drive_link,https://uppermilford.net,none,,0.5,,False,True
1:2438028,Manseau,QC,ca,municipality,807,www.manseau.ca,no-platform-link-found,plain,plain,dead,,,https://www.manseau.ca,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",3.5,,False,
38:1201750,Arcadia city,FL,us,municipality,7974,arcadia-fl.gov,no-platform-link-found,plain,plain,dead,,,https://arcadia-fl.gov,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.8,,False,
38:4222888,Eldred borough,PA,us,municipality,727,eldredborough.jimdofree.com,no-platform-link-found,plain,plain,dead,,,https://eldredborough.jimdofree.com,cloudflare,"reached, hop links checked, no platform link found",11.5,,False,
38:2029875,Hanover city,KS,us,municipality,696,cityofhanoverks.com,no-platform-link-found,plain,plain,dead,,,https://www.cityofhanoverks.com/,none,"reached, hop links checked, no platform link found",16.9,,False,
36:27029,Clearwater County,MN,us,county,8630,co.clearwater.mn.us,no-platform-link-found,plain,plain,dead,,,https://co.clearwater.mn.us,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.9,,False,
36:48149,Fayette County,TX,us,county,25488,co.fayette.tx.us,no-platform-link-found,plain,plain,dead,,,https://co.fayette.tx.us,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.6,,False,
37:2615785280,Wells township,MI,us,township,,www.wellstwp.org,no-platform-link-found,challenge,challenge,challenge,,,https://www.wellstwp.org,cloudflare,,0.3,,False,
38:0218510,Deering city,AK,us,municipality,162,nana.com,no-platform-link-found,plain,plain,dead,,,https://www.nana.com/,cloudflare,"reached, hop links checked, no platform link found",2.9,,False,
38:3944310,Lockbourne village,OH,us,municipality,232,lockbourneohio.us,no-platform-link-found,plain,plain,dead,,,https://www.lockbourneohio.us/,none,"reached, hop links checked, no platform link found",21.4,,False,
37:2607536400,Hanover township,MI,us,township,,www.hanover-twp.org,no-platform-link-found,plain,plain,dead,,,https://www.hanover-twp.org,none,"reached, hop links checked, no platform link found",12.1,,False,
38:0409690,Camp Verde town,AZ,us,municipality,12608,campverde.az.gov,no-platform-link-found,plain,plain,plain,direct_file,https://campverde.az.gov/government/town_council/Documents/Government/Town Council/Agendas and Minutes/2026/More/02-11-2026 Special Session Meeting Recording Part 2.m4a?t=202606030306150,https://campverde.az.gov/government/town_council/agendas_minutes.php,none,,2.9,,False,True
37:1701946149,Mahomet township,IL,us,township,,mahomettownship.org,no-platform-link-found,plain,plain,dead,,,https://mahomettwp.gov/,none,"reached, hop links checked, no platform link found",15.4,,False,
37:1711164096,Riley township,IL,us,township,,rileytwp.com,no-platform-link-found,plain,plain,dead,,,https://rileytwp.com,none,"reached, hop links checked, no platform link found",9.2,,False,
38:3664749,Salamanca city,NY,us,municipality,5757,salamancany.gov,no-platform-link-found,plain,plain,dead,,,https://www.salamancany.gov/,cloudflare,"reached, hop links checked, no platform link found",19.0,,False,
1:4705073,Cana No. 214,SK,ca,municipality,904,rmofcana.ca,no-platform-link-found,plain,plain,dead,,,https://rmofcana.ca,none,"reached, hop links checked, no platform link found",2.7,,False,
37:3601906761,Black Brook town,NY,us,township,,blackbrookny.gov,no-platform-link-found,plain,plain,dead,direct_file,https://cdn.prod.website-files.com/5f21db5c75a245c233530afa/5f21eaadccfa4ef9a8491a5a_bb reel_1-transcode.mp4,https://www.blackbrookny.gov/,cloudflare,direct_file hit rejected as implausible (different domain than blackbrookny.gov): https://cdn.prod.website-files.com/5f21db5c75a245c233530afa/5f21eaadccfa4ef9a8491a5a_bb reel_1-transcode.mp4,0.8,,False,False
36:18133,Putnam County,IN,us,county,37804,co.putnam.in.us,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/channel/UCNI80fceQ-8gUHQV-MrtEUw,https://co.putnam.in.us,none,,0.4,,False,
38:4714980,Church Hill city,TN,us,municipality,7310,churchhilltn.gov,no-platform-link-found,plain,plain,dead,,,https://churchhilltn.gov,none,"reached, hop links checked, no platform link found",17.1,,False,
38:5501150,Allouez village,WI,us,municipality,13923,villageofallouezwi.gov,no-platform-link-found,plain,plain,dead,,,https://www.villageofallouezwi.gov/,none,"reached, hop links checked, no platform link found",30.9,,False,
38:2042800,Lorraine city,KS,us,municipality,130,ellsworthcounty.net,no-platform-link-found,plain,plain,dead,,,https://ellsworthcounty.net,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",3.3,,False,
37:3601731148,Guilford town,NY,us,township,,guilfordny.gov,no-platform-link-found,plain,plain,dead,,,https://guilfordny.gov,cloudflare,"reached, hop links checked, no platform link found",31.9,,False,
36:17129,Menard County,IL,us,county,11963,menardcountyil.gov,no-platform-link-found,plain,plain,dead,,,https://menardcountyil.gov,none,"reached, hop links checked, no platform link found",19.4,,False,
36:13119,Franklin County,GA,us,county,25208,franklincountyga.com,no-platform-link-found,plain,plain,plain,civicplus,https://www.franklincountyga.gov/agendacenter,https://www.franklincountyga.gov/,cloudflare,,1.4,,False,
38:4267648,Saltsburg borough,PA,us,municipality,768,visitsaltsburg.com,no-platform-link-found,plain,plain,dead,,,https://visitsaltsburg.com,cloudflare,"reached, hop links checked, no platform link found",20.3,,False,
38:1744160,Livingston village,IL,us,municipality,749,villageoflivingston.us,no-platform-link-found,plain,plain,dead,,,https://villageoflivingston.us,cloudflare,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",3.6,,False,
1:2480140,Val-des-Bois,QC,ca,municipality,920,www.val-des-bois.ca,no-platform-link-found,plain,plain,plain,direct_file,https://val-des-bois.ca/wp-content/uploads/2021/04/video-placeholder.mp4,https://val-des-bois.ca/,none,,1.0,,False,True
38:4830632,Grapeland city,TX,us,municipality,1491,grapeland.com,no-platform-link-found,plain,plain,dead,,,https://grapeland.com,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.9,,False,
1:2475017,Saint-Jérôme,QC,ca,municipality,80213,www.vsj.ca,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/channel/UC0H4RMULelDIF0vXSGvNZCw,https://www.vsj.ca,cloudflare,,0.6,,False,
36:48287,Lee County,TX,us,county,18451,leecountytx.gov,no-platform-link-found,plain,plain,plain,youtube,https://youtu.be/aI1sBglyCO8,https://leecountytx.gov/meeting-agendas/,none,,11.0,,False,
37:2601901640,Almira township,MI,us,township,,almiratownshipmi.gov,no-platform-link-found,plain,plain,dead,,,https://almiratownshipmi.gov,none,"reached, hop links checked, no platform link found",22.6,,False,
1:2462037,Rawdon,QC,ca,municipality,11719,www.rawdon.ca,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/channel/UCn0bZ_vwjj2sNZH6nx4SNjg,https://rawdon.ca/,none,,1.1,,False,
37:3400512670,Chesterfield township,NJ,us,township,,www.chesterfieldtwpnj.gov,no-platform-link-found,plain,plain,plain,civicplus,https://chesterfieldtownshipnj2-staging.civicpluswebopen.com/community/page/local-business-directory,https://www.chesterfieldtwpnj.gov,cloudflare,,1.5,,False,
1:6104009,Fort Liard,NT,ca,municipality,468,fortliard.com,no-platform-link-found,plain,plain,dead,,,https://fortliard.com,none,"reached, hop links checked, no platform link found",7.3,,False,
36:18121,Parke County,IN,us,county,16508,parkecounty-in.gov,no-platform-link-found,plain,plain,dead,,,https://parkecounty-in.gov,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",3.0,,False,
1:4715071,Kinistino No. 459,SK,ca,municipality,604,www.rmkinistino.ca,no-platform-link-found,plain,plain,dead,,,https://www.rmkinistino.ca/home,none,"reached, hop links checked, no platform link found",11.5,,False,
38:4827804,Fruitvale city,TX,us,municipality,521,cityoffruitvaletx.org,no-platform-link-found,plain,plain,dead,,,https://www.cityoffruitvaletx.org/,none,"reached, hop links checked, no platform link found",7.7,,False,
38:3956182,North Bend village,OH,us,municipality,834,northbendohio.org,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/channel/UC2ARv2z6HHD1JrB3tdaWrlA/videos,https://www.northbendohio.org/meetings-minutes,none,,3.4,,False,
1:4708012,Tompkins,SK,ca,municipality,153,www.tompkins.ca,no-platform-link-found,plain,plain,dead,,,https://www.tompkins.ca,none,"reached, hop links checked, no platform link found",7.5,,False,
1:2407025,Albertville,QC,ca,municipality,239,www.municipalite-albertville.ca,no-platform-link-found,plain,plain,dead,,,https://www.municipalite-albertville.ca,none,"reached, hop links checked, no platform link found",18.4,,False,
38:2467400,Rock Hall town,MD,us,municipality,1200,rockhallmd.gov,no-platform-link-found,plain,plain,plain,townhallstreams,https://www.townhallstreams.com/index.php,https://www.townhallstreams.com/towns/rock_hall_md,none,,22.5,,False,
38:3650705,New Square village,NY,us,municipality,9973,newsquare-ny.gov,no-platform-link-found,plain,plain,dead,,,https://newsquare-ny.gov,cloudflare,"reached, hop links checked, no platform link found",17.2,,False,
38:2075950,Waterville city,KS,us,municipality,650,cityofwatervilleks.org,no-platform-link-found,plain,plain,dead,,,https://cityofwatervilleks.org,none,"reached, hop links checked, no platform link found",18.7,,False,
37:2600136880,Harrisville township,MI,us,township,,www.harrisvilletownship.com,no-platform-link-found,plain,plain,dead,,,https://harrisvilletownship.com/,none,"reached, hop links checked, no platform link found",10.3,,False,
1:4806024,Beiseker,AB,ca,municipality,754,beiseker.com,no-platform-link-found,plain,plain,plain,direct_file,https://beiseker.com/wp-content/uploads/2022/05/Beiseker-Homepage-Video.mp4,https://beiseker.com,cloudflare,,0.4,,False,True
38:1354656,Newborn town,GA,us,municipality,752,newbornga.com,no-platform-link-found,plain,plain,dead,,,https://www.newbornga.com/,none,"reached, hop links checked, no platform link found",9.7,,False,
38:0810105,Buena Vista town,CO,us,municipality,3127,chaffeecoco.portal.civicclerk.com,no-platform-link-found,plain,plain,dead,,,https://chaffeecoco.portal.civicclerk.com,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.7,,False,
37:1711534527,Hickory Point township,IL,us,township,,hickorypointwp.com,no-platform-link-found,plain,plain,dead,,,https://www.hickorypointwp.com/,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",4.8,,False,
38:4832840,Hawley city,TX,us,municipality,581,cityofhawley.com,no-platform-link-found,plain,plain,dead,,,https://www.cityofhawley.com/,cloudflare,"reached, hop links checked, no platform link found",19.5,,False,
38:3465160,Runnemede borough,NJ,us,municipality,8425,runnemedenj.org,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/@BoroughofRunnemede,https://runnemedenj.org,none,,1.7,,False,
38:3626704,Fort Ann village,NY,us,municipality,472,townoffortannny.gov,no-platform-link-found,plain,plain,plain,civicplus,http://www.washingtoncountyny.gov/AgendaCenter/Planning-Board-7,https://www.townoffortannny.gov/planning-board.html,cloudflare,,11.8,,False,
38:3619356,Cuba village,NY,us,municipality,1504,cubany.gov,no-platform-link-found,challenge,challenge,challenge,,,https://beacon.schneidercorp.com/Application.aspx?App=AlleganyCountyNY&PageType=Search,cloudflare,,15.0,,False,
38:4833968,Hill Country Village city,TX,us,municipality,949,hcv.org,no-platform-link-found,plain,plain,dead,,,https://hcv.org,sucuri,"reached, hop links checked, no platform link found",24.3,,False,
38:4721400,Dover city,TN,us,municipality,1893,dovertn.com,no-platform-link-found,plain,plain,plain,vimeo,https://player.vimeo.com/video/176518146?autoplay=1&loop=1,https://www.dovertn.com/,none,,0.6,,False,
36:28003,Alcorn County,MS,us,county,34228,alcorncountyms.gov,no-platform-signature,plain,plain,dead,,,https://alcorncountyms.gov,none,"headless failed: Error: BrowserType.launch: Executable doesn't exist at /opt/pw-browsers/chromium_headless_shell-1234/chrome-headless-shell-linux64/chrome-headless-shell
╔════════════════════════════════════════════════════════════╗
║ Looks like Playwright was just installed or updated.       ║
║ Please run the following command to download new browsers: ║
║                                                            ║
║     playwright install                                     ║
║                                                            ║
║ <3 Playwright Team                                         ║
╚════════════════════════════════════════════════════════════╝",2.9,,False,
38:4060350,Poteau city,OK,us,municipality,9111,poteau-ok.com,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/user/travelok,https://www.travelok.com/listings/search/5?city=poteau,none,,15.1,,False,
38:3946998,Malvern village,OH,us,municipality,1096,villageofmalvern.net,no-platform-link-found,timeout,dead,dead,,,,none,,19.9,,False,
37:4209561088,Plainfield township,PA,us,township,,plainfieldtownship.org,no-platform-link-found,plain,plain,dead,,,https://plainfieldtownship.org,none,"reached, hop links checked, no platform link found",17.4,,False,
1:2483090,Aumond,QC,ca,municipality,754,www.aumond.ca,no-platform-link-found,plain,plain,plain,direct_file,https://www.aumond.ca/images/videoaccueil3.mp4,https://www.aumond.ca,none,,0.9,,False,True
1:2433123,Leclercville,QC,ca,municipality,491,www.munleclercville.qc.ca,no-platform-link-found,plain,plain,dead,,,https://www.munleclercville.qc.ca,cloudflare,"reached, hop links checked, no platform link found",6.0,,False,
38:2143668,Lakeview Heights city,KY,us,municipality,274,lakeviewheightsky.us,no-platform-link-found,plain,plain,plain,youtube,https://youtube.com/@KARTUBET88,https://lakeviewheightsky.us,cloudflare,,1.5,,False,
1:2450057,Sainte-Monique,QC,ca,municipality,524,www.sainte-monique.ca,no-platform-link-found,plain,plain,dead,,,https://www.sainte-monique.ca,none,"reached, hop links checked, no platform link found",3.6,,False,
36:21191,Pendleton County,KY,us,county,14844,pendletoncounty.ky.gov,no-platform-link-found,plain,plain,dead,,,https://pendletoncounty.ky.gov/Pages/index.aspx,none,"reached, hop links checked, no platform link found",24.6,,False,
