gov_id,name,state,country,gov_kind,population,domain,reject_reason,access_mode,rung_answered,bucket,platform,hit_url,final_url,waf_family,note,elapsed_seconds,exception,final_url_is_youtube,direct_file_plausible
38:4262224,Portersville borough,PA,us,municipality,225,portersvilleborough.com,no-platform-link-found,plain,plain,dead,,,https://www.portersvilleborough.com/,cloudflare,"headless failed: Error: Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://www.portersvilleborough.com/
Call log:
  - navigating to ""https://www.portersvilleborough.com/"", waiting until ""load""
",4.6,,False,
1:4817062,Clear Hills,AB,ca,municipality,3006,clearhillscounty.ab.ca,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/@ClearHillsCounty,https://www.clearhillscounty.ab.ca/,none,,1.1,,False,
38:5522575,Edgerton city,WI,us,municipality,6138,cityofedgerton.com,no-platform-link-found,plain,plain,dead,,,https://www.edgerton.wi.gov/,none,"reached, hop links checked, no platform link found",10.0,,False,
38:0129560,Georgiana town,AL,us,municipality,1267,cityofgeorgiana.com,no-platform-link-found,plain,plain,dead,,,https://cityofgeorgiana.com,none,"headless failed: Error: Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://cityofgeorgiana.com/
Call log:
  - navigating to ""https://cityofgeorgiana.com/"", waiting until ""load""
",3.7,,False,
37:3403729850,Hardyston township,NJ,us,township,,hardyston.com,no-platform-link-found,plain,plain,dead,,,https://hardyston.com,none,"reached, hop links checked, no platform link found",18.1,,False,
38:1704000,Bartelso village,IL,us,municipality,639,clintonco.illinois.gov,no-platform-link-found,plain,plain,dead,,,https://clintonco.illinois.gov,sucuri,"reached, hop links checked, no platform link found",18.8,,False,
38:1735268,Hinckley village,IL,us,municipality,1976,hinckleyil.gov,no-platform-link-found,plain,plain,dead,,,https://www.hinckleyil.gov/,none,"reached, hop links checked, no platform link found",7.3,,False,
38:2116110,Coal Run Village city,KY,us,municipality,1596,coalrunky.gov,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/cdc,https://www.cdc.gov/coronavirus/2019-nCoV/index.html,none,,22.7,,False,
1:4813012,Alberta Beach,AB,ca,municipality,864,albertabeach.com,no-platform-link-found,plain,plain,dead,,,https://albertabeach.com,none,"reached, hop links checked, no platform link found",20.9,,False,
37:2615975000,South Haven charter township,MI,us,township,,southhaventwpmi.gov,no-platform-link-found,plain,plain,dead,,,https://southhaventwp.com/,none,"reached, hop links checked, no platform link found",18.4,,False,
37:4211527448,Franklin township,PA,us,township,,franklintwp.info,no-platform-link-found,plain,plain,dead,,,https://franklintwp.info,none,"headless failed: Error: Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://franklintwp.info/
Call log:
  - navigating to ""https://franklintwp.info/"", waiting until ""load""
",3.4,,False,
36:19045,Clinton County,IA,us,county,46015,clintoncounty-ia.gov,no-platform-link-found,plain,plain,dead,direct_file,https://cdn.neapolitanlabs.com/videos/clinton_county/admin_building.mp4,https://clintoncounty-ia.gov,none,direct_file hit rejected as implausible (different domain than clintoncounty-ia.gov): https://cdn.neapolitanlabs.com/videos/clinton_county/admin_building.mp4,1.0,,False,False
38:5551875,Milladore village,WI,us,municipality,267,townofmilladore.com,no-platform-link-found,plain,plain,dead,,,https://townofmilladore.com,cloudflare,"reached, hop links checked, no platform link found",11.6,,False,
38:2677700,Swartz Creek city,MI,us,municipality,5848,cityofswartzcreekmi.gov,no-platform-link-found,plain,plain,dead,,,https://cityofswartzcreekmi.gov,none,"reached, hop links checked, no platform link found",18.8,,False,
38:2911350,Cardwell city,MO,us,municipality,534,cityofcardwellmo.wixsite.com,no-platform-link-found,plain,plain,dead,,,https://cityofcardwellmo.wixsite.com,cloudflare,"headless failed: Error: Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://cityofcardwellmo.wixsite.com/
Call log:
  - navigating to ""https://cityofcardwellmo.wixsite.com/"", waiting until ""load""
",3.1,,False,
38:5409844,Brandonville town,WV,us,municipality,128,local.wv.gov,no-platform-link-found,plain,plain,dead,,,https://local.wv.gov/Pages/default.aspx,none,"headless failed: Error: Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://local.wv.gov/Pages/default.aspx
Call log:
  - navigating to ""https://local.wv.gov/Pages/default.aspx"", waiting until ""load""
",3.6,,False,
1:2432023,Sainte-Sophie-d'Halifax,QC,ca,municipality,595,www.saintesophiedhalifax.com,no-platform-link-found,plain,plain,dead,,,https://www.saintesophiedhalifax.com,none,"headless failed: Error: Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://www.saintesophiedhalifax.com/
Call log:
  - navigating to ""https://www.saintesophiedhalifax.com/"", waiting until ""load""
",3.4,,False,
36:13305,Wayne County,GA,us,county,32132,waynecountyga.us,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/channel/UCw3BGcpl8qPsry2ZzrT82mA,https://www.waynecountyga.us/,none,,5.1,,False,
38:4045350,McLoud city,OK,us,municipality,4519,mcloudus.gov,no-platform-link-found,dead,dead,dead,,,,none,dns-fail on https://mcloudus.gov; dns-fail on https://www.mcloudus.gov; dns-fail on http://mcloudus.gov,4.1,,False,
38:4220840,East Brady borough,PA,us,municipality,804,eastbradyborough.com,no-platform-link-found,plain,plain,dead,,,https://www.eastbradyborough.com/,none,"reached, hop links checked, no platform link found",20.5,,False,
1:3523001,Puslinch,ON,ca,municipality,7944,puslinch.ca,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/@townshipofpuslinch,https://puslinch.ca/government/media-relations-and-social-media/,cloudflare,,11.2,,False,
38:4051150,Newcastle city,OK,us,municipality,14677,newcastleok.gov,no-platform-link-found,plain,plain,dead,,,https://newcastleok.gov,none,"reached, hop links checked, no platform link found",18.8,,False,
38:0220970,Edna Bay city,AK,us,municipality,26,cityofednabay.org,no-platform-link-found,plain,plain,dead,,,https://cityofednabay.org,none,"reached, hop links checked, no platform link found",8.9,,False,
38:0842330,Lake City town,CO,us,municipality,413,townoflakecityco.gov,no-platform-link-found,plain,plain,dead,,,https://www.townoflakecityco.gov/,none,"reached, hop links checked, no platform link found",31.3,,False,
38:5517950,Cuba City city,WI,us,municipality,2088,cubacity.org,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/channel/UCY9hffXNBb6DGeGDMhABfoQ,https://www.cubacity.org/,cloudflare,,1.2,,False,
38:5528450,Gays Mills village,WI,us,municipality,512,gaysmills.gov,no-platform-link-found,plain,plain,dead,,,https://www.gaysmills.gov/,none,"reached, hop links checked, no platform link found",22.4,,False,
37:2606761580,Otisco township,MI,us,township,,www.otiscotwp.org,no-platform-link-found,plain,plain,dead,,,https://www.otiscotwp.org,none,"reached, hop links checked, no platform link found",12.1,,False,
38:3725940,Gibson town,NC,us,municipality,456,gibsonnc.com,no-platform-link-found,plain,plain,dead,,,https://gibsonnc.com,none,"reached, hop links checked, no platform link found",4.9,,False,
37:2607119150,Crystal Falls township,MI,us,township,,www.crystalfallstownship.org,no-platform-link-found,plain,plain,dead,,,https://crystalfallstownship.org/,none,"reached, hop links checked, no platform link found",17.5,,False,
37:2608916400,Cleveland township,MI,us,township,,www.leelanau.gov,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/channel/UCNQTgIgcTedF2qB8floC1GQ,https://www.leelanau.gov,none,,0.3,,False,
38:3762040,Simpson village,NC,us,municipality,403,villageofsimpsonnc.com,no-platform-link-found,plain,plain,dead,,,https://villageofsimpsonnc.com,none,"headless failed: Error: Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://villageofsimpsonnc.com/
Call log:
  - navigating to ""https://villageofsimpsonnc.com/"", waiting until ""load""
",3.6,,False,
38:5130208,Galax city,VA,us,municipality,6739,galaxva.gov,no-platform-link-found,dead,dead,dead,,,,none,dns-fail on https://galaxva.gov; dns-fail on https://www.galaxva.gov; dns-fail on http://galaxva.gov,4.1,,False,
1:4705047,Langenburg No. 181,SK,ca,municipality,561,www.rmoflangenburg.ca,no-platform-link-found,plain,plain,dead,,,https://www.rmoflangenburg.ca,cloudflare,"reached, hop links checked, no platform link found",18.2,,False,
38:1680470,Tetonia city,ID,us,municipality,281,tetoniaidaho.org,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/embed/fCLqDMdsEJk,https://www.tetoniaidaho.org/,cloudflare,,2.1,,False,
37:4205920296,Dunkard township,PA,us,township,,dunkardtownship.org,no-platform-link-found,plain,plain,dead,,,https://dunkardtownship.org,none,"reached, hop links checked, no platform link found",7.2,,False,
38:4136750,Island City city,OR,us,municipality,1131,islandcityoregon.gov,no-platform-link-found,plain,plain,dead,,,https://islandcityoregon.gov,none,"reached, hop links checked, no platform link found",18.3,,False,
36:13027,Brooks County,GA,us,county,16344,brookscountyga.gov,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/embed/azS5cyZiz58,https://brookscountyga.gov,none,,0.6,,False,
1:2469075,Dundee,QC,ca,municipality,386,www.cantondundee.ca,no-platform-link-found,plain,plain,dead,,,https://www.cantondundee.ca,none,"reached, hop links checked, no platform link found",3.5,,False,
37:2612585480,West Bloomfield charter township,MI,us,township,,www.wbtownship.org,no-platform-link-found,plain,plain,plain,civicclerk,https://wbtownshipmi.portal.civicclerk.com/,https://www.wbtownship.org,none,,0.6,,False,
38:0259650,Pelican city,AK,us,municipality,91,pelicanak.govoffice2.com,no-platform-link-found,plain,plain,dead,,,https://pelicanak.govoffice2.com/404.htm?aspxerrorpath=/index.asp,none,"headless failed: Error: Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://pelicanak.govoffice2.com/404.htm?aspxerrorpath=/index.asp
Call log:
  - navigating to ""https://pelicanak.govoffice2.com/404.htm?aspxerrorpath=/index.asp"", waiting until ""load""
",3.4,,False,
38:5178192,The Plains town,VA,us,municipality,255,theplainsvirginia.org,no-platform-link-found,plain,plain,dead,,,https://theplainsvirginia.org,none,"headless failed: Error: Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://theplainsvirginia.org/
Call log:
  - navigating to ""https://theplainsvirginia.org/"", waiting until ""load""
",3.8,,False,
38:3929974,Gettysburg village,OH,us,municipality,462,villageofgettysburgohio.org,no-platform-link-found,plain,plain,dead,,,https://villageofgettysburgohio.org,none,"reached, hop links checked, no platform link found",2.6,,False,
1:4701063,Tecumseh No. 65,SK,ca,municipality,255,rmoftecumseh.ca,no-platform-link-found,plain,plain,dead,,,https://rmoftecumseh.ca,none,"reached, hop links checked, no platform link found",12.3,,False,
38:2913330,Charlack city,MO,us,municipality,1280,cityofcharlack.gov,no-platform-link-found,plain,plain,dead,,,https://cityofcharlack.gov,none,"reached, hop links checked, no platform link found",6.6,,False,
38:1882052,Waynetown town,IN,us,municipality,974,waynetown.net,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/@waynetownindiana,https://waynetown.net,none,,2.4,,False,
38:1914925,Coggon city,IA,us,municipality,691,coggonia.org,no-platform-link-found,plain,plain,dead,,,https://www.coggonia.org/,none,"reached, hop links checked, no platform link found",20.8,,False,
38:1802602,Atlanta town,IN,us,municipality,737,atlantaindiana.com,no-platform-link-found,plain,plain,dead,,,https://atlantaindiana.com,none,"reached, hop links checked, no platform link found",6.6,,False,
37:3611743973,Lyons town,NY,us,township,,lyonsny.gov,no-platform-link-found,plain,plain,dead,,,https://www.lyonsny.gov/,none,"reached, hop links checked, no platform link found",16.0,,False,
37:4204932520,Harborcreek township,PA,us,township,,harborcreek.org,no-platform-link-found,plain,plain,dead,,,https://www.harborcreek.org/,none,"reached, hop links checked, no platform link found",25.5,,False,
1:2471033,Les Coteaux,QC,ca,municipality,5643,www.les-coteaux.qc.ca,no-platform-link-found,plain,plain,dead,,,https://les-coteaux.qc.ca/,none,"reached, hop links checked, no platform link found",13.7,,False,
38:1224825,Freeport city,FL,us,municipality,7234,freeportflorida.gov,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/@CityofFreeport-32439/streams,https://freeportflorida.gov,none,,0.3,,False,
37:2611764200,Pine township,MI,us,township,,www.pinetownship.net,no-platform-link-found,plain,plain,dead,,,https://www.pinetownship.net,none,"reached, hop links checked, no platform link found",21.5,,False,
38:3738860,Locust city,NC,us,municipality,5992,locustnc.gov,no-platform-link-found,dead,dead,dead,,,,none,dns-fail on https://locustnc.gov; dns-fail on https://www.locustnc.gov; dns-fail on http://locustnc.gov,4.1,,False,
36:19185,Wayne County,IA,us,county,6622,waynecountyia.com,no-platform-link-found,plain,plain,dead,,,https://waynecounty.iowa.gov/,cloudflare,"reached, hop links checked, no platform link found",7.2,,False,
38:3945794,McClure village,OH,us,municipality,690,mcclureoh.org,no-platform-link-found,plain,plain,dead,,,https://mcclureoh.org,none,"reached, hop links checked, no platform link found",9.1,,False,
1:4706077,Silton,SK,ca,municipality,95,villageofsilton.ca,no-platform-link-found,plain,plain,dead,,,https://villageofsilton.ca,none,"reached, hop links checked, no platform link found",13.7,,False,
38:5500275,Adams city,WI,us,municipality,1771,townofadamswi.gov,no-platform-link-found,plain,plain,dead,,,https://townofadamswi.gov,none,"reached, hop links checked, no platform link found",22.7,,False,
37:3600382095,Willing town,NY,us,township,,willingny.gov,no-platform-link-found,challenge,challenge,challenge,,,https://beacon.schneidercorp.com/Application.aspx?App=AlleganyCountyNY&PageType=Search,cloudflare,,5.4,,False,
38:2768656,Watson city,MN,us,municipality,173,cityofwatson.com,no-platform-link-found,plain,plain,dead,,,https://www.cityofwatson.com/,none,"reached, hop links checked, no platform link found",9.6,,False,
37:5506951275,Merrill town,WI,us,township,,townofmerrillwi.gov,no-platform-link-found,plain,plain,dead,,,https://townofmerrillwi.gov,cloudflare,"reached, hop links checked, no platform link found",17.4,,False,
37:2300364780,St. Agatha town,ME,us,township,,stagatha.com,no-platform-link-found,plain,plain,dead,,,https://stagatha.com,cloudflare,"reached, hop links checked, no platform link found",18.0,,False,
38:2644780,Lake Linden village,MI,us,municipality,1051,lakelinden.net,no-platform-link-found,plain,plain,dead,,,https://www.lakelinden.net/,cloudflare,"reached, hop links checked, no platform link found",17.9,,False,
38:1029090,Georgetown town,DE,us,municipality,8098,georgetowndel.com,no-platform-link-found,plain,plain,plain,civicweb,https://georgetowndel.civicweb.net/Portal/,https://www.georgetowndel.com/,none,,0.5,,False,
38:1806706,Boswell town,IN,us,municipality,811,townofboswell.com,no-platform-link-found,plain,plain,plain,wistia,https://invoicecloud.wistia.com/medias/uvomb2ep7x,https://www.invoicecloud.com/portal/(S(yjpz05bbjkkphpd1ifomox0d))/2/Site.aspx?G=26f21f6e-8f3c-40ab-8853-6fc0e4b6ca4f,cloudflare,,7.4,,False,
38:1902260,Anita city,IA,us,municipality,953,anitaiowa.com,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/watch?v=dl98BenGve4&t=2s,https://www.anitaiowa.com/,none,,0.6,,False,
38:1754703,Oak Grove village,IL,us,municipality,470,elkgrove.org,no-platform-link-found,plain,plain,dead,,,https://www.elkgrove.org/,akamai,"reached, hop links checked, no platform link found",19.4,,False,
38:3482423,Woodland Park borough,NJ,us,municipality,13477,wpnj.us,no-platform-link-found,plain,plain,dead,,,https://wpnj.us,none,"reached, hop links checked, no platform link found",17.8,,False,
38:3029500,Froid town,MT,us,municipality,185,froidmt.com,no-platform-link-found,plain,plain,dead,,,https://froidmt.com,cloudflare,"headless failed: Error: Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://froidmt.com/
Call log:
  - navigating to ""https://froidmt.com/"", waiting until ""load""
",3.5,,False,
36:48349,Navarro County,TX,us,county,56533,co.navarro.tx.us,no-platform-link-found,plain,plain,dead,,,https://www.co.navarro.tx.us,none,"reached, hop links checked, no platform link found",6.9,,False,
38:1717471,Creston village,IL,us,municipality,618,villageofcreston.org,no-platform-link-found,plain,plain,dead,,,https://villageofcreston.org,cloudflare,"reached, hop links checked, no platform link found",13.4,,False,
38:0614498,Colfax city,CA,us,municipality,2058,colfax-ca.gov,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/embed/_0AqkrVyDYo?enablejsapi=1&autoplay=0&cc_load_policy=0&cc_lang_pref=&iv_load_policy=1&loop=0&rel=0&fs=1&playsinline=0&autohide=2&theme=dark&color=red&controls=1&disablekb=0&,https://colfax-ca.gov/government/city-council/council-meeting-video/,cloudflare,,4.6,,False,
38:1903835,Aurora city,IA,us,municipality,165,auroraiowa.org,no-platform-link-found,plain,plain,dead,,,https://www.auroraiowa.org/,none,"reached, hop links checked, no platform link found",5.4,,False,
38:3946844,Magnolia village,OH,us,municipality,1014,villageofmagnolia.com,no-platform-link-found,plain,plain,plain,youtube,https://www.youtube.com/WordPressdotcom,https://wordpress.com/?ref=footer_blog,none,,16.3,,False,
38:4770240,Spencer city,TN,us,municipality,1590,cityofspencertn.com,no-platform-link-found,plain,plain,dead,,,https://www.cityofspencertn.com/,none,"reached, hop links checked, no platform link found",18.7,,False,
38:0166216,Rogersville town,AL,us,municipality,1414,rogersvillealabama.gov,no-platform-link-found,plain,plain,dead,,,https://rogersvillealabama.gov,none,"reached, hop links checked, no platform link found",9.6,,False,
38:0528810,Greers Ferry city,AR,us,municipality,847,greersferry.gov,no-platform-link-found,plain,plain,dead,,,https://greersferry.gov,none,"headless failed: Error: Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://greersferry.gov/
Call log:
  - navigating to ""https://greersferry.gov/"", waiting until ""load""
",3.3,,False,
37:3610176496,Urbana town,NY,us,township,,townofurbana.gov,no-platform-link-found,plain,plain,dead,,,https://townofurbana.gov,none,"reached, hop links checked, no platform link found",6.5,,False,
