gov_id,name,state,population,domain,hub_url,hub_fetch_status,home_fetch_status,hop_candidates_checked,fetches_used,outcome,platform,hit_url,hit_source,needs_listing_discovery,all_platforms_found,note,error
38:0883835,Westminster city,CO,115302,https://westminsterco.gov,https://westminsterco.gov/157/City-Council,ok,ok,12,10,platform_found,youtube,http://www.youtube.com/user/WestminsterCO,hub_icon_shortcut_redirect,False,youtube:http://www.youtube.com/user/WestminsterCO; youtube:https://www.youtube.com/user/WestminsterCO/live; primegov:https://cityofwestminster.primegov.com/public/portal?fromiframe=true; youtube:https://www.youtube.com/watch?v=C-UrolFeK00; granicus:https://westminsterco.granicus.com/boards/w/0bd850bdc79e091d,excluded non-actionable hit: civicplus https://co-westminster.civicplus.com/MyAccount/?from=url&url=%2F&dn=co-westminster.civicplus.com (source=home_page_anchor); excluded non-actionable hit: civicplus https://co-westminster.civicplus.com/MyAccount/?from=url&url=%2F&dn=co-westminster.civicplus.com (source=home_hop_link); excluded non-actionable hit: civicplus https://co-westminster.civicplus.com/MyAccount/?from=url&url=%2F&dn=co-westminster.civicplus.com (source=home_hop_link_page_anchor),
38:2109226,Brandenburg city,KY,2974,https://brandenburgky.org,https://brandenburg.ky.gov/agenda-and-meeting-minutes/,ok,redirect_off_host,8,10,no_platform_link_found,,,,False,,"domain home redirects off-host, not fetched: https://sbwhalehouse.com/",
38:3769795,Varnamtown town,NC,528,https://townofvarnamtown.gov,https://townofvarnamtown.gov/town-council,ok,ok,7,9,no_platform_link_found,,,,False,,,
38:5508600,Boaz village,WI,122,https://boazwi.gov,https://boazwi.gov/meetings,ok,ok,6,8,no_platform_link_found,,,,False,,,
36:21185,Oldham County,KY,70525,https://oldhamcounty.net,https://oldhamcountyky.gov/fiscalcourtagendas,ok,ok,0,2,platform_found,youtube,https://www.youtube.com/@OCTVOldhamCountyTelevision/videos,hub_page_anchor,False,youtube:https://www.youtube.com/@OCTVOldhamCountyTelevision/videos,,
38:3905284,Bellville village,OH,1995,https://bellvilleohio.net,https://villageofbellville.com/council/,ok,blocked_then_blocked,7,9,platform_found,youtube,https://www.youtube.com/channel/UCHt9RyEy_y6YcByntr4giVw/feed,hub_hop_link_page_anchor,False,youtube:https://www.youtube.com/channel/UCHt9RyEy_y6YcByntr4giVw/feed,,
1:2499055,Chisasibi,QC,4985,https://www.chisasibi.ca,https://chisasibi.ca/councillors/,ok,ok,2,4,no_platform_link_found,,,,False,,,
38:5061675,St. Albans city,VT,7031,https://stalbansvt.gov,https://stalbansvt.gov/government/selectboard/index.php,ok,ok,0,2,platform_found,youtube,https://www.youtube.com/playlist?list=PLrBf_FpjKbwctxNk-PcUIiHc7Eu7AJfWM,hub_page_anchor,False,youtube:https://www.youtube.com/playlist?list=PLrBf_FpjKbwctxNk-PcUIiHc7Eu7AJfWM,,
38:2020425,Ellinwood city,KS,1969,https://cityofellinwoodks.com,https://www.cityofellinwoodks.com/council/,ok,ok,15,10,no_platform_link_found,,,,False,,,
36:19181,Warren County,IA,56343,https://warrencountyia.gov,https://www.warrencountyia.gov/government/county-government/board-of-supervisors/,ok,ok,0,2,platform_found,youtube,https://www.youtube.com/playlist?list=PL0wekmYzETMdNIqP_h5XFplmgZl65iqtw,home_page_anchor,False,youtube:https://www.youtube.com/playlist?list=PL0wekmYzETMdNIqP_h5XFplmgZl65iqtw,excluded non-actionable hit: youtube https://www.youtube.com/embed/videoseries?list=PL0wekmYzETMdNIqP_h5XFplmgZl65iqtw (source=hub_page_anchor),
36:31027,Cedar County,NE,8262,https://cedarcountyne.gov,https://cedarcountyne.gov/county-board/,ok,ok,14,10,platform_found,youtube,https://www.youtube.com/NebraskaDHHS,hub_hop_link_page_anchor,False,youtube:https://www.youtube.com/NebraskaDHHS,,
38:2725622,Greenfield city,MN,2908,https://greenfieldmn.gov,https://www.greenfieldmn.gov/agendasandminutes,ok,ok,6,8,no_platform_link_found,,,,False,,,
36:31073,Gosper County,NE,1808,https://gospercountyne.gov,https://gospercountyne.gov/county-board/,ok,ok,14,10,no_platform_link_found,,,,False,,,
38:4274104,Stewartstown borough,PA,2222,https://stewartstown.org,https://support.microsoft.com/en-us/teams/meetings/join-a-meeting-in-microsoft-teams?omkt=en-US,ok,ok,18,10,no_platform_link_found,,,,False,,,
38:4954440,New Harmony town,UT,248,https://newharmonyutah.org,https://newharmony.utah.gov/wp-content/uploads/2024/12/nh-agenda-12-4-2024.pdf,ok,redirect_off_host,0,2,no_platform_link_found,,,,False,,"domain home redirects off-host, not fetched: https://newharmony.utah.gov/",
38:1743406,Lily Lake village,IL,1059,https://lilylakeil.gov,https://lilylakeil.gov/board,ok,ok,4,6,no_platform_link_found,,,,False,,,
38:0546970,Morrilton city,AR,7185,https://cityofmorrilton.com,https://player.vimeo.com/video/1111063960?color&autopause=0&loop=0&muted=0&title=0&portrait=0&byline=0#t=,blocked_then_blocked,ok,0,2,platform_found,vimeo,https://player.vimeo.com/video/1111063960?color&autopause=0&loop=0&muted=0&title=0&portrait=0&byline=0#t=,home_page_anchor,False,vimeo:https://player.vimeo.com/video/1111063960?color&autopause=0&loop=0&muted=0&title=0&portrait=0&byline=0#t=,,
38:2128612,Fort Wright city,KY,6096,https://fortwrightky.gov,https://www.fortwrightky.gov/calendar/,ok,ok,0,2,platform_found,direct_file,https://client-cdn.systemsinsight.com/fort-wright/fort-wright-video-compressed-2.mp4,home_page_anchor,False,direct_file:https://client-cdn.systemsinsight.com/fort-wright/fort-wright-video-compressed-2.mp4,,
38:2858440,Plantersville town,MS,846,https://plantersvillems.gov,https://plantersvillems.gov/board-of-alderman,ok,ok,8,10,no_platform_link_found,,,,False,,,
36:35029,Luna County,NM,25878,https://lunacountynm.us,https://lunaconm.suiteonemedia.com/,blocked_then_blocked,redirect_off_host,0,2,hub_and_home_unreachable,,,,False,,"domain home redirects off-host, not fetched: https://www.lunacounty.gov/",
38:1321380,Dalton city,GA,34970,https://daltonga.gov,https://daltonga.gov/172/Agendas-and-Minutes,ok,ok,0,2,platform_found,youtube,https://www.youtube.com/c/CityofDaltonGeorgia/about,hub_page_anchor,False,youtube:https://www.youtube.com/c/CityofDaltonGeorgia/about,,
36:48171,Gillespie County,TX,28159,https://gillespiecounty.gov,https://gillespiecounty.gov/1313/Boards-Commissions,ok,ok,15,10,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://gillespiecounty.gov/agendacenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://gillespiecounty.gov/agendacenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://gillespiecounty.gov/agendacenter (source=hub_hop_link); excluded non-actionable hit: civicplus https://gillespiecounty.gov/AgendaCenter/Commissioners-Court-3 (source=hub_hop_link_page_anchor); excluded non-actionable hit: civicplus https://,
38:5122560,Dillwyn town,VA,439,https://dillwynva.org,https://dillwynva.org/index.php/category/agendas-minutes/2026/,ok,ok,16,10,no_platform_link_found,,,,False,,,
38:3113225,Dixon village,NE,78,https://dixoncountyne.gov,https://dixoncountyne.gov/county-board/board-meetings/,ok,ok,13,10,no_platform_link_found,,,,False,,,
38:4866464,Sealy city,TX,7553,https://ci.sealy.tx.us,https://ci.sealy.tx.us,ok,same_as_hub,8,9,platform_found,vimeo,https://player.vimeo.com/video/1227954162?h=2ed4198897,hub_hop_link_page_anchor,False,vimeo:https://player.vimeo.com/video/1227954162?h=2ed4198897; vimeo:https://player.vimeo.com/video/1219001618?h=760a540199; vimeo:https://player.vimeo.com/video/1114658612?h=fccc595331,,
1:3557035,Huron Shores,ON,1860,https://www.huronshores.ca,https://pub-huronshores.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=7cdf19b6-950a-4bc0-a0aa-3d7989cf6e3b&lang=English,ok,ok,9,10,platform_found,escribe,https://pub-huronshores.escribemeetings.com/Meeting.aspx?Id=7cdf19b6-950a-4bc0-a0aa-3d7989cf6e3b&Agenda=PostMinutes&lang=English,hub_icon_shortcut,False,escribe:https://pub-huronshores.escribemeetings.com/Meeting.aspx?Id=7cdf19b6-950a-4bc0-a0aa-3d7989cf6e3b&Agenda=PostMinutes&lang=English; escribe:https://pub-huronshores.escribemeetings.com?FillWidth=1,,
36:45019,Charleston County,SC,431001,https://charlestoncounty.gov,https://ccmims.charlestoncounty.org/,ok,ok,0,2,platform_found,youtube,https://www.youtube.com/@CharlestonCountyGov,hub_page_anchor,False,youtube:https://www.youtube.com/@CharlestonCountyGov; youtube:http://www.youtube.com/user/charlestoncountygov,,
38:4203928,Baldwin borough,PA,20712,https://baldwinborough.org,https://baldwinborough.org/160/Boards-Commissions,ok,ok,14,10,no_platform_link_found,,,,False,,excluded non-actionable hit: civicplus https://baldwinborough.org/agendacenter (source=hub_page_anchor); excluded non-actionable hit: civicplus https://baldwinborough.org/agendacenter (source=home_page_anchor); excluded non-actionable hit: civicplus https://baldwinborough.org/agendacenter (source=hub_hop_link); excluded non-actionable hit: civicplus https://baldwinborough.org/agendacenter (source=hub_hop_link_page_anchor); excluded non-actionable hit: civicplus https://baldwinborough.org/agendac,
38:5558850,Oakdale village,WI,303,https://villageofoakdalewi.gov,https://villageofoakdalewi.gov/agendas-minutes/,ok,ok,8,10,no_platform_link_found,,,,False,,,
38:4246392,Macungie borough,PA,3335,https://macungie.pa.us,https://macungie.pa.us/council_minutes.html,ok,ok,13,10,no_platform_link_found,,,,False,,,
1:5901039,Invermere,BC,3917,https://invermere.net,https://invermere.civicweb.net/Portal/MeetingSchedule.aspx,ok,ok,0,2,platform_found,civicweb,https://invermere.civicweb.net/Portal/MeetingSchedule.aspx,home_page_anchor,False,civicweb:https://invermere.civicweb.net/Portal; civicweb:https://invermere.civicweb.net/Portal/MeetingSchedule.aspx,,
38:1228000,Gulf Breeze city,FL,6955,https://cityofgulfbreeze.com,https://cityofgulfbreeze.civicweb.net/Portal/MeetingSchedule.aspx,ok,redirect_off_host,0,2,platform_found_bare_root,civicweb,https://cityofgulfbreeze.civicweb.net/Portal,hub_page_anchor,True,civicweb:https://cityofgulfbreeze.civicweb.net/Portal,"domain home redirects off-host, not fetched: http://cityofgulfbreeze.us",
38:5572925,Shawano city,WI,9635,https://cityofshawano.com,https://shawanowi.civicweb.net/portal/,ok,ok,0,2,platform_found_bare_root,civicweb,https://shawanowi.civicweb.net/Portal,hub_page_anchor,True,civicweb:https://shawanowi.civicweb.net/Portal; civicweb:https://shawanowi.civicweb.net/portal/,,
38:3611847,Camden village,NY,2149,https://camdenny.gov,https://www.camdenny.gov/government_departments/town_board/town_board_tentative_meeting_agenda,ok,ok,11,10,no_platform_link_found,,,,False,,excluded non-actionable hit: civiclive https://camdenny.hosted2.civiclive.com/living_here/about_us/our_history (source=home_page_anchor); excluded non-actionable hit: civiclive https://camdenny.hosted2.civiclive.com/living_here/about_us/our_history (source=home_hop_link); excluded non-actionable hit: civiclive https://camdenny.hosted2.civiclive.com/visiting_here (source=home_hop_link),
