gov_id,unit_name,platform,outcome,reason,seed_url,title,date,page_url
ca:csd:3512005,"Belleville, ON",civicweb,skipped,civicweb: resolved but no transcript/agenda/video (https://citybellevilleon.civicweb.net/portal/),,,,
ca:csd:3518005,"Ajax, ON",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=hdPayV4oLd4,,,
ca:csd:3523009,"Guelph/Eramosa, ON",youtube,skipped,"youtube channel: checked 18 channel video(s), none looked like a real meeting (https://www.youtube.com/channel/UCwgLQOkLpGCetlawd_Qzlbg)",,,,
ca:csd:3538003,"St. Clair, ON",civicweb,skipped,civicweb: resolved but no transcript/agenda/video (https://twpstclairon.civicweb.net/portal/),,,,
ca:csd:3544042,"Huntsville, ON",civicweb,skipped,civicweb: no civicweb link found on hit_source_url or first 4 hop2_urls,,,,
ca:csd:3556042,"Cochrane, ON",civicweb,skipped,civicweb: no civicweb link found on hit_source_url or first 4 hop2_urls,,,,
ca:csd:3560034,"Sioux Lookout, ON",granicus,skipped,granicus: no granicus link found on hit_source_url or first 4 hop2_urls,,,,
ca:csd:4706027,"Regina, SK",iqm2,skipped,iqm2: resolved but no transcript/agenda/video (https://reginask.iqm2.com),,,,
ca:csd:4711070,"Martensville, SK",vimeo,skipped,vimeo: no vimeo link found on hit_source_url or first 4 hop2_urls,,,,
ca:csd:4715008,"Humboldt, SK",vimeo,skipped,vimeo: no vimeo link found on hit_source_url or first 4 hop2_urls,,,,
us:place:0126896,"Florence city, AL",granicus,skipped,granicus: no granicus link found on hit_source_url or first 4 hop2_urls,,,,
us:place:0159472,"Phenix City city, AL",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=kZJQsApBQw4,,,
us:place:0159760,"Pike Road city, AL",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=rzpT6rIoRlI,,,
us:place:0236400,"Juneau city and borough, AK",civicclerk,skipped,civicclerk: no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,
us:place:0415500,"Coolidge city, AZ",iqm2,skipped,iqm2: resolved but no transcript/agenda/video (https://coolidgecityaz.iqm2.com/Citizens/Default.aspx),,,,
us:place:0530460,"Harrison city, AR",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:0546970,"Morrilton city, AR",vimeo,skipped,vimeo: no vimeo link found on hit_source_url or first 4 hop2_urls,,,,
us:place:0616378,"Coronado city, CA",primegov,skipped,primegov: resolved but no transcript/agenda/video (https://coronado.primegov.com/Portal/Meeting?meetingTemplateId=11630),,,,
us:place:0619318,"Dinuba city, CA",civicclerk,skipped,civicclerk: no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,
us:place:0625296,"Fortuna city, CA",,skipped,unhandled exception: 'NoneType' object has no attribute 'get',,,,
us:place:0626000,"Fremont city, CA",primegov,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://fremont.primegov.com/Portal/Meeting?meetingTemplateId=557,TEST - CC - Livecast 2,2026-08-29,
us:place:0636280,"Imperial city, CA",granicus,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://imperial.granicus.com/player/clip/2496,Board of Supervisors,2023-12-13,
us:place:0654386,"Oroville city, CA",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://buttecoca.portal.civicclerk.com/event/140/media,Thompson Flat Cemetery District  Meeting,2024-08-27,
us:place:0656112,"Patterson city, CA",primegov,skipped,primegov: resolved but no transcript/agenda/video (https://pattersonca.primegov.com/Portal/Meeting?meetingTemplateId=263),,,,
us:place:0658240,"Porterville city, CA",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://portervilleca.portal.civicclerk.com/event/542/media,City Council Meeting,2026-09-01,
us:place:0816495,"Commerce City city, CO",granicus,skipped,granicus: no granicus link found on hit_source_url or first 4 hop2_urls,,,,
us:place:0825115,"Estes Park town, CO",vimeo,skipped,vimeo: no vimeo link found on hit_source_url or first 4 hop2_urls,,,,
us:place:0877290,"Thornton city, CO",primegov,skipped,primegov: resolved but no transcript/agenda/video (https://thorntonco.primegov.com/Portal/Meeting?meetingTemplateId=4619),,,,
us:place:0955990,"Norwalk city, CT",primegov,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://norwalk.primegov.com/Portal/Meeting?meetingTemplateId=7634,"Aug 26, 2026 Special Planning Commission Meeting",2026-08-26,
us:place:1200375,"Alachua city, FL",granicus,ingested_tier1_2,"2719 transcript segments (matched an EXISTING page, not newly created)",https://alachua.granicus.com/player/clip/5734?view_id=2,Alachua County Special Magistrate Hearing,2026-09-03,/m/alachua-county-fl-2026-09-03-alachua-county-special-magistrate-hearing
us:place:1217325,"Destin city, FL",iqm2,ingested_tier1_2,"5291 transcript segments (matched an EXISTING page, not newly created)",https://okaloosacountyfl.iqm2.com/Citizens/SplitView.aspx?Mode=Video&MeetingID=1977&Format=Agenda,Board of County Commissioners Regular Meeting (North),2026-03-03,/m/okaloosa-county-fl-2026-03-03-board-of-county-commissioners-regular-meeting-nort
us:place:1218550,"Dundee town, FL",municode_meetings,skipped,municode_meetings: resolved but no transcript/agenda/video (https://dundee-fl.municodemeetings.com/),,,,
us:place:1234132,"Islamorada, Village of Islands village, FL",civicclerk,skipped,civicclerk: no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1239375,"Lantana town, FL",granicus,skipped,granicus: resolved but no transcript/agenda/video (https://lantanafl.granicus.com/ViewPublisher.php?view_id=1),,,,
us:place:1241250,"Longwood city, FL",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://longwoodfl.portal.civicclerk.com/event/961/media,Proposed Solid Waste Assessment: Information Sharing Q & A Meeting,2026-09-03,
us:place:1241825,"Lynn Haven city, FL",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://lynnhavenfl.portal.civicclerk.com/event/1067/media,City Commission Meeting,2026-09-08,
us:place:1254275,"Palmetto Bay village, FL",granicus,skipped,granicus: no granicus link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1274150,"Vero Beach city, FL",castus,skipped,castus: resolved but no transcript/agenda/video (https://cloud.castus.tv/vod/vero-beach/private/6a8dc49212e21f0002bd8a31),,,,
us:place:1304140,"Auburn city, GA",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1304204,"Augusta-Richmond County consolidated government (balance), GA",champds,skipped,champds: no champds link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1320932,"Cumming city, GA",vimeo,skipped,"vimeo: title looks like a non-meeting video (no governing-body keyword in title), not ingested: 'Welcome to the City of Cumming' (https://player.vimeo.com/video/380112014?title=0&byline=0&portrait=0)",,,,
us:place:1324600,"Duluth city, GA",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=5zc-w-kaRfE,,,
us:place:1329528,"Fitzgerald city, GA",youtube,skipped,"youtube: title looks like a non-meeting video (no governing-body keyword in title), not ingested: '' (https://www.youtube.com/watch?v=h-4Kanwv-UE)",,,,
us:place:1338964,"Hinesville city, GA",civicclerk,skipped,civicclerk: no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1351492,"Milledgeville city, GA",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1378800,"Valdosta city, GA",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=OZannXzgsXo,,,
us:place:1665260,"Preston city, ID",,skipped,unhandled exception: 'NoneType' object has no attribute 'get',,,,
us:place:1706613,"Bloomington city, IL",iqm2,skipped,iqm2: resolved but no transcript/agenda/video (http://bloomingtonil.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=1157&MediaPosition=&ID=1763&CssClass=),,,,
us:place:1707744,"Bradley village, IL",youtube,skipped,"youtube: title looks like a non-meeting video (no governing-body keyword in title), not ingested: '' (https://www.youtube.com/watch?v=XsQRSc2soyE)",,,,
us:place:1712385,"Champaign city, IL",cablecast,ingested_tier1_2,105 transcript segments,http://champaign.cablecast.tv/internetchannel/show/5943?channel=1,The Mayor Feinen Podcast - Council Member Bob Pollett,2026-02-19,/m/champaign-city-il-2026-02-19-the-mayor-feinen-podcast-council-member-bob-pollett
us:place:1714351,"Cicero town, IL",vimeo,skipped,vimeo: no vimeo link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1726571,"Flossmoor village, IL",civicclerk,skipped,civicclerk: no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1727702,"Franklin Park village, IL",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1728846,"Geneseo city, IL",civicweb,skipped,civicweb: resolved but no transcript/agenda/video (https://cityofgeneseo.civicweb.net/Portal/MeetingTypeList.aspx),,,,
us:place:1731589,"Greenville city, IL",civicweb,skipped,civicweb: resolved but no transcript/agenda/video (https://greenvilleillinois.civicweb.net/Portal/),,,,
us:place:1733695,"Hazel Crest village, IL",granicus,skipped,granicus: no granicus link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1738479,"Johnsburg village, IL",,skipped,unhandled exception: 'NoneType' object has no attribute 'get',,,,
us:place:1741105,"Lake Forest city, IL",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=w5zkWsb_BHo,,,
us:place:1742028,"Lansing village, IL",youtube,skipped,"youtube channel: checked 40 channel video(s), none looked like a real meeting (https://www.youtube.com/c/VillageofLansingIllinoisLNN)",,,,
us:place:1745434,"Lyons village, IL",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1746357,"Manhattan village, IL",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=L0S5TklwxIY,,,
us:place:1747774,"Maywood village, IL",youtube,skipped,"youtube: title looks like a non-meeting video (no governing-body keyword in title), not ingested: 'State of Maywood 2026 (Slides & Video) - Mayor Nathaniel George Booker' (https://www.youtube.com/watch?v=6y1yRcCeDa0&t=3s)",,,,
us:place:1750647,"Morton Grove village, IL",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1755912,"Olney city, IL",youtube,skipped,"youtube: title looks like a non-meeting video (no governing-body keyword in title), not ingested: 'Small Town Potpourri & Joni Eareckson Tada' (https://www.youtube.com/watch?v=uj7Itp98yXQ&t=1025s)",,,,
us:place:1761314,"Posen village, IL",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1764746,"Rochelle city, IL",municode_meetings,skipped,municode_meetings: resolved but no transcript/agenda/video (https://rochelle-il.municodemeetings.com/),,,,
us:place:1770564,"South Barrington village, IL",vimeo,skipped,vimeo: no vimeo link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1770590,"South Beloit city, IL",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://youtu.be/-yGxfsjzjm8,,,
us:place:1774574,"Taylorville city, IL",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://youtu.be/i_il1XI_Nnk,,,
us:place:1776935,"University Park village, IL",youtube,skipped,"youtube channel: checked 2 channel video(s), none looked like a real meeting (https://www.youtube.com/channel/UCHuI9H2FXssoBuZrGyt2Rfw?view_as=subscriber)",,,,
us:place:1779150,"Waterloo city, IL",vimeo,skipped,vimeo: no vimeo link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1780060,"West Chicago city, IL",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=q3U6ZVJZswU,,,
us:place:1780242,"Western Springs village, IL",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://westernspringsil.portal.civicclerk.com/event/274/media,Board of Trustees Meeting,2026-08-10,
us:place:1780645,"Westmont village, IL",civicclerk,skipped,civicclerk: no past CivicClerk events with real media found via tenant Events API,,,,
us:place:1781048,"Wheaton city, IL",vimeo,skipped,vimeo: no vimeo link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1784220,"Zion city, IL",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://youtu.be/oehXf7FLYo8,,,
us:place:1804204,"Beech Grove city, IN",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1812628,"Cicero town, IN",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1825000,"Fort Wayne city, IN",viebit,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://acpl.viebit.com/watch?hash=u8S8VID9AvKh9H6Z,Fort Wayne Redevelopment Commission,2026-06-16,
us:place:1828386,"Goshen city, IN",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=xkZjMGFrWUg,,,
us:place:1829358,"Greencastle city, IN",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://greencastlein.portal.civicclerk.com/event/1585/media,Cemetery Board Meeting,2026-09-03,
us:place:1832242,"Hartford City city, IN",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://blackfordcoin.portal.civicclerk.com/event/2157/media,Blackford County Council,2025-12-03,
us:place:1842426,"Lawrence city, IN",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/embed/wvb17rmcMxA?showinfo=0&autoplay=0&rel=0&wmode=opaque&autohide=1,,,
us:place:1844658,"Logansport city, IN",civicclerk,skipped,civicclerk: no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1847448,"Martinsville city, IN",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://martinsvillein.portal.civicclerk.com/event/506/media,Redevelopment Commission,2026-09-09,
us:place:1851912,"Munster town, IN",civicclerk,skipped,civicclerk: no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1852326,"New Albany city, IN",granicus,skipped,granicus: no granicus link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1875428,"Terre Haute city, IN",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=2H2SozMslPk,,,
us:place:1880504,"Washington city, IN",granicus,skipped,granicus: resolved but no transcript/agenda/video (https://washingtonin.granicus.com/ViewPublisher.php?view_id=1),,,,
us:place:1883420,"Westville town, IN",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1883816,"Whiteland town, IN",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1901990,"Anamosa city, IA",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:1907390,"Bondurant city, IA",civicclerk,skipped,civicclerk: no past CivicClerk events with real media found via tenant Events API,,,,
us:place:1921000,"Des Moines city, IA",civicweb,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://desmoines.civicweb.net/Portal/MeetingInformation.aspx?Id=586,Airport Advisory Committee - 08 Dec 2025,2025-12-08,
us:place:1924600,"Eldridge city, IA",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=G8myJ6ZmN70,,,
us:place:1956505,"Newton city, IA",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://newtonia.portal.civicclerk.com/event/843/media,City Council Meeting,2026-08-17,
us:place:1960465,"Ottumwa city, IA",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=Q1b4LUA8CVo,,,
us:place:1986250,"Windsor Heights city, IA",civicclerk,skipped,civicclerk: no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2033875,"Independence city, KS",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://independenceks.portal.civicclerk.com/event/1967/media,Planning Commission/Board of Zoning Appeals Meeting,2026-09-01,
us:place:2036000,"Kansas City city, KS",civicclerk,skipped,civicclerk: no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2054450,"Park City city, KS",,skipped,unhandled exception: 'NoneType' object has no attribute 'get',,,,
us:place:2060825,"Roeland Park city, KS",civicclerk,skipped,civicclerk: no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2108902,"Bowling Green city, KY",vimeo,skipped,"vimeo: title looks like a non-meeting video (no governing-body keyword in title), not ingested: 'Bowling Green - A Great Place to Live and Work' (https://player.vimeo.com/video/704566009?title=0&playsinline=true)",,,,
us:place:2120350,"Dayton city, KY",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2128594,"Fort Thomas city, KY",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=m3pCgGTc7pQ,,,
us:place:2128918,"Franklin city, KY",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=M6Rf_W5cdyY,,,
us:place:2163138,"Princeton city, KY",civicweb,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://princeton.civicweb.net/Portal/MeetingInformation.aspx?Id=910,Regular Agenda - 02 Sep 2026,2026-09-02,
us:place:2200100,"Abbeville city, LA",municode_meetings,skipped,municode_meetings: no municode_meetings link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2204685,"Bastrop city, LA",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=ovoSOginpBs,,,
us:place:2232755,"Hammond city, LA",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2238355,"Jennings city, LA",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/embed/-pNyufIO7xM?feature=oembed,,,
us:place:2241155,"Lake Charles city, LA",civicclerk,skipped,civicclerk: no past CivicClerk events with real media found via tenant Events API,,,,
us:place:2250885,"Minden city, LA",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://mindenla.portal.civicclerk.com/event/113/media,"September 8, 2026, Minden City Council Regular Session",2026-09-08,
us:place:2251410,"Monroe city, LA",vimeo,skipped,vimeo: no vimeo link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2263645,"Rayne city, LA",youtube,skipped,"youtube: title looks like a non-meeting video (no governing-body keyword in title), not ingested: 'City of Rayne   Drainage Improvement Program' (https://www.youtube.com/embed/_zQxOIdXs6Q?wmode=transparent&autoplay=0&mute=0&theme=dark&controls=1&autohide=1&loop=1&showinfo=0&rel=0&enablejsapi=0&playlist=_zQxOIdXs6Q)",,,,
us:place:2283405,"Zachary city, LA",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2303355,"Bath city, ME",granicus,skipped,granicus: no granicus link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2310565,"Caribou city, ME",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=C4DA0gduaUw,,,
us:place:2355225,"Old Town city, ME",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=rkdMLMNIgKE,,,
us:place:2365725,"Sanford city, ME",granicus,skipped,granicus: no granicus link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2421325,"Cumberland city, MD",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://alleganycomd.portal.civicclerk.com/event/1049/media,Commissioner Public Work Session,2025-12-18,
us:place:2500840,"Agawam Town city, MA",cablecast,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",http://agawamvod.cablecast.tv/internetchannel/show/2912?site=1,"Community Relations Subcommittee Meeting - Sep. 8, 2026",2026-09-09,
us:place:2503690,"Barnstable Town city, MA",cablecast,ingested_tier1_2,"660 transcript segments (matched an EXISTING page, not newly created)",https://barnstable.cablecast.tv/internetchannel/show/12106?site=1,Town Council 01-08-2026,2026-01-08,/m/barnstable-county-ma-2026-01-08-town-council-01-08-2026
us:place:2524960,"Framingham city, MA",iqm2,skipped,iqm2: resolved but no transcript/agenda/video (http://framinghamma.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=12160&MediaPosition=&ID=3815&CssClass=),,,,
us:place:2556585,"Revere city, MA",iqm2,skipped,iqm2: resolved but no transcript/agenda/video (http://reverema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=1656&MediaPosition=&ID=2827&CssClass=),,,,
us:place:2601260,"Allegan city, MI",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2601740,"Alpena city, MI",youtube,skipped,"youtube: title looks like a non-meeting video (no governing-body keyword in title), not ingested: 'Departure of the Great Blue Herons' (https://youtu.be/YhGewTVU5io)",,,,
us:place:2604105,"Auburn Hills city, MI",telvue,skipped,telvue: no telvue link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2627440,"Farmington Hills city, MI",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=GSTZcOcMgJs,,,
us:place:2629000,"Flint city, MI",youtube,skipped,"youtube: title looks like a non-meeting video (no governing-body keyword in title), not ingested: 'City of Flint 2025 State of the City Broadcast Special' (https://youtu.be/YoARCyoqwYs)",,,,
us:place:2633340,"Grand Haven city, MI",vimeo,skipped,"vimeo: title looks like a non-meeting video (no governing-body keyword in title), not ingested: 'Drone-Footage-updated-with-Credit-720' (https://player.vimeo.com/video/1104572472?autoplay=1&background=1&loop=1)",,,,
us:place:2635520,"Grosse Pointe Farms city, MI",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2635540,"Grosse Pointe Park city, MI",civicclerk,skipped,civicclerk: no past CivicClerk events with real media found via tenant Events API,,,,
us:place:2638180,"Highland Park city, MI",youtube,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://www.youtube.com/watch?v=kS6fNXK9-4o,,,
us:place:2638640,"Holland city, MI",civicweb,skipped,civicweb: resolved but no transcript/agenda/video (https://cityofholland.civicweb.net/Portal/),,,,
us:place:2639360,"Houghton city, MI",vimeo,skipped,"vimeo: title looks like a non-meeting video (no governing-body keyword in title), not ingested: 'Houghton Art and Gardens' (https://player.vimeo.com/video/1003260824?h=0862389bc6&badge=0&autopause=0&player_id=0&app_id=58479)",,,,
us:place:2640860,"Ionia city, MI",civicclerk,skipped,civicclerk: no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2641420,"Jackson city, MI",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://jacksoncomi.portal.civicclerk.com/event/1092/media,Board of Commissioners Meeting,2026-01-20,
us:place:2646000,"Lansing city, MI",civicclerk,skipped,civicclerk: no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2652180,"Mason city, MI",,skipped,unhandled exception: 'NoneType' object has no attribute 'get',,,,
us:place:2665820,"Port Huron city, MI",granicus,skipped,granicus: no granicus link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2669020,"Rochester city, MI",telvue,skipped,telvue: no telvue link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2669035,"Rochester Hills city, MI",legistar,skipped,legistar: no legistar link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2671000,"St. Louis city, MI",vimeo,skipped,vimeo: no vimeo link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2674900,"Southfield city, MI",cablecast,skipped,cablecast: resolved but no transcript/agenda/video (http://southfield.cablecast.tv/internetchannel/show/2059?channel=2),,,,
us:place:2705752,"Big Lake city, MN",viebit,skipped,viebit: resolved but no transcript/agenda/video (https://biglake.viebit.com/?folder=ALL),,,,
us:place:2708452,"Buffalo city, MN",viebit,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://buffalo.viebit.com/watch?hash=11TLAPa5nJChjObE,"Buffalo City Council Meeting, Tuesday, September 8, 2026",2026-09-09,
us:place:2720546,"Faribault city, MN",civicclerk,ingested_tier1_2,"3300 transcript segments (matched an EXISTING page, not newly created)",https://ricecountymn.portal.civicclerk.com/event/1407/media,Rice County Committee of the Whole Meeting,2025-09-16,/m/faribault-mn-2025-09-16-rice-county-committee-of-the-whole-meeting
us:place:2731328,"Isanti city, MN",granicus,skipped,granicus: no granicus link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2740688,"Marshall city, MN",municode_meetings,skipped,municode_meetings: no municode_meetings link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2746798,"North Branch city, MN",civicclerk,ingested_tier1_2,2260 transcript segments,https://northbranchmn.portal.civicclerk.com/event/457/media,City Council First Monthly Meeting,2026-09-09,/m/north-branch-city-mn-2026-09-09-city-council-first-monthly-meeting
us:place:2758684,"Sauk Rapids city, MN",youtube,skipped,"youtube: title looks like a non-meeting video (no governing-body keyword in title), not ingested: 'Sauk Rapids, Minnesota Promotional Video' (http://www.youtube.com/watch?v=7Al2LumJe30)",,,,
us:place:2772022,"Wyoming city, MN",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://wyomingmn.portal.civicclerk.com/event/666/media,"City Council - September 1, 2026",2026-09-01,
us:place:2810140,"Byram city, MS",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://byramms.portal.civicclerk.com/event/2238/media,Budget Public Hearing,2026-09-03,
us:place:2841680,"Long Beach city, MS",primegov,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://longbeach.primegov.com/Portal/Meeting?meetingTemplateId=36784,"Aug 27, 2026 Climate Resilient and Sustainable City Commission",2026-08-27,
us:place:2870240,"Starkville city, MS",civicclerk,skipped,civicclerk: no past CivicClerk events with real media found via tenant Events API,,,,
us:place:2879120,"West Point city, MS",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2901972,"Arnold city, MO",youtube,skipped,"youtube: title looks like a non-meeting video (no governing-body keyword in title), not ingested: 'Mayor William ""Bill"" Moritz' (https://www.youtube.com/watch?v=k2-tOXoIdAM)",,,,
us:place:2903160,"Ballwin city, MO",municode_meetings,skipped,municode_meetings: resolved but no transcript/agenda/video (https://ballwin-mo.municodemeetings.com/calendar),,,,
us:place:2907318,"Boonville city, MO",civicclerk,skipped,civicclerk: no past CivicClerk events with real media found via tenant Events API,,,,
us:place:2911368,"Carl Junction city, MO",civicclerk,queued_tier3,"real video, no transcript yet -- appended to tier3_auto_transcription_queue.txt",https://carljunctionmo.portal.civicclerk.com/event/1035/media,Board of Aldermen Meeting,2026-09-01,
us:place:2911692,"Caruthersville city, MO",youtube,skipped,youtube: no youtube link found on hit_source_url or first 4 hop2_urls,,,,
us:place:2913600,"Chesterfield city, MO",civicclerk,skipped,civicclerk: no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,
