tenant_host,match,study_gov_id,study_gov_name,existing_pin_gov_id,solid_pages
videoplayer.telvue.com,player/CXN6V2zmqTebSQfLjvlDzEql3BwiQh_l,us:cousub:3301517940,Derry town,us:cousub:3301517940,1
videoplayer.telvue.com,player/GNduNoua2rBThhw6N4PRP9OCSPf6B2ru,us:county:42027,Centre County,us:county:42027,2
videoplayer.telvue.com,player/_SDsUsf4Q9kk48PEivDKgMQltXkMOYD2,us:place:3471430,Summit city,us:place:3471430,2
videoplayer.telvue.com,player/aOt1iJYvW4IQawSCE8Goebgvo0CdBFwN,us:place:2670040,Royal Oak city,us:place:2670040,2
videoplayer.telvue.com,player/bDPj0rbiOCBhmRfsFB-YifGv4qBg-ulA,us:place:3665508,Schenectady city,us:place:3665508,2
videoplayer.telvue.com,player/m-2Fvz8xhxNtIFGMxiGzJrgCaIr0cVZT,us:place:2535075,Leominster city,us:place:2535075,2
videoplayer.telvue.com,player/w9sPsSE7vna3XTN_39bs1rEXjVWF0kfP,us:place:4103050,Ashland city,us:place:4103050,6
