tenant_host,match,gov_id,strength,source,evidence,gov_name,solid_pages,needs_plumbing
www.youtube.com,channel=@DeptVetAffairs,us:place:3108570,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/ceresco-ne-2026-04-01-honoring-250-years-of-freedom-freedom250; owner title ""U.S. Dept. of Veterans Affairs""",,1,True
www.youtube.com,channel=@DistrictofSquamish,ca:csd:5931006,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/the-district-of-squamish-2026-03-17-regular-council-17-mar-2026; owner title ""DistrictofSquamish""",Squamish,2,True
www.youtube.com,channel=@DouglasvilleCITITV,us:place:1323900,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-douglasville-ga-2026-08-03-2026-08-03-city-council-special-meeting-milla; owner title ""Douglasville, Georgia""",Douglasville city,1,True
www.youtube.com,channel=@DufferinOne,ca:csd:3522014,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/eastgarafraxa-2025-01-28-regular-council-meeting; owner title ""Dufferin County""",Orangeville,1,True
www.youtube.com,channel=@EastGrandForks,us:place:2717612,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-east-grand-forks-mn-2026-06-09-city-council-06-09-2026; owner title ""City of East Grand Forks""",East Grand Forks city,2,True
www.youtube.com,channel=@EasthamptonMedia,us:place:2519365,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/easthampton-ma-2026-08-12-easthampton-city-council-8-12-2026; owner title ""Easthampton Media""",Easthampton city,1,True
www.youtube.com,channel=@EastportCityMeetings,us:place:2321730,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/eastport-me-2026-08-17-audio-of-august-12-2026-eastport-city-council-meeting; owner title ""Eastport City Meetings""",Eastport city,1,True
www.youtube.com,channel=@ElmGroveWI,us:place:5523575,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/elm-grove-wi-2026-08-26-board-of-trustees-08-25-2026; owner title ""Village of Elm Grove""",Elm Grove village,1,True
www.youtube.com,channel=@EurekaMissouri,us:place:2922834,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/2026-08-04-eureka-missouri-live-stream-boa-meeting-8-4-2026; owner title ""Eureka Missouri""",Eureka city,1,True
www.youtube.com,channel=@EustisComRel,us:place:1221350,fallback,archive_study_2026-09-09,"5 solidly-identified archive page(s), e.g. /m/city-of-eustis-florida-meetings-2026-08-06-regular-city-commission-meeting-6-aug; owner title ""City of Eustis, Florida - America's Hometown""",Eustis city,5,True
www.youtube.com,channel=@EvansColorado,us:place:0825280,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-evans-co-2026-08-18-city-council-regular-meeting; owner title ""Evans Colorado""",Evans city,2,True
www.youtube.com,channel=@EverettCity,us:place:5322640,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-everett-2026-06-01-city-of-everett-charter-review-committee-5-28-2026; owner title ""City of Everett""",Everett city,1,True
www.youtube.com,channel=@GandCoLLC,us:county:08025,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/crowley-county-co-2025-09-08-welcome-to-crowley-county; owner title ""G & Co. LLC""",Crowley County,1,True
www.youtube.com,channel=@GoodhueCounty,us:county:27049,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/goodhue-county-mn-2026-08-25-county-board-8-18-26; owner title ""Goodhue County""",Goodhue County,1,True
www.youtube.com,channel=@GrandCountyUtahGovernment,us:county:49019,fallback,archive_study_2026-09-09,"15 solidly-identified archive page(s), e.g. /m/grand-county-ut-2026-08-18-8-18-26-commission-meeting-and-workshop; owner title ""Grand County Utah Government""",Grand County,15,True
www.youtube.com,channel=@Grantsvillecity,us:place:4931120,fallback,archive_study_2026-09-09,"11 solidly-identified archive page(s), e.g. /m/grantsville-ut-2026-08-20-08-19-2026-grantsville-city-council-meeting; owner title ""Grantsville City, Utah""",Grantsville city,11,True
www.youtube.com,channel=@GreyHighlands1,ca:csd:3542015,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/grey-highlands-on-2026-08-20-special-meeting-of-council-20-aug-2026; owner title ""Grey Highlands""",Grey Highlands,2,True
www.youtube.com,channel=@GrosseIleTownship,us:cousub:2616335420,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/township-of-grosse-ile-2026-07-13-election-commission-13-jul-2026; owner title ""GrosseIleTownship""",Grosse Ile township,2,True
www.youtube.com,channel=@HUDchannel,us:place:1214850,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/cottondale-fl-2014-01-29-wanted-everywhere-else; owner title ""HUDchannel""",,1,True
www.youtube.com,channel=@HawthorneCommunityTelevision,us:place:0632548,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/city-of-hawthorne-2024-07-03-planning-commission-meeting-7-03-24; owner title ""Hawthorne Community Television""",Hawthorne city,3,True
www.youtube.com,channel=@HaywoodCountyGovernment,us:place:3771500,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/town-of-waynesville-2021-01-19-haywood-county-commissioners-meeting-01-19-2021; owner title ""Haywood County, NC Government""",Waynesville town,1,True
www.youtube.com,channel=@HeberSpringsCityCouncil,us:place:0531090,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/heber-springs-ar-2026-01-21-heber-springs-city-council-for-january-20th-2026; owner title ""Heber Springs City Council Meeting""",Heber Springs city,1,True
www.youtube.com,channel=@HenryCountyVA,us:county:51089,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/henry-va-2026-08-26-henry-county-board-of-supervisors-august-25-2026; owner title ""Henry County, Virginia""",Henry County,1,True
www.youtube.com,channel=@HillsboroughGov,us:place:3731620,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/hillsborough-nc-2026-08-10-board-of-commissioners-regular-meeting-aug-10-2026; owner title ""Town of Hillsborough, NC""",Hillsborough town,1,True
www.youtube.com,channel=@HopatcongBorough1898,us:place:3432910,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/hopatcong-nj-2026-09-03-9-2-26-council-video; owner title ""Hopatcong Borough""",Hopatcong borough,1,True
www.youtube.com,channel=@JCHSFILM,us:county:13159,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/jasper-county-ga-2026-08-04-home-jasper-county-charter-system; owner title ""JCHS FILM""",Jasper County,1,True
www.youtube.com,channel=@JamaicaBeachCityCouncil,us:place:4837252,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/jamaica-beach-tx-2026-08-28-city-council-meeting-8-27-2026-part-1; owner title ""Jamaica Beach City Council""",Jamaica Beach city,1,True
www.youtube.com,channel=@JasperAlabama,us:place:0138416,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/jasper-al-2026-08-25-jasper-city-council-august-25-2026; owner title ""Jasper, Alabama""",Jasper city,1,True
www.youtube.com,channel=@JupiterInletColony,us:place:1235900,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/jupiter-inlet-colony-fl-2026-08-11-08-10-2026-town-commission-meeting; owner title ""Jupiter Inlet Colony""",Jupiter Inlet Colony town,1,True
www.youtube.com,channel=@KaysvilleCityLive,us:place:4940360,fallback,archive_study_2026-09-09,"6 solidly-identified archive page(s), e.g. /m/kaysville-ut-2026-08-13-planning-commission-8-13-2026; owner title ""KaysvilleCity""",Kaysville city,6,True
www.youtube.com,channel=@KenoraDesk,ca:csd:3560010,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-kenora-on-2023-10-24-special-committee-of-the-whole-24-oct-2023; owner title ""KenoraDesk""",Kenora,2,True
www.youtube.com,channel=@LACityClerk,us:place:0644000,fallback,archive_study_2026-09-09,"11 solidly-identified archive page(s), e.g. /m/city-of-los-angeles-2026-08-05-regular-city-council-8-5-26; owner title ""LACityClerk""",Los Angeles city,11,True
www.youtube.com,channel=@LaHabraHeightsCity,us:place:0639304,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-la-habra-heights-ca-2024-08-27-la-habra-heights-city-council-meeting-aug; owner title ""City of La Habra Heights""",La Habra Heights city,1,True
www.youtube.com,channel=@LaPlataEvents,us:place:2445750,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/la-plata-md-2024-12-17-town-council-17-dec-2024; owner title ""Town of La Plata""",La Plata town,1,True
www.youtube.com,channel=@LakesareaTV,us:place:2721770,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/forest-lake-mn-2026-08-25-forest-lake-city-council-august-24th-2026; owner title ""Lakes Area TV""",Forest Lake city,2,True
www.youtube.com,channel=@LancasterCoSCGov,us:county:45057,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/lancaster-county-sc-2026-07-22-lancaster-county-council-special-meeting; owner title ""Lancaster Co, SC Gov""",Lancaster County,1,True
www.youtube.com,channel=@LandofSteelMississippiCoAR,us:county:05093,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/mississippi-county-ar-welcome-video; owner title ""Land of Steel, Mississippi County, Arkansas""",Mississippi County,1,True
www.youtube.com,channel=@LaurelTVOfficial,us:place:2445900,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/laurel-md-2026-07-14-624th-in-person-planning-commission-meeting-7-14-26; owner title ""Laurel TV""",Laurel city,1,True
www.youtube.com,channel=@LibertyCountyGeorgia,us:county:13179,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/liberty-county-ga-2026-08-20-liberty-county-live-event; owner title ""Liberty County, Georgia""",Liberty County,2,True
www.youtube.com,channel=@LindonCity,us:place:4945090,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/lindon-ut-2026-05-04-lindon-city-council-may-4-2026; owner title ""LindonCity""",Lindon city,1,True
www.youtube.com,channel=@LititzPublicMeetings,us:place:4243816,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/lititz-pa-2026-04-29-april-2026-lititz-borough-council-meeting; owner title ""Lititz Borough Public Meetings""",Lititz borough,1,True
www.youtube.com,channel=@LoyalistTownshipGov,ca:csd:3511005,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/loyalist-township-2021-11-22-regular-council-22-nov-2021; owner title ""Loyalist Township""",Loyalist,2,True
www.youtube.com,channel=@LyonCountyJudge,us:county:21143,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/lyon-county-ky-2026-07-09-home; owner title ""Lyon County Judge’s Office""",Lyon County,1,True
www.youtube.com,channel=@MCTVCmtyMedia,us:place:0647486,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/millbrae-ca-2026-08-07-millbrae-city-council-special-closed-session-august-6-202; owner title ""MCTV Community Media""",Millbrae city,1,True
www.youtube.com,channel=@MGATCity,us:place:0947515,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/milford-ct-2026-05-11-agenda-center; owner title ""MGAT""",Milford city (balance),1,True
www.youtube.com,channel=@MPTNCityGov,us:place:4751080,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/mt-pleasant-tn-2026-07-22-city-commission-meeting-07-21-2026; owner title ""Mount Pleasant City Government""",Mount Pleasant city,1,True
www.youtube.com,channel=@MRTVMaryland,us:place:2454275,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/mount-rainier-md-2026-05-20-work-session-of-the-mayor-city-council-may-19-2026-c; owner title ""MRTV Maryland""",Mount Rainier city,1,True
www.youtube.com,channel=@MarshallCountyDaily,us:county:21157,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/marshall-county-ky-2026-08-17-marshall-county-kentucky-fiscal-court-meeting-08-1; owner title ""MarshallCountyDaily""",Marshall County,1,True
www.youtube.com,channel=@MonroevilleMunicipalTelevision,us:place:4250528,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/monroeville-pa-2026-07-16-municipality-of-monroeville-planning-commission-meetin; owner title ""Monroeville Municipal Television""",Monroeville municipality,1,True
www.youtube.com,channel=@MontgomeryCountyPAChannel,us:county:42091,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/montgomery-county-pa-2026-06-25-montgomery-county-board-of-commissioners-meeting; owner title ""Montgomery County, PA""",Montgomery County,1,True
www.youtube.com,channel=@MunWestPerth,ca:csd:3531025,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/west-perth-on-2026-07-13-committee-of-adjustment-13-jul-2026; owner title ""Municipality of West Perth""",West Perth,2,True
www.youtube.com,channel=@MunicipalityofKincardine,ca:csd:3541024,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/kitchener-2024-10-09-2025-budget-plan-report-financial-services-2024-18-council; owner title ""Municipality of Kincardine""",Kincardine,1,True
www.youtube.com,channel=@MunicipalityofPrinceton,us:place:3460900,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/2026-08-25-historic-preservation-commission-august-25th-2026; owner title ""Municipality of Princeton""",Princeton,1,True
www.youtube.com,channel=@MyGlendale,us:place:0630000,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-glendale-ca-2023-08-29-city-council-8-29-23; owner title ""MyGlendale""",Glendale city,2,True
www.youtube.com,channel=@NACoVideo,us:county:38049,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/mchenry-county-nd-home; owner title ""National Association of Counties (NACo)""",McHenry County,1,True
www.youtube.com,channel=@NLtorbay,ca:csd:1001509,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/torbay-nl-2026-07-22-special-public-council-22-jul-2026; owner title ""Torbay NL""",Torbay,2,True
www.youtube.com,channel=@Nancy-ns3os,us:county:48475,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/ward-county-tx-ward-county-texas; owner title ""Nancy""",Ward County,1,True
www.youtube.com,channel=@NashuaBOAmeetings,us:place:3350260,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/nashua-2025-05-28-committee-on-infrastructure; owner title ""Nashua BOA Meetings""",Nashua city,2,True
www.youtube.com,channel=@NewPragueCityCouncil,us:place:2745808,fallback,archive_study_2026-09-09,"6 solidly-identified archive page(s), e.g. /m/new-prague-mn; owner title ""New Prague City Council""",New Prague city,6,True
www.youtube.com,channel=@NexTechChannel,us:place:2031100,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/hays-ks-2026-07-09-hays-city-commission-meeting-july-9th-2026; owner title ""Nex-Tech ℠""",Hays city,1,True
www.youtube.com,channel=@NorristownPA19401,us:place:4254656,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/norristown-pa-2019-09-04-norristown-council-meeting-held-on-september-3-2019; owner title ""Norristown PA""",Norristown borough,1,True
www.youtube.com,channel=@NorthBaltimoreOhio,us:place:3956154,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/north-baltimore-oh-2026-08-19-special-council-meeting-august-18th-2026; owner title ""Village of North Baltimore, OH""",North Baltimore village,1,True
www.youtube.com,channel=@NorthCantonCity,us:place:3956294,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-north-canton-oh-2026-08-24-city-council-august-24-2026; owner title ""City of North Canton, Ohio""",North Canton city,1,True
www.youtube.com,channel=@NorthernBrucePeninsula,ca:csd:3541069,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/northern-bruce-peninsula-on-2026-08-10-council-10-aug-2026; owner title ""Municipality of Northern Bruce Peninsula""",Northern Bruce Peninsula,2,True
www.youtube.com,channel=@OPENSTAGEMEDIA,us:place:3665508,fallback,archive_study_2026-09-09,"206 solidly-identified archive page(s), e.g. /m/2026-07-07-schenectady-city-council-committee-meeting-july-6-2026; owner title ""OPEN STAGE MEDIA""",Schenectady city,206,True
www.youtube.com,channel=@OaklandBorough,us:place:3453850,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/oakland-nj-2026-08-11-borough-council-meeting-august-11-2026; owner title ""Oakland Communications Commission""",Oakland borough,1,True
www.youtube.com,channel=@OgdenCityPlanning,us:place:4955980,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/2026-07-23-ogden-board-of-zoning-adjustments-bza-july-22-2026; owner title ""Ogden City Planning""",Ogden city,1,True
www.youtube.com,channel=@OglesbyIL,us:place:1755353,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/oglesby-il-2026-01-06-january-5-2026-city-council-regular-meeting; owner title ""City of Oglesby, IL""",Oglesby city,1,True
www.youtube.com,channel=@OrangeCountyNewYork,us:county:36071,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/orange-ny-2025-01-31-octc-planning-committee-policy-board-meeting-january-16-202; owner title ""Orange County New York""",Orange County,1,True
www.youtube.com,channel=@OrangeCountyVirginia,us:county:51137,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/orange-county-va-2021-05-11-orange-county-virginia-board-of-supervisors-worksess; owner title ""Orange County, Virginia""",Orange County,1,True
www.youtube.com,channel=@OviedoCityGovernment,us:place:1253575,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/city-of-oviedo-fl-2023-08-21-8-21-2023-council-regular-session; owner title ""Oviedo City Government""",Oviedo city,3,True
www.youtube.com,channel=@OwensCrossRoadsCityCouncil,us:place:0157504,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-owens-cross-roads-al-2026-08-25-2026-08-25-city-council-meeting; owner title ""City of Owens Cross Roads""",Owens Cross Roads city,1,True
www.youtube.com,channel=@PaulCompo,us:county:26039,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/crawford-county-mi-video-archive-crawford-county; owner title ""Paul Compo""",Crawford County,1,True
www.youtube.com,channel=@PocatelloCommunityMedia,us:place:1664090,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/pocatello-id-2026-07-21-pocatello-city-council-townhall-meeting-07-20-26; owner title ""City of Pocatello - Community Media""",Pocatello city,2,True
www.youtube.com,channel=@PotterCountyCommissioners,us:county:42105,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/potter-county-pa-american-nuclear-society-hosts-informational-meeting-in-potter; owner title ""Potter County Commissioners""",Potter County,1,True
www.youtube.com,channel=@PrescottValley1,us:place:0457450,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/town-of-prescott-valley-az-2019-04-25-archived-town-council-meeting-04-25-2019; owner title ""Town of Prescott Valley, AZ (Official)""",Prescott Valley town,2,True
www.youtube.com,channel=@ProvoChannel17,us:place:4962470,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/provo-ut-2026-03-19-provo-city-tmac-march-19-2026; owner title ""ProvoChannel17""",Provo city,1,True
www.youtube.com,channel=@ProvoCityGovernment,us:place:4962470,fallback,archive_study_2026-09-09,"4 solidly-identified archive page(s), e.g. /m/provo-ut-2026-08-20-provo-city-transportation-and-mobility-advisory-committee-au; owner title ""Provo City""",Provo city,4,True
www.youtube.com,channel=@ProvoMunicipalCouncil,us:place:4962470,fallback,archive_study_2026-09-09,"22 solidly-identified archive page(s), e.g. /m/provo-ut-2026-07-30-north-district-meeting-07-29-2026; owner title ""Provo City Council""",Provo city,22,True
www.youtube.com,channel=@QACTV,us:place:2414950,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/centreville-md-2026-05-07-town-council-of-centreville-meeting-05-07-2026; owner title ""QACTV""",Centreville town,1,True
www.youtube.com,channel=@Rockdale505,us:place:4862672,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-rockdale-tx-2026-08-11-8-10-2026-rockdale-city-council-regular-meeting; owner title ""City of Rockdale, Texas""",Rockdale city,1,True
www.youtube.com,channel=@SDBCreativeGroup,us:county:48103,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/crane-county-tx-crane-county-texas; owner title ""Midland SDB""",Crane County,1,True
www.youtube.com,channel=@SEDPTV,us:county:26155,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/shiawassee-county-mi; owner title ""SEDPTV""",Shiawassee County,1,True
www.youtube.com,channel=@SLCLiveMeetings,us:place:4967000,fallback,archive_study_2026-09-09,"16 solidly-identified archive page(s), e.g. /m/salt-lake-city-ut-2026-05-05-salt-lake-city-council-meeting; owner title ""SLC Live Meetings""",Salt Lake City city,16,True
www.youtube.com,channel=@SacramentoAreaCOG,us:place:0628112,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-galt-ca-2026-03-19-board-of-directors-3-19-26; owner title ""SacramentoAreaCOG""",Galt city,1,True
www.youtube.com,channel=@ScottCounty,us:county:27139,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/scott-county-2026-08-19-scott-county-delivers-family-resource-center-frc; owner title ""Scott County""",Scott County,1,True
www.youtube.com,channel=@SmyrnaGaMeetings,us:place:1371492,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-smyrna-ga-2026-01-05-city-of-smyrna-georgia-public-meetings; owner title ""City of Smyrna, Georgia Public Meeting Videos""",Smyrna city,2,True
www.youtube.com,channel=@SnoqualmieCityGovt,us:place:5365205,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/snoqualmie-washington-meetings-city-council-regular-meeting; owner title ""City of Snoqualmie Government""",Snoqualmie city,3,True
www.youtube.com,channel=@SomervilleBorough,us:place:3468460,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/somerville-nj-2026-08-03-borough-council-meeting-august-3-2026; owner title ""The Borough of Somerville, NJ""",Somerville borough,1,True
www.youtube.com,channel=@SouthWeberCityUT,us:place:4971180,fallback,archive_study_2026-09-09,"15 solidly-identified archive page(s), e.g. /m/south-weber-ut-2026-08-11-2026-08-11-south-weber-city-truth-in-taxation-meeting; owner title ""South Weber City""",South Weber city,15,True
www.youtube.com,channel=@SouthernShores,us:place:3763130,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/southern-shores-nc-2022-10-04-southern-shores-council-meeting-october-4-2022; owner title ""Southern Shores""",Southern Shores town,1,True
www.youtube.com,channel=@Spotlightlouisville,us:place:3945094,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/louisville-oh-2026-07-06-louisville-city-council-meeting-07-06-2026; owner title ""Spotlight Media Network""",Louisville city,1,True
www.youtube.com,channel=@StClairCoALCommMeetings,us:county:01115,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/st-clair-county-al-2026-05-26-agenda-center; owner title ""St Clair County Commission Meetings""",St. Clair County,1,True
www.youtube.com,channel=@StreamingJohnsonCity,us:place:4738320,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/johnson-city-tn-city-commission-mar-06-2025; owner title ""Streaming Johnson City""",Johnson City city,1,True
www.youtube.com,channel=@TTSABoardVideos,us:place:0680588,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/truckee-ca-2025-09-17-board-of-directors-meeting; owner title ""TTSA Board Videos""",Truckee town,2,True
www.youtube.com,channel=@TV25BCOCC,us:place:2404000,fallback,archive_study_2026-09-09,"6 solidly-identified archive page(s), e.g. /m/charmtv-citizens-hub-2025-10-20-city-council-hearing-october-20-2025; owner title ""CharmTV Citizens' Hub""",Baltimore city,6,True
www.youtube.com,channel=@TVSouthLake,us:place:1246525,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/montverde-fl-2026-06-10-montverde-planning-zoning-june-10-2026; owner title ""South Lake TV""",,1,True
www.youtube.com,channel=@TakomaParkCityTV,us:place:2476650,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-takoma-park-md-2026-07-22-city-council-meeting-wednesday-july-22-2026; owner title ""Takoma Park City TV""",Takoma Park city,2,True
www.youtube.com,channel=@TarrantCountyTX,us:county:48439,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-forest-hill-2024-01-09-commissioners-court-1-9-2024; owner title ""TarrantCountyTX""",Tarrant County,2,True
www.youtube.com,channel=@TaylorHuntRocketLab,us:county:20073,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/greenwood-county-ks-2023-09-06-greenwood-county-kansas; owner title ""Taylor Hunt""",Greenwood County,1,True
www.youtube.com,channel=@TellerCountyGovernment,us:county:08119,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/2024-10-22-september-26-2024-bocc-meeting; owner title ""Teller County Government""",Teller County,1,True
www.youtube.com,channel=@TennesseeSecretaryofState,us:county:47167,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/tipton-county-tn-helpful-videos; owner title ""Tennessee Secretary of State""",Tipton County,1,True
www.youtube.com,channel=@TexasCounties,us:county:48047,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/brooks-county-tx-brooks-county-texas; owner title ""Texas Counties""",Brooks County,1,True
www.youtube.com,channel=@TheCityofCamarillo,us:place:0610046,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-camarillo-ca-2025-05-14-camarillo-city-council-and-camarillo-sanitary-di; owner title ""TheCityofCamarillo""",Camarillo city,2,True
www.youtube.com,channel=@TheCityofEphrata,us:place:5322080,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/ephrata-wa-2026-05-21-regular-city-council-meeting-may-20-2026; owner title ""The City of Ephrata""",Ephrata city,1,True
www.youtube.com,channel=@TheCityofOrem,us:place:4957300,fallback,archive_study_2026-09-09,"13 solidly-identified archive page(s), e.g. /m/orem-ut-2026-08-28-orem-city-council-meeting-truth-in-taxation-8-27-2026; owner title ""Orem City""",Orem city,13,True
www.youtube.com,channel=@TheCityofWaukee,us:place:1982695,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/waukee-ia-2026-07-22-waukee-city-council-meeting-july-20-2026; owner title ""The City of Waukee""",Waukee city,1,True
www.youtube.com,channel=@TheTownofLexingtonSC,us:place:4541335,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/lexington-sc-2026-08-18-council-work-session-august-17-2026; owner title ""The Town of Lexington""",Lexington town,1,True
www.youtube.com,channel=@TheTownshipofRamara,ca:csd:3543019,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/township-of-ramara-on-2026-08-20-special-council-re-proposed-pre-motion-resoluti; owner title ""Township of Ramara""",Ramara,2,True
www.youtube.com,channel=@TheVillageofSkokie,us:place:1770122,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/village-of-skokie-il-2026-08-18-august-17-2026-village-board-meeting; owner title ""Village of Skokie""",Skokie village,1,True
www.youtube.com,channel=@TillsonburgON,ca:csd:3532004,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/tillsonburg-2026-01-07-council-budget-meeting; owner title ""Town of Tillsonburg""",Tillsonburg,2,True
