tenant_host,match,gov_id,strength,source,evidence,gov_name,solid_pages,needs_plumbing
www.youtube.com,channel=@franciscity,us:place:4926940,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/francis-ut-2026-07-17-francis-city-planning-commission-7-16-2026; owner title ""Francis City""",Francis town,1,True
www.youtube.com,channel=@fruitheightscity9716,us:place:4927490,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/fruit-heights-ut-2026-08-19-city-council-meeting-8-18-26; owner title ""Fruit Heights City""",Fruit Heights city,2,True
www.youtube.com,channel=@gokineticfiber,us:county:48403,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/sabine-county-tx-kinetic-fiber-internet; owner title ""Kinetic""",Sabine County,1,True
www.youtube.com,channel=@greeleycountykansas,us:county:20071,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/greeley-county-ks-2012-01-18-greeley-county-schools-video; owner title ""greeleycountykansas""",Greeley County,1,True
www.youtube.com,channel=@grundytennessee2700,us:county:47061,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/grundy-county-tn; owner title ""Grundy Tennessee""",Grundy County,1,True
www.youtube.com,channel=@hawaiiangardensmeetings2312,us:place:0632506,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-hawaiian-gardens-ca-2026-01-14-successor-agency-to-the-rda-1-14-2026; owner title ""Hawaiian Gardens Meetings""",Hawaiian Gardens city,2,True
www.youtube.com,channel=@hawthornenjtv7720,us:place:3430570,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/hawthorne-nj-2026-06-24-council-meeting-june-17-2026; owner title ""Hawthorne NJ TV 77""",Hawthorne borough,1,True
www.youtube.com,channel=@historictownofeatonville,us:place:1219650,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/eatonville-fl-2026-08-04-town-of-eatonville-council-meeting-8-4-2026; owner title ""Town of Eatonville, FL""",Eatonville town,1,True
www.youtube.com,channel=@holyokemedia8419,us:place:2530840,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-holyoke-ma-2026-03-03-holyoke-city-council-meeting-march-3-2026; owner title ""Holyoke Media""",Holyoke city,1,True
www.youtube.com,channel=@hoopercity4023,us:place:4936400,fallback,archive_study_2026-09-09,"11 solidly-identified archive page(s), e.g. /m/hooper-ut-2026-08-25-august-20-2026-city-council-meeting; owner title ""Hooper City""",Hooper city,11,True
www.youtube.com,channel=@hopewellboroughNJ,us:place:5138424,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/hopewell-borough-nj-2025-11-30-october-9-2025-hopewell-borough-council-meeting; owner title ""Hopewell Borough, Mercer County New Jersey""",Hopewell city,1,True
www.youtube.com,channel=@hugedomains4384,us:county:40117,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/muskogee-county-ok-2021-05-17-hugedomains-com-location-matters; owner title ""HugeDomains""",Pawnee County,1,True
www.youtube.com,channel=@humcodhhs,us:county:06023,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/county-of-humboldt-ca-2026-07-24-humboldt-county-behavioral-health-board-regular; owner title ""Humboldt County DHHS""",Humboldt County,1,True
www.youtube.com,channel=@iberiaparishgovernment5191,us:county:22045,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/iberia-parish-la-iberia-parish-government; owner title ""Iberia Parish Government""",Iberia Parish,1,True
www.youtube.com,channel=@idahosprings54,us:place:0838370,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/idaho-springs-co-2026-09-02-09-02-2026-planning-commission-meeting; owner title ""Idaho Springs""",Idaho Springs city,1,True
www.youtube.com,channel=@independenceia,us:place:1938100,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/independence-ia-2026-08-10-city-council-meeting; owner title ""City of Independence IA""",Independence city,3,True
www.youtube.com,channel=@indiantrailgov,us:place:3733560,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/indian-trail-nc-2026-08-12-august-11-2026-town-council-meeting; owner title ""Indian Trail""",Indian Trail town,1,True
www.youtube.com,channel=@inkstermichigan48141,us:place:2640680,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/inkster-mi-2026-08-26-inkster-city-council-meeting-08-25-26; owner title ""The City of Inkster""",Inkster city,1,True
www.youtube.com,channel=@iredellcountync,us:county:37097,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/iredell-county-nc-2026-08-18-board-of-commissioners-regular-aug-18-2026; owner title ""IredellCountyNC""",Iredell County,1,True
www.youtube.com,channel=@jacksoncountynorthcarolina7897,us:county:37099,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/jackson-county-nc-2026-08-18-8-18-2026-regular-meeting; owner title ""Jackson County North Carolina Local Government""",Jackson County,1,True
www.youtube.com,channel=@jocogovnc,us:county:37101,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/johnston-nc-2024-05-02-johnston-co-board-of-commissioners-selma-town-council-spe; owner title ""Johnston County Government""",Johnston County,1,True
www.youtube.com,channel=@joinalbany,us:place:3601000,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-albany-ny-2026-08-18-board-of-estimate-apportionment-august-18-2026; owner title ""City of Albany, NY""",Albany city,1,True
www.youtube.com,channel=@jonescountygeorgia5639,us:county:13169,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/jones-county-ga; owner title ""Jones County Georgia""",Jones County,1,True
www.youtube.com,channel=@kneehillcounty48,ca:csd:4805041,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/kneehillcounty-2026-01-27-council-meeting; owner title ""Kneehill County""",Kneehill County,3,True
www.youtube.com,channel=@lacityboardofpublicworks,us:place:0644000,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/city-of-los-angeles-ca-2026-01-05-la-department-of-public-works-meeting; owner title ""Los Angeles City Board of Public Works Meetings""",Los Angeles city,3,True
www.youtube.com,channel=@lascrucesgov,us:place:3539380,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-las-cruces-nm-2023-09-18-city-council-sep-18-2023; owner title ""City of Las Cruces""",Las Cruces city,1,True
www.youtube.com,channel=@lewistonpublicschoolsmedia3804,us:place:2338740,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/lewiston-me-2026-06-30-city-of-lewiston-city-council-special-meeting-6-30-26; owner title ""Lewiston Public Schools Media Events""",Lewiston city,1,True
www.youtube.com,channel=@lincolncountytelevision8228,us:county:23015,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/lincoln-me-2025-05-06-lincoln-county-commissioners-meeting-may-6-2025; owner title ""Lincoln County Television""",Lincoln County,1,True
www.youtube.com,channel=@lincolnparktelevision4927,us:place:2647800,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-lincoln-park-2026-02-10-2-9-2026-council-meeting-city-of-lincoln-park; owner title ""City of Lincoln Park""",Lincoln Park city,1,True
www.youtube.com,channel=@madisoncountyMS,us:county:28089,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/madison-county-ms; owner title ""Madison County""",Madison County,1,True
www.youtube.com,channel=@mcleancoil,us:place:1745811,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/mclean-il-2026-08-13-county-board-8-13-26; owner title ""McLean County Illinois""",McLean village,1,True
www.youtube.com,channel=@mclendon-chisholm,us:place:4845804,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-mclendon-chisholm-tx-2025-09-24-city-council-planning-zoning-joint-train; owner title ""City of McLendon-Chisholm""",McLendon-Chisholm city,2,True
www.youtube.com,channel=@mediaborough,us:place:4248480,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/media-borough-pa-2026-08-24-media-borough-council-meeting-august-20-2026; owner title ""mediaborough""",Media borough,1,True
www.youtube.com,channel=@millcreekwashington,us:place:5345865,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/mill-creek-wa-2026-08-11-city-council-regular-meeting-11-aug-2026; owner title ""City of Mill Creek, Washington""",Mill Creek city,2,True
www.youtube.com,channel=@miltonwa,us:place:5346020,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-milton-wa-2026-08-18-city-council-meeting-8-17-26; owner title ""City of Milton, WA""",Milton city,1,True
www.youtube.com,channel=@moameetings,us:place:0203000,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/anchorage-ak-2026-07-01-platting-board-july-1-2026; owner title ""Municipality of Anchorage""",Anchorage municipality,1,True
www.youtube.com,channel=@municipalityofbluewater6196,ca:csd:3540010,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/bluewater-on-2020-12-07-council-07-dec-2020; owner title ""Municipality of Bluewater""",Bluewater,1,True
www.youtube.com,channel=@municipalityoffrenchriver,ca:csd:3552001,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/french-river-on-2026-05-06-special-meeting-zba-06-may-2026; owner title ""Municipality of French River""",French River,2,True
www.youtube.com,channel=@municipalityofmeaford,ca:csd:3542047,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/meaford-on-2025-08-27-committee-of-adjustment-27-aug-2025; owner title ""Municipality of Meaford""",Meaford,3,True
www.youtube.com,channel=@municipalityofoliverpaipoo292,ca:csd:3558011,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/oliver-paipoonge-on-2026-08-13-committee-of-adjustment-13-aug-2026; owner title ""Municipality of Oliver Paipoonge""",Oliver Paipoonge,2,True
www.youtube.com,channel=@municipalityoftrenthills8085,ca:csd:3514045,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/trent-hills-on-2026-08-20-council-20-aug-2026; owner title ""Municipality of Trent Hills""",Trent Hills,1,True
www.youtube.com,channel=@murraycitylive7291,us:place:4953230,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/murray-ut-2020-02-21-murray-city-live; owner title ""MURRAY CITY LIVE""",Murray city,1,True
www.youtube.com,channel=@northogdencity7620,us:place:4955100,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/north-ogden-ut-2026-06-04-planning-commission-meeting-june-3-2026; owner title ""North Ogden City""",North Ogden city,2,True
www.youtube.com,channel=@northprovidencetowncouncil5668,us:cousub:4400751760,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/north-providence-town-meetings-2026-08-04-north-providence-town-council-meeting; owner title ""North Providence Town Meetings""",North Providence town,2,True
www.youtube.com,channel=@obriencountyeconomicdevelo3697,us:county:19141,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/o-brien-county-ia-o-brien-county-career-day-videos; owner title ""O'Brien County Economic Development""",O'Brien County,1,True
www.youtube.com,channel=@officialcityofstonecrestge6410,us:place:1373784,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-stonecrest-georgia-meetings-2026-08-10-city-council-work-session-6-00-pm; owner title ""Official City of Stonecrest Georgia""",Stonecrest city,2,True
www.youtube.com,channel=@oklahomacounty4775,us:county:40109,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/oklahoma-county-ok-2026-09-03-bet-regular-meeting-09-03-2026; owner title ""Oklahoma County""",Oklahoma County,1,True
www.youtube.com,channel=@orangewaterandsewerauthority,us:place:1960555,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/owasa-ia-2024-09-12-board-of-directors; owner title ""Orange Water & Sewer Authority""",Owasa city,2,True
www.youtube.com,channel=@palospark1902,us:place:1757407,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/palos-park-il-2026-08-24-village-council-meeting-august-24-2026; owner title ""Palos Park""",Palos Park village,1,True
www.youtube.com,channel=@parowancity2030,us:place:4958510,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/parowan-city-ut-2026-01-05-airport-board-1-5-2026; owner title ""PAROWAN city""",Parowan city,2,True
www.youtube.com,channel=@paysoncity9194,us:place:4958730,fallback,archive_study_2026-09-09,"12 solidly-identified archive page(s), e.g. /m/payson-2026-08-20-08-19-2026-cc-video; owner title ""Payson City""",Payson city,12,True
www.youtube.com,channel=@pcsdcommunication2427,us:sd:4900750,fallback,archive_study_2026-09-09,"4 solidly-identified archive page(s), e.g. /m/park-city-school-district-ut-2026-08-25-pcsd-board-meeting-2026-08-25; owner title ""PCSD Communication""",Park City School District,4,True
www.youtube.com,channel=@pctv18,us:place:5565375,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/prescott-wi-2025-12-01-prescott-planning-commission-december-1-2025; owner title ""Prescott Community Television""",Prescott city,1,True
www.youtube.com,channel=@peccouncil1762,us:county:51147,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/prince-edward-county-va-2021-09-28-regular-council-28-sep-2021; owner title ""PEC Council""",Prince Edward County,1,True
www.youtube.com,channel=@pendercounty9233,us:county:37141,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/pender-county-nc-2024-03-20-board-of-adjustment-20-mar-2024; owner title ""Pender County""",Pender County,2,True
www.youtube.com,channel=@phtv-prospectheightstelevi5449,us:place:1762016,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/prospect-heights-il-2025-03-26-march-24-205-city-of-prospect-heights-city-counci; owner title ""PHTV - Prospect Heights Television""",Prospect Heights city,1,True
www.youtube.com,channel=@piosturgis2839,us:place:4662100,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-sturgis-2026-08-03-city-council-aug-03-2026; owner title ""PIOSturgis""",Sturgis city,1,True
www.youtube.com,channel=@pipestonepublicaccesschann8781,us:place:2751388,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/pipestone-mn-2026-02-18-pipestone-city-council-meeting-2-17-2026; owner title ""Pipestone Public Access Channel 3""",Pipestone city,1,True
www.youtube.com,channel=@providenceutah3414,us:place:4962360,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/providence-ut-2026-06-17-city-council-meeting-6-17-2026; owner title ""Providence Utah""",Providence city,1,True
www.youtube.com,channel=@pulaskicounty2196,us:county:21199,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/pulaski-county-ky-fiscal-court-agendas-minutes-videos; owner title ""Pulaski County""",Pulaski County,1,True
www.youtube.com,channel=@radfordva4874,us:place:5165392,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/radford-va-2026-07-13-city-of-radford-council-meeting-july-13-2026; owner title ""RadfordVa""",Radford city,1,True
www.youtube.com,channel=@rehobothbeach,us:cousub:2500556375,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/rehoboth-ma-2026-08-21-mayor-commissioners-regular-meeting-21-aug-2026; owner title ""City of Rehoboth Beach""",Rehoboth town,1,True
www.youtube.com,channel=@revelationvideoproductions2013,us:place:3666993,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/sherrill-ny-2026-01-14-sherrill-city-meeting-1-12-26; owner title ""Revelation Video Productions""",Sherrill city,1,True
www.youtube.com,channel=@sagaponackvillage402,us:place:3664452,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/sagaponack-village-ny-2026-08-25-ahrb-8-24-2026; owner title ""Sagaponack Village""",Sagaponack village,1,True
www.youtube.com,channel=@salemaccesstv-education8198,us:place:2559105,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/salem-ma-2026-07-08-salem-school-committee-superintendent-candidate-interview-dr; owner title ""Salem Access TV - Education""",Salem city,1,True
www.youtube.com,channel=@sandflatsrecreationarea4524,us:county:49019,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/grand-county-ut-2026-04-07-sfra-stewardship-committee-meeting-march-19-2026; owner title ""Sand Flats Recreation Area""",Grand County,2,True
www.youtube.com,channel=@santaquincity,us:place:4967770,fallback,archive_study_2026-09-09,"14 solidly-identified archive page(s), e.g. /m/santaquin-ut-2026-03-18-santaquin-city-council-regular-meeting-march-17-2026; owner title ""Santaquin City""",Santaquin city,14,True
www.youtube.com,channel=@sarpycountylivestream3816,us:county:31153,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/sarpy-county-ne-2026-08-18-board-meetings-aug-18-2026; owner title ""Sarpy County Live Stream""",Sarpy County,1,True
www.youtube.com,channel=@sartellcity1244,us:place:2758612,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/sartell-mn-2026-08-24-sartell-city-council-meeting-august-24th-2026; owner title ""City of Sartell""",Sartell city,1,True
www.youtube.com,channel=@sawyercounty3250,us:county:55113,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/sawyer-county-wi-2024-11-14-criminal-justice-coordinating-council-2024-11-13; owner title ""Sawyer County""",Sawyer County,1,True
www.youtube.com,channel=@sccgovchambers8488,us:county:06085,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/county-of-santa-clara-office-2024-01-22-scc-board-of-supervisors-ceremonial-meet; owner title ""SCCgov chambers""",Santa Clara County,2,True
www.youtube.com,channel=@severnontario,us:cousub:3809371860,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/township-of-severn-2026-09-02-council-02-sep-2026; owner title ""Township of Severn""",Severn township,2,True
www.youtube.com,channel=@shenandoahtx,us:place:4867400,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-shenandoah-tx-2026-08-05-shenandoah-city-council-budget-workshop-8-5-202; owner title ""City of Shenandoah, Texas""",Shenandoah city,1,True
www.youtube.com,channel=@silverthornetownclerk5610,us:place:0870525,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/town-of-silverthorne-co-2026-08-04-planning-commission-04-aug-2026; owner title ""Silverthorne Town Clerk""",Silverthorne town,2,True
www.youtube.com,channel=@siskiyoumediacouncil4603,us:place:0686944,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/yreka-ca-2026-08-24-yreka-city-council-meeting-august-18-2026; owner title ""Siskiyou Media Council home to YCTV4 and MCTV15""",Yreka city,1,True
www.youtube.com,channel=@slcozap,us:county:49035,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/salt-lake-county-ut-2026-06-23-zap-annual-advisory-boards-orientation-may-28-202; owner title ""Salt Lake County ZAP""",Salt Lake County,1,True
www.youtube.com,channel=@smythcounty,us:county:51173,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/smyth-county-va-2022-12-08-smyth-county-board-of-supervisors-meeting-12-08-22; owner title ""Smyth County""",Smyth County,1,True
www.youtube.com,channel=@soundproofguide,us:county:20147,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/phillips-county-ks-2026-02-27-phillips-county; owner title ""Soundproof Guide""",Phillips County,1,True
www.youtube.com,channel=@southbendcityclerksoffice,us:place:1871000,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-south-bend-in-2023-01-05-01-09-2022-south-bend-common-council-meeting; owner title ""South Bend City Clerk's Office""",South Bend city,2,True
www.youtube.com,channel=@spanishfork_city,us:place:4971290,fallback,archive_study_2026-09-09,"16 solidly-identified archive page(s), e.g. /m/spanish-fork-ut-2026-08-18-spanish-fork-city-council-august-18-2026; owner title ""Spanish Fork City""",Spanish Fork city,16,True
www.youtube.com,channel=@stearnscounty,us:county:27145,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/stearns-county-mn-2026-07-14-board-of-commissioners-14-jul-2026; owner title ""Stearns County MN""",Stearns County,2,True
www.youtube.com,channel=@steelecountycommissionmeet4279,us:county:38091,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/steele-county-nd-2022-meetings; owner title ""Steele County Commission Meetings""",Steele County,1,True
www.youtube.com,channel=@storycountyiowa105,us:county:19169,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/story-county-ia-2026-08-25-august-25-2026-board-of-supervisors-regular-meeting; owner title ""Story County, Iowa""",Story County,1,True
www.youtube.com,channel=@sunburyohio7682,us:place:3975602,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/sunbury-oh-2026-08-05-parks-and-recreation-meeting-08-05-2026; owner title ""Sunbury Ohio""",Sunbury city,1,True
www.youtube.com,channel=@tallmadgeohio,us:place:3976106,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/city-of-tallmadge-oh-2026-08-27-city-council-regular-meeting-august-27-2026; owner title ""City of Tallmadge, Ohio""",Tallmadge city,1,True
www.youtube.com,channel=@tenaflyboroughofficial,us:place:3472420,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/tenafly-borough-nj-2026-08-17-tenafly-council-meeting-8-10-2026; owner title ""Tenafly Borough""",Tenafly borough,1,True
www.youtube.com,channel=@thecityofindio4362,us:place:0636448,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/city-of-indio-ca-2025-05-07-city-council-indio-water-authority-07-may-2025; owner title ""The City of Indio""",Indio city,2,True
www.youtube.com,channel=@thecityofwillowparktexas,us:place:4879492,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/willow-park-tx-2026-07-22-july-21-2026-planning-and-zoning-meeting; owner title ""The City of Willow Park, Texas""",Willow Park city,1,True
www.youtube.com,channel=@thecorporationofthetownshi4274,ca:csd:3507017,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/township-of-front-of-yonge-on-2026-07-20-special-meeting-of-council-20-jul-2026; owner title ""The Corporation of the Township of Front of Yonge""",Front of Yonge,2,True
www.youtube.com,channel=@thetownofshelburneshelburn441,ca:csd:3522021,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/brantford-regarding-professional-activity-2025-12-08-regular-council-meeting; owner title ""The Town of Shelburne Shelburne ON""",Shelburne,1,True
www.youtube.com,channel=@thetownofuppermarlboro5657,us:place:2479875,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/upper-marlboro-maryland-committee-meetings-2024-07-03-events-committee-meeting-t; owner title ""The Town of Upper Marlboro""",Upper Marlboro town,2,True
www.youtube.com,channel=@tooelecity,us:place:4976680,fallback,archive_study_2026-09-09,"17 solidly-identified archive page(s), e.g. /m/tooele-ut-2026-09-02-tooele-city-council-work-meeting-september-2-2026; owner title ""Tooele City""",Tooele city,17,True
www.youtube.com,channel=@townclerk2159,us:place:4901905,fallback,archive_study_2026-09-09,"9 solidly-identified archive page(s), e.g. /m/apple-valley-ut-2026-08-20-8-19-26-town-council-hearing-and-meeting-video; owner title ""Town Clerk""",Apple Valley town,9,True
www.youtube.com,channel=@townmeetingtv,us:place:5010675,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/burlington-vt-2026-08-25-transportation-energy-and-utilities-committee; owner title ""Town Meeting TV""",Burlington city,1,True
www.youtube.com,channel=@townofbedford,us:place:5105544,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/bedford-va-2026-04-21-town-council-meeting-4-21-26; owner title ""Town of Bedford, Virginia""",Bedford town,2,True
www.youtube.com,channel=@townofbrandonvt4411,us:cousub:5002107750,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/brandon-vt-2025-07-16-july-14-2025-cannabis-comm-liquor-comm-sewer-comm-select-b; owner title ""Town of Brandon VT""",Brandon town,1,True
www.youtube.com,channel=@townofbristolrhodeisland418,us:county:44001,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/town-of-bristol-2026-06-25-bristol-ri-town-council-meeting-june-24-2026; owner title ""Town of Bristol, Rhode Island""",Bristol County,3,True
www.youtube.com,channel=@townofcanaannh1033,us:cousub:3300908980,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/canaan-nh-2026-04-30-budget-committee-meeting-4-29-2026; owner title ""Town of Canaan, NH""",Canaan town,1,True
www.youtube.com,channel=@townofcortemadera6927,us:place:0616462,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/town-of-corte-madera-ca-2026-01-08-corte-madera-town-council-regular-meeting-jan; owner title ""Town of Corte Madera""",Corte Madera town,1,True
www.youtube.com,channel=@townofcoventryrhodeisland2359,us:cousub:4400318640,fallback,archive_study_2026-09-09,"3 solidly-identified archive page(s), e.g. /m/town-of-coventry-2026-07-20-planning-commission-20-jul-2026; owner title ""Town of Coventry Rhode Island""",Coventry town,3,True
www.youtube.com,channel=@townofelizabethco,us:place:0823740,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/elizabeth-2025-04-30-board-of-trustees-special-meeting; owner title ""Town of Elizabeth""",Elizabeth town,1,True
www.youtube.com,channel=@townofemeraldislenc,us:place:3721160,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/town-of-emerald-isle-nc-2026-08-11-board-of-commissioners-meeting-august-11-2026; owner title ""Town of Emerald Isle, NC""",Emerald Isle town,2,True
www.youtube.com,channel=@townoffraser5699,us:place:0828305,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/town-of-fraser-2026-08-05-fraser-board-of-trustees-regular-meeting-august-5-2026; owner title ""Town of Fraser""",Fraser town,1,True
www.youtube.com,channel=@townoffriscocoloradogovern9232,us:place:0828690,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/town-of-frisco-2025-01-14-town-council-work-session-regular-meeting-january-14-2; owner title ""Town of Frisco, Colorado Government""",Frisco town,2,True
www.youtube.com,channel=@townofgreaternapanee1994,ca:csd:3511015,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/greater-napanee-on-2026-08-25-committee-of-adjustment-25-aug-2026; owner title ""Town of Greater Napanee""",Greater Napanee,2,True
www.youtube.com,channel=@townofhearst,ca:csd:3556076,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/town-of-hearst-on-2026-08-11-special-meeting-of-council-11-aug-2026; owner title ""Town of Hearst""",Hearst,2,True
www.youtube.com,channel=@townofhighlandbeach8734,us:place:1230200,fallback,archive_study_2026-09-09,"1 solidly-identified archive page(s), e.g. /m/highland-beach-fl-2026-08-13-august-13-2026-planning-board-regular-meeting; owner title ""Town of Highland Beach""",Highland Beach town,1,True
www.youtube.com,channel=@townofhighriver,ca:csd:4806006,fallback,archive_study_2026-09-09,"2 solidly-identified archive page(s), e.g. /m/town-of-high-river-ab-2026-07-15-assessment-review-board-sunrise-place-ne-15-jul; owner title ""The Town of High River""",High River,2,True
www.youtube.com,channel=@townofhillsborough4333,us:place:0633798,fallback,archive_study_2026-09-09,"10 solidly-identified archive page(s), e.g. /m/town-of-hillsborough-2026-08-20-special-city-council-meeting-august-20-2026; owner title ""Town of Hillsborough""",Hillsborough town,10,True
