input_set,jurisdiction,gov_id,keyed,tenant_host
archive,"Town of Whitchurch-Stouffville, ON",ca:csd:3519044,yes,pub-townofws.escribemeetings.com
archive,"City of Vaughan, ON",ca:csd:3519028,yes,pub-vaughan.escribemeetings.com
archive,"Town of Wasaga Beach, ON",ca:csd:3543064,yes,pub-wasagabeach.escribemeetings.com
archive,County of Wellington,ca:cd:3523,yes,pub-wellington.escribemeetings.com
archive,"City of West Kelowna, BC",ca:csd:5935029,yes,pub-westkelowna.escribemeetings.com
archive,"Quesnel, BC",ca:csd:5941013,yes,quesnel.civicweb.net
archive,"Township of Ramara, ON",ca:csd:3543019,yes,ramara.civicweb.net
archive,"Sarnia, ON",ca:csd:3538030,yes,sarnia.civicweb.net
archive,"Sooke, BC",ca:csd:5917052,yes,sooke.civicweb.net
archive,"Squamish, BC",ca:csd:5931006,yes,squamish.civicweb.net
archive,"Tofino, BC",ca:csd:5923025,yes,tofino.civicweb.net
archive,"Torbay, NL",ca:csd:1001509,yes,torbay.civicweb.net
archive,"Town of Vulcan, AB",rtr:ca:ab:vulcan,no,townofvulcan.civicweb.net
archive,"Trent Hills, ON",ca:csd:3514045,yes,trenthills.civicweb.net
archive,"Tumbler Ridge, BC",ca:csd:5955003,yes,tumblerridge.civicweb.net
archive,"Wasaga Beach, ON",ca:csd:3543064,yes,wasagabeach.civicweb.net
archive,"West Perth, ON",ca:csd:3531025,yes,westperth.civicweb.net
archive,"Wetaskiwin, AB",ca:csd:4811002,yes,wetaskiwin.civicweb.net
archive,"Whitewater Region, ON",rtr:ca:on:whitewater-region,no,whitewaterregion.civicweb.net
archive,"City of Williams Lake, BC",ca:csd:5941009,yes,williamslake.civicweb.net
archive,"Town of Slave Lake, AB",ca:csd:4817029,yes,youtube.com
archive,"Town of Milton, ON",ca:csd:3524009,yes,pub-milton.escribemeetings.com
archive,"Greater Sudbury, ON",ca:csd:3553005,yes,pub-greatersudbury.escribemeetings.com
archive,City of Dryden,ca:csd:3560027,yes,pub-dryden.escribemeetings.com
archive,"City of St. John's, NL",ca:csd:1001519,yes,pub-stjohns.escribemeetings.com
archive,"Town of Lake Cowichan, BC",ca:csd:5919016,yes,cvrdtest.primegov.com
archive,"Town of Slave Lake, AB",ca:csd:4817029,yes,youtube.com
archive,City of Markham,rtr:ca:on:toronto-and-region-conservation-authority,no,pub-trca.escribemeetings.com
ledger,"Arran-Elderslie, ON",ca:csd:3541043,yes,pub-arranelderslie.escribemeetings.com
ledger,"Town of Milton, ON",ca:csd:3524009,yes,pub-milton.escribemeetings.com
ledger,"Peel Region, ON",ca:cd:3521,yes,pub-peelregion.escribemeetings.com
ledger,"Town of Lake Cowichan, BC",ca:csd:5919016,yes,pub-northcowichan.escribemeetings.com
ledger,City of Dryden,ca:csd:3560027,yes,pub-dryden.escribemeetings.com
ledger,"Courtenay, BC",ca:csd:5926010,yes,pub-courtenay.escribemeetings.com
ledger,"Township of Adjala-Tosorontio, ON",ca:csd:3543003,yes,adjala-tosorontio.civicweb.net
ledger,"Blind River, ON",ca:csd:3557038,yes,pub-blindriver.escribemeetings.com
ledger,"The Blue Mountains, ON",ca:csd:3542045,yes,pub-bluemountains.escribemeetings.com
ledger,"City of Brampton, ON",ca:csd:3521010,yes,pub-brampton.escribemeetings.com
ledger,"Caledon, ON",ca:csd:3521024,yes,pub-caledon.escribemeetings.com
ledger,"Town of Cobourg, ON",ca:csd:3514021,yes,pub-cobourg.escribemeetings.com
ledger,"Town of Collingwood, ON",ca:csd:3543031,yes,pub-collingwood.escribemeetings.com
ledger,"Town of Lake Cowichan, BC",ca:csd:5919016,yes,cvrdtest.primegov.com
ledger,"Town of Fort Erie, ON",ca:csd:3526003,yes,pub-forterie.escribemeetings.com
ledger,"Town of Georgina, ON",ca:csd:3519070,yes,pub-georgina.escribemeetings.com
ledger,"Guelph, ON",ca:csd:3523008,yes,pub-guelph.escribemeetings.com
ledger,City of Hamilton,rtr:ca:on:hamilton-police-services-board,no,pub-hpsb.escribemeetings.com
ledger,"Lambton Shores, ON",ca:csd:3538040,yes,pub-lambtonshores.escribemeetings.com
ledger,"City of Oshawa, ON",ca:csd:3518013,yes,pub-oshawa.escribemeetings.com
ledger,"City of Owen Sound, ON",ca:csd:3542059,yes,pub-owensound.escribemeetings.com
ledger,"City of Penticton, BC",ca:csd:5907041,yes,pub-penticton.escribemeetings.com
ledger,"City of Port Moody, BC",rtr:ca:bc:port-moody,no,pub-portmoody.escribemeetings.com
ledger,"Region Of Waterloo, ON",ca:cd:3530,yes,pub-regionofwaterloo.escribemeetings.com
ledger,"City of St. John's, NL",ca:csd:1001519,yes,pub-stjohns.escribemeetings.com
ledger,"City of Thunder Bay, ON",ca:csd:3558004,yes,pub-thunderbay.escribemeetings.com
ledger,"Chatham-Kent, ON",ca:csd:3536020,yes,pub-chatham-kent.escribemeetings.com
ledger,"City of Elliot Lake, ON",ca:csd:3557041,yes,pub-elliotlake.escribemeetings.com
ledger,"Town of Halton Hills, ON",ca:csd:3524015,yes,pub-haltonhills.escribemeetings.com
ledger,"Goderich, ON",ca:csd:3540028,yes,pub-goderich.escribemeetings.com
ledger,"Nanaimo, BC",ca:csd:5921007,yes,pub-nanaimo.escribemeetings.com
ledger,"Saskatoon, SK",ca:csd:4711066,yes,pub-saskatoon.escribemeetings.com
ledger,"City of Beaumont, AB",ca:csd:4811013,yes,pub-beaumontab.escribemeetings.com
ledger,"Merrickville-Wolford, ON",ca:csd:3507052,yes,pub-merrickville-wolford.escribemeetings.com
ledger,"City of Salmon Arm, BC",ca:csd:5939032,yes,pub-salmonarm.escribemeetings.com
ledger,"Town of Saugeen Shores, ON",ca:csd:3541045,yes,pub-saugeenshores.escribemeetings.com
ledger,City of Markham,rtr:ca:on:toronto-and-region-conservation-authority,no,pub-trca.escribemeetings.com
ledger,"Town of Amherstburg, ON",ca:csd:3537028,yes,pub-amherstburg.escribemeetings.com
ledger,"Town of Grand Valley, ON",ca:csd:3522010,yes,pub-townofgrandvalley.escribemeetings.com
ledger,"Town of Whitchurch-Stouffville, ON",ca:csd:3519044,yes,pub-townofws.escribemeetings.com
ledger,"City of West Kelowna, BC",ca:csd:5935029,yes,pub-westkelowna.escribemeetings.com
ledger,"Mississauga, ON",ca:csd:3521005,yes,pub-mississauga.escribemeetings.com
ledger,County of Essex,ca:cd:3537,yes,coe-pub.escribemeetings.com
ledger,"Cramahe, ON",ca:csd:3514014,yes,pub-cramahe.escribemeetings.com
ledger,"City of Kelowna, BC",ca:csd:5935010,yes,kelownapublishing.escribemeetings.com
ledger,"City of New Westminster, BC",ca:csd:5915029,yes,pub-newwestcity.escribemeetings.com
ledger,"Durham Region, ON",ca:cd:3518,yes,pub-durhamregion.escribemeetings.com
ledger,"Town of New Tecumseth, ON",ca:csd:3543007,yes,pub-oneinvestmentprogram.escribemeetings.com
ledger,"City of Vaughan, ON",ca:csd:3519028,yes,pub-vaughan.escribemeetings.com
ledger,"Town of Wasaga Beach, ON",ca:csd:3543064,yes,pub-wasagabeach.escribemeetings.com
ledger,"Brant, ON",ca:csd:3529005,yes,pub-brant.escribemeetings.com
ledger,"Point Edward, ON",ca:csd:3538031,yes,pub-pointedward.escribemeetings.com
ledger,"Town of Tillsonburg, ON",ca:csd:3532004,yes,pub-tillsonburg.escribemeetings.com
ledger,Haldimand County,rtr:ca:on:haldimand-county,no,pub-haldimandcounty.escribemeetings.com
ledger,"Town of Okotoks, AB",ca:csd:4806012,yes,pub-okotoks.escribemeetings.com
ledger,"Anmore, BC",ca:csd:5915038,yes,pub-anmore.escribemeetings.com
ledger,Orangeville,ca:csd:3522014,yes,pub-orangeville.escribemeetings.com
ledger,County of Wellington,ca:cd:3523,yes,pub-wellington.escribemeetings.com
ledger,"City of St. Thomas, ON",ca:csd:3534021,yes,pub-stthomas.escribemeetings.com
ledger,"City of Corner Brook, NL",ca:csd:1005018,yes,pub-cornerbrook.escribemeetings.com
ledger,"City of Mount Pearl, NL",ca:csd:1001542,yes,pub-mountpearl.escribemeetings.com
ledger,"Brockville, ON",ca:csd:3507015,yes,brockville.civicweb.net
ledger,"City of Colwood, BC",ca:csd:5917041,yes,colwood.civicweb.net
ledger,"Loyalist Township, ON",ca:csd:3511005,yes,loyalist.civicweb.net
ledger,"Metchosin, BC",ca:csd:5917042,yes,metchosin.civicweb.net
ledger,"Town of Mono, ON",ca:csd:3522012,yes,mono.civicweb.net
ledger,"Oak Bay, BC",ca:csd:5917030,yes,oakbay.civicweb.net
ledger,"Sooke, BC",ca:csd:5917052,yes,sooke.civicweb.net
ledger,"Squamish, BC",ca:csd:5931006,yes,squamish.civicweb.net
ledger,"Trent Hills, ON",ca:csd:3514045,yes,trenthills.civicweb.net
ledger,"Atikokan, ON",ca:csd:3559001,yes,atikokan.civicweb.net
ledger,"Lambton, QC",ca:csd:2430095,yes,lambton.civicweb.net
ledger,"Township of Centre Wellington, ON",ca:csd:3523025,yes,centrewellington.civicweb.net
ledger,"City of Chestermere, AB",ca:csd:4806017,yes,chestermere.civicweb.net
ledger,"French River, ON",ca:csd:3552001,yes,frenchriver.civicweb.net
ledger,"Town of High River, AB",ca:csd:4806006,yes,highriver.civicweb.net
ledger,"Innisfail, AB",ca:csd:4808008,yes,innisfail.civicweb.net
ledger,"Kapuskasing, ON",ca:csd:3556066,yes,kapuskasing.civicweb.net
ledger,"City of Kenora, ON",ca:csd:3560010,yes,kenora.civicweb.net
ledger,"Township of Front of Yonge, ON",ca:csd:3507017,yes,mallorytown.civicweb.net
ledger,"Muskoka Lakes, ON",ca:csd:3544053,yes,muskokalakes.civicweb.net
ledger,"New Tecumseth, ON",ca:csd:3543007,yes,newtecumseth.civicweb.net
ledger,"Oliver Paipoonge, ON",ca:csd:3558011,yes,oliverpaipoonge.civicweb.net
ledger,"Powell River, BC",ca:csd:5927008,yes,powellriver.civicweb.net
ledger,"Quesnel, BC",ca:csd:5941013,yes,quesnel.civicweb.net
ledger,"Torbay, NL",ca:csd:1001509,yes,torbay.civicweb.net
ledger,"Town of Vulcan, AB",rtr:ca:ab:vulcan,no,townofvulcan.civicweb.net
ledger,"Tumbler Ridge, BC",ca:csd:5955003,yes,tumblerridge.civicweb.net
ledger,"Wasaga Beach, ON",ca:csd:3543064,yes,wasagabeach.civicweb.net
ledger,"West Perth, ON",ca:csd:3531025,yes,westperth.civicweb.net
ledger,"Wetaskiwin, AB",ca:csd:4811002,yes,wetaskiwin.civicweb.net
ledger,"Whitewater Region, ON",rtr:ca:on:whitewater-region,no,whitewaterregion.civicweb.net
ledger,"Town of Hearst, ON",ca:csd:3556076,yes,hearst.civicweb.net
ledger,"Georgian Bay, ON",ca:csd:3544065,yes,georgianbay.civicweb.net
ledger,"Grey Highlands, ON",ca:csd:3542015,yes,greyhighlands.civicweb.net
ledger,"Tofino, BC",ca:csd:5923025,yes,tofino.civicweb.net
ledger,"City of Williams Lake, BC",ca:csd:5941009,yes,williamslake.civicweb.net
ledger,"Central Elgin, ON",ca:csd:3534020,yes,centralelgin.civicweb.net
ledger,"Greater Napanee, ON",ca:csd:3511015,yes,greaternapanee.civicweb.net
ledger,"East Gwillimbury, ON",ca:csd:3519054,yes,eastgwillimbury.civicweb.net
ledger,"Meaford, ON",ca:csd:3542047,yes,meaford.civicweb.net
ledger,"Northern Bruce Peninsula, ON",ca:csd:3541069,yes,northernbrucepeninsula.civicweb.net
ledger,"Township of Ramara, ON",ca:csd:3543019,yes,ramara.civicweb.net
ledger,"Sarnia, ON",ca:csd:3538030,yes,sarnia.civicweb.net
ledger,"Town of Slave Lake, AB",ca:csd:4817029,yes,ab-slavelake.civicplus.com
