input_set,gov_id,gov_name,gov_type,tier,jurisdiction,tenant_host,evidence
archive,rtr:us:ca:los-angeles-county-metropolitan-transportation-authority,"Los Angeles County Metropolitan Transportation Authority, CA",county,pinned,"Los Angeles County, CA",metro.granicus.com,tenant_overrides.csv metro.granicus.com source=architecture_doc_1_3
archive,rtr:us:ca:los-angeles-county-metropolitan-transportation-authority,"Los Angeles County Metropolitan Transportation Authority, CA",county,pinned,"Los Angeles County, CA",metro.granicus.com,tenant_overrides.csv metro.granicus.com source=architecture_doc_1_3
archive,rtr:us:ca:los-angeles-county-metropolitan-transportation-authority,"Los Angeles County Metropolitan Transportation Authority, CA",county,pinned,"Los Angeles County, CA",metro.granicus.com,tenant_overrides.csv metro.granicus.com source=architecture_doc_1_3
ledger,rtr:us:ca:los-angeles-county-metropolitan-transportation-authority,"Los Angeles County Metropolitan Transportation Authority, CA",county,pinned,"Los Angeles County, CA",metro.granicus.com,tenant_overrides.csv metro.granicus.com source=architecture_doc_1_3
archive,rtr:us:ca:los-angeles-department-of-water-and-power,"Los Angeles Department of Water and Power, CA",special_district,pinned,Lad Wp,ladwp.granicus.com,tenant_overrides.csv ladwp.granicus.com source=architecture_doc_1_3
archive,rtr:us:ca:los-angeles-department-of-water-and-power,"Los Angeles Department of Water and Power, CA",special_district,pinned,"City of Los Angeles, CA",ladwp.primegov.com,tenant_overrides.csv ladwp.primegov.com source=architecture_doc_1_3
archive,rtr:us:ca:los-angeles-department-of-water-and-power,"Los Angeles Department of Water and Power, CA",special_district,pinned,"Los Angeles, CA",ladwp.granicus.com,tenant_overrides.csv ladwp.granicus.com source=architecture_doc_1_3
archive,rtr:us:ca:los-angeles-department-of-water-and-power,"Los Angeles Department of Water and Power, CA",special_district,pinned,"City of Los Angeles, CA",ladwp.primegov.com,tenant_overrides.csv ladwp.primegov.com source=architecture_doc_1_3
ledger,rtr:us:ca:los-angeles-department-of-water-and-power,"Los Angeles Department of Water and Power, CA",special_district,pinned,"City of Los Angeles, CA",ladwp.primegov.com,tenant_overrides.csv ladwp.primegov.com source=architecture_doc_1_3
ledger,rtr:us:ca:los-angeles-department-of-water-and-power,"Los Angeles Department of Water and Power, CA",special_district,pinned,"Los Angeles, CA",ladwp.granicus.com,tenant_overrides.csv ladwp.granicus.com source=architecture_doc_1_3
archive,rtr:us:ca:menifee-nbsp,"City of Menifee&nbsp, CA",municipality,unverified,"City of Menifee&nbsp, CA",cityofmenifee.primegov.com,"minted from 'City of Menifee&nbsp, CA'"
archive,rtr:us:ca:menlo-park-fire-protection-district,"Menlo Park Fire Protection District, CA",special_district,pinned,"City of Menlo Park, CA",menlofire.primegov.com,tenant_overrides.csv menlofire.primegov.com source=architecture_doc_1_3
archive,rtr:us:ca:menlo-park-fire-protection-district,"Menlo Park Fire Protection District, CA",special_district,pinned,"Town of Atherton, CA",menlofire.primegov.com,tenant_overrides.csv menlofire.primegov.com source=architecture_doc_1_3
ledger,rtr:us:ca:menlo-park-fire-protection-district,"Menlo Park Fire Protection District, CA",special_district,pinned,"Town of Atherton, CA",menlofire.primegov.com,tenant_overrides.csv menlofire.primegov.com source=architecture_doc_1_3
archive,rtr:us:ca:paramount-retiree,"City of Paramount Retiree, CA",municipality,unverified,"City of Paramount Retiree, CA",paramountcity.primegov.com,"minted from 'City of Paramount Retiree, CA'"
archive,rtr:us:ca:paso-robles,"Paso Robles, CA",other,unverified,"Paso Robles, CA",pub-pasorobles.escribemeetings.com,"minted from 'Paso Robles, CA'"
archive,rtr:us:ca:paso-robles,"Paso Robles, CA",other,unverified,"Paso Robles, CA",pub-pasorobles.escribemeetings.com,"minted from 'Paso Robles, CA'"
archive,rtr:us:ca:paso-robles,"Paso Robles, CA",other,unverified,"Paso Robles, CA",pub-pasorobles.escribemeetings.com,"minted from 'Paso Robles, CA'"
ledger,rtr:us:ca:paso-robles,"Paso Robles, CA",other,unverified,"Paso Robles, CA",pub-pasorobles.escribemeetings.com,"minted from 'Paso Robles, CA'"
archive,rtr:us:ca:riverside-county-sheriff-s-department,"Riverside County Sheriff's Department, CA",county,pinned,,riversidesheriff.portal.civicclerk.com,tenant_overrides.csv riversidesheriff.portal.civicclerk.com source=known_domains
archive,rtr:us:ca:san-diego-association-of-governments,"San Diego Association of Governments, CA",special_district,pinned,"Sandag, CA",pub-sandag.escribemeetings.com,tenant_overrides.csv pub-sandag.escribemeetings.com source=architecture_doc_1_3
archive,rtr:us:ca:san-diego-association-of-governments,"San Diego Association of Governments, CA",special_district,pinned,"City of San Diego, CA",pub-sandag.escribemeetings.com,tenant_overrides.csv pub-sandag.escribemeetings.com source=architecture_doc_1_3
archive,rtr:us:ca:san-diego-association-of-governments,"San Diego Association of Governments, CA",special_district,pinned,"San Diego, CA",pub-sandag.escribemeetings.com,tenant_overrides.csv pub-sandag.escribemeetings.com source=architecture_doc_1_3
archive,rtr:us:ca:san-diego-association-of-governments,"San Diego Association of Governments, CA",special_district,pinned,"City of San Diego, CA",pub-sandag.escribemeetings.com,tenant_overrides.csv pub-sandag.escribemeetings.com source=architecture_doc_1_3
ledger,rtr:us:ca:san-diego-association-of-governments,"San Diego Association of Governments, CA",special_district,pinned,"City of San Diego, CA",pub-sandag.escribemeetings.com,tenant_overrides.csv pub-sandag.escribemeetings.com source=architecture_doc_1_3
archive,rtr:us:ca:santa-clara-valley-transportation-authority,"Santa Clara Valley Transportation Authority, CA",special_district,unverified,"Santa Clara Valley Transportation Authority, CA",santaclaravta.iqm2.com,"minted from 'Santa Clara Valley Transportation Authority, CA'"
archive,rtr:us:ca:turlock-irrigation-district,"Turlock Irrigation District, CA",special_district,unverified,"Turlock Irrigation District, CA",tid.new.swagit.com,"minted from 'Turlock Irrigation District, CA'"
archive,rtr:us:ca:water-replenishment-district,"Water Replenishment District, CA",special_district,pinned,"Water Replenishment District, CA",agendas.wrd.org,tenant_overrides.csv agendas.wrd.org source=known_domains
archive,rtr:us:ca:west-basin-municipal-water-district,"West Basin Municipal Water District, CA",special_district,unverified,"West Basin Municipal Water District, CA",wbmwdca.iqm2.com,"minted from 'West Basin Municipal Water District, CA'"
archive,rtr:us:ca:west-county-wastewater-district,"West County Wastewater District, CA",special_district,unverified,"West County Wastewater District, CA",wcwdca.iqm2.com,"minted from 'West County Wastewater District, CA'"
archive,rtr:us:ca:yorba-linda-usd,"Yorba Linda USD, CA",school_district,unverified,"Yorba Linda USD, CA",pylusd.new.swagit.com,"minted from 'Yorba Linda USD, CA'"
archive,rtr:us:ca:yorba-linda-usd,"Yorba Linda USD, CA",school_district,unverified,"Yorba Linda USD, CA",pylusd.new.swagit.com,"minted from 'Yorba Linda USD, CA'"
archive,rtr:us:co:colorado,"Colorado, CO",other,pinned,,cu.new.swagit.com,tenant_overrides.csv cu.new.swagit.com source=visual_confirmed
archive,rtr:us:co:pueblo-west,"Pueblo West, CO",other,unverified,"Pueblo West, CO",pueblowestmetroco.portal.civicclerk.com,"minted from 'Pueblo West, CO'"
archive,rtr:us:co:pueblo-west,"Pueblo West, CO",other,unverified,"Pueblo West, CO",pueblowestmetroco.portal.civicclerk.com,"minted from 'Pueblo West, CO'"
archive,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
archive,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
archive,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
archive,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
archive,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
archive,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
archive,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
archive,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
archive,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
archive,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
archive,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
archive,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
archive,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
ledger,rtr:us:dc:washington,"Washington, DC",other,pinned,"Washington, DC",dc.granicus.com,tenant_overrides.csv dc.granicus.com source=auto_derived+known_domains
archive,rtr:us:de:bethany-beach,"The Town of Bethany Beach, DE",other,unverified,"The Town of Bethany Beach, DE",bethanybeach.granicus.com,"minted from 'The Town of Bethany Beach, DE'"
archive,rtr:us:fl:broward-metropolitan-planning-organization,"Broward Metropolitan Planning Organization, FL",special_district,pinned,"Broward Metropolitan Planning Organization, FL",browardmpo.new.swagit.com,tenant_overrides.csv browardmpo.new.swagit.com source=known_domains
archive,rtr:us:fl:islamorada,"Islamorada, FL",other,unverified,"Islamorada, FL",islamoradafl.portal.civicclerk.com,"minted from 'Islamorada, FL'"
archive,rtr:us:fl:new-port-richey,"New Port Richey, FL",special_district,unverified,"New Port Richey, FL",newportricheyfl.new.swagit.com,"minted from 'New Port Richey, FL'"
archive,rtr:us:fl:north-port,"North Port, FL",special_district,pinned,"City of North Port, FL",cityofnorthport.granicus.com,tenant_overrides.csv cityofnorthport.granicus.com source=auto_derived
archive,rtr:us:fl:north-port,"North Port, FL",special_district,pinned,"North Port, FL",cityofnorthport.granicus.com,tenant_overrides.csv cityofnorthport.granicus.com source=auto_derived
ledger,rtr:us:fl:north-port,"North Port, FL",special_district,pinned,"North Port, FL",cityofnorthport.granicus.com,tenant_overrides.csv cityofnorthport.granicus.com source=auto_derived
archive,rtr:us:fl:port-orange,"Port Orange, FL",special_district,unverified,"Port Orange, FL",www.youtube.com,"minted from 'Port Orange, FL'"
ledger,rtr:us:fl:port-orange,"Port Orange, FL",special_district,pinned,"Port Orange, FL",fl-portorange.civicplus.com,tenant_overrides.csv fl-portorange.civicplus.com source=auto_derived
archive,rtr:us:fl:port-st-lucie,"Port St. Lucie, FL",special_district,pinned,City of Port St Lucie,psl.granicus.com,tenant_overrides.csv psl.granicus.com source=visual_confirmed
archive,rtr:us:fl:ps-c,"Ps C, FL",other,pinned,"Ps C, FL",psc-fl.granicus.com,tenant_overrides.csv psc-fl.granicus.com source=auto_derived
archive,rtr:us:fl:st-johns-river-water-management-district,"St. Johns River Water Management District, FL",special_district,unverified,"St. Johns River Water Management District, FL",sjrwmd.iqm2.com,"minted from 'St. Johns River Water Management District, FL'"
archive,rtr:us:fl:st-lucie-county,"St Lucie County, FL",county,unverified,"St Lucie County, FL",stluciefl.iqm2.com,"minted from 'St Lucie County, FL'"
archive,rtr:us:hi:kaua-apos-i-county,"Kaua&apos;i County, HI",county,pinned,"Kaua&apos;i County, HI",kauai.granicus.com,tenant_overrides.csv kauai.granicus.com source=auto_derived
archive,rtr:us:il:park-ridge-park-district,"Park Ridge Park District, IL",special_district,unverified,"Park Ridge Park District, IL",prparkdistrictil.iqm2.com,"minted from 'Park Ridge Park District, IL'"
archive,rtr:us:il:park-ridge-park-district,"Park Ridge Park District, IL",special_district,unverified,"Park Ridge Park District, IL",prparkdistrictil.iqm2.com,"minted from 'Park Ridge Park District, IL'"
archive,rtr:us:ky:louisville,"Louisville, KY",other,pinned,"Louisville, KY",louisville.granicus.com,tenant_overrides.csv louisville.granicus.com source=auto_derived
archive,rtr:us:ky:louisville,"Louisville, KY",other,pinned,"Louisville, KY",louisville.granicus.com,tenant_overrides.csv louisville.granicus.com source=auto_derived
archive,rtr:us:ky:louisville,"Louisville, KY",other,pinned,Louisville,louisville.granicus.com,tenant_overrides.csv louisville.granicus.com source=auto_derived
archive,rtr:us:ky:louisville,"Louisville, KY",other,pinned,"Louisville, KY",louisville.granicus.com,tenant_overrides.csv louisville.granicus.com source=auto_derived
ledger,rtr:us:ky:louisville,"Louisville, KY",other,pinned,"Louisville, KY",louisville.granicus.com,tenant_overrides.csv louisville.granicus.com source=auto_derived
archive,rtr:us:la:louisiana-economic-development,"Louisiana Economic Development, LA",other,pinned,,lagov.new.swagit.com,tenant_overrides.csv lagov.new.swagit.com source=visual_confirmed
archive,rtr:us:la:louisiana-economic-development,"Louisiana Economic Development, LA",other,pinned,,lagov.new.swagit.com,tenant_overrides.csv lagov.new.swagit.com source=visual_confirmed
archive,rtr:us:la:st-charles-parish,"St Charles Parish, LA",county,unverified,"St Charles Parish, LA",stcharlesparishla.new.swagit.com,"minted from 'St Charles Parish, LA'"
archive,rtr:us:ma:city,"City, MA",municipality,unverified,"City, MA",videoplayer.telvue.com,"minted from 'City, MA'"
archive,rtr:us:md:baltimore-county,"Baltimore County, MD",county,unverified,"Baltimore County, MD",baltimorecountymd.iqm2.com,"minted from 'Baltimore County, MD'"
archive,rtr:us:md:baltimore-county,"Baltimore County, MD",county,unverified,"Baltimore County, MD",baltimorecountymd.iqm2.com,"minted from 'Baltimore County, MD'"
archive,rtr:us:md:caroline-county-ps,"Caroline County PS, MD",county,unverified,"Caroline County PS, MD",carolineschools.new.swagit.com,"minted from 'Caroline County PS, MD'"
archive,rtr:us:md:montgomery-county-planning-board,"Montgomery County Planning Board, MD",county,pinned,Montgomery County,mncppc.granicus.com,tenant_overrides.csv mncppc.granicus.com source=visual_confirmed
archive,rtr:us:md:prince-george-apos-s-county,"Prince George&apos;s County, MD",county,unverified,"Prince George&apos;s County, MD",princegeorgescountymd.granicus.com,"minted from 'Prince George&apos;s County, MD'"
archive,rtr:us:md:s-fw,"S Fw, MD",other,pinned,"S Fw, MD",sfwmd.granicus.com,tenant_overrides.csv sfwmd.granicus.com source=auto_derived
archive,rtr:us:mi:clawson,"The City of Clawson, MI",other,unverified,"The City of Clawson, MI",clawson.granicus.com,"minted from 'The City of Clawson, MI'"
archive,rtr:us:mi:east-lansing,"The City of East Lansing, MI",other,unverified,"The City of East Lansing, MI",eastlansing.granicus.com,"minted from 'The City of East Lansing, MI'"
archive,rtr:us:mi:lincoln-park,"The City of Lincoln Park, MI",other,unverified,"The City of Lincoln Park, MI",lincolnpark-mi.granicus.com,"minted from 'The City of Lincoln Park, MI'"
archive,rtr:us:mn:anoka-hennepin-school-district,"Anoka-Hennepin School District, MN",school_district,unverified,"Anoka-Hennepin School District, MN",anoka-k12.granicus.com,"minted from 'Anoka-Hennepin School District, MN'"
archive,rtr:us:mn:st-james,"St James, MN",other,unverified,"St James, MN",www.youtube.com,"minted from 'St James, MN'"
ledger,rtr:us:mn:st-james,"St James, MN",other,unverified,"St James, MN",stjames-mn.municodemeetings.com,"minted from 'St James, MN'"
archive,rtr:us:nc:cape-fear-public-utility-authority,"Cape Fear Public Utility Authority, NC",special_district,unverified,"Cape Fear Public Utility Authority, NC",cfpua.iqm2.com,"minted from 'Cape Fear Public Utility Authority, NC'"
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
ledger,rtr:us:nc:king-county,"King County, NC",county,pinned,King County,king.granicus.com,tenant_overrides.csv king.granicus.com source=auto_derived+inferred_unique_name
archive,rtr:us:nh:hooksett,"The Town of Hooksett, NH",other,unverified,"The Town of Hooksett, NH",hooksett.granicus.com,"minted from 'The Town of Hooksett, NH'"
ledger,rtr:us:nj:fairhaven,"Fairhaven, NJ",other,pinned,Borough of Fair Haven,nj-fairhaven.civicplus.com,tenant_overrides.csv nj-fairhaven.civicplus.com source=auto_derived
archive,rtr:us:nj:franklin-township,"Franklin Township, NJ",township,unverified,"Franklin Township, NJ",franklin-twp.org,"minted from 'Franklin Township, NJ'"
archive,rtr:us:nm:albuquerque-bernalillo-county-water-utility-authority,"Albuquerque Bernalillo County Water Utility Authority, NM",special_district,pinned,Albuquerque Bernalillo County Water Utility Authority,abcwua.granicus.com,tenant_overrides.csv abcwua.granicus.com source=visual_confirmed
archive,rtr:us:nv:incline-village,"Incline Village, NV",municipality,unverified,"Incline Village, NV",ivgid.portal.civicclerk.com,"minted from 'Incline Village, NV'"
archive,rtr:us:nv:incline-village,"Incline Village, NV",municipality,unverified,"Incline Village, NV",ivgid.portal.civicclerk.com,"minted from 'Incline Village, NV'"
archive,rtr:us:nv:reno-logo,"City of Reno Logo"", NV",municipality,unverified,"City of Reno Logo"", NV",reno.primegov.com,"minted from 'City of Reno Logo"", NV'"
archive,rtr:us:ny:amherst-erie-county,"Town of Amherst, Erie County, NY",county,unverified,"Town of Amherst, Erie County, NY",amherstny.iqm2.com,"minted from 'Town of Amherst, Erie County, NY'"
archive,rtr:us:ny:buffalo,"The City of Buffalo, NY",other,unverified,"The City of Buffalo, NY",buffalony.iqm2.com,"minted from 'The City of Buffalo, NY'"
archive,rtr:us:ny:buffalo,"The City of Buffalo, NY",other,unverified,"The City of Buffalo, NY",buffalony.iqm2.com,"minted from 'The City of Buffalo, NY'"
archive,rtr:us:ny:east-hampton-long-island,"Town of East Hampton, Long Island, NY",municipality,unverified,"Town of East Hampton, Long Island, NY",easthamptontown.iqm2.com,"minted from 'Town of East Hampton, Long Island, NY'"
archive,rtr:us:ny:farmingville,"Farmingville, NY",other,unverified,"Farmingville, NY",brookhavenny.portal.civicclerk.com,"minted from 'Farmingville, NY'"
archive,rtr:us:ny:north-salem,"The Town of North Salem, NY",other,unverified,"The Town of North Salem, NY",northsalem.granicus.com,"minted from 'The Town of North Salem, NY'"
archive,rtr:us:ny:port-chester,"Port Chester, NY",special_district,unverified,"Port Chester, NY",play.champds.com,"minted from 'Port Chester, NY'"
archive,rtr:us:ny:smithtown-smithtown,"Town of Smithtown,Smithtown, NY",municipality,unverified,"Town of Smithtown,Smithtown NY",smithtownny.iqm2.com,"minted from 'Town of Smithtown,Smithtown NY'"
archive,rtr:us:ny:smithtown-smithtown,"Town of Smithtown,Smithtown, NY",municipality,unverified,"Town of Smithtown,Smithtown NY",smithtownny.iqm2.com,"minted from 'Town of Smithtown,Smithtown NY'"
archive,rtr:us:ny:southampton-long-island,"Town of Southampton, Long Island, NY",municipality,unverified,"Town of Southampton, Long Island, NY",southamptonny.iqm2.com,"minted from 'Town of Southampton, Long Island, NY'"
archive,rtr:us:ny:southold-long-island,"Town of Southold, Long Island, NY",municipality,unverified,"Town of Southold, Long Island, NY",southoldtown.iqm2.com,"minted from 'Town of Southold, Long Island, NY'"
archive,rtr:us:ny:tv,"TV, NY",special_district,unverified,"TV, NY",lmctvny.new.swagit.com,"minted from 'TV, NY'"
archive,rtr:us:oh:deerfield-township,"Deerfield Township, OH",township,unverified,"Deerfield Township, OH",deerfield.granicus.com,"minted from 'Deerfield Township, OH'"
ledger,rtr:us:oh:st-marys,"St Marys, OH",other,pinned,City of St. Marys,oh-stmarys.civicplus.com,tenant_overrides.csv oh-stmarys.civicplus.com source=auto_derived
archive,rtr:us:pa:cherry-township,"Cherry Township, PA",township,unverified,"Cherry Township, PA",cherrytownship.com,"minted from 'Cherry Township, PA'"
archive,rtr:us:pa:middletown-township,"Middletown Township, PA",township,unverified,"Middletown Township, PA",middletowntwppa.new.swagit.com,"minted from 'Middletown Township, PA'"
archive,rtr:us:pa:upper-providence,"Upper Providence, PA",other,unverified,"Upper Providence, PA",uprovmontco.new.swagit.com,"minted from 'Upper Providence, PA'"
archive,rtr:us:pa:upper-providence,"Upper Providence, PA",other,unverified,"Upper Providence, PA",uprovmontco.new.swagit.com,"minted from 'Upper Providence, PA'"
archive,rtr:us:pa:warrington-township,"Warrington Township, PA",township,unverified,"Warrington Township, PA",warringtonpa.new.swagit.com,"minted from 'Warrington Township, PA'"
archive,rtr:us:ri:north-kingstown-school-committee,"North Kingstown School Committee, RI",school_district,unverified,"North Kingstown School Committee, RI",northkingstownschoolri.iqm2.com,"minted from 'North Kingstown School Committee, RI'"
archive,rtr:us:ri:north-kingstown-school-committee,"North Kingstown School Committee, RI",school_district,unverified,"North Kingstown School Committee, RI",northkingstownschoolri.iqm2.com,"minted from 'North Kingstown School Committee, RI'"
archive,rtr:us:tn:nashville-davidson-county,"Nashville-Davidson County, TN",county,pinned,"Nashville-Davidson County, TN",nashville.granicus.com,tenant_overrides.csv nashville.granicus.com source=auto_derived
archive,rtr:us:tn:nashville-davidson-county,"Nashville-Davidson County, TN",county,pinned,Nashville,nashville.granicus.com,tenant_overrides.csv nashville.granicus.com source=auto_derived
archive,rtr:us:tn:nashville-davidson-county,"Nashville-Davidson County, TN",county,pinned,"Nashville-Davidson County, TN",nashville.granicus.com,tenant_overrides.csv nashville.granicus.com source=auto_derived
archive,rtr:us:tn:nashville-davidson-county,"Nashville-Davidson County, TN",county,pinned,"Nashville-Davidson County, TN",nashville.granicus.com,tenant_overrides.csv nashville.granicus.com source=auto_derived
archive,rtr:us:tn:nashville-davidson-county,"Nashville-Davidson County, TN",county,pinned,"Nashville-Davidson County, TN",nashville.granicus.com,tenant_overrides.csv nashville.granicus.com source=auto_derived
archive,rtr:us:tn:nashville-davidson-county,"Nashville-Davidson County, TN",county,pinned,"Nashville-Davidson County, TN",nashville.granicus.com,tenant_overrides.csv nashville.granicus.com source=auto_derived
archive,rtr:us:tn:nashville-davidson-county,"Nashville-Davidson County, TN",county,pinned,"Nashville-Davidson County, TN",nashville.granicus.com,tenant_overrides.csv nashville.granicus.com source=auto_derived
archive,rtr:us:tn:nashville-davidson-county,"Nashville-Davidson County, TN",county,pinned,"Nashville-Davidson County, TN",nashville.granicus.com,tenant_overrides.csv nashville.granicus.com source=auto_derived
archive,rtr:us:tn:nashville-davidson-county,"Nashville-Davidson County, TN",county,pinned,"Nashville-Davidson County, TN",nashville.granicus.com,tenant_overrides.csv nashville.granicus.com source=auto_derived
archive,rtr:us:tn:nashville-davidson-county,"Nashville-Davidson County, TN",county,pinned,"Nashville-Davidson County, TN",nashville.granicus.com,tenant_overrides.csv nashville.granicus.com source=auto_derived
ledger,rtr:us:tn:nashville-davidson-county,"Nashville-Davidson County, TN",county,pinned,"Nashville-Davidson County, TN",nashville.granicus.com,tenant_overrides.csv nashville.granicus.com source=auto_derived
archive,rtr:us:tn:nashville-davidson-metropolitan-government,"Nashville-Davidson metropolitan government, TN",special_district,pinned,,nashville.cablecast.tv,tenant_overrides.csv nashville.cablecast.tv source=auto_derived+visual_confirmed
archive,rtr:us:tn:nashville-davidson-metropolitan-government,"Nashville-Davidson metropolitan government, TN",special_district,pinned,,nashville.cablecast.tv,tenant_overrides.csv nashville.cablecast.tv source=auto_derived+visual_confirmed
archive,rtr:us:tn:nashville-davidson-metropolitan-government,"Nashville-Davidson metropolitan government, TN",special_district,pinned,Nashville,nashville.cablecast.tv,tenant_overrides.csv nashville.cablecast.tv source=auto_derived+visual_confirmed
ledger,rtr:us:tn:nashville-davidson-metropolitan-government,"Nashville-Davidson metropolitan government, TN",special_district,pinned,Nashville,nashville.cablecast.tv,tenant_overrides.csv nashville.cablecast.tv source=auto_derived+visual_confirmed
archive,rtr:us:tx:aledo-isd,"Aledo ISD, TX",school_district,unverified,"Aledo ISD, TX",aledoisdtx.new.swagit.com,"minted from 'Aledo ISD, TX'"
archive,rtr:us:tx:allen-isd,"Allen ISD, TX",school_district,unverified,"Allen ISD, TX",allenisd.new.swagit.com,"minted from 'Allen ISD, TX'"
archive,rtr:us:tx:amarillo,"The City of Amarillo, TX",other,unverified,"The City of Amarillo, TX",amarillo.granicus.com,"minted from 'The City of Amarillo, TX'"
archive,rtr:us:tx:birdville-isd,"Birdville ISD, TX",school_district,unverified,"Birdville ISD, TX",birdvilleisdtx.new.swagit.com,"minted from 'Birdville ISD, TX'"
archive,rtr:us:tx:birdville-isd,"Birdville ISD, TX",school_district,unverified,"Birdville ISD, TX",birdvilleisdtx.new.swagit.com,"minted from 'Birdville ISD, TX'"
archive,rtr:us:tx:capital-metro-austin,"Capital Metro, Austin, TX",other,unverified,"Capital Metro, Austin TX",capmetrotx.iqm2.com,"minted from 'Capital Metro, Austin TX'"
archive,rtr:us:tx:capital-metro-austin,"Capital Metro, Austin, TX",other,unverified,"Capital Metro, Austin TX",capmetrotx.iqm2.com,"minted from 'Capital Metro, Austin TX'"
