input_set,gov_id,gov_name,gov_type,tier,jurisdiction,tenant_host,evidence
ledger,rtr:us:xx:brighton,Brighton,other,pinned,Brighton,brightonco.granicus.com,tenant_overrides.csv brightonco.granicus.com source=auto_derived
ledger,rtr:us:xx:brighton,Brighton,other,unverified,Brighton,brighton.civicweb.net,minted from 'Brighton'
archive,rtr:us:xx:bristol,Town of Bristol,municipality,unverified,Town of Bristol,bristol-ri.municodemeetings.com,minted from 'Town of Bristol'
archive,rtr:us:xx:brock,Township Of Brock,township,unverified,Township Of Brock,pub-townshipofbrock.escribemeetings.com,minted from 'Township Of Brock'
archive,rtr:us:xx:brock,Township of Brock,township,unverified,Township of Brock,pub-townshipofbrock.escribemeetings.com,minted from 'Township of Brock'
archive,rtr:us:xx:brock,Township Of Brock,township,unverified,Township Of Brock,pub-townshipofbrock.escribemeetings.com,minted from 'Township Of Brock'
ledger,rtr:us:xx:brock,Township Of Brock,township,unverified,Township Of Brock,pub-townshipofbrock.escribemeetings.com,minted from 'Township Of Brock'
archive,rtr:us:xx:brookfield,Village of Brookfield,municipality,unverified,Village of Brookfield,brookfieldil.civicweb.net,minted from 'Village of Brookfield'
archive,rtr:us:xx:brookfield,Village of Brookfield,municipality,unverified,Village of Brookfield,brookfieldil.civicweb.net,minted from 'Village of Brookfield'
ledger,rtr:us:xx:brookfield,Village of Brookfield,municipality,unverified,Village of Brookfield,brookfieldil.civicweb.net,minted from 'Village of Brookfield'
archive,rtr:us:xx:bruce-county,Bruce County,county,pinned,Bruce County,pub-brucecounty.escribemeetings.com,tenant_overrides.csv pub-brucecounty.escribemeetings.com source=jurisdiction_overrides
archive,rtr:us:xx:bruce-county,Bruce County,county,pinned,Bruce County,pub-brucecounty.escribemeetings.com,tenant_overrides.csv pub-brucecounty.escribemeetings.com source=jurisdiction_overrides
archive,rtr:us:xx:bruce-county,Bruce County,county,pinned,Bruce County,pub-brucecounty.escribemeetings.com,tenant_overrides.csv pub-brucecounty.escribemeetings.com source=jurisdiction_overrides
ledger,rtr:us:xx:bruce-county,Bruce County,county,pinned,Bruce County,pub-brucecounty.escribemeetings.com,tenant_overrides.csv pub-brucecounty.escribemeetings.com source=jurisdiction_overrides
archive,rtr:us:xx:buckley,City of Buckley,municipality,unverified,City of Buckley,www.youtube.com,minted from 'City of Buckley'
archive,rtr:us:xx:burnsville,City of Burnsville,municipality,unverified,City of Burnsville,burnsville.civicweb.net,minted from 'City of Burnsville'
archive,rtr:us:xx:burnsville,City of Burnsville,municipality,unverified,City of Burnsville,burnsville.civicweb.net,minted from 'City of Burnsville'
archive,rtr:us:xx:burnsville,City of Burnsville,municipality,unverified,City of Burnsville,burnsville.civicweb.net,minted from 'City of Burnsville'
archive,rtr:us:xx:burnsville,City of Burnsville,municipality,unverified,City of Burnsville,burnsville.civicweb.net,minted from 'City of Burnsville'
archive,rtr:us:xx:burnsville,City of Burnsville,municipality,unverified,City of Burnsville,burnsville.civicweb.net,minted from 'City of Burnsville'
archive,rtr:us:xx:burnsville,City of Burnsville,municipality,unverified,City of Burnsville,burnsville.civicweb.net,minted from 'City of Burnsville'
archive,rtr:us:xx:burnsville,City of Burnsville,municipality,unverified,City of Burnsville,burnsville.civicweb.net,minted from 'City of Burnsville'
archive,rtr:us:xx:burnsville,City of Burnsville,municipality,unverified,City of Burnsville,burnsville.civicweb.net,minted from 'City of Burnsville'
archive,rtr:us:xx:burnsville,City of Burnsville,municipality,unverified,City of Burnsville,burnsville.civicweb.net,minted from 'City of Burnsville'
archive,rtr:us:xx:burnsville,City of Burnsville,municipality,unverified,City of Burnsville,burnsville.civicweb.net,minted from 'City of Burnsville'
archive,rtr:us:xx:burnsville,City of Burnsville,municipality,unverified,City of Burnsville,burnsville.civicweb.net,minted from 'City of Burnsville'
archive,rtr:us:xx:burnsville,City of Burnsville,municipality,unverified,City of Burnsville,burnsville.civicweb.net,minted from 'City of Burnsville'
ledger,rtr:us:xx:burnsville,City of Burnsville,municipality,unverified,City of Burnsville,burnsville.civicweb.net,minted from 'City of Burnsville'
archive,rtr:us:xx:burton,City of Burton,municipality,unverified,City of Burton,burtonmi.granicus.com,minted from 'City of Burton'
archive,rtr:us:xx:butler-county,Butler County,county,unverified,Butler County,bucoks.granicus.com,minted from 'Butler County'
archive,rtr:us:xx:cal-icma,Cal-ICMA,other,unverified,Cal-ICMA,icma.granicus.com,minted from 'Cal-ICMA'
archive,rtr:us:xx:caledonia-township,Caledonia Township,township,unverified,Caledonia Township,youtube.com,minted from 'Caledonia Township'
archive,rtr:us:xx:california,California,other,unverified,California,csmfo.granicus.com,minted from 'California'
archive,rtr:us:xx:cambridge,Cambridge,other,unverified,Cambridge,pub-cambridge.escribemeetings.com,minted from 'Cambridge'
archive,rtr:us:xx:cambridge,City of Cambridge,municipality,unverified,City of Cambridge,pub-cambridge.escribemeetings.com,minted from 'City of Cambridge'
archive,rtr:us:xx:cambridge,Cambridge,other,unverified,Cambridge,cambridgema.granicus.com,minted from 'Cambridge'
archive,rtr:us:xx:cambridge,City of Cambridge,municipality,unverified,City of Cambridge,pub-cambridge.escribemeetings.com,minted from 'City of Cambridge'
archive,rtr:us:xx:cambridge,City of Cambridge,municipality,unverified,City of Cambridge,pub-cambridge.escribemeetings.com,minted from 'City of Cambridge'
archive,rtr:us:xx:cambridge,City of Cambridge,municipality,unverified,City of Cambridge,pub-cambridge.escribemeetings.com,minted from 'City of Cambridge'
ledger,rtr:us:xx:cambridge,City of Cambridge,municipality,unverified,City of Cambridge,pub-cambridge.escribemeetings.com,minted from 'City of Cambridge'
archive,rtr:us:xx:carrollton,City of Carrollton,municipality,unverified,City of Carrollton,carrolltontx.granicus.com,minted from 'City of Carrollton'
archive,rtr:us:xx:carson,City of Carson,municipality,pinned,City of Carson,carson.granicus.com,tenant_overrides.csv carson.granicus.com source=jurisdiction_overrides
archive,rtr:us:xx:carson,City of Carson,municipality,pinned,City of Carson,carson.granicus.com,tenant_overrides.csv carson.granicus.com source=jurisdiction_overrides
ledger,rtr:us:xx:carson,City of Carson,municipality,pinned,City of Carson,carson.granicus.com,tenant_overrides.csv carson.granicus.com source=jurisdiction_overrides
archive,rtr:us:xx:cass,Cass,other,unverified,Cass,casscoin.portal.civicclerk.com,minted from 'Cass'
archive,rtr:us:xx:castle-rock,Town of Castle Rock,municipality,pinned,Town of Castle Rock,castlerock-co.granicus.com,tenant_overrides.csv castlerock-co.granicus.com source=auto_derived
archive,rtr:us:xx:castle-rock,Town of Castle Rock,municipality,pinned,Town of Castle Rock,castlerock-co.granicus.com,tenant_overrides.csv castlerock-co.granicus.com source=auto_derived
ledger,rtr:us:xx:castle-rock,Town of Castle Rock,municipality,pinned,Town of Castle Rock,castlerock-co.granicus.com,tenant_overrides.csv castlerock-co.granicus.com source=auto_derived
archive,rtr:us:xx:central-valley-flood-protection-board,Central Valley Flood Protection Board,other,unverified,Central Valley Flood Protection Board,centralvalleyflood.granicus.com,minted from 'Central Valley Flood Protection Board'
archive,rtr:us:xx:chapel-hill,Town of Chapel Hill,municipality,unverified,Town of Chapel Hill,chapelhill.granicus.com,minted from 'Town of Chapel Hill'
archive,rtr:us:xx:chapel-hill,Town of Chapel Hill,municipality,unverified,Town of Chapel Hill,chapelhill.granicus.com,minted from 'Town of Chapel Hill'
archive,rtr:us:xx:chapel-hill,Town of Chapel Hill,municipality,unverified,Town of Chapel Hill,chapelhill.legistar.com,minted from 'Town of Chapel Hill'
archive,rtr:us:xx:chatham-kent,Chatham Kent,other,unverified,Chatham Kent,pub-chatham-kent.escribemeetings.com,minted from 'Chatham Kent'
archive,rtr:us:xx:chesterfield,Chesterfield,other,unverified,Chesterfield,chesterfieldcova.portal.civicclerk.com,minted from 'Chesterfield'
archive,rtr:us:xx:chesterfield-township,Chesterfield Township,township,unverified,Chesterfield Township,chesterfieldtwp.civicweb.net,minted from 'Chesterfield Township'
archive,rtr:us:xx:cheyenne,City of Cheyenne,municipality,unverified,City of Cheyenne,cheyenne.granicus.com,minted from 'City of Cheyenne'
archive,rtr:us:xx:clearview,Clearview,other,unverified,Clearview,pub-clearview.escribemeetings.com,minted from 'Clearview'
archive,rtr:us:xx:clearwater-county,Clearwater County,county,unverified,Clearwater County,clearwatercounty.civicweb.net,minted from 'Clearwater County'
archive,rtr:us:xx:clinton,City of Clinton,municipality,unverified,City of Clinton,cityofclintoniowa.civicweb.net,minted from 'City of Clinton'
archive,rtr:us:xx:clinton,Clinton,other,unverified,Clinton,www.youtube.com,minted from 'Clinton'
archive,rtr:us:xx:coaldale,Coaldale,other,unverified,Coaldale,coaldale.civicweb.net,minted from 'Coaldale'
archive,rtr:us:xx:coaldale,Coaldale,other,unverified,Coaldale,coaldale.civicweb.net,minted from 'Coaldale'
archive,rtr:us:xx:coaldale,Coaldale,other,unverified,Coaldale,coaldale.civicweb.net,minted from 'Coaldale'
ledger,rtr:us:xx:coaldale,Coaldale,other,unverified,Coaldale,coaldale.civicweb.net,minted from 'Coaldale'
archive,rtr:us:xx:cofs,Cofs,other,unverified,Cofs,pub-cofs.escribemeetings.com,minted from 'Cofs'
archive,rtr:us:xx:columbia,Columbia,other,unverified,Columbia,columbiatn.portal.civicclerk.com,minted from 'Columbia'
archive,rtr:us:xx:columbus-wisconsin-meetings-hub,Columbus Wisconsin Meetings Hub,other,unverified,Columbus Wisconsin Meetings Hub,columbus-wi.municodemeetings.com,minted from 'Columbus Wisconsin Meetings Hub'
archive,rtr:us:xx:cook-county-forest-preserve-district,Cook County Forest Preserve District,county,unverified,Cook County Forest Preserve District,fpdcc.granicus.com,minted from 'Cook County Forest Preserve District'
archive,rtr:us:xx:cooperstown,Village of Cooperstown,municipality,unverified,Village of Cooperstown,cooperstownny.gov,minted from 'Village of Cooperstown'
archive,rtr:us:xx:corona,City of Corona,municipality,unverified,City of Corona,corona.granicus.com,minted from 'City of Corona'
archive,rtr:us:xx:corpus-christi-isd,Corpus Christi ISD,school_district,unverified,Corpus Christi ISD,ccisd.granicus.com,minted from 'Corpus Christi ISD'
archive,rtr:us:xx:cottage-grove,City of Cottage Grove,municipality,unverified,City of Cottage Grove,cottagegroveor.gov,minted from 'City of Cottage Grove'
archive,rtr:us:xx:county-of-adams,County of Adams,county,unverified,County of Adams,adams.granicus.com,minted from 'County of Adams'
archive,rtr:us:xx:county-of-carroll,County of Carroll,county,unverified,County of Carroll,carroll.granicus.com,minted from 'County of Carroll'
archive,rtr:us:xx:county-of-clark,County of Clark,county,unverified,County of Clark,clark.granicus.com,minted from 'County of Clark'
archive,rtr:us:xx:county-of-delaware,County of Delaware,county,unverified,County of Delaware,delcopa.granicus.com,minted from 'County of Delaware'
archive,rtr:us:xx:county-of-elgin,County of Elgin,county,unverified,County of Elgin,pub-elgincounty.escribemeetings.com,minted from 'County of Elgin'
archive,rtr:us:xx:county-of-lake,County of Lake,county,unverified,County of Lake,lakecounty.granicus.com,minted from 'County of Lake'
archive,rtr:us:xx:county-of-middlesex,County of Middlesex,county,unverified,County of Middlesex,pub-strathroy-caradoc.escribemeetings.com,minted from 'County of Middlesex'
ledger,rtr:us:xx:county-of-middlesex,County of Middlesex,county,unverified,County of Middlesex,pub-strathroy-caradoc.escribemeetings.com,minted from 'County of Middlesex'
archive,rtr:us:xx:county-of-san-bernardino-comprehensive-treatment,County of San Bernardino Comprehensive Treatment,county,unverified,County of San Bernardino Comprehensive Treatment,victorvilleca.primegov.com,minted from 'County of San Bernardino Comprehensive Treatment'
archive,rtr:us:xx:county-of-sedgwick,County of Sedgwick,county,unverified,County of Sedgwick,sedgwick.granicus.com,minted from 'County of Sedgwick'
archive,rtr:us:xx:county-of-sussex,County of Sussex,county,unverified,County of Sussex,www.sussex.nj.us,minted from 'County of Sussex'
archive,rtr:us:xx:county-of-sussex,County of Sussex,county,unverified,County of Sussex,www.youtube.com,minted from 'County of Sussex'
ledger,rtr:us:xx:county-of-sussex,County of Sussex,county,unverified,County of Sussex,www.sussex.nj.us,minted from 'County of Sussex'
archive,rtr:us:xx:coventry,Town of Coventry,municipality,unverified,Town of Coventry,coventryri.civicweb.net,minted from 'Town of Coventry'
archive,rtr:us:xx:coventry,Town of Coventry,municipality,unverified,Town of Coventry,coventryri.civicweb.net,minted from 'Town of Coventry'
ledger,rtr:us:xx:coventry,Town of Coventry,municipality,unverified,Town of Coventry,coventryri.civicweb.net,minted from 'Town of Coventry'
archive,rtr:us:xx:covington,Covington,other,unverified,Covington,vimeo.com,minted from 'Covington'
archive,rtr:us:xx:crestview,City of Crestview,municipality,unverified,City of Crestview,youtu.be,minted from 'City of Crestview'
archive,rtr:us:xx:cumberland-town-council,Cumberland Town Council,other,unverified,Cumberland Town Council,clerkshq.com,minted from 'Cumberland Town Council'
archive,rtr:us:xx:cvr-d,Cvr D,other,unverified,Cvr D,pub-cvrd.escribemeetings.com,minted from 'Cvr D'
archive,rtr:us:xx:dallas,City of Dallas,municipality,unverified,City of Dallas,dcccd.new.swagit.com,minted from 'City of Dallas'
ledger,rtr:us:xx:dallas,City of Dallas,municipality,unverified,City of Dallas,dcccd.new.swagit.com,minted from 'City of Dallas'
archive,rtr:us:xx:dc-water-amp-sewer-authority,DC Water &amp; Sewer Authority,special_district,unverified,DC Water &amp; Sewer Authority,dcwasa.granicus.com,minted from 'DC Water &amp; Sewer Authority'
archive,rtr:us:xx:deland,The City Of DeLand,other,unverified,The City Of DeLand,delandfl.granicus.com,minted from 'The City Of DeLand'
archive,rtr:us:xx:draper,Draper,other,unverified,Draper,draper.granicus.com,minted from 'Draper'
archive,rtr:us:xx:duncan,Duncan,other,pinned,,cvrd.primegov.com,tenant_overrides.csv cvrd.primegov.com source=auto_derived
archive,rtr:us:xx:duncan,Duncan,other,unverified,Duncan,duncan.civicweb.net,minted from 'Duncan'
archive,rtr:us:xx:duncan,Duncan,other,pinned,City of Duncan Town,cvrd.primegov.com,tenant_overrides.csv cvrd.primegov.com source=auto_derived
archive,rtr:us:xx:duncan,Duncan,other,unverified,Duncan,duncan.civicweb.net,minted from 'Duncan'
archive,rtr:us:xx:duncan,Duncan,other,pinned,Duncan,cvrd.primegov.com,tenant_overrides.csv cvrd.primegov.com source=auto_derived
archive,rtr:us:xx:duncan,Duncan,other,unverified,Duncan,duncan.civicweb.net,minted from 'Duncan'
ledger,rtr:us:xx:duncan,Duncan,other,pinned,Duncan,cvrd.primegov.com,tenant_overrides.csv cvrd.primegov.com source=auto_derived
ledger,rtr:us:xx:duncan,Duncan,other,unverified,Duncan,duncan.civicweb.net,minted from 'Duncan'
archive,rtr:us:xx:easton,Easton,other,pinned,Easton,eastonmd.portal.civicclerk.com,tenant_overrides.csv eastonmd.portal.civicclerk.com source=auto_derived
archive,rtr:us:xx:easton,Easton,other,pinned,Easton,eastonmd.portal.civicclerk.com,tenant_overrides.csv eastonmd.portal.civicclerk.com source=auto_derived
archive,rtr:us:xx:easton,City of Easton,municipality,unverified,City of Easton,www.youtube.com,minted from 'City of Easton'
archive,rtr:us:xx:easton,City of Easton,municipality,unverified,City of Easton,youtube.com,minted from 'City of Easton'
ledger,rtr:us:xx:easton,Easton,other,pinned,Easton,eastonmd.portal.civicclerk.com,tenant_overrides.csv eastonmd.portal.civicclerk.com source=auto_derived
archive,rtr:us:xx:eastvale,Eastvale,other,unverified,Eastvale,eastvale.granicus.com,minted from 'Eastvale'
archive,rtr:us:xx:edina,Edina,other,pinned,,edina-mn.cablecast.tv,tenant_overrides.csv edina-mn.cablecast.tv source=jurisdiction_overrides
archive,rtr:us:xx:edina,Edina,other,pinned,,edina-mn.cablecast.tv,tenant_overrides.csv edina-mn.cablecast.tv source=jurisdiction_overrides
archive,rtr:us:xx:edina,Edina,other,pinned,,edina-mn.cablecast.tv,tenant_overrides.csv edina-mn.cablecast.tv source=jurisdiction_overrides
archive,rtr:us:xx:edina,City of Edina,municipality,unverified,City of Edina,edina.granicus.com,minted from 'City of Edina'
archive,rtr:us:xx:edina,Edina,other,pinned,Edina,edina-mn.cablecast.tv,tenant_overrides.csv edina-mn.cablecast.tv source=jurisdiction_overrides
archive,rtr:us:xx:edina,Edina,other,pinned,Edina,edina-mn.cablecast.tv,tenant_overrides.csv edina-mn.cablecast.tv source=jurisdiction_overrides
archive,rtr:us:xx:edina,Edina,other,pinned,Edina,edina-mn.cablecast.tv,tenant_overrides.csv edina-mn.cablecast.tv source=jurisdiction_overrides
archive,rtr:us:xx:edina,Edina,other,pinned,Edina,edina-mn.cablecast.tv,tenant_overrides.csv edina-mn.cablecast.tv source=jurisdiction_overrides
archive,rtr:us:xx:edina,Edina,other,pinned,Edina,edina-mn.cablecast.tv,tenant_overrides.csv edina-mn.cablecast.tv source=jurisdiction_overrides
archive,rtr:us:xx:edina,Edina,other,pinned,Edina,edina-mn.cablecast.tv,tenant_overrides.csv edina-mn.cablecast.tv source=jurisdiction_overrides
archive,rtr:us:xx:edina,Edina,other,pinned,Edina,edina-mn.cablecast.tv,tenant_overrides.csv edina-mn.cablecast.tv source=jurisdiction_overrides
archive,rtr:us:xx:edina,Edina,other,pinned,Edina,edina-mn.cablecast.tv,tenant_overrides.csv edina-mn.cablecast.tv source=jurisdiction_overrides
ledger,rtr:us:xx:edina,Edina,other,pinned,Edina,edina-mn.cablecast.tv,tenant_overrides.csv edina-mn.cablecast.tv source=jurisdiction_overrides
archive,rtr:us:xx:edwards-aquifer-authority,Edwards Aquifer Authority,special_district,unverified,Edwards Aquifer Authority,edwardsaquifer.granicus.com,minted from 'Edwards Aquifer Authority'
archive,rtr:us:xx:elbert-county,Elbert County,county,unverified,Elbert County,elbertcounty.granicus.com,minted from 'Elbert County'
archive,rtr:us:xx:eldorado,Eldorado,other,unverified,Eldorado,eldoradoks.portal.civicclerk.com,minted from 'Eldorado'
archive,rtr:us:xx:elliot-lake-gis-services-ssmic,Elliot Lake GIS Services SSMIC,other,unverified,Elliot Lake GIS Services SSMIC,pub-elliotlake.escribemeetings.com,minted from 'Elliot Lake GIS Services SSMIC'
archive,rtr:us:xx:elpaso-county-colorado,ElPaso County Colorado,county,unverified,ElPaso County Colorado,play.champds.com,minted from 'ElPaso County Colorado'
archive,rtr:us:xx:ennis,City of Ennis,municipality,unverified,City of Ennis,ennistx.civicweb.net,minted from 'City of Ennis'
archive,rtr:us:xx:erie-county,Erie County,county,unverified,Erie County,eriecopa.portal.civicclerk.com,minted from 'Erie County'
ledger,rtr:us:xx:erie-county,Erie County,county,unverified,Erie County,eriecopa.portal.civicclerk.com,minted from 'Erie County'
archive,rtr:us:xx:espanol-a,Espanol A,other,unverified,Espanol A,pub-espanola.escribemeetings.com,minted from 'Espanol A'
archive,rtr:us:xx:evanston,City of Evanston,municipality,unverified,City of Evanston,cityofevanston.civicweb.net,minted from 'City of Evanston'
archive,rtr:us:xx:everett,City of Everett,municipality,unverified,City of Everett,everett.granicus.com,minted from 'City of Everett'
archive,rtr:us:xx:everett,City of Everett,municipality,unverified,City of Everett,everettwa.gov,minted from 'City of Everett'
ledger,rtr:us:xx:everett,City of Everett,municipality,unverified,City of Everett,everettwa.gov,minted from 'City of Everett'
archive,rtr:us:xx:ezt,Ezt,other,unverified,Ezt,pub-ezt.escribemeetings.com,minted from 'Ezt'
archive,rtr:us:xx:ezt,Ezt,other,unverified,Ezt,pub-ezt.escribemeetings.com,minted from 'Ezt'
archive,rtr:us:xx:fair-haven,Borough of Fair Haven,municipality,unverified,Borough of Fair Haven,youtu.be,minted from 'Borough of Fair Haven'
archive,rtr:us:xx:fairfield,Fairfield,other,unverified,Fairfield,pub-fairfield.escribemeetings.com,minted from 'Fairfield'
archive,rtr:us:xx:farmington,City of Farmington,municipality,unverified,City of Farmington,farmington.civicweb.net,minted from 'City of Farmington'
archive,rtr:us:xx:farmington,City of Farmington,municipality,unverified,City of Farmington,farmington.civicweb.net,minted from 'City of Farmington'
archive,rtr:us:xx:fontana,Fontana,other,unverified,Fontana,fontana.granicus.com,minted from 'Fontana'
archive,rtr:us:xx:franklin,Franklin,other,unverified,Franklin,franklintn.portal.civicclerk.com,minted from 'Franklin'
archive,rtr:us:xx:franklin,Franklin,other,unverified,Franklin,franklintn.portal.civicclerk.com,minted from 'Franklin'
archive,rtr:us:xx:fraser,Town of Fraser,municipality,unverified,Town of Fraser,www.youtube.com,minted from 'Town of Fraser'
archive,rtr:us:xx:frederick,Frederick,other,pinned,Frederick,frederickco.portal.civicclerk.com,tenant_overrides.csv frederickco.portal.civicclerk.com source=auto_derived
archive,rtr:us:xx:frederick,City of Frederick,municipality,unverified,City of Frederick,cityoffrederick.granicus.com,minted from 'City of Frederick'
archive,rtr:us:xx:frederick,Frederick,other,pinned,Frederick,frederickco.portal.civicclerk.com,tenant_overrides.csv frederickco.portal.civicclerk.com source=auto_derived
archive,rtr:us:xx:fremont,City of Fremont,municipality,unverified,City of Fremont,fremontne.gov,minted from 'City of Fremont'
archive,rtr:us:xx:fremont,Fremont,other,pinned,Fremont,fremont.granicus.com,tenant_overrides.csv fremont.granicus.com source=jurisdiction_overrides
archive,rtr:us:xx:fulton,Fulton,other,unverified,Fulton,www.youtube.com,minted from 'Fulton'
archive,rtr:us:xx:fulton-county,Fulton County,county,unverified,Fulton County,fulton.granicus.com,minted from 'Fulton County'
archive,rtr:us:xx:galena,Village of Galena,municipality,unverified,Village of Galena,www.youtube.com,minted from 'Village of Galena'
archive,rtr:us:xx:germantown,City of Germantown,municipality,unverified,City of Germantown,germantown-tn.granicus.com,minted from 'City of Germantown'
archive,rtr:us:xx:golden,City of Golden,municipality,unverified,City of Golden,goldenco.granicus.com,minted from 'City of Golden'
archive,rtr:us:xx:grand-county,Grand County,county,unverified,Grand County,grandcounty-co.granicus.com,minted from 'Grand County'
archive,rtr:us:xx:greeley,Greeley,other,pinned,Greeley,greeleyco.portal.civicclerk.com,tenant_overrides.csv greeleyco.portal.civicclerk.com source=auto_derived
archive,rtr:us:xx:greeley,Greeley,other,pinned,Greeley,greeleyco.portal.civicclerk.com,tenant_overrides.csv greeleyco.portal.civicclerk.com source=auto_derived
ledger,rtr:us:xx:greeley,Greeley,other,pinned,Greeley,greeleyco.portal.civicclerk.com,tenant_overrides.csv greeleyco.portal.civicclerk.com source=auto_derived
archive,rtr:us:xx:green,City of Green,municipality,unverified,City of Green,cityofgreen.granicus.com,minted from 'City of Green'
archive,rtr:us:xx:greene-county,Greene County,county,unverified,Greene County,gcva.granicus.com,minted from 'Greene County'
archive,rtr:us:xx:greensboro,City of Greensboro,municipality,unverified,City of Greensboro,pub-greensboro-nc.escribemeetings.com,minted from 'City of Greensboro'
archive,rtr:us:xx:greenwich-community-television,Greenwich Community Television,special_district,unverified,Greenwich Community Television,www.youtube.com,minted from 'Greenwich Community Television'
archive,rtr:us:xx:gresham,City of Gresham,municipality,unverified,City of Gresham,gresham.granicus.com,minted from 'City of Gresham'
archive,rtr:us:xx:gulfport,City of Gulfport,municipality,pinned,City of Gulfport,gulfport.granicus.com,tenant_overrides.csv gulfport.granicus.com source=jurisdiction_overrides
archive,rtr:us:xx:gulfport,City of Gulfport,municipality,pinned,City of Gulfport,gulfport.granicus.com,tenant_overrides.csv gulfport.granicus.com source=jurisdiction_overrides
ledger,rtr:us:xx:gulfport,City of Gulfport,municipality,pinned,City of Gulfport,gulfport.granicus.com,tenant_overrides.csv gulfport.granicus.com source=jurisdiction_overrides
archive,rtr:us:xx:guttenberg,City of Guttenberg,municipality,unverified,City of Guttenberg,videoplayer.telvue.com,minted from 'City of Guttenberg'
archive,rtr:us:xx:halifax,Halifax,other,unverified,Halifax,pub-halifax.escribemeetings.com,minted from 'Halifax'
archive,rtr:us:xx:halifax,Halifax,other,unverified,Halifax,pub-halifax.escribemeetings.com,minted from 'Halifax'
archive,rtr:us:xx:halifax,Halifax,other,unverified,Halifax,pub-halifax.escribemeetings.com,minted from 'Halifax'
archive,rtr:us:xx:hamden-action-now,Hamden Action NOW,other,unverified,Hamden Action NOW,www.youtube.com,minted from 'Hamden Action NOW'
archive,rtr:us:xx:hamilton,Hamilton,other,unverified,Hamilton,tvhamilton.cablecast.tv,minted from 'Hamilton'
archive,rtr:us:xx:hamilton,Hamilton,other,unverified,Hamilton,tvhamilton.cablecast.tv,minted from 'Hamilton'
archive,rtr:us:xx:hamilton,Hamilton,other,pinned,City of Hamilton,pub-hamilton.escribemeetings.com,tenant_overrides.csv pub-hamilton.escribemeetings.com source=jurisdiction_overrides
archive,rtr:us:xx:hamilton,City of Hamilton,municipality,unverified,City of Hamilton,tvhamilton.cablecast.tv,minted from 'City of Hamilton'
archive,rtr:us:xx:hamilton,Hamilton,other,pinned,City of Hamilton,pub-hamilton.escribemeetings.com,tenant_overrides.csv pub-hamilton.escribemeetings.com source=jurisdiction_overrides
ledger,rtr:us:xx:hamilton,Hamilton,other,pinned,City of Hamilton,pub-hamilton.escribemeetings.com,tenant_overrides.csv pub-hamilton.escribemeetings.com source=jurisdiction_overrides
archive,rtr:us:xx:harrison,Harrison,other,unverified,Harrison,www.youtube.com,minted from 'Harrison'
archive,rtr:us:xx:harrison-county,Harrison County,county,unverified,Harrison County,harrisoncountyin.portal.civicclerk.com,minted from 'Harrison County'
archive,rtr:us:xx:hartford,City of Hartford,municipality,unverified,City of Hartford,hartford.civicweb.net,minted from 'City of Hartford'
archive,rtr:us:xx:hartford,City of Hartford,municipality,unverified,City of Hartford,hartford.civicweb.net,minted from 'City of Hartford'
archive,rtr:us:xx:hastings,Hastings,other,unverified,Hastings,hastingsne.portal.civicclerk.com,minted from 'Hastings'
archive,rtr:us:xx:hastings,Hastings,other,unverified,Hastings,hastingsne.portal.civicclerk.com,minted from 'Hastings'
archive,rtr:us:xx:hawthorne,City of Hawthorne,municipality,unverified,City of Hawthorne,cityofhawthorne.primegov.com,minted from 'City of Hawthorne'
archive,rtr:us:xx:hawthorne,City of Hawthorne,municipality,unverified,City of Hawthorne,cityofhawthorne.primegov.com,minted from 'City of Hawthorne'
archive,rtr:us:xx:hawthorne,City of Hawthorne,municipality,unverified,City of Hawthorne,cityofhawthorne.primegov.com,minted from 'City of Hawthorne'
ledger,rtr:us:xx:hawthorne,City of Hawthorne,municipality,unverified,City of Hawthorne,cityofhawthorne.primegov.com,minted from 'City of Hawthorne'
archive,rtr:us:xx:haywood-county,Haywood County,county,unverified,Haywood County,haywoodcountync.granicus.com,minted from 'Haywood County'
archive,rtr:us:xx:henderson,Henderson,other,unverified,Henderson,hendersonky.gov,minted from 'Henderson'
ledger,rtr:us:xx:henderson,Henderson,other,unverified,Henderson,hendersonky.gov,minted from 'Henderson'
archive,rtr:us:xx:herndon,Town of Herndon,municipality,unverified,Town of Herndon,herndon.granicus.com,minted from 'Town of Herndon'
archive,rtr:us:xx:hesperia,City of Hesperia,municipality,unverified,City of Hesperia,hesperia.granicus.com,minted from 'City of Hesperia'
archive,rtr:us:xx:hidalgo-county,Hidalgo County,county,unverified,Hidalgo County,hidalgocountytx.new.swagit.com,minted from 'Hidalgo County'
archive,rtr:us:xx:high-plains-underground-water-conservation-district-no-1,High Plains Underground Water Conservation District No. 1,special_district,unverified,High Plains Underground Water Conservation District No. 1,hpwd.granicus.com,minted from 'High Plains Underground Water Conservation District No. 1'
archive,rtr:us:xx:hilliard,The City of Hilliard,other,unverified,The City of Hilliard,hilliardohio.civicweb.net,minted from 'The City of Hilliard'
archive,rtr:us:xx:hillsborough,Town of Hillsborough,municipality,unverified,Town of Hillsborough,youtu.be,minted from 'Town of Hillsborough'
archive,rtr:us:xx:hillsborough,Town of Hillsborough,municipality,unverified,Town of Hillsborough,youtu.be,minted from 'Town of Hillsborough'
archive,rtr:us:xx:hillsborough,Town of Hillsborough,municipality,unverified,Town of Hillsborough,youtu.be,minted from 'Town of Hillsborough'
