gov_id,city_name,state_or_province,platform,outcome,reason,final_seed,title,date,has_segments,segments_count,has_video_url,video_url,has_agenda_only,hand_decision
us:place:3768500,Troutman town,North Carolina,granicus,candidate_tier3,,https://troutmannc.granicus.com/player/clip/70,Town Council Regular Meeting,,,,yes,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/troutmannc/troutmannc_73a41f13-2665-4289-9a30-ff81b0826c64.mp4/playlist.m3u8,,
us:place:3773660,Whiteville city,North Carolina,granicus,candidate_tier3,,https://whiteville.granicus.com/MediaPlayer.php?view_id=1&clip_id=388,City Council,2026-09-08,,,yes,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/whiteville/whiteville_7c3fee94-ac45-11f1-a183-005056a89546.mp4/playlist.m3u8,,
us:county:38065,Oliver County,North Dakota,escribe,candidate_tier3,,https://pub-oliver.escribemeetings.com/Meeting.aspx?Agenda=Agenda&Id=e1e0450b-d89d-4b85-8b28-7ae632ad67d5&lang=English,Special Open Council Meeting,2025-12-08,,,yes,https://cdn1.isilive.ca/vod/_definst_/mp4:oliver/New%20Encoder_Special%20Open%20Council%20Meeting_2025-12-08-01-59.mp4/playlist.m3u8,,
us:place:3957918,Octa village,Ohio,granicus,candidate_tier3,,https://octa.granicus.com/player/clip/2924,Regional Transportation Planning Committee,2025-02-03,,,yes,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/octa/octa_09e3545a-65dd-4f1e-bc4e-e7ca1b382980.mp4/playlist.m3u8,,
us:place:3983902,West Milton village,Ohio,proudcity,no-platform-link-found,no proudcity link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
us:place:4033700,Hennessey town,Oklahoma,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://hennesseyok.community.diligentoneplatform.com/Portal/Default.aspx),https://hennesseyok.community.diligentoneplatform.com/Portal/Default.aspx,,,,,,,,
us:place:4041700,Laverne town,Oklahoma,swagit,candidate_tier1_2,,https://laverneca.new.swagit.com/videos/344576,"Jun 02, 2025 City Council",2025-06-02,yes,50,,,,
ca:csd:3522008,Amaranth,Ontario,escribe,no-platform-link-found,escribe tenant calendar: no HasVideo meeting via GetCalendarMeetings in the last 120 days,,,,,,,,,
ca:csd:3556014,Black River-Matheson,Ontario,civicweb,no-platform-link-found,no civicweb link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:3549066,Callander,Ontario,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://callander.civicweb.net/document/136640/),https://callander.civicweb.net/document/136640/,,,,,,,,
ca:csd:3512026,Centre Hastings,Ontario,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://centrehastings.civicweb.net/Portal/),https://centrehastings.civicweb.net/Portal/,,,,,,,,
ca:csd:3547096,Deep River,Ontario,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://deepriver.civicweb.net/Portal/MeetingTypeList.aspx),https://deepriver.civicweb.net/Portal/MeetingTypeList.aspx,,,,,,,,
ca:csd:3534030,Dutton/Dunwich,Ontario,escribe,no-platform-link-found,escribe tenant calendar: no HasVideo meeting via GetCalendarMeetings in the last 120 days,,,,,,,,,
ca:csd:3512058,Faraday,Ontario,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://faraday.civicweb.net/Portal/),https://faraday.civicweb.net/Portal/,,,,,,,,
ca:csd:3546005,Highlands East,Ontario,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://highlandseast.civicweb.net/Portal/MeetingSchedule.aspx),https://highlandseast.civicweb.net/Portal/MeetingSchedule.aspx,,,,,,,,
ca:csd:3557096,Hornepayne,Ontario,civicweb,no-platform-link-found,no civicweb link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:3544027,Lake of Bays,Ontario,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://lakeofbays.civicweb.net/filepro/documents/),https://lakeofbays.civicweb.net/filepro/documents/,,,,,,,,
ca:csd:3552013,Markstay-Warren,Ontario,escribe,no-platform-link-found,no escribe link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:3509001,Montague,Ontario,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://montague.civicweb.net/document/83697),https://montague.civicweb.net/document/83697,,,,,,,,
ca:csd:3538018,Oil Springs,Ontario,civicweb,no-platform-link-found,no civicweb link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:3507008,Prescott,Ontario,escribe,no-platform-link-found,no escribe link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:3558041,Red Rock,Ontario,civicweb,no-platform-link-found,no civicweb link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:3557008,St. Joseph,Ontario,escribe,no-platform-link-found,no escribe link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:3552004,St.-Charles,Ontario,escribe,no-platform-link-found,no escribe link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:3512001,Tyendinaga,Ontario,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://tyendinagatownship.civicweb.net/portal/),https://tyendinagatownship.civicweb.net/portal/,,,,,,,,
ca:csd:3538043,Warwick,Ontario,civicweb,no-platform-link-found,no civicweb link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:3512054,Wollaston,Ontario,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://wollaston.civicweb.net/filepro/documents/30214/),https://wollaston.civicweb.net/filepro/documents/30214/,,,,,,,,
us:place:4137250,Jefferson city,Oregon,granicus,candidate_tier3,,https://jeffco.granicus.com/player/clip/363?view_id=1,Board of Commissioner's Meeting,2025-03-12,,,yes,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/jeffco/jeffco_14f02f1e-00f8-11f0-ab6a-005056a89546.mp4/playlist.m3u8,,
us:place:4182350,Willamina city,Oregon,proudcity,no-platform-link-found,no proudcity link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
us:place:4184200,Yachats city,Oregon,civicclerk,candidate_tier3,,https://yachatsor.portal.civicclerk.com/event/1157/media,Finance Committee Meeting,2026-09-10,,,yes,https://cpmedia.azureedge.net/yachatsor/bf5e7c1855.mp4,,
us:place:4237304,Ivyland borough,Pennsylvania,vimeo,no-platform-link-found,no vimeo link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
us:place:4257184,Orwigsburg borough,Pennsylvania,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://orwigsburg.community.diligentoneplatform.com/Portal/MeetingInformation.aspx?Org=Cal&Id=51),https://orwigsburg.community.diligentoneplatform.com/Portal/MeetingInformation.aspx?Org=Cal&Id=51,Regular Council - Jan 11 2023,,,,,,,
ca:csd:2406060,L'Ascension-de-Patapédia,Quebec,vimeo,no-platform-link-found,no vimeo link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:2406045,Matapédia,Quebec,vimeo,no-platform-link-found,no vimeo link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:2406050,Saint-Alexis-de-Matapédia,Quebec,vimeo,no-platform-link-found,no vimeo link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:2406040,Saint-André-de-Restigouche,Quebec,vimeo,no-platform-link-found,no vimeo link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:2406055,Saint-François-d'Assise,Quebec,vimeo,no-platform-link-found,no vimeo link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:2468025,Saint-Patrice-de-Sherrington,Quebec,vimeo,no-platform-link-found,no vimeo link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:2418030,Saint-Paul-de-Montminy,Quebec,vimeo,no-platform-link-found,no vimeo link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:2418025,Sainte-Apolline-de-Patton,Quebec,vimeo,no-platform-link-found,no vimeo link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
ca:csd:4705074,Melville,Saskatchewan,civicweb,no-platform-link-found,no civicweb link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
us:place:4635820,Langford town,South Dakota,escribe,candidate_tier3,,https://pub-langford.escribemeetings.com/Meeting.aspx?Agenda=PostMinutes&Id=f1c3472c-0a03-48f6-8059-884d854c7284&lang=English,Council Meeting,2026-03-02,,,yes,https://cdn1.isilive.ca/vod/_definst_/mp4:langford/lite_encoder_CM_2026-03-02-09-59.mp4/playlist.m3u8,,
us:place:4667700,Volga city,South Dakota,civicweb,no-platform-link-found,no civicweb link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
us:place:4701640,Ardmore city,Tennessee,vimeo,no-platform-link-found,no vimeo link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
us:place:4704620,Belle Meade city,Tennessee,champds,candidate_tier3,,https://play.champds.com/bellemeadetn/event/227,Regular Meeting,2026-06-16,,,yes,https://play.champds.com/DOWNLOAD-MEDIA/bellemeadetn/eventmainmedia/227,,
us:place:4754780,Oak Hill city,Tennessee,champds,candidate_tier3,,https://play.champds.com/oakhilltn/event/50,Board of Commissioners,2022-03-22,,,yes,https://play.champds.com/DOWNLOAD-MEDIA/oakhilltn/eventmainmedia/50,,
us:place:4803708,Arcola city,Texas,civicclerk,no-platform-link-found,no past CivicClerk events with real media found via tenant Events API,,,,,,,,,
us:place:4813312,Castroville city,Texas,municode_meetings,no-meeting-nor-video,resolved but no transcript/agenda/video (https://castroville-tx.municodemeetings.com/),https://castroville-tx.municodemeetings.com/,,,,,,,,
us:place:4816036,Collinsville town,Texas,civicweb,no-platform-link-found,no civicweb link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
us:place:4825752,Ferris city,Texas,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://ferris-texas.community.diligentoneplatform.com/Portal/#jumpToMain),https://ferris-texas.community.diligentoneplatform.com/Portal/#jumpToMain,,,,,,,,
us:place:4827696,Fritch city,Texas,civicweb,no-platform-link-found,no civicweb link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
us:place:4832906,Hays city,Texas,granicus,candidate_tier3,,https://hays.granicus.com/player/clip/201?view_id=2,Regular,2016-08-09,,,yes,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/hays/hays_5808814d-d353-4f0d-b91a-3626891606e9.mp4/playlist.m3u8,,
us:place:4834148,Hilshire Village city,Texas,municode_meetings,no-platform-link-found,no municode_meetings link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
us:place:4835254,Hudson Oaks city,Texas,granicus,no-platform-link-found,no granicus link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
us:county:48271,Kinney County,Texas,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://cokinneytx.civicweb.net/portal/),https://cokinneytx.civicweb.net/portal/,,,,,,,,
us:place:4841764,La Vernia city,Texas,municode_meetings,no-meeting-nor-video,resolved but no transcript/agenda/video (https://lavernia-tx.municodemeetings.com/),https://lavernia-tx.municodemeetings.com/,,,,,,,,
us:place:4858808,Port Aransas city,Texas,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://cityofportaransas.civicweb.net/Portal),https://cityofportaransas.civicweb.net/Portal,,,,,,,,
us:place:4869140,South Padre Island town,Texas,granicus,candidate_tier3,,https://townspi.granicus.com/player/clip/4657?view_id=4,City Council Regular Meeting,2026-01-21,,,yes,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/townspi/townspi_cec7cab8-e192-46d4-8e55-555d1bf2fd67.mp4/playlist.m3u8,,
us:place:4870340,Stinnett city,Texas,civicweb,no-meeting-nor-video,resolved but no transcript/agenda/video (https://cityofstinnett.community.diligentoneplatform.com/Portal/),https://cityofstinnett.community.diligentoneplatform.com/Portal/,,,,,,,,
us:place:4877632,West Lake Hills city,Texas,civicclerk,candidate_tier3,,https://westlakehillstx.portal.civicclerk.com/event/532/media,Zoning & Planning Commission Meeting,2026-08-19,,,yes,https://www.westlakehills.gov/DocumentCenter/View/4765/07152026-ZAPCO-Audio,,
us:place:5109032,Boykins town,Virginia,swagit,no-meeting-nor-video,resolved but no transcript/agenda/video (https://southamptoncountyva.new.swagit.com/views/278/),https://southamptoncountyva.new.swagit.com/views/278/,"Southampton County, VA Video Archive",,,,,,,
us:place:5109208,Branchville town,Virginia,swagit,no-meeting-nor-video,resolved but no transcript/agenda/video (https://southamptoncountyva.new.swagit.com/views/278/),https://southamptoncountyva.new.swagit.com/views/278/,"Southampton County, VA Video Archive",,,,,,,
us:place:5112904,Capron town,Virginia,swagit,no-meeting-nor-video,resolved but no transcript/agenda/video (https://southamptoncountyva.new.swagit.com/views/278/),https://southamptoncountyva.new.swagit.com/views/278/,"Southampton County, VA Video Archive",,,,,,,
us:place:5119600,Courtland town,Virginia,swagit,no-meeting-nor-video,resolved but no transcript/agenda/video (https://southamptoncountyva.new.swagit.com/views/278/),https://southamptoncountyva.new.swagit.com/views/278/,"Southampton County, VA Video Archive",,,,,,,
us:place:5140232,Ivor town,Virginia,swagit,no-meeting-nor-video,resolved but no transcript/agenda/video (https://southamptoncountyva.new.swagit.com/views/278/),https://southamptoncountyva.new.swagit.com/views/278/,"Southampton County, VA Video Archive",,,,,,,
us:place:5156096,Newsoms town,Virginia,swagit,no-meeting-nor-video,resolved but no transcript/agenda/video (https://southamptoncountyva.new.swagit.com/views/278/),https://southamptoncountyva.new.swagit.com/views/278/,"Southampton County, VA Video Archive",,,,,,,
us:place:5160488,Pamplin City town,Virginia,civicclerk,no-platform-link-found,no civicclerk link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
us:place:5310215,Carnation city,Washington,proudcity,no-platform-link-found,no proudcity link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
us:place:5312945,Cle Elum city,Washington,civicclerk,no-platform-link-found,no past CivicClerk events with real media found via tenant Events API,,,,,,,,,
us:place:5486812,White Sulphur Springs city,West Virginia,proudcity,no-platform-link-found,no proudcity link found on hit_source_url or first 4 hop2_urls,,,,,,,,,
us:place:5500100,Abbotsford city,Wisconsin,escribe,candidate_tier3,,https://pub-abbotsford.escribemeetings.com/Meeting.aspx?Agenda=Merged&Id=c157e0a4-351f-49f2-bd63-bc0747196fed&lang=English,Council Meeting,2025-06-24,,,yes,https://cdn1.isilive.ca/vod/_definst_/mp4:abbotsford/Compact%20Encoder%20883_CM_2025-06-24-05-58.mp4/playlist.m3u8,,
