sgc_code,name,csd_type,province
2468040,Saint-Jacques-le-Mineur,MÉ,QC
2468045,Saint-Édouard,MÉ,QC
2468050,Saint-Michel,MÉ,QC
2468055,Saint-Rémi,V,QC
2469005,Havelock,CT,QC
2469010,Franklin,MÉ,QC
2469017,Saint-Chrysostome,MÉ,QC
2469025,Howick,MÉ,QC
2469030,Très-Saint-Sacrement,PE,QC
2469037,Ormstown,MÉ,QC
2469045,Hinchinbrooke,MÉ,QC
2469050,Elgin,MÉ,QC
2469055,Huntingdon,V,QC
2469060,Godmanchester,CT,QC
2469065,Sainte-Barbe,MÉ,QC
2469070,Saint-Anicet,MÉ,QC
2469075,Dundee,CT,QC
2470005,Saint-Urbain-Premier,MÉ,QC
2470012,Sainte-Martine,MÉ,QC
2470022,Beauharnois,V,QC
2470030,Saint-Étienne-de-Beauharnois,MÉ,QC
2470035,Saint-Louis-de-Gonzague,PE,QC
2470040,Saint-Stanislas-de-Kostka,MÉ,QC
2470052,Salaberry-de-Valleyfield,V,QC
2471005,Rivière-Beaudette,MÉ,QC
2471015,Saint-Télesphore,MÉ,QC
2471020,Saint-Polycarpe,MÉ,QC
2471025,Saint-Zotique,MÉ,QC
2471033,Les Coteaux,MÉ,QC
2471040,Coteau-du-Lac,V,QC
2471045,Saint-Clet,MÉ,QC
2471050,Les Cèdres,MÉ,QC
2471055,Pointe-des-Cascades,VL,QC
2471060,L'Île-Perrot,V,QC
2471065,Notre-Dame-de-l'Île-Perrot,V,QC
2471070,Pincourt,V,QC
2471075,Terrasse-Vaudreuil,MÉ,QC
2471083,Vaudreuil-Dorion,V,QC
2471090,Vaudreuil-sur-le-Lac,VL,QC
2471095,L'Île-Cadieux,V,QC
2471100,Hudson,V,QC
2471105,Saint-Lazare,V,QC
2471110,Sainte-Marthe,MÉ,QC
2471115,Sainte-Justine-de-Newton,MÉ,QC
2471125,Très-Saint-Rédempteur,MÉ,QC
2471133,Rigaud,V,QC
2471140,Pointe-Fortune,VL,QC
2472005,Saint-Eustache,V,QC
2472010,Deux-Montagnes,V,QC
2472015,Sainte-Marthe-sur-le-Lac,V,QC
2472020,Pointe-Calumet,MÉ,QC
2472025,Saint-Joseph-du-Lac,MÉ,QC
2472032,Oka,MÉ,QC
2472043,Saint-Placide,MÉ,QC
2473005,Boisbriand,V,QC
2473010,Sainte-Thérèse,V,QC
2473015,Blainville,V,QC
2473020,Rosemère,V,QC
2473025,Lorraine,V,QC
2473030,Bois-des-Filion,V,QC
2473035,Sainte-Anne-des-Plaines,V,QC
2474005,Mirabel,V,QC
2475005,Saint-Colomban,V,QC
2475017,Saint-Jérôme,V,QC
2475028,Sainte-Sophie,MÉ,QC
2475040,Prévost,V,QC
2475045,Saint-Hippolyte,MÉ,QC
2476008,Saint-André-d'Argenteuil,MÉ,QC
2476020,Lachute,V,QC
2476025,Gore,CT,QC
2476030,Mille-Isles,MÉ,QC
2476035,Wentworth,CT,QC
2476043,Brownsburg-Chatham,V,QC
2476052,Grenville-sur-la-Rouge,MÉ,QC
2476055,Grenville,VL,QC
2476065,Harrington,CT,QC
2477011,Estérel,V,QC
2477012,Sainte-Marguerite-du-Lac-Masson,V,QC
2477022,Sainte-Adèle,V,QC
2477030,Piedmont,MÉ,QC
2477035,Sainte-Anne-des-Lacs,PE,QC
2477043,Saint-Sauveur,V,QC
2477050,Morin-Heights,MÉ,QC
2477055,Lac-des-Seize-Îles,MÉ,QC
2477060,Wentworth-Nord,MÉ,QC
2477065,Saint-Adolphe-d'Howard,MÉ,QC
2478005,Val-Morin,MÉ,QC
2478010,Val-David,VL,QC
2478015,Lantier,MÉ,QC
2478020,Sainte-Lucie-des-Laurentides,MÉ,QC
2478032,Sainte-Agathe-des-Monts,V,QC
2478042,Ivry-sur-le-Lac,MÉ,QC
2478047,Saint-Faustin--Lac-Carré,MÉ,QC
2478050,Barkmere,V,QC
2478055,Montcalm,MÉ,QC
2478060,Arundel,CT,QC
2478065,Huberdeau,MÉ,QC
2478070,Amherst,CT,QC
2478075,Brébeuf,PE,QC
2478095,Lac-Supérieur,MÉ,QC
2478100,Val-des-Lacs,MÉ,QC
2478102,Mont-Tremblant,V,QC
2478115,La Conception,MÉ,QC
2478120,Labelle,MÉ,QC
2478127,Lac-Tremblant-Nord,MÉ,QC
2478130,La Minerve,MÉ,QC
2479005,Notre-Dame-du-Laus,MÉ,QC
2479010,Notre-Dame-de-Pontmain,MÉ,QC
2479015,Lac-du-Cerf,MÉ,QC
2479022,Saint-Aimé-du-Lac-des-Îles,MÉ,QC
2479025,Kiamika,MÉ,QC
2479030,Nominingue,MÉ,QC
2479037,Rivière-Rouge,V,QC
2479047,La Macaza,MÉ,QC
2479050,L'Ascension,MÉ,QC
2479060,Lac-Saguay,VL,QC
2479065,Chute-Saint-Philippe,MÉ,QC
2479078,Lac-des-Écorces,MÉ,QC
2479088,Mont-Laurier,V,QC
2479097,Ferme-Neuve,MÉ,QC
2479105,Lac-Saint-Paul,MÉ,QC
2479110,Mont-Saint-Michel,MÉ,QC
2479115,Sainte-Anne-du-Lac,MÉ,QC
2480005,Fassett,MÉ,QC
2480010,Montebello,MÉ,QC
2480015,Notre-Dame-de-Bonsecours,MÉ,QC
2480020,Notre-Dame-de-la-Paix,MÉ,QC
2480027,Saint-André-Avellin,MÉ,QC
2480037,Papineauville,MÉ,QC
2480045,Plaisance,MÉ,QC
2480050,Thurso,V,QC
2480055,Lochaber,CT,QC
2480060,Lochaber-Partie-Ouest,CT,QC
2480065,Mayo,MÉ,QC
2480070,Saint-Sixte,MÉ,QC
2480078,Ripon,MÉ,QC
2480085,Mulgrave-et-Derry,MÉ,QC
2480090,Montpellier,MÉ,QC
2480095,Lac-Simon,MÉ,QC
2480103,Chénéville,MÉ,QC
2480110,Namur,MÉ,QC
2480115,Boileau,MÉ,QC
2480125,Saint-Émile-de-Suffolk,MÉ,QC
2480130,Lac-des-Plages,MÉ,QC
2480135,Duhamel,MÉ,QC
2480140,Val-des-Bois,MÉ,QC
2480145,Bowman,MÉ,QC
2481017,Gatineau,V,QC
2482005,L'Ange-Gardien,MÉ,QC
2482010,Notre-Dame-de-la-Salette,MÉ,QC
2482015,Val-des-Monts,MÉ,QC
2482020,Cantley,MÉ,QC
2482025,Chelsea,MÉ,QC
2482030,Pontiac,MÉ,QC
2482035,La Pêche,MÉ,QC
2483005,Denholm,MÉ,QC
2483010,Low,CT,QC
2483015,Kazabazua,MÉ,QC
2483020,Lac-Sainte-Marie,MÉ,QC
2483032,Gracefield,V,QC
2483040,Cayamant,MÉ,QC
2483045,Blue Sea,MÉ,QC
2483050,Bouchette,MÉ,QC
2483055,Sainte-Thérèse-de-la-Gatineau,MÉ,QC
2483060,Messines,MÉ,QC
2483065,Maniwaki,V,QC
2483070,Déléage,MÉ,QC
2483075,Egan-Sud,MÉ,QC
2483085,Bois-Franc,MÉ,QC
2483088,Montcerf-Lytton,MÉ,QC
2483090,Aumond,CT,QC
2483095,Grand-Remous,MÉ,QC
2484005,Bristol,MÉ,QC
2484010,Shawville,MÉ,QC
2484015,Clarendon,MÉ,QC
2484020,Portage-du-Fort,VL,QC
2484025,Bryson,MÉ,QC
2484030,Campbell's Bay,MÉ,QC
2484035,L'Île-du-Grand-Calumet,MÉ,QC
2484040,Litchfield,MÉ,QC
2484045,Thorne,MÉ,QC
2484050,Alleyn-et-Cawood,MÉ,QC
2484055,Otter Lake,MÉ,QC
2484060,Fort-Coulonge,VL,QC
2484065,Mansfield-et-Pontefract,MÉ,QC
2484070,Waltham,MÉ,QC
2484082,L'Isle-aux-Allumettes,MÉ,QC
2484090,Chichester,CT,QC
2484095,Sheenboro,MÉ,QC
2484100,Rapides-des-Joachims,MÉ,QC
2485005,Témiscaming,V,QC
2485010,Kipawa,MÉ,QC
2485015,Saint-Édouard-de-Fabre,PE,QC
2485020,Béarn,MÉ,QC
2485025,Ville-Marie,V,QC
2485030,Duhamel-Ouest,MÉ,QC
2485037,Lorrainville,MÉ,QC
2485045,Saint-Bruno-de-Guigues,MÉ,QC
2485052,Laverlochère-Angliers,MÉ,QC
2485055,Fugèreville,MÉ,QC
2485060,Latulipe-et-Gaboury,CU,QC
2485065,Belleterre,V,QC
2485070,Laforce,MÉ,QC
2485075,Moffet,MÉ,QC
2485085,Saint-Eugène-de-Guigues,MÉ,QC
2485090,Notre-Dame-du-Nord,MÉ,QC
2485095,Guérin,CT,QC
2485100,Nédélec,CT,QC
2485105,Rémigny,MÉ,QC
2486042,Rouyn-Noranda,V,QC
2487005,Duparquet,V,QC
2487010,Rapide-Danseur,MÉ,QC
2487015,Roquemaure,MÉ,QC
2487020,Gallichan,MÉ,QC
2487025,Palmarolle,MÉ,QC
2487030,Sainte-Germaine-Boulé,MÉ,QC
2487035,Poularies,MÉ,QC
2487042,Taschereau,MÉ,QC
2487050,Authier,MÉ,QC
2487058,Macamic,V,QC
2487070,Sainte-Hélène-de-Mancebourg,PE,QC
2487075,Clerval,MÉ,QC
2487080,La Reine,MÉ,QC
2487085,Dupuy,MÉ,QC
2487090,La Sarre,V,QC
2487095,Chazel,MÉ,QC
2487100,Authier-Nord,MÉ,QC
2487105,Val-Saint-Gilles,MÉ,QC
2487110,Clermont,CT,QC
2487115,Normétal,MÉ,QC
2487120,Saint-Lambert,PE,QC
2488005,Champneuf,MÉ,QC
2488010,Rochebaucourt,MÉ,QC
2488015,La Morandière,MÉ,QC
2488022,Barraute,MÉ,QC
2488030,La Corne,MÉ,QC
2488035,Landrienne,CT,QC
2488040,Saint-Marc-de-Figuery,PE,QC
2488045,La Motte,MÉ,QC
2488050,Saint-Mathieu-d'Harricana,MÉ,QC
2488055,Amos,V,QC
2488060,Saint-Félix-de-Dalquier,MÉ,QC
2488065,Saint-Dominique-du-Rosaire,MÉ,QC
2488070,Berry,MÉ,QC
2488075,Trécesson,CT,QC
2488080,Launay,CT,QC
2488085,Sainte-Gertrude-Manneville,MÉ,QC
2488090,Preissac,MÉ,QC
2489008,Val-d'Or,V,QC
2489010,Rivière-Héva,MÉ,QC
2489015,Malartic,V,QC
2489040,Senneterre,V,QC
2489045,Senneterre,PE,QC
2489050,Belcourt,MÉ,QC
2490012,La Tuque,V,QC
2490017,La Bostonnais,MÉ,QC
2490027,Lac-Édouard,MÉ,QC
2491005,Lac-Bouchette,MÉ,QC
2491010,Saint-André-du-Lac-Saint-Jean,VL,QC
2491015,Saint-François-de-Sales,MÉ,QC
2491020,Chambord,MÉ,QC
2491025,Roberval,V,QC
2491030,Sainte-Hedwidge,MÉ,QC
2491035,Saint-Prime,MÉ,QC
2491042,Saint-Félicien,V,QC
2491050,La Doré,PE,QC
2492005,Saint-Augustin,PE,QC
2492010,Péribonka,MÉ,QC
2492015,Sainte-Jeanne-d'Arc,VL,QC
2492022,Dolbeau-Mistassini,V,QC
2492030,Albanel,MÉ,QC
2492040,Normandin,V,QC
2492045,Saint-Thomas-Didyme,MÉ,QC
2492050,Saint-Edmond-les-Plaines,MÉ,QC
2492055,Girardville,MÉ,QC
2492060,Notre-Dame-de-Lorette,MÉ,QC
2492065,Saint-Eugène-d'Argentenay,MÉ,QC
2492070,Saint-Stanislas,MÉ,QC
2493005,Desbiens,V,QC
2493012,Métabetchouan--Lac-à-la-Croix,V,QC
2493020,Hébertville,MÉ,QC
2493025,Hébertville-Station,VL,QC
2493030,Saint-Bruno,MÉ,QC
2493035,Saint-Gédéon,MÉ,QC
2493042,Alma,V,QC
2493045,Saint-Nazaire,MÉ,QC
2493055,Labrecque,MÉ,QC
2493060,Lamarche,MÉ,QC
2493065,L'Ascension-de-Notre-Seigneur,PE,QC
2493070,Saint-Henri-de-Taillon,MÉ,QC
2493075,Sainte-Monique,MÉ,QC
2493080,Saint-Ludger-de-Milot,MÉ,QC
2494068,Saguenay,V,QC
2494205,Petit-Saguenay,MÉ,QC
2494210,L'Anse-Saint-Jean,MÉ,QC
2494215,Rivière-Éternité,MÉ,QC
2494220,Ferland-et-Boilleau,MÉ,QC
2494225,Saint-Félix-d'Otis,MÉ,QC
2494230,Sainte-Rose-du-Nord,PE,QC
2494235,Saint-Fulgence,MÉ,QC
2494240,Saint-Honoré,V,QC
2494245,Saint-David-de-Falardeau,MÉ,QC
2494250,Bégin,MÉ,QC
2494255,Saint-Ambroise,MÉ,QC
2494260,Saint-Charles-de-Bourget,MÉ,QC
2494265,Larouche,MÉ,QC
2495005,Tadoussac,VL,QC
2495010,Sacré-Coeur,MÉ,QC
2495018,Les Bergeronnes,MÉ,QC
2495025,Les Escoumins,MÉ,QC
2495032,Longue-Rive,MÉ,QC
2495040,Portneuf-sur-Mer,MÉ,QC
2495045,Forestville,V,QC
2495050,Colombier,MÉ,QC
2496005,Baie-Trinité,VL,QC
2496010,Godbout,VL,QC
2496015,Franquelin,MÉ,QC
2496020,Baie-Comeau,V,QC
2496025,Pointe-Lebel,VL,QC
2496030,Pointe-aux-Outardes,VL,QC
2496035,Chute-aux-Outardes,VL,QC
2496040,Ragueneau,PE,QC
2497007,Sept-Îles,V,QC
2497022,Port-Cartier,V,QC
2497035,Fermont,V,QC
2497040,Schefferville,V,QC
2498005,Blanc-Sablon,MÉ,QC
2498010,Bonne-Espérance,MÉ,QC
2498012,Saint-Augustin,MÉ,QC
2498014,Gros-Mécatina,MÉ,QC
2498015,Côte-Nord-du-Golfe-du-Saint-Laurent,MÉ,QC
2498020,L'Île-d'Anticosti,MÉ,QC
2498025,Natashquan,MÉ,QC
2498030,Aguanish,MÉ,QC
2498035,Baie-Johan-Beetz,MÉ,QC
2498040,Havre-Saint-Pierre,MÉ,QC
2498045,Longue-Pointe-de-Mingan,MÉ,QC
2498050,Rivière-Saint-Jean,MÉ,QC
2498055,Rivière-au-Tonnerre,MÉ,QC
2499005,Lebel-sur-Quévillon,V,QC
2499010,Waswanipi,VC,QC
2499015,Matagami,V,QC
2499020,Chapais,V,QC
2499025,Chibougamau,V,QC
2499030,Mistissini,VC,QC
2499035,Waskaganish,VC,QC
2499040,Nemaska,VC,QC
2499045,Eastmain,VC,QC
2499050,Wemindji,VC,QC
2499055,Chisasibi,VC,QC
2499060,Eeyou Istchee Baie-James,GR,QC
2499065,Kawawachikamach,VK,QC
2499070,Whapmagoostui,VC,QC
2499075,Kuujjuarapik,VN,QC
2499080,Umiujaq,VN,QC
2499085,Inukjuak,VN,QC
2499090,Kangiqsualujjuaq,VN,QC
2499095,Kuujjuaq,VN,QC
2499100,Tasiujaq,VN,QC
2499105,Aupaluk,VN,QC
2499110,Kangirsuk,VN,QC
2499115,Quaqtaq,VN,QC
2499120,Puvirnituq,VN,QC
2499125,Akulivik,VN,QC
2499130,Kangiqsujuaq,VN,QC
2499135,Salluit,VN,QC
2499140,Ivujivik,VN,QC
3501005,South Glengarry,TP,ON
3501011,South Stormont,TP,ON
3501012,Cornwall,CY,ON
3501020,South Dundas,MU,ON
3501030,North Dundas,TP,ON
3501042,North Stormont,TP,ON
3501050,North Glengarry,TP,ON
3502001,East Hawkesbury,TP,ON
3502008,Hawkesbury,T,ON
3502010,Champlain,TP,ON
3502023,Alfred and Plantagenet,TP,ON
3502025,The Nation,M,ON
3502036,Clarence-Rockland,C,ON
3502044,Casselman,VL,ON
3502048,Russell,TP,ON
3506008,Ottawa,CV,ON
3507004,Edwardsburgh/Cardinal,TP,ON
3507006,Augusta,TP,ON
3507008,Prescott,T,ON
3507014,Elizabethtown-Kitley,TP,ON
3507015,Brockville,CY,ON
3507017,Front of Yonge,TP,ON
3507021,Leeds and the Thousand Islands,TP,ON
3507024,Gananoque,T,ON
3507033,Westport,VL,ON
3507040,Rideau Lakes,TP,ON
3507042,Athens,TP,ON
3507052,Merrickville-Wolford,VL,ON
3507065,North Grenville,MU,ON
3509001,Montague,TP,ON
3509004,Smiths Falls,T,ON
3509010,Drummond/North Elmsley,TP,ON
3509015,Tay Valley,TP,ON
3509021,Perth,T,ON
3509024,Beckwith,TP,ON
3509028,Carleton Place,T,ON
3509030,Mississippi Mills,T,ON
3509039,Lanark Highlands,TP,ON
3510005,Frontenac Islands,TP,ON
3510010,Kingston,CY,ON
3510020,South Frontenac,TP,ON
3510035,Central Frontenac,TP,ON
3510045,North Frontenac,TP,ON
3511005,Loyalist,TP,ON
3511015,Greater Napanee,T,ON
3511030,Stone Mills,TP,ON
3511035,Addington Highlands,TP,ON
3512001,Tyendinaga,TP,ON
3512002,Deseronto,T,ON
3512005,Belleville,CY,ON
3512015,Quinte West,CY,ON
3512020,Stirling-Rawdon,TP,ON
3512026,Centre Hastings,MU,ON
3512030,Tweed,MU,ON
3512036,Madoc,TP,ON
3512046,Marmora and Lake,MU,ON
3512048,Tudor and Cashel,TP,ON
3512051,Limerick,TP,ON
3512054,Wollaston,TP,ON
3512058,Faraday,TP,ON
3512061,Bancroft,T,ON
3512065,Carlow/Mayo,TP,ON
3512076,Hastings Highlands,MU,ON
3513020,Prince Edward County,CY,ON
3514004,Brighton,MU,ON
3514014,Cramahe,TP,ON
3514019,Hamilton,TP,ON
3514020,Port Hope,MU,ON
3514021,Cobourg,T,ON
3514024,Alnwick/Haldimand,TP,ON
3514045,Trent Hills,MU,ON
3515003,Asphodel-Norwood,TP,ON
3515005,Otonabee-South Monaghan,TP,ON
3515013,Cavan Monaghan,TP,ON
3515014,Peterborough,CY,ON
3515015,Selwyn,TP,ON
3515023,Douro-Dummer,TP,ON
3515030,Havelock-Belmont-Methuen,TP,ON
3515037,North Kawartha,TP,ON
3515044,Trent Lakes,MU,ON
3516010,Kawartha Lakes,CY,ON
3518001,Pickering,CY,ON
3518005,Ajax,T,ON
3518009,Whitby,T,ON
3518013,Oshawa,CY,ON
3518017,Clarington,MU,ON
3518020,Scugog,TP,ON
3518029,Uxbridge,TP,ON
3518039,Brock,TP,ON
3519028,Vaughan,CY,ON
3519036,Markham,CY,ON
3519038,Richmond Hill,T,ON
3519044,Whitchurch-Stouffville,T,ON
3519046,Aurora,T,ON
3519048,Newmarket,T,ON
3519049,King,TP,ON
3519054,East Gwillimbury,T,ON
3519070,Georgina,T,ON
3520005,Toronto,C,ON
3521005,Mississauga,CY,ON
3521010,Brampton,CY,ON
3521024,Caledon,T,ON
3522001,East Garafraxa,TP,ON
3522008,Amaranth,TP,ON
3522010,Grand Valley,T,ON
3522012,Mono,T,ON
3522014,Orangeville,T,ON
3522016,Mulmur,TP,ON
3522019,Melancthon,TP,ON
3522021,Shelburne,T,ON
3523001,Puslinch,TP,ON
3523008,Guelph,CY,ON
3523009,Guelph/Eramosa,TP,ON
3523017,Erin,T,ON
3523025,Centre Wellington,TP,ON
3523033,Mapleton,TP,ON
3523043,Minto,T,ON
3523050,Wellington North,TP,ON
3524001,Oakville,T,ON
3524002,Burlington,CY,ON
3524009,Milton,T,ON
3524015,Halton Hills,T,ON
3525005,Hamilton,C,ON
3526003,Fort Erie,T,ON
3526011,Port Colborne,CY,ON
3526014,Wainfleet,TP,ON
3526021,West Lincoln,TP,ON
3526028,Pelham,T,ON
3526032,Welland,CY,ON
3526037,Thorold,CY,ON
3526043,Niagara Falls,CY,ON
3526047,Niagara-on-the-Lake,T,ON
3526053,St. Catharines,CY,ON
3526057,Lincoln,T,ON
3526065,Grimsby,T,ON
3528018,Haldimand County,CY,ON
3528052,Norfolk County,CY,ON
3529005,Brant,CY,ON
3529006,Brantford,CY,ON
3530004,North Dumfries,TP,ON
3530010,Cambridge,CY,ON
3530013,Kitchener,CY,ON
3530016,Waterloo,CY,ON
3530020,Wilmot,TP,ON
3530027,Wellesley,TP,ON
3530035,Woolwich,TP,ON
3531011,Stratford,CY,ON
3531013,Perth South,TP,ON
3531016,St. Marys,T,ON
3531025,West Perth,MU,ON
3531030,Perth East,TP,ON
3531040,North Perth,MU,ON
3532002,Norwich,TP,ON
3532004,Tillsonburg,T,ON
3532012,South-West Oxford,TP,ON
3532018,Ingersoll,T,ON
3532027,Zorra,TP,ON
3532038,East Zorra-Tavistock,TP,ON
3532042,Woodstock,CY,ON
3532045,Blandford-Blenheim,TP,ON
3534005,Bayham,MU,ON
3534010,Malahide,TP,ON
3534011,Aylmer,T,ON
3534020,Central Elgin,MU,ON
3534021,St. Thomas,CY,ON
3534024,Southwold,TP,ON
3534030,Dutton/Dunwich,MU,ON
3534042,West Elgin,MU,ON
3536020,Chatham-Kent,MU,ON
3537001,Pelee,TP,ON
3537003,Leamington,MU,ON
3537013,Kingsville,T,ON
3537016,Essex,T,ON
3537028,Amherstburg,T,ON
3537034,LaSalle,T,ON
3537039,Windsor,CY,ON
3537048,Tecumseh,T,ON
3537064,Lakeshore,T,ON
3538003,St. Clair,TP,ON
3538007,Dawn-Euphemia,TP,ON
3538015,Brooke-Alvinston,MU,ON
3538016,Enniskillen,TP,ON
3538018,Oil Springs,VL,ON
3538019,Petrolia,T,ON
3538030,Sarnia,CY,ON
3538031,Point Edward,VL,ON
3538035,Plympton-Wyoming,T,ON
3538040,Lambton Shores,MU,ON
3538043,Warwick,TP,ON
3539002,Newbury,VL,ON
3539005,Southwest Middlesex,MU,ON
3539015,Strathroy-Caradoc,MU,ON
3539027,Thames Centre,MU,ON
3539033,Middlesex Centre,MU,ON
3539036,London,CY,ON
3539041,North Middlesex,MU,ON
3539047,Adelaide-Metcalfe,TP,ON
3539060,Lucan Biddulph,TP,ON
3540005,South Huron,MU,ON
3540010,Bluewater,MU,ON
3540025,Central Huron,MU,ON
3540028,Goderich,T,ON
3540040,Huron East,MU,ON
3540046,Howick,TP,ON
3540050,Morris-Turnberry,MU,ON
3540055,North Huron,TP,ON
3540063,Ashfield-Colborne-Wawanosh,TP,ON
3541004,South Bruce,MU,ON
3541015,Huron-Kinloss,TP,ON
3541024,Kincardine,MU,ON
3541032,Brockton,MU,ON
3541043,Arran-Elderslie,MU,ON
3541045,Saugeen Shores,T,ON
3541055,South Bruce Peninsula,T,ON
3541069,Northern Bruce Peninsula,MU,ON
3542004,West Grey,MU,ON
3542005,Southgate,TP,ON
3542015,Grey Highlands,MU,ON
3542029,Hanover,T,ON
3542037,Chatsworth,TP,ON
3542045,The Blue Mountains,T,ON
3542047,Meaford,MU,ON
3542053,Georgian Bluffs,TP,ON
3542059,Owen Sound,CY,ON
3543003,Adjala-Tosorontio,TP,ON
3543005,Clearview,TP,ON
3543007,New Tecumseth,T,ON
3543009,Springwater,TP,ON
3543014,Bradford West Gwillimbury,T,ON
3543015,Severn,TP,ON
3543017,Innisfil,T,ON
3543019,Ramara,TP,ON
3543021,Essa,TP,ON
3543023,Oro-Medonte,TP,ON
3543031,Collingwood,T,ON
3543042,Barrie,CY,ON
3543052,Orillia,CY,ON
3543064,Wasaga Beach,T,ON
3543068,Tiny,TP,ON
3543071,Tay,TP,ON
3543072,Penetanguishene,T,ON
3543074,Midland,T,ON
3544002,Gravenhurst,T,ON
3544018,Bracebridge,T,ON
3544027,Lake of Bays,TP,ON
3544042,Huntsville,T,ON
3544053,Muskoka Lakes,TP,ON
3544065,Georgian Bay,TP,ON
3546005,Highlands East,MU,ON
3546015,Minden Hills,TP,ON
3546018,Algonquin Highlands,TP,ON
3546024,Dysart et al,MU,ON
3547002,Arnprior,T,ON
3547003,McNab/Braeside,TP,ON
3547008,Greater Madawaska,TP,ON
3547020,"Brudenell, Lyndoch and Raglan",TP,ON
3547030,Madawaska Valley,TP,ON
3547033,"Killaloe, Hagarty and Richards",TP,ON
3547035,Bonnechere Valley,TP,ON
3547043,Admaston/Bromley,TP,ON
3547046,Horton,TP,ON
3547048,Renfrew,T,ON
3547056,Whitewater Region,TP,ON
3547064,Pembroke,CY,ON
3547070,North Algona Wilberforce,TP,ON
3547075,Laurentian Valley,TP,ON
3547076,Petawawa,T,ON
3547090,Laurentian Hills,T,ON
3547096,Deep River,T,ON
3547098,"Head, Clara and Maria",TP,ON
3548001,South Algonquin,TP,ON
3548013,Papineau-Cameron,TP,ON
3548019,Mattawan,TP,ON
3548021,Mattawa,T,ON
3548022,Calvin,MU,ON
3548027,Bonfield,TP,ON
3548031,Chisholm,TP,ON
3548034,East Ferris,MU,ON
3548044,North Bay,CY,ON
3548055,West Nipissing,M,ON
3548069,Temagami,MU,ON
3549003,Seguin,TP,ON
3549005,The Archipelago,TP,ON
3549012,McMurrich/Monteith,TP,ON
3549014,Perry,TP,ON
3549018,Kearney,T,ON
3549019,Armour,TP,ON
3549022,Burk's Falls,VL,ON
3549024,Ryerson,TP,ON
3549028,McKellar,TP,ON
3549031,McDougall,MU,ON
3549032,Parry Sound,T,ON
3549036,Carling,TP,ON
3549039,Whitestone,MU,ON
3549043,Magnetawan,MU,ON
3549046,Strong,TP,ON
3549048,Sundridge,VL,ON
3549051,Joly,TP,ON
3549054,Machar,TP,ON
3549056,South River,VL,ON
3549060,Powassan,MU,ON
3549066,Callander,MU,ON
3549071,Nipissing,TP,ON
3551001,Tehkummah,TP,ON
3551006,Central Manitoulin,MU,ON
3551011,Assiginack,TP,ON
3551017,Northeastern Manitoulin and the Islands,MU,ON
3551021,Billings,TP,ON
3551026,Gore Bay,T,ON
3551027,Gordon/Barrie Island,MU,ON
3551028,Burpee and Mills,TP,ON
3551034,Cockburn Island,TP,ON
3552001,French River,M,ON
3552004,St.-Charles,MU,ON
3552013,Markstay-Warren,MU,ON
3552023,Sables-Spanish Rivers,TP,ON
3552026,Espanola,T,ON
3552028,Baldwin,TP,ON
3552031,Nairn and Hyman,TP,ON
3552036,Killarney,MU,ON
3552092,Chapleau,TP,ON
3553005,Greater Sudbury,CV,ON
3554001,Coleman,TP,ON
3554006,Latchford,T,ON
3554008,Cobalt,T,ON
3554014,Harris,TP,ON
3554020,Temiskaming Shores,CY,ON
3554021,Hudson,TP,ON
3554024,Kerns,TP,ON
3554026,Harley,TP,ON
3554029,Casey,TP,ON
3554032,Brethour,TP,ON
3554034,Hilliard,TP,ON
3554036,Armstrong,TP,ON
3554038,Thornloe,VL,ON
3554042,James,TP,ON
3554044,Charlton and Dack,MU,ON
3554049,Evanturel,TP,ON
3554052,Englehart,T,ON
3554054,Chamberlain,TP,ON
3554056,Matachewan,TP,ON
3554058,McGarry,TP,ON
3554062,Larder Lake,TP,ON
3554066,Gauthier,TP,ON
3554068,Kirkland Lake,T,ON
3556014,Black River-Matheson,TP,ON
3556027,Timmins,CY,ON
3556031,Iroquois Falls,T,ON
3556042,Cochrane,T,ON
3556048,Smooth Rock Falls,T,ON
3556052,Fauquier-Strickland,TP,ON
3556056,Moonbeam,TP,ON
3556066,Kapuskasing,T,ON
3556070,Val Rita-Harty,TP,ON
3556073,Opasatika,TP,ON
3556076,Hearst,T,ON
3556077,Mattice-Val Côté,TP,ON
3556106,Moosonee,TV,ON
3557001,Jocelyn,TP,ON
3557004,Hilton,TP,ON
3557006,Hilton Beach,VL,ON
3557008,St. Joseph,TP,ON
3557011,Laird,TP,ON
3557014,Tarbutt and Tarbutt Additional,TP,ON
3557016,Johnson,TP,ON
3557019,Plummer Additional,TP,ON
3557021,Bruce Mines,T,ON
3557028,Thessalon,T,ON
3557035,Huron Shores,MU,ON
3557038,Blind River,T,ON
3557039,Spanish,T,ON
3557040,The North Shore,TP,ON
3557041,Elliot Lake,CY,ON
3557051,"Macdonald, Meredith and Aberdeen Additional",TP,ON
3557061,Sault Ste. Marie,CY,ON
3557066,Prince,TP,ON
3557076,Wawa,MU,ON
3557079,Dubreuilville,TP,ON
3557091,White River,TP,ON
3557096,Hornepayne,TP,ON
3558001,Neebing,MU,ON
3558004,Thunder Bay,CY,ON
3558011,Oliver Paipoonge,MU,ON
3558012,Gillies,TP,ON
3558016,O'Connor,TP,ON
3558019,Conmee,TP,ON
3558028,Shuniah,MU,ON
3558034,Dorion,TP,ON
3558041,Red Rock,TP,ON
3558044,Nipigon,TP,ON
3558051,Schreiber,TP,ON
