sgc_code,name,csd_type,province
2412072,Rivière-du-Loup,V,QC
2412080,Notre-Dame-du-Portage,MÉ,QC
2413005,Dégelis,V,QC
2413010,Saint-Jean-de-la-Lande,MÉ,QC
2413015,Packington,PE,QC
2413020,Saint-Marc-du-Lac-Long,PE,QC
2413025,Rivière-Bleue,MÉ,QC
2413030,Saint-Eusèbe,PE,QC
2413040,Saint-Juste-du-Lac,MÉ,QC
2413045,Auclair,MÉ,QC
2413050,Lejeune,MÉ,QC
2413055,Biencourt,MÉ,QC
2413060,Lac-des-Aigles,MÉ,QC
2413065,Saint-Michel-du-Squatec,MÉ,QC
2413073,Témiscouata-sur-le-Lac,V,QC
2413075,Saint-Pierre-de-Lamy,MÉ,QC
2413080,Saint-Louis-du-Ha! Ha!,PE,QC
2413085,Saint-Elzéar-de-Témiscouata,MÉ,QC
2413090,Saint-Honoré-de-Témiscouata,MÉ,QC
2413095,Pohénégamook,V,QC
2413100,Saint-Athanase,MÉ,QC
2414005,Mont-Carmel,MÉ,QC
2414010,Saint-Bruno-de-Kamouraska,MÉ,QC
2414018,Saint-Pascal,V,QC
2414025,Sainte-Hélène-de-Kamouraska,MÉ,QC
2414030,Saint-Joseph-de-Kamouraska,PE,QC
2414035,Saint-Alexandre-de-Kamouraska,MÉ,QC
2414040,Saint-André-de-Kamouraska,MÉ,QC
2414045,Saint-Germain,PE,QC
2414050,Kamouraska,MÉ,QC
2414055,Saint-Denis-De La Bouteillerie,MÉ,QC
2414060,Saint-Philippe-de-Néri,PE,QC
2414065,Rivière-Ouelle,MÉ,QC
2414070,Saint-Pacôme,MÉ,QC
2414075,Saint-Gabriel-Lalemant,MÉ,QC
2414080,Saint-Onésime-d'Ixworth,MÉ,QC
2414085,La Pocatière,V,QC
2414090,Sainte-Anne-de-la-Pocatière,PE,QC
2415005,Saint-Irénée,PE,QC
2415013,La Malbaie,V,QC
2415025,Notre-Dame-des-Monts,MÉ,QC
2415030,Saint-Aimé-des-Lacs,MÉ,QC
2415035,Clermont,V,QC
2415058,Saint-Siméon,MÉ,QC
2415065,Baie-Sainte-Catherine,MÉ,QC
2416005,Petite-Rivière-Saint-François,MÉ,QC
2416013,Baie-Saint-Paul,V,QC
2416023,L'Isle-aux-Coudres,MÉ,QC
2416048,Les Éboulements,MÉ,QC
2416050,Saint-Hilarion,PE,QC
2416055,Saint-Urbain,PE,QC
2417005,Saint-Omer,MÉ,QC
2417010,Saint-Pamphile,V,QC
2417015,Saint-Adalbert,MÉ,QC
2417020,Saint-Marcel,MÉ,QC
2417025,Sainte-Félicité,MÉ,QC
2417030,Sainte-Perpétue,MÉ,QC
2417035,Tourville,MÉ,QC
2417040,Saint-Damase-de-L'Islet,MÉ,QC
2417045,Saint-Cyrille-de-Lessard,PE,QC
2417055,Saint-Aubert,MÉ,QC
2417060,Sainte-Louise,PE,QC
2417065,Saint-Roch-des-Aulnaies,MÉ,QC
2417070,Saint-Jean-Port-Joli,MÉ,QC
2417078,L'Islet,MÉ,QC
2418005,Saint-Just-de-Bretenières,MÉ,QC
2418010,Lac-Frontière,MÉ,QC
2418015,Saint-Fabien-de-Panet,PE,QC
2418020,Sainte-Lucie-de-Beauregard,MÉ,QC
2418025,Sainte-Apolline-de-Patton,PE,QC
2418030,Saint-Paul-de-Montminy,MÉ,QC
2418035,Sainte-Euphémie-sur-Rivière-du-Sud,MÉ,QC
2418040,Notre-Dame-du-Rosaire,MÉ,QC
2418045,Cap-Saint-Ignace,MÉ,QC
2418050,Montmagny,V,QC
2418055,Saint-Pierre-de-la-Rivière-du-Sud,PE,QC
2418060,Saint-François-de-la-Rivière-du-Sud,MÉ,QC
2418065,Berthier-sur-Mer,MÉ,QC
2418070,Saint-Antoine-de-l'Isle-aux-Grues,PE,QC
2419005,Saint-Philémon,PE,QC
2419010,Notre-Dame-Auxiliatrice-de-Buckland,PE,QC
2419015,Saint-Nazaire-de-Dorchester,PE,QC
2419020,Saint-Léon-de-Standon,PE,QC
2419025,Saint-Malachie,PE,QC
2419030,Saint-Damien-de-Buckland,PE,QC
2419037,Armagh,MÉ,QC
2419045,Saint-Nérée-de-Bellechasse,MÉ,QC
2419050,Saint-Lazare-de-Bellechasse,MÉ,QC
2419055,Sainte-Claire,MÉ,QC
2419062,Saint-Anselme,MÉ,QC
2419068,Saint-Henri,MÉ,QC
2419070,Honfleur,MÉ,QC
2419075,Saint-Gervais,MÉ,QC
2419082,Saint-Raphaël,MÉ,QC
2419090,La Durantaye,PE,QC
2419097,Saint-Charles-de-Bellechasse,MÉ,QC
2419105,Beaumont,MÉ,QC
2419110,Saint-Michel-de-Bellechasse,MÉ,QC
2419117,Saint-Vallier,MÉ,QC
2420005,Saint-François-de-l'Île-d'Orléans,MÉ,QC
2420010,Sainte-Famille-de-l'Île-d'Orléans,MÉ,QC
2420015,Saint-Jean-de-l'Île-d'Orléans,MÉ,QC
2420020,Saint-Laurent-de-l'Île-d'Orléans,MÉ,QC
2420025,Saint-Pierre-de-l'Île-d'Orléans,MÉ,QC
2420030,Sainte-Pétronille,VL,QC
2421005,Saint-Tite-des-Caps,MÉ,QC
2421010,Saint-Ferréol-les-Neiges,MÉ,QC
2421015,Saint-Louis-de-Gonzague-du-Cap-Tourmente,PE,QC
2421020,Saint-Joachim,PE,QC
2421025,Beaupré,V,QC
2421030,Sainte-Anne-de-Beaupré,V,QC
2421035,Château-Richer,V,QC
2421040,L'Ange-Gardien,MÉ,QC
2421045,Boischatel,MÉ,QC
2422005,Sainte-Catherine-de-la-Jacques-Cartier,V,QC
2422010,Fossambault-sur-le-Lac,V,QC
2422015,Lac-Saint-Joseph,V,QC
2422020,Shannon,V,QC
2422025,Saint-Gabriel-de-Valcartier,MÉ,QC
2422030,Lac-Delage,V,QC
2422035,Stoneham-et-Tewkesbury,CU,QC
2422040,Lac-Beauport,MÉ,QC
2422045,Sainte-Brigitte-de-Laval,V,QC
2423015,Notre-Dame-des-Anges,PE,QC
2423027,Québec,V,QC
2423057,L'Ancienne-Lorette,V,QC
2423072,Saint-Augustin-de-Desmaures,V,QC
2425213,Lévis,V,QC
2426005,Frampton,MÉ,QC
2426010,Saints-Anges,PE,QC
2426015,Vallée-Jonction,MÉ,QC
2426022,Saint-Elzéar,MÉ,QC
2426030,Sainte-Marie,V,QC
2426035,Sainte-Marguerite,PE,QC
2426040,Sainte-Hénédine,PE,QC
2426048,Scott,MÉ,QC
2426055,Saint-Bernard,MÉ,QC
2426063,Saint-Isidore,MÉ,QC
2426070,Saint-Lambert-de-Lauzon,MÉ,QC
2427008,Saint-Victor,MÉ,QC
2427015,Saint-Alfred,MÉ,QC
2427028,Beauceville,V,QC
2427035,Saint-Odilon-de-Cranbourne,PE,QC
2427043,Saint-Joseph-de-Beauce,V,QC
2427050,Saint-Joseph-des-Érables,MÉ,QC
2427055,Saint-Jules,PE,QC
2427060,Tring-Jonction,VL,QC
2427065,Saint-Frédéric,PE,QC
2427070,Saint-Séverin,PE,QC
2428005,Saint-Zacharie,MÉ,QC
2428015,Sainte-Aurélie,MÉ,QC
2428020,Saint-Prosper,MÉ,QC
2428025,Saint-Benjamin,MÉ,QC
2428030,Sainte-Rose-de-Watford,MÉ,QC
2428035,Saint-Louis-de-Gonzague,MÉ,QC
2428040,Saint-Cyprien,PE,QC
2428045,Sainte-Justine,MÉ,QC
2428053,Lac-Etchemin,MÉ,QC
2428060,Saint-Luc-de-Bellechasse,MÉ,QC
2428065,Sainte-Sabine,PE,QC
2428070,Saint-Camille-de-Lellis,PE,QC
2428075,Saint-Magloire,MÉ,QC
2429005,Saint-Théophile,MÉ,QC
2429013,Saint-Gédéon-de-Beauce,MÉ,QC
2429020,Saint-Hilaire-de-Dorset,PE,QC
2429025,Saint-Évariste-de-Forsyth,MÉ,QC
2429030,La Guadeloupe,VL,QC
2429038,Saint-Honoré-de-Shenley,MÉ,QC
2429045,Saint-Martin,PE,QC
2429050,Saint-René,PE,QC
2429057,Saint-Côme--Linière,MÉ,QC
2429065,Saint-Philibert,MÉ,QC
2429073,Saint-Georges,V,QC
2429095,Lac-Poulin,VL,QC
2429100,Saint-Benoît-Labre,MÉ,QC
2429112,Saint-Éphrem-de-Beauce,MÉ,QC
2429120,Notre-Dame-des-Pins,PE,QC
2429125,Saint-Simon-les-Mines,MÉ,QC
2430005,Saint-Augustin-de-Woburn,PE,QC
2430010,Notre-Dame-des-Bois,MÉ,QC
2430015,Val-Racine,MÉ,QC
2430020,Piopolis,MÉ,QC
2430025,Frontenac,MÉ,QC
2430030,Lac-Mégantic,V,QC
2430035,Marston,CT,QC
2430040,Milan,MÉ,QC
2430045,Nantes,MÉ,QC
2430050,Sainte-Cécile-de-Whitton,MÉ,QC
2430055,Audet,MÉ,QC
2430070,Saint-Robert-Bellarmin,MÉ,QC
2430072,Saint-Ludger,MÉ,QC
2430080,Lac-Drolet,MÉ,QC
2430085,Saint-Sébastien,MÉ,QC
2430090,Courcelles,MÉ,QC
2430095,Lambton,MÉ,QC
2430100,Saint-Romain,MÉ,QC
2430105,Stornoway,MÉ,QC
2430110,Stratford,CT,QC
2431008,Beaulac-Garthby,MÉ,QC
2431015,Disraeli,V,QC
2431020,Disraeli,PE,QC
2431025,Saint-Jacques-le-Majeur-de-Wolfestown,PE,QC
2431030,Saint-Fortunat,MÉ,QC
2431035,Saint-Julien,MÉ,QC
2431040,Irlande,MÉ,QC
2431045,Saint-Joseph-de-Coleraine,MÉ,QC
2431050,Sainte-Praxède,PE,QC
2431056,Adstock,MÉ,QC
2431060,Sainte-Clotilde-de-Beauce,MÉ,QC
2431084,Thetford Mines,V,QC
2431095,Saint-Adrien-d'Irlande,MÉ,QC
2431100,Saint-Jean-de-Brébeuf,MÉ,QC
2431105,Kinnear's Mills,MÉ,QC
2431122,East Broughton,MÉ,QC
2431130,Sacré-Coeur-de-Jésus,PE,QC
2431135,Saint-Pierre-de-Broughton,MÉ,QC
2431140,Saint-Jacques-de-Leeds,MÉ,QC
2432013,Saint-Ferdinand,MÉ,QC
2432023,Sainte-Sophie-d'Halifax,MÉ,QC
2432033,Princeville,V,QC
2432040,Plessisville,V,QC
2432045,Plessisville,PE,QC
2432050,Saint-Pierre-Baptiste,PE,QC
2432058,Inverness,MÉ,QC
2432065,Lyster,MÉ,QC
2432072,Laurierville,MÉ,QC
2432080,Notre-Dame-de-Lourdes,PE,QC
2432085,Villeroy,MÉ,QC
2433007,Saint-Sylvestre,MÉ,QC
2433017,Sainte-Agathe-de-Lotbinière,MÉ,QC
2433025,Saint-Patrice-de-Beaurivage,MÉ,QC
2433030,Saint-Narcisse-de-Beaurivage,PE,QC
2433035,Saint-Gilles,MÉ,QC
2433040,Dosquet,MÉ,QC
2433045,Saint-Agapit,MÉ,QC
2433052,Saint-Flavien,MÉ,QC
2433060,Laurier-Station,VL,QC
2433065,Saint-Janvier-de-Joly,MÉ,QC
2433070,Val-Alain,MÉ,QC
2433080,Saint-Édouard-de-Lotbinière,PE,QC
2433085,Notre-Dame-du-Sacré-Coeur-d'Issoudun,PE,QC
2433090,Saint-Apollinaire,MÉ,QC
2433095,Saint-Antoine-de-Tilly,MÉ,QC
2433102,Sainte-Croix,MÉ,QC
2433115,Lotbinière,MÉ,QC
2433123,Leclercville,MÉ,QC
2434007,Neuville,V,QC
2434017,Pont-Rouge,V,QC
2434025,Donnacona,V,QC
2434030,Cap-Santé,V,QC
2434038,Saint-Basile,V,QC
2434048,Portneuf,V,QC
2434058,Deschambault-Grondines,MÉ,QC
2434060,Saint-Gilbert,PE,QC
2434065,Saint-Marc-des-Carrières,V,QC
2434078,Saint-Casimir,MÉ,QC
2434085,Saint-Thuribe,PE,QC
2434090,Saint-Ubalde,MÉ,QC
2434097,Saint-Alban,MÉ,QC
2434105,Sainte-Christine-d'Auvergne,MÉ,QC
2434115,Saint-Léonard-de-Portneuf,MÉ,QC
2434120,Lac-Sergent,V,QC
2434128,Saint-Raymond,V,QC
2434135,Rivière-à-Pierre,MÉ,QC
2435005,Notre-Dame-de-Montauban,MÉ,QC
2435010,Lac-aux-Sables,PE,QC
2435015,Saint-Adelphe,PE,QC
2435020,Saint-Séverin,PE,QC
2435027,Saint-Tite,V,QC
2435035,Hérouxville,PE,QC
2435040,Grandes-Piles,VL,QC
2435045,Saint-Roch-de-Mékinac,PE,QC
2435050,Sainte-Thècle,MÉ,QC
2435055,Trois-Rives,MÉ,QC
2436033,Shawinigan,V,QC
2437067,Trois-Rivières,V,QC
2437205,Sainte-Anne-de-la-Pérade,MÉ,QC
2437210,Batiscan,MÉ,QC
2437215,Sainte-Geneviève-de-Batiscan,PE,QC
2437220,Champlain,MÉ,QC
2437225,Saint-Luc-de-Vincennes,MÉ,QC
2437230,Saint-Maurice,PE,QC
2437235,Notre-Dame-du-Mont-Carmel,PE,QC
2437240,Saint-Narcisse,PE,QC
2437245,Saint-Stanislas,MÉ,QC
2437250,Saint-Prosper-de-Champlain,MÉ,QC
2438005,Saint-Sylvère,MÉ,QC
2438010,Bécancour,V,QC
2438015,Sainte-Marie-de-Blandford,MÉ,QC
2438020,Lemieux,MÉ,QC
2438028,Manseau,MÉ,QC
2438035,Sainte-Françoise,MÉ,QC
2438040,Sainte-Sophie-de-Lévrard,PE,QC
2438047,Fortierville,MÉ,QC
2438055,Parisville,PE,QC
2438060,Sainte-Cécile-de-Lévrard,PE,QC
2438065,Saint-Pierre-les-Becquets,MÉ,QC
2438070,Deschaillons-sur-Saint-Laurent,MÉ,QC
2439005,Saints-Martyrs-Canadiens,PE,QC
2439010,Ham-Nord,CT,QC
2439015,Notre-Dame-de-Ham,MÉ,QC
2439020,Saint-Rémi-de-Tingwick,MÉ,QC
2439025,Tingwick,MÉ,QC
2439030,Chesterville,MÉ,QC
2439035,Sainte-Hélène-de-Chester,MÉ,QC
2439043,Saint-Norbert-d'Arthabaska,MÉ,QC
2439060,Saint-Christophe-d'Arthabaska,PE,QC
2439062,Victoriaville,V,QC
2439077,Warwick,V,QC
2439085,Saint-Albert,MÉ,QC
2439090,Sainte-Élizabeth-de-Warwick,MÉ,QC
2439097,Kingsey Falls,V,QC
2439105,Sainte-Séraphine,PE,QC
2439117,Sainte-Clotilde-de-Horton,MÉ,QC
2439130,Saint-Samuel,MÉ,QC
2439135,Saint-Valère,MÉ,QC
2439145,Saint-Rosaire,PE,QC
2439152,Daveluyville,V,QC
2439165,Maddington Falls,MÉ,QC
2439170,Saint-Louis-de-Blandford,MÉ,QC
2440005,Ham-Sud,MÉ,QC
2440010,Saint-Adrien,MÉ,QC
2440017,Wotton,MÉ,QC
2440025,Saint-Camille,CT,QC
2440032,Saint-Georges-de-Windsor,MÉ,QC
2440043,Val-des-Sources,V,QC
2440047,Danville,V,QC
2441012,Saint-Isidore-de-Clifton,MÉ,QC
2441020,Chartierville,MÉ,QC
2441027,La Patrie,MÉ,QC
2441037,Newport,MÉ,QC
2441038,Cookshire-Eaton,V,QC
2441055,Ascot Corner,MÉ,QC
2441060,East Angus,V,QC
2441065,Westbury,CT,QC
2441070,Bury,MÉ,QC
2441075,Hampden,CT,QC
2441080,Scotstown,V,QC
2441085,Lingwick,CT,QC
2441098,Weedon,MÉ,QC
2441117,Dudswell,MÉ,QC
2442005,Stoke,MÉ,QC
2442020,Saint-François-Xavier-de-Brompton,MÉ,QC
2442025,Saint-Denis-de-Brompton,MÉ,QC
2442032,Racine,MÉ,QC
2442040,Bonsecours,MÉ,QC
2442045,Lawrenceville,VL,QC
2442050,Sainte-Anne-de-la-Rochelle,MÉ,QC
2442055,Valcourt,V,QC
2442060,Valcourt,CT,QC
2442065,Maricourt,MÉ,QC
2442070,Kingsbury,VL,QC
2442075,Melbourne,CT,QC
2442078,Ulverton,MÉ,QC
2442088,Windsor,V,QC
2442095,Val-Joli,MÉ,QC
2442098,Richmond,V,QC
2442100,Saint-Claude,MÉ,QC
2442110,Cleveland,CT,QC
2443027,Sherbrooke,V,QC
2444003,Saint-Malo,MÉ,QC
2444005,Saint-Venant-de-Paquette,MÉ,QC
2444010,East Hereford,MÉ,QC
2444015,Saint-Herménégilde,MÉ,QC
2444023,Dixville,MÉ,QC
2444037,Coaticook,V,QC
2444045,Barnston-Ouest,MÉ,QC
2444050,Stanstead-Est,MÉ,QC
2444055,Sainte-Edwidge-de-Clifton,CT,QC
2444060,Martinville,MÉ,QC
2444071,Compton,MÉ,QC
2444080,Waterville,V,QC
2445008,Stanstead,V,QC
2445020,Ogden,MÉ,QC
2445025,Stanstead,CT,QC
2445030,Potton,CT,QC
2445035,Ayer's Cliff,VL,QC
2445043,Hatley,MÉ,QC
2445050,North Hatley,VL,QC
2445055,Hatley,CT,QC
2445060,Sainte-Catherine-de-Hatley,MÉ,QC
2445072,Magog,V,QC
2445080,Saint-Benoît-du-Lac,MÉ,QC
2445085,Austin,MÉ,QC
2445093,Eastman,MÉ,QC
2445095,Bolton-Est,MÉ,QC
2445100,Saint-Étienne-de-Bolton,MÉ,QC
2445105,Stukely-Sud,VL,QC
2445115,Orford,CT,QC
2446005,Abercorn,VL,QC
2446010,Frelighsburg,MÉ,QC
2446017,Saint-Armand,MÉ,QC
2446025,Pike River,MÉ,QC
2446030,Stanbridge Station,MÉ,QC
2446035,Bedford,V,QC
2446040,Bedford,CT,QC
2446045,Stanbridge East,MÉ,QC
2446050,Dunham,V,QC
2446058,Sutton,V,QC
2446065,Bolton-Ouest,MÉ,QC
2446070,Brome,VL,QC
2446075,Lac-Brome,V,QC
2446078,Bromont,V,QC
2446080,Cowansville,V,QC
2446085,East Farnham,MÉ,QC
2446090,Brigham,MÉ,QC
2446095,Saint-Ignace-de-Stanbridge,MÉ,QC
2446100,Notre-Dame-de-Stanbridge,MÉ,QC
2446105,Sainte-Sabine,MÉ,QC
2446112,Farnham,V,QC
2447010,Saint-Alphonse-de-Granby,MÉ,QC
2447017,Granby,V,QC
2447025,Waterloo,V,QC
2447030,Warden,VL,QC
2447035,Shefford,CT,QC
2447040,Saint-Joachim-de-Shefford,MÉ,QC
2447047,Roxton Pond,MÉ,QC
2447055,Sainte-Cécile-de-Milton,MÉ,QC
2448005,Béthanie,MÉ,QC
2448010,Roxton Falls,VL,QC
2448015,Roxton,CT,QC
2448020,Sainte-Christine,PE,QC
2448028,Acton Vale,V,QC
2448038,Upton,MÉ,QC
2448045,Saint-Théodore-d'Acton,MÉ,QC
2448050,Saint-Nazaire-d'Acton,PE,QC
2449005,Saint-Félix-de-Kingsey,MÉ,QC
2449015,Durham-Sud,MÉ,QC
2449020,Lefebvre,MÉ,QC
2449025,L'Avenir,MÉ,QC
2449030,Saint-Lucien,MÉ,QC
2449040,Wickham,MÉ,QC
2449048,Saint-Germain-de-Grantham,MÉ,QC
2449058,Drummondville,V,QC
2449070,Saint-Cyrille-de-Wendover,MÉ,QC
2449075,Notre-Dame-du-Bon-Conseil,VL,QC
2449080,Notre-Dame-du-Bon-Conseil,PE,QC
2449085,Sainte-Brigitte-des-Saults,PE,QC
2449095,Saint-Majorique-de-Grantham,PE,QC
2449100,Saint-Edmond-de-Grantham,PE,QC
2449105,Saint-Eugène,MÉ,QC
2449113,Saint-Guillaume,MÉ,QC
2449125,Saint-Bonaventure,MÉ,QC
2449130,Saint-Pie-de-Guire,PE,QC
2450005,Sainte-Eulalie,MÉ,QC
2450013,Aston-Jonction,MÉ,QC
2450023,Saint-Wenceslas,MÉ,QC
2450030,Saint-Célestin,VL,QC
2450035,Saint-Célestin,MÉ,QC
2450042,Saint-Léonard-d'Aston,MÉ,QC
2450050,Sainte-Perpétue,PE,QC
2450057,Sainte-Monique,MÉ,QC
2450065,Grand-Saint-Esprit,MÉ,QC
2450072,Nicolet,V,QC
2450085,La Visitation-de-Yamaska,MÉ,QC
2450090,Saint-Zéphirin-de-Courval,PE,QC
2450095,Saint-Elphège,PE,QC
2450100,Baie-du-Febvre,MÉ,QC
2450113,Pierreville,MÉ,QC
2450128,Saint-François-du-Lac,MÉ,QC
2451008,Maskinongé,MÉ,QC
2451015,Louiseville,V,QC
2451020,Yamachiche,MÉ,QC
2451025,Saint-Barnabé,PE,QC
2451030,Saint-Sévère,PE,QC
2451035,Saint-Léon-le-Grand,PE,QC
2451040,Sainte-Ursule,MÉ,QC
2451045,Saint-Justin,MÉ,QC
2451050,Saint-Édouard-de-Maskinongé,MÉ,QC
2451055,Sainte-Angèle-de-Prémont,MÉ,QC
2451060,Saint-Paulin,MÉ,QC
2451065,Saint-Alexis-des-Monts,PE,QC
2451070,Saint-Mathieu-du-Parc,MÉ,QC
2451075,Saint-Élie-de-Caxton,MÉ,QC
2451080,Charette,MÉ,QC
2451085,Saint-Boniface,MÉ,QC
2451090,Saint-Étienne-des-Grès,PE,QC
2452007,Lavaltrie,V,QC
2452017,Lanoraie,MÉ,QC
2452030,Sainte-Élisabeth,MÉ,QC
2452035,Berthierville,V,QC
2452040,Sainte-Geneviève-de-Berthier,MÉ,QC
2452045,Saint-Ignace-de-Loyola,MÉ,QC
2452050,La Visitation-de-l'Île-Dupas,MÉ,QC
2452055,Saint-Barthélemy,PE,QC
2452062,Saint-Cuthbert,MÉ,QC
2452070,Saint-Norbert,PE,QC
2452075,Saint-Cléophas-de-Brandon,MÉ,QC
2452080,Saint-Gabriel,V,QC
2452085,Saint-Gabriel-de-Brandon,MÉ,QC
2452090,Saint-Didace,PE,QC
2452095,Mandeville,MÉ,QC
2453005,Saint-David,MÉ,QC
2453010,Massueville,VL,QC
2453015,Saint-Aimé,MÉ,QC
2453020,Saint-Robert,MÉ,QC
2453025,Sainte-Victoire-de-Sorel,MÉ,QC
2453032,Saint-Ours,V,QC
2453040,Saint-Roch-de-Richelieu,MÉ,QC
2453050,Saint-Joseph-de-Sorel,V,QC
2453052,Sorel-Tracy,V,QC
2453065,Sainte-Anne-de-Sorel,MÉ,QC
2453072,Yamaska,MÉ,QC
2453085,Saint-Gérard-Majella,PE,QC
2454008,Saint-Pie,V,QC
2454017,Saint-Damase,MÉ,QC
2454025,Sainte-Madeleine,VL,QC
2454030,Sainte-Marie-Madeleine,PE,QC
2454035,La Présentation,MÉ,QC
2454048,Saint-Hyacinthe,V,QC
2454060,Saint-Dominique,MÉ,QC
2454065,Saint-Valérien-de-Milton,MÉ,QC
2454072,Saint-Liboire,MÉ,QC
2454090,Saint-Simon,MÉ,QC
2454095,Sainte-Hélène-de-Bagot,MÉ,QC
2454100,Saint-Hugues,MÉ,QC
2454105,Saint-Barnabé-Sud,MÉ,QC
2454110,Saint-Jude,MÉ,QC
2454115,Saint-Bernard-de-Michaudville,MÉ,QC
2454120,Saint-Louis,MÉ,QC
2454125,Saint-Marcel-de-Richelieu,MÉ,QC
2455008,Ange-Gardien,MÉ,QC
2455015,Saint-Paul-d'Abbotsford,MÉ,QC
2455023,Saint-Césaire,V,QC
2455030,Sainte-Angèle-de-Monnoir,MÉ,QC
2455037,Rougemont,MÉ,QC
2455048,Marieville,V,QC
2455057,Richelieu,V,QC
2455065,Saint-Mathias-sur-Richelieu,MÉ,QC
2456005,Venise-en-Québec,MÉ,QC
2456010,Saint-Georges-de-Clarenceville,MÉ,QC
2456015,Noyan,MÉ,QC
2456023,Lacolle,MÉ,QC
2456030,Saint-Valentin,MÉ,QC
2456035,Saint-Paul-de-l'Île-aux-Noix,MÉ,QC
2456042,Henryville,MÉ,QC
2456050,Saint-Sébastien,MÉ,QC
2456055,Saint-Alexandre,MÉ,QC
2456060,Sainte-Anne-de-Sabrevois,PE,QC
2456065,Saint-Blaise-sur-Richelieu,MÉ,QC
2456083,Saint-Jean-sur-Richelieu,V,QC
2456097,Mont-Saint-Grégoire,MÉ,QC
2456105,Sainte-Brigide-d'Iberville,MÉ,QC
2457005,Chambly,V,QC
2457010,Carignan,V,QC
2457020,Saint-Basile-le-Grand,V,QC
2457025,McMasterville,MÉ,QC
2457030,Otterburn Park,V,QC
2457033,Saint-Jean-Baptiste,MÉ,QC
2457035,Mont-Saint-Hilaire,V,QC
2457040,Beloeil,V,QC
2457045,Saint-Mathieu-de-Beloeil,MÉ,QC
2457050,Saint-Marc-sur-Richelieu,MÉ,QC
2457057,Saint-Charles-sur-Richelieu,MÉ,QC
2457068,Saint-Denis-sur-Richelieu,MÉ,QC
2457075,Saint-Antoine-sur-Richelieu,MÉ,QC
2458007,Brossard,V,QC
2458012,Saint-Lambert,V,QC
2458033,Boucherville,V,QC
2458037,Saint-Bruno-de-Montarville,V,QC
2458227,Longueuil,V,QC
2459010,Sainte-Julie,V,QC
2459015,Saint-Amable,V,QC
2459020,Varennes,V,QC
2459025,Verchères,MÉ,QC
2459030,Calixa-Lavallée,MÉ,QC
2459035,Contrecoeur,V,QC
2460005,Charlemagne,V,QC
2460013,Repentigny,V,QC
2460020,Saint-Sulpice,PE,QC
2460028,L'Assomption,V,QC
2460037,L'Épiphanie,V,QC
2461005,Saint-Paul,MÉ,QC
2461013,Crabtree,MÉ,QC
2461020,Saint-Pierre,VL,QC
2461025,Joliette,V,QC
2461027,Saint-Thomas,MÉ,QC
2461030,Notre-Dame-des-Prairies,V,QC
2461035,Saint-Charles-Borromée,V,QC
2461040,Saint-Ambroise-de-Kildare,MÉ,QC
2461045,Notre-Dame-de-Lourdes,MÉ,QC
2461050,Sainte-Mélanie,MÉ,QC
2462007,Saint-Félix-de-Valois,MÉ,QC
2462015,Saint-Jean-de-Matha,MÉ,QC
2462020,Sainte-Béatrix,MÉ,QC
2462025,Saint-Alphonse-Rodriguez,MÉ,QC
2462030,Sainte-Marcelline-de-Kildare,MÉ,QC
2462037,Rawdon,MÉ,QC
2462047,Chertsey,MÉ,QC
2462053,Entrelacs,MÉ,QC
2462055,Notre-Dame-de-la-Merci,MÉ,QC
2462060,Saint-Donat,MÉ,QC
2462065,Saint-Côme,MÉ,QC
2462070,Sainte-Émélie-de-l'Énergie,MÉ,QC
2462075,Saint-Damien,PE,QC
2462080,Saint-Zénon,MÉ,QC
2462085,Saint-Michel-des-Saints,MÉ,QC
2463005,Sainte-Marie-Salomé,MÉ,QC
2463013,Saint-Jacques,MÉ,QC
2463023,Saint-Alexis,MÉ,QC
2463030,Saint-Esprit,MÉ,QC
2463035,Saint-Roch-de-l'Achigan,MÉ,QC
2463040,Saint-Roch-Ouest,MÉ,QC
2463048,Saint-Lin--Laurentides,V,QC
2463055,Saint-Calixte,MÉ,QC
2463060,Sainte-Julienne,MÉ,QC
2463065,Saint-Liguori,MÉ,QC
2464008,Terrebonne,V,QC
2464015,Mascouche,V,QC
2465005,Laval,V,QC
2466007,Montréal-Est,V,QC
2466023,Montréal,V,QC
2466032,Westmount,V,QC
2466047,Montréal-Ouest,V,QC
2466058,Côte-Saint-Luc,V,QC
2466062,Hampstead,V,QC
2466072,Mont-Royal,V,QC
2466087,Dorval,V,QC
2466092,L'Île-Dorval,V,QC
2466097,Pointe-Claire,V,QC
2466102,Kirkland,V,QC
2466107,Beaconsfield,V,QC
2466112,Baie-D'Urfé,V,QC
2466117,Sainte-Anne-de-Bellevue,V,QC
2466127,Senneville,VL,QC
2466142,Dollard-Des Ormeaux,V,QC
2467005,Saint-Mathieu,MÉ,QC
2467010,Saint-Philippe,V,QC
2467015,La Prairie,V,QC
2467020,Candiac,V,QC
2467025,Delson,V,QC
2467030,Sainte-Catherine,V,QC
2467035,Saint-Constant,V,QC
2467040,Saint-Isidore,PE,QC
2467045,Mercier,V,QC
2467050,Châteauguay,V,QC
2467055,Léry,V,QC
2468005,Saint-Bernard-de-Lacolle,MÉ,QC
2468010,Hemmingford,VL,QC
2468015,Hemmingford,CT,QC
2468020,Sainte-Clotilde,MÉ,QC
2468025,Saint-Patrice-de-Sherrington,MÉ,QC
2468030,Napierville,MÉ,QC
2468035,Saint-Cyprien-de-Napierville,MÉ,QC
