gov_id,gov_name,gov_type,country,state,place_geoid,county_fips,sgc_code,nces_lea_id,cog_id,aliases,source,evidence
us:place:0654232,Orinda city,municipality,us,CA,0654232,,,,,"City of Orinda, CA|Orinda, CA",us_places.csv,
us:place:0654274,Orland city,municipality,us,CA,0654274,,,,,"Orland, CA",us_places.csv,
us:place:0654652,Oxnard city,municipality,us,CA,0654652,,,,,"Oxnard, CA",us_places.csv,
us:place:0654806,Pacifica city,municipality,us,CA,0654806,,,,,"Pacifica, CA",us_places.csv,
us:place:0655156,Palmdale city,municipality,us,CA,0655156,,,,,"City of Palmdale, CA",us_places.csv,
us:place:0655184,Palm Desert city,municipality,us,CA,0655184,,,,,"City of Palm Desert, CA|Palm Desert City Negotiator|Palm Desert, CA",us_places.csv,
us:place:0655254,Palm Springs city,municipality,us,CA,0655254,,,,,"City of Palm Springs|Palm Springs, CA",us_places.csv,
us:place:0655618,Paramount city,municipality,us,CA,0655618,,,,,"Paramount, CA",us_places.csv,
us:place:0656700,Perris city,municipality,us,CA,0656700,,,,,"City of Perris, CA",us_places.csv,
us:place:0656784,Petaluma city,municipality,us,CA,0656784,,,,,"City of Petaluma, CA|Petaluma, CA",us_places.csv,
us:place:0656938,Piedmont city,municipality,us,CA,0656938,,,,,"City of Piedmont|Piedmont, CA",us_places.csv,
us:place:0657288,Pinole city,municipality,us,CA,0657288,,,,,"City of Pinole, CA|Pinole, CA",us_places.csv,
us:place:0657414,Pismo Beach city,municipality,us,CA,0657414,,,,,"City of Pismo Beach, CA",us_places.csv,
us:place:0657456,Pittsburg city,municipality,us,CA,0657456,,,,,"City of Pittsburg, CA|Pittsburg, CA",us_places.csv,
us:place:0657764,Pleasant Hill city,municipality,us,CA,0657764,,,,,"City of Pleasant Hill, CA|Pleasant Hill, CA",us_places.csv,
us:place:0657792,Pleasanton city,municipality,us,CA,0657792,,,,,"Pleasanton, CA",us_places.csv,
us:place:0658380,Portola Valley town,municipality,us,CA,0658380,,,,,"Portola Valley, CA",us_places.csv,
us:place:0658520,Poway city,municipality,us,CA,0658520,,,,,"Poway, CA",us_places.csv,
us:place:0659444,Rancho Cordova city,municipality,us,CA,0659444,,,,,"Rancho Cordova, CA",us_places.csv,
us:place:0659451,Rancho Cucamonga city,municipality,us,CA,0659451,,,,,"City of Rancho Cucamonga, CA",us_places.csv,
us:place:0659514,Rancho Palos Verdes city,municipality,us,CA,0659514,,,,,"City of Rancho Palos Verdes, CA",us_places.csv,
us:place:0659587,Rancho Santa Margarita city,municipality,us,CA,0659587,,,,,"City of Rancho Santa Margarita, CA",us_places.csv,
us:place:0659892,Red Bluff city,municipality,us,CA,0659892,,,,,"Red Bluff, CA",us_places.csv,
us:place:0659920,Redding city,municipality,us,CA,0659920,,,,,"City of Redding, CA|Redding, CA",us_places.csv,
us:place:0659962,Redlands city,municipality,us,CA,0659962,,,,,"Redlands, CA",us_places.csv,
us:place:0660018,Redondo Beach city,municipality,us,CA,0660018,,,,,"City of Redondo Beach, CA",us_places.csv,
us:place:0660102,Redwood City city,municipality,us,CA,0660102,,,,,"Redwood City, CA",us_places.csv,
us:place:0660466,Rialto city,municipality,us,CA,0660466,,,,,"City of Rialto, CA|Rialto, CA",us_places.csv,
us:place:0660620,Richmond city,municipality,us,CA,0660620,,,,,"City of Richmond, CA|Richmond, CA",us_places.csv,
us:place:0660704,Ridgecrest city,municipality,us,CA,0660704,,,,,"City of Ridgecrest|Ridgecrest, CA",us_places.csv,
us:place:0660900,Rio Dell city,municipality,us,CA,0660900,,,,,"Rio Dell, CA",us_places.csv,
us:place:0660984,Rio Vista city,municipality,us,CA,0660984,,,,,"City of Rio Vista, CA|Rio Vista, CA",us_places.csv,
us:place:0662000,Riverside city,municipality,us,CA,0662000,,,,,City of Riverside|Riverside,us_places.csv,
us:place:0662546,Rohnert Park city,municipality,us,CA,0662546,,,,,"City of Rohnert Park, CA|Rohnert Park, CA",us_places.csv,
us:place:0662644,Rolling Hills Estates city,municipality,us,CA,0662644,,,,,"Rolling Hills Estates, CA",us_places.csv,
us:place:0662896,Rosemead city,municipality,us,CA,0662896,,,,,"City of Rosemead, CA",us_places.csv,
us:place:0662938,Roseville city,municipality,us,CA,0662938,,,,,"Roseville, CA",us_places.csv,
us:place:0664000,Sacramento city,municipality,us,CA,0664000,,,,,"City of Sacramento, CA|Sacramento, CA",us_places.csv,
us:place:0664140,St. Helena city,municipality,us,CA,0664140,,,,,"St. Helena, CA",us_places.csv,
us:place:0664434,San Anselmo town,municipality,us,CA,0664434,,,,,"San Anselmo, CA|Town of San Anselmo, CA",us_places.csv,
us:place:0665000,San Bernardino city,municipality,us,CA,0665000,,,,,"City of San Bernardino, CA",us_places.csv,
us:place:0665028,San Bruno city,municipality,us,CA,0665028,,,,,"San Bruno, CA",us_places.csv,
us:place:0665070,San Carlos city,municipality,us,CA,0665070,,,,,"City of San Carlos, CA|San Carlos, CA",us_places.csv,
us:place:0665084,San Clemente city,municipality,us,CA,0665084,,,,,"City of San Clemente, CA|San Clemente, CA",us_places.csv,
us:place:0666000,San Diego city,municipality,us,CA,0666000,,,,,"City of San Diego, CA|San Diego, CA",us_places.csv,
us:place:0667000,San Francisco city,municipality,us,CA,0667000,,,,,"Ccs F|City and County of San Francisco|City and County of San Francisco, CA|San Francisco, CA",us_places.csv,
us:place:0668000,San Jose city,municipality,us,CA,0668000,,,,,"City of San Jose, CA|San Jose, CA",us_places.csv,
us:place:0668028,San Juan Capistrano city,municipality,us,CA,0668028,,,,,"City of San Juan Capistrano, CA",us_places.csv,
us:place:0668084,San Leandro city,municipality,us,CA,0668084,,,,,"San Leandro, CA|The City of San Leandro, CA",us_places.csv,
us:place:0668154,San Luis Obispo city,municipality,us,CA,0668154,,,,,"City of San Luis Obispo, CA",us_places.csv,
us:place:0668252,San Mateo city,municipality,us,CA,0668252,,,,,"City of San Mateo, CA|San Mateo, CA",us_places.csv,
us:place:0668294,San Pablo city,municipality,us,CA,0668294,,,,,"City of San Pablo, CA|San Pablo, CA",us_places.csv,
us:place:0668364,San Rafael city,municipality,us,CA,0668364,,,,,"San Rafael, CA",us_places.csv,
us:place:0668378,San Ramon city,municipality,us,CA,0668378,,,,,"San Ramon, CA",us_places.csv,
us:place:0669070,Santa Barbara city,municipality,us,CA,0669070,,,,,"City of Santa Barbara, CA|Santa Barbara, CA",us_places.csv,
us:place:0669084,Santa Clara city,municipality,us,CA,0669084,,,,,"City of Santa Clara|City of Santa Clara, CA|Santa Clara, CA",us_places.csv,
us:place:0669112,Santa Cruz city,municipality,us,CA,0669112,,,,,"Santa Cruz, CA",us_places.csv,
us:place:0669196,Santa Maria city,municipality,us,CA,0669196,,,,,"City of Santa Maria, CA",us_places.csv,
us:place:0670000,Santa Monica city,municipality,us,CA,0670000,,,,,"City of Santa Monica, CA",us_places.csv,
us:place:0670042,Santa Paula city,municipality,us,CA,0670042,,,,,"City of Santa Paula, CA|Santa Paula, CA",us_places.csv,
us:place:0670098,Santa Rosa city,municipality,us,CA,0670098,,,,,"City of Santa Rosa|City of Santa Rosa, CA|Santa Rosa, CA",us_places.csv,
us:place:0670280,Saratoga city,municipality,us,CA,0670280,,,,,"City of Saratoga|City of Saratoga, CA|Saratoga, CA",us_places.csv,
us:place:0670364,Sausalito city,municipality,us,CA,0670364,,,,,"City of Sausalito, CA|Sausalito, CA",us_places.csv,
us:place:0670686,Seal Beach city,municipality,us,CA,0670686,,,,,"City of Seal Beach, CA",us_places.csv,
us:place:0670770,Sebastopol city,municipality,us,CA,0670770,,,,,City of Sebastopol,us_places.csv,
us:place:0671876,Signal Hill city,municipality,us,CA,0671876,,,,,"City of Signal Hill, CA",us_places.csv,
us:place:0672016,Simi Valley city,municipality,us,CA,0672016,,,,,"City of Simi Valley, CA",us_places.csv,
us:place:0672576,Solvang city,municipality,us,CA,0672576,,,,,"Solvang, CA",us_places.csv,
us:place:0672646,Sonoma city,municipality,us,CA,0672646,,,,,"City of Sonoma, CA|Sonoma, CA",us_places.csv,
us:place:0672996,South El Monte city,municipality,us,CA,0672996,,,,,"South El Monte, CA",us_places.csv,
us:place:0673262,South San Francisco city,municipality,us,CA,0673262,,,,,"City of South San Francisco, CA|South San Francisco, CA",us_places.csv,
us:place:0675630,Suisun City city,municipality,us,CA,0675630,,,,,"City of Suisun City, CA",us_places.csv,
us:place:0677000,Sunnyvale city,municipality,us,CA,0677000,,,,,"City of Sunnyvale|City of Sunnyvale, CA|Sunnyvale, CA",us_places.csv,
us:place:0678120,Temecula city,municipality,us,CA,0678120,,,,,"Temecula, CA",us_places.csv,
us:place:0678582,Thousand Oaks city,municipality,us,CA,0678582,,,,,"City of Thousand Oaks, CA",us_places.csv,
us:place:0678666,Tiburon town,municipality,us,CA,0678666,,,,,"Tiburon, CA|Town of Tiburon, CA",us_places.csv,
us:place:0680000,Torrance city,municipality,us,CA,0680000,,,,,"City of Torrance, CA",us_places.csv,
us:place:0680238,Tracy city,municipality,us,CA,0680238,,,,,City of Tracy|Tracy,us_places.csv,
us:place:0680588,Truckee town,municipality,us,CA,0680588,,,,,"Truckee, CA",us_places.csv,
us:place:0680812,Turlock city,municipality,us,CA,0680812,,,,,"Turlock, CA",us_places.csv,
us:place:0680854,Tustin city,municipality,us,CA,0680854,,,,,"City of Tustin|City of Tustin, CA",us_places.csv,
us:place:0680994,Twentynine Palms city,municipality,us,CA,0680994,,,,,"City of Twentynine Palms, CA",us_places.csv,
us:place:0681134,Ukiah city,municipality,us,CA,0681134,,,,,Ukiah,us_places.csv,
us:place:0681204,Union City city,municipality,us,CA,0681204,,,,,"Union City|Union City, CA",us_places.csv,
us:place:0681344,Upland city,municipality,us,CA,0681344,,,,,"Upland, CA",us_places.csv,
us:place:0681554,Vacaville city,municipality,us,CA,0681554,,,,,"City of Vacaville, CA|Vacaville, CA",us_places.csv,
us:place:0681666,Vallejo city,municipality,us,CA,0681666,,,,,"Vallejo, CA",us_places.csv,
us:place:0682422,Vernon city,municipality,us,CA,0682422,,,,,"Vernon, CA",us_places.csv,
us:place:0682590,Victorville city,municipality,us,CA,0682590,,,,,"City of Victorville, CA",us_places.csv,
us:place:0682954,Visalia city,municipality,us,CA,0682954,,,,,"Visalia, CA",us_places.csv,
us:place:0682996,Vista city,municipality,us,CA,0682996,,,,,City of Vista,us_places.csv,
us:place:0683346,Walnut Creek city,municipality,us,CA,0683346,,,,,"City of Walnut Creek|City of Walnut Creek, CA|Walnut Creek, CA",us_places.csv,
us:place:0683542,Wasco city,municipality,us,CA,0683542,,,,,"Wasco, CA",us_places.csv,
us:place:0683668,Watsonville city,municipality,us,CA,0683668,,,,,"City of Watsonville, CA|Watsonville, CA",us_places.csv,
us:place:0684200,West Covina city,municipality,us,CA,0684200,,,,,"West Covina, CA",us_places.csv,
us:place:0684410,West Hollywood city,municipality,us,CA,0684410,,,,,"City of West Hollywood, CA",us_places.csv,
us:place:0684438,Westlake Village city,municipality,us,CA,0684438,,,,,"Westlake Village, CA",us_places.csv,
us:place:0684550,Westminster city,municipality,us,CA,0684550,,,,,City of Westminster,us_places.csv,
us:place:0685292,Whittier city,municipality,us,CA,0685292,,,,,"Whittier, CA",us_places.csv,
us:place:0685600,Willits city,municipality,us,CA,0685600,,,,,"Willits, CA",us_places.csv,
us:place:0685922,Windsor town,municipality,us,CA,0685922,,,,,"Town of Windsor|Windsor, CA",us_places.csv,
us:place:0686328,Woodland city,municipality,us,CA,0686328,,,,,"Woodland|Woodland, CA",us_places.csv,
us:place:0686440,Woodside town,municipality,us,CA,0686440,,,,,"Woodside, CA",us_places.csv,
us:place:0686832,Yorba Linda city,municipality,us,CA,0686832,,,,,"City of Yorba Linda, CA",us_places.csv,
us:place:0686930,Yountville city,municipality,us,CA,0686930,,,,,"Yountville, CA",us_places.csv,
us:place:0686944,Yreka city,municipality,us,CA,0686944,,,,,"Yreka, CA",us_places.csv,
us:place:0686972,Yuba City city,municipality,us,CA,0686972,,,,,"Yuba City, CA",us_places.csv,
us:place:0687056,Yucca Valley town,municipality,us,CA,0687056,,,,,"Yucca Valley, CA",us_places.csv,
us:place:0804000,Aurora city,municipality,us,CO,0804000,,,,,"Aurora, CO",us_places.csv,
us:place:0807410,Blue River town,municipality,us,CO,0807410,,,,,"Blue River, CO",us_places.csv,
us:place:0808675,Brighton city,municipality,us,CO,0808675,,,,,Brighton|City of Brighton,us_places.csv,
us:place:0809280,Broomfield city,municipality,us,CO,0809280,,,,,"Broomfield, CO",us_places.csv,
us:place:0812387,Castle Pines city,municipality,us,CO,0812387,,,,,"City of Castle Pines, CO",us_places.csv,
us:place:0812415,Castle Rock town,municipality,us,CO,0812415,,,,,Town of Castle Rock,us_places.csv,
us:place:0812815,Centennial city,municipality,us,CO,0812815,,,,,"Centennial, CO",us_places.csv,
us:place:0816000,Colorado Springs city,municipality,us,CO,0816000,,,,,"City of Colorado Springs, CO",us_places.csv,
us:place:0820000,Denver city,municipality,us,CO,0820000,,,,,"City and County of Denver|Denver, CO",us_places.csv,
us:place:0822035,Durango city,municipality,us,CO,0822035,,,,,"Durango, CO",us_places.csv,
us:place:0822200,Eagle town,municipality,us,CO,0822200,,,,,"Eagle, CO",us_places.csv,
us:place:0823740,Elizabeth town,municipality,us,CO,0823740,,,,,"Elizabeth, CO",us_places.csv,
us:place:0824950,Erie town,municipality,us,CO,0824950,,,,,"Town of Erie, CO",us_places.csv,
us:place:0825280,Evans city,municipality,us,CO,0825280,,,,,"City of Evans, CO|Evans, CO",us_places.csv,
us:place:0826600,Firestone town,municipality,us,CO,0826600,,,,,"Firestone, CO",us_places.csv,
us:place:0827700,Fort Lupton city,municipality,us,CO,0827700,,,,,"Fort Lupton, CO",us_places.csv,
us:place:0828305,Fraser town,municipality,us,CO,0828305,,,,,"Fraser, CO|Town of Fraser",us_places.csv,
us:place:0828360,Frederick town,municipality,us,CO,0828360,,,,,Frederick,us_places.csv,
us:place:0828690,Frisco town,municipality,us,CO,0828690,,,,,"Frisco, CO|Town of Frisco|Town of Frisco, CO",us_places.csv,
us:place:0828745,Fruita city,municipality,us,CO,0828745,,,,,"City of Fruita, CO|Fruita, CO",us_places.csv,
us:place:0830835,Golden city,municipality,us,CO,0830835,,,,,City of Golden,us_places.csv,
us:place:0831660,Grand Junction city,municipality,us,CO,0831660,,,,,"Grand Junction, CO",us_places.csv,
us:place:0832155,Greeley city,municipality,us,CO,0832155,,,,,"Greeley|Greeley , CO",us_places.csv,
us:place:0839855,Johnstown town,municipality,us,CO,0839855,,,,,"Johnstown, CO",us_places.csv,
us:place:0841835,Lafayette city,municipality,us,CO,0841835,,,,,City of Lafayette,us_places.csv,
us:place:0845970,Longmont city,municipality,us,CO,0845970,,,,,"City of Longmont, CO",us_places.csv,
us:place:0846355,Louisville city,municipality,us,CO,0846355,,,,,"Louisville, CO",us_places.csv,
us:place:0850480,Milliken town,municipality,us,CO,0850480,,,,,"Milliken, CO",us_places.csv,
us:place:0851745,Montrose city,municipality,us,CO,0851745,,,,,"Montrose, CO",us_places.csv,
us:place:0856860,Pagosa Springs town,municipality,us,CO,0856860,,,,,"Pagosa Springs, CO",us_places.csv,
us:place:0857025,Palmer Lake town,municipality,us,CO,0857025,,,,,"Palmer Lake, CO|Town of Palmer Lake, CO",us_places.csv,
us:place:0857630,Parker town,municipality,us,CO,0857630,,,,,"Parker|Parker, CO",us_places.csv,
us:place:0862000,Pueblo city,municipality,us,CO,0862000,,,,,"City of Pueblo, CO",us_places.csv,
us:place:0866895,Rye town,municipality,us,CO,0866895,,,,,Town of Rye,us_places.csv,
us:place:0870525,Silverthorne town,municipality,us,CO,0870525,,,,,"Town of Silverthorne, CO",us_places.csv,
us:place:0871755,Snowmass Village town,municipality,us,CO,0871755,,,,,"Town of Snowmass Village, CO",us_places.csv,
us:place:0873825,Steamboat Springs city,municipality,us,CO,0873825,,,,,"Steamboat Springs, CO",us_places.csv,
us:place:0880040,Vail town,municipality,us,CO,0880040,,,,,"Vail, CO",us_places.csv,
us:place:0884440,Wheat Ridge city,municipality,us,CO,0884440,,,,,"City of Wheat Ridge, CO|Wheat Ridge, CO",us_places.csv,
us:place:0886090,Woodland Park city,municipality,us,CO,0886090,,,,,"Woodland Park, CO",us_places.csv,
us:place:0918430,Danbury city,municipality,us,CT,0918430,,,,,"City of Danbury, CT",us_places.csv,
us:place:0956200,Norwich city,municipality,us,CT,0956200,,,,,"Norwich, CT",us_places.csv,
us:place:0973000,Stamford city,municipality,us,CT,0973000,,,,,"City of Stamford, CT",us_places.csv,
us:place:0976500,Torrington city,municipality,us,CT,0976500,,,,,"Torrington, CT",us_places.csv,
us:place:1021200,Dover city,municipality,us,DE,1021200,,,,,"Dover, DE",us_places.csv,
us:place:1041830,Lewes city,municipality,us,DE,1041830,,,,,"City of Lewes, DE",us_places.csv,
us:place:1060290,Rehoboth Beach city,municipality,us,DE,1060290,,,,,Rehoboth Beach|the City of Rehoboth Beach,us_places.csv,
us:place:1077580,Wilmington city,municipality,us,DE,1077580,,,,,"Wilmington, DE",us_places.csv,
us:place:1150000,Washington city,municipality,us,DC,1150000,,,,,"District of Columbia|Washington|Washington DC|Washington, DC",curated_alias,Census codes DC FUNCSTAT 'N' as a *place* because its government is state-level; build_gov_registry_data.py keeps this one row by GEOID for that reason. 14 real archived pages resolve here.
us:place:1201700,Apopka city,municipality,us,FL,1201700,,,,,"Apopka, FL",us_places.csv,
us:place:1202400,Atlantic Beach city,municipality,us,FL,1202400,,,,,"Atlantic Beach, FL",us_places.csv,
us:place:1202681,Aventura city,municipality,us,FL,1202681,,,,,"Aventura, FL|City of Aventura, FL",us_places.csv,
us:place:1203275,Bal Harbour village,municipality,us,FL,1203275,,,,,"Bal Harbour, FL",us_places.csv,
us:place:1203975,Bay Harbor Islands town,municipality,us,FL,1203975,,,,,"Bay Harbor Islands, FL",us_places.csv,
us:place:1207300,Boca Raton city,municipality,us,FL,1207300,,,,,"City of Boca Raton, FL",us_places.csv,
us:place:1208800,Brooksville city,municipality,us,FL,1208800,,,,,"Brooksville, FL",us_places.csv,
us:place:1210275,Cape Coral city,municipality,us,FL,1210275,,,,,"Cape Coral, FL|City of Cape Coral, FL",us_places.csv,
us:place:1211050,Casselberry city,municipality,us,FL,1211050,,,,,"Casselberry, FL",us_places.csv,
us:place:1212875,Clearwater city,municipality,us,FL,1212875,,,,,"Clearwater, FL",us_places.csv,
us:place:1213175,Cocoa Beach city,municipality,us,FL,1213175,,,,,"City of Cocoa Beach, FL",us_places.csv,
us:place:1213275,Coconut Creek city,municipality,us,FL,1213275,,,,,"Coconut Creek, FL",us_places.csv,
us:place:1214125,Cooper City city,municipality,us,FL,1214125,,,,,"Cooper City, FL",us_places.csv,
us:place:1214250,Coral Gables city,municipality,us,FL,1214250,,,,,"City of Coral Gables, FL",us_places.csv,
us:place:1215475,Crestview city,municipality,us,FL,1215475,,,,,"City of Crestview|Crestview, FL",us_places.csv,
