cog_id,name,gov_type,state,county_area_name
100001,COUNTY OF AUTAUGA,county,AL,AUTAUGA
100002,COUNTY OF BUTLER,county,AL,BUTLER
100004,COUNTY OF CHILTON,county,AL,CHILTON
100005,COUNTY OF CONECUH,county,AL,CONECUH
100006,COUNTY OF DALE,county,AL,DALE
100010,COUNTY OF JACKSON,county,AL,JACKSON
100012,COUNTY OF LAWRENCE,county,AL,LAWRENCE
100014,COUNTY OF MARION,county,AL,MARION
100015,COUNTY OF PICKENS,county,AL,PICKENS
100018,COUNTY OF WASHINGTON,county,AL,WASHINGTON
100019,CITY OF PRATTVILLE,municipality,AL,AUTAUGA
100020,CITY OF GULF SHORES,municipality,AL,BALDWIN
100021,CITY OF CLIO,municipality,AL,BARBOUR
100023,TOWN OF WEST BLOCTON,municipality,AL,BIBB
100024,TOWN OF CLEVELAND,municipality,AL,BLOUNT
100025,CITY OF ANNISTON,municipality,AL,CALHOUN
100026,CITY OF LAFAYETTE,municipality,AL,CHAMBERS
100027,TOWN OF MAPLESVILLE,municipality,AL,CHILTON
100028,TOWN OF SILAS,municipality,AL,CHOCTAW
100029,TOWN OF FRUITHURST,municipality,AL,CLEBURNE
100032,TOWN OF KINSTON,municipality,AL,COFFEE
100035,CITY OF SHEFFIELD,municipality,AL,COLBERT
100037,TOWN OF GOODWATER,municipality,AL,COOSA
100040,TOWN OF HEATH,municipality,AL,COVINGTON
100041,CITY OF BABBIE,municipality,AL,COVINGTON
100042,TOWN OF DOZIER,municipality,AL,CRENSHAW
100045,TOWN OF GARDEN CITY,municipality,AL,CULLMAN
100046,TOWN OF BAILEYTON,municipality,AL,CULLMAN
100047,TOWN OF PINCKARD,municipality,AL,DALE
100048,CITY OF SELMA,municipality,AL,DALLAS
100051,TOWN OF GERALDINE,municipality,AL,DEKALB
100052,TOWN OF SHILOH,municipality,AL,DEKALB
100053,TOWN OF DEATSVILLE,municipality,AL,ELMORE
100054,TOWN OF RIVERVIEW,municipality,AL,ESCAMBIA
100055,CITY OF SOUTHSIDE,municipality,AL,ETOWAH
100056,CITY OF RUSSELLVILLE,municipality,AL,FRANKLIN
100058,TOWN OF EUTAW,municipality,AL,GREENE
100059,TOWN OF MOUNDVILLE,municipality,AL,HALE
100060,TOWN OF ASHFORD,municipality,AL,HOUSTON
100062,TOWN OF KINSEY,municipality,AL,HOUSTON
100063,TOWN OF PAINT ROCK,municipality,AL,JACKSON
100065,TOWN OF HYTOP,municipality,AL,JACKSON
100066,CITY OF FULTONDALE,municipality,AL,JEFFERSON
100068,TOWN OF DETROIT,municipality,AL,LAMAR
100074,TOWN OF ARDMORE,municipality,AL,LIMESTONE
100075,TOWN OF BENTON,municipality,AL,LOWNDES
100077,TOWN OF SHORTER,municipality,AL,MACON
100081,TOWN OF TRIANA,municipality,AL,MADISON
100083,CITY OF LINDEN,municipality,AL,MARENGO
100086,CITY OF CHICKASAW,municipality,AL,MOBILE
100089,CITY OF SATSUMA,municipality,AL,MOBILE
100090,TOWN OF BEATRICE,municipality,AL,MONROE
100091,CITY OF MONTGOMERY,municipality,AL,MONTGOMERY
100094,TOWN OF TRINITY,municipality,AL,MORGAN
100095,TOWN OF MEMPHIS,municipality,AL,PICKENS
100096,CITY OF TROY,municipality,AL,PIKE
100099,CITY OF CALERA,municipality,AL,SHELBY
100100,TOWN OF VINCENT,municipality,AL,SHELBY
100101,TOWN OF EPES,municipality,AL,SUMTER
100102,TOWN OF BON AIR,municipality,AL,TALLADEGA
100105,TOWN OF NEW SITE,municipality,AL,TALLAPOOSA
100106,TOWN OF LAKE VIEW,municipality,AL,TUSCALOOSA
100107,TOWN OF BROOKWOOD,municipality,AL,TUSCALOOSA
100108,CITY OF DORA,municipality,AL,WALKER
100110,TOWN OF KANSAS,municipality,AL,WALKER
100111,TOWN OF OAKMAN,municipality,AL,WALKER
100112,TOWN OF CHATOM,municipality,AL,WASHINGTON
100113,TOWN OF MCINTOSH,municipality,AL,WASHINGTON
100114,TOWN OF PINE APPLE,municipality,AL,WILCOX
100115,TOWN OF YELLOW BLUFF,municipality,AL,WILCOX
100116,TOWN OF DOUBLE SPRINGS,municipality,AL,WINSTON
100117,PRATTVILLE HOUSING AUTHORITY,special_district,AL,AUTAUGA
100121,COWIKEE WATER AUTHORITY,special_district,AL,BARBOUR
100122,BAKERHILL WATER AUTHORITY,special_district,AL,BARBOUR
100123,BIBB COUNTY HEALTH CARE AUTHORITY,special_district,AL,BIBB
100124,BLOUNT COUNTY SOIL AND WATER CONSERVATION DISTRICT,special_district,AL,BLOUNT
100125,FRANKLIN FIELD BULLOCK COUNTY AIRPORT AUTHORITY,special_district,AL,BULLOCK
100126,BUTLER COUNTY SOIL CONSERVATION DISTRICT,special_district,AL,BUTLER
100127,CALHOUN COUNTY WATER AND FIRE PROTECTION AUTHORITY,special_district,AL,CALHOUN
100128,CHEROKEE COUNTY SOIL CONSERVATION DISTRICT,special_district,AL,CHEROKEE
100129,CHILTON WATER AUTHORITY,special_district,AL,CHILTON
100131,ASHLAND HOUSING AUTHORITY,special_district,AL,CLAY
100132,HEFLIN HOUSING AUTHORITY,special_district,AL,CLEBURNE
100133,NORTH ALABAMA GAS DISTRICT,special_district,AL,COLBERT
100135,SOUTHEAST ALABAMA GAS DISTRICT,special_district,AL,COVINGTON
100136,BRANTLEY HOUSING AUTHORITY,special_district,AL,CRENSHAW
100137,JOPPA HULACO AND RYAN WATER AUTHORITY,special_district,AL,CULLMAN
100138,DALEVILLE CITY HOUSING AUTHORITY,special_district,AL,DALE
100139,DALLAS COUNTY WATER AND SEWER AUTHORITY,special_district,AL,DALLAS
100140,DE KALB COUNTY HOSPITAL ASSOCIATION,special_district,AL,DEKALB
100141,RUHAMA FIRE PROTECTION AUTHORITY,special_district,AL,DEKALB
100143,ETOWAH COUNTY SOIL AND WATER CONSERVATION DISTRICT,special_district,AL,ETOWAH
100144,TILLISON BEND WATER AUTHORITY,special_district,AL,ETOWAH
100145,WEST ETOWAH COUNTY WATER AUTHORITY,special_district,AL,ETOWAH
100147,RUSSELLVILLE HOUSING AUTHORITY,special_district,AL,FRANKLIN
100148,FRANKLIN COUNTY SOIL AND WATER CONSERVATION DISTRICT,special_district,AL,FRANKLIN
100149,GENEVA COUNTY NATURAL GAS DISTRICT,special_district,AL,GENEVA
100150,SAMSON HOUSING AUTHORITY,special_district,AL,GENEVA
100151,GREENSBORO CITY HOUSING AUTHORITY,special_district,AL,HALE
100152,HOUSTON COUNTY HEALTH CARE AUTHORITY,special_district,AL,HOUSTON
100153,HOUSTON COUNTY SOIL AND WATER CONSERVATION DISTRICT,special_district,AL,HOUSTON
100154,SCOTTSBORO CITY HOUSING AUTHORITY,special_district,AL,JACKSON
100155,TARRANT HOUSING AUTHORITY,special_district,AL,JEFFERSON
100156,BESSEMER HOUSING AUTHORITY,special_district,AL,JEFFERSON
100159,VERNON CITY HOUSING AUTHORITY,special_district,AL,LAMAR
100161,EAST LAUDERDALE COUNTY WATER AND FIRE PROTECTION AUTHORITY,special_district,AL,LAUDERDALE
100162,OPELIKA CITY HOUSING AUTHORITY,special_district,AL,LEE
100164,STAR-MINDINGALL WATER AUTHORITY,special_district,AL,MACON
100165,HUNTSVILLE MADISON COUNTY MARINA AND PORT AUTHORITY,special_district,AL,MADISON
100166,MARENGO COUNTY SOIL CONSERVATION DISTRICT,special_district,AL,MARENGO
100167,BEAR CREEK HOUSING AUTHORITY,special_district,AL,MARION
100168,ALBERTVILLE HOUSING AUTHORITY,special_district,AL,MARSHALL
100169,ASBURY WATER AUTHORITY,special_district,AL,MARSHALL
100171,ST ELMO IRVINGTON WATER AUTHORITY,special_district,AL,MOBILE
100172,MONTGOMERY AIRPORT AUTHORITY,special_district,AL,MONTGOMERY
100173,MORGAN COUNTY SOIL AND WATER CONSERVATION DISTRICT,special_district,AL,MORGAN
100175,UNIONTOWN HOUSING AUTHORITY,special_district,AL,PERRY
100176,TROY CITY HOUSING AUTHORITY,special_district,AL,PIKE
100177,RANDOLPH COUNTY WATER SEWER AND FIRE PROTECTION AUTHORITY,special_district,AL,RANDOLPH
100178,COOK SPRINGS WATER AUTHORITY INC,special_district,AL,ST CLAIR
100179,RAGLAND HOUSING AUTHORITY,special_district,AL,ST CLAIR
100180,COLUMBIANA TOWN HOUSING AUTHORITY,special_district,AL,SHELBY
100182,CHILDERSBURG HOUSING AUTHORITY,special_district,AL,TALLADEGA
100184,EAST ALABAMA MENTAL HEALTH CENTER,special_district,AL,TALLAPOOSA
100185,ALEXANDER CITY HOUSING AUTHORITY,special_district,AL,TALLAPOOSA
100186,DCH HEALTH CARE AUTHORITY,special_district,AL,TUSCALOOSA
100187,SUMITON HOUSING AUTHORITY,special_district,AL,WALKER
100188,WASHINGTON COUNTY SOLID WASTE AUTHORITY,special_district,AL,WASHINGTON
100190,WINSTON COUNTY SOIL CONSERVATION DISTRICT,special_district,AL,WINSTON
100191,BALDWIN COUNTY SCHOOL DISTRICT,school_district,AL,BALDWIN
100192,ONEONTA CITY SCHOOL DISTRICT,school_district,AL,BLOUNT
100193,PIEDMONT CITY SCHOOL DISTRICT,school_district,AL,CALHOUN
100194,CHOCTAW COUNTY SCHOOL DISTRICT,school_district,AL,CHOCTAW
100195,COOSA COUNTY SCHOOL DISTRICT,school_district,AL,COOSA
100196,SELMA CITY SCHOOL DISTRICT,school_district,AL,DALLAS
100197,DOTHAN CITY SCHOOL DISTRICT,school_district,AL,HOUSTON
100198,FAIRFIELD CITY SCHOOL DISTRICT,school_district,AL,JEFFERSON
100199,ATHENS CITY SCHOOL DISTRICT,school_district,AL,LIMESTONE
100200,PICKENS COUNTY SCHOOL DISTRICT,school_district,AL,PICKENS
100201,ST CLAIR COUNTY SCHOOL DISTRICT,school_district,AL,ST CLAIR
100202,SHELBY COUNTY SCHOOL DISTRICT,school_district,AL,SHELBY
100203,SYLACAUGA CITY SCHOOL DISTRICT,school_district,AL,TALLADEGA
100204,TALLADEGA COUNTY SCHOOL DISTRICT,school_district,AL,TALLADEGA
100205,TALLAPOOSA COUNTY SCHOOL DISTRICT,school_district,AL,TALLAPOOSA
100206,JASPER CITY SCHOOL DISTRICT,school_district,AL,WALKER
100207,HALEYVILLE CITY SCHOOL DISTRICT,school_district,AL,WINSTON
100208,BOROUGH OF FAIRBANKS NORTH STAR,county,AK,FAIRBANKS NORTH STAR BOROUGH
100212,CITY OF NUNAPITCHUK,municipality,AK,BETHEL CENSUS AREA
100214,CITY OF EEK,municipality,AK,BETHEL CENSUS AREA
100215,CITY OF NEW STUYAHOK,municipality,AK,DILLINGHAM CENSUS AREA
100216,CITY OF FAIRBANKS,municipality,AK,FAIRBANKS NORTH STAR BOROUGH
100218,CITY OF SAXMAN,municipality,AK,KETCHIKAN-GATEWAY BOROUGH
100219,CITY OF SELAWIK,municipality,AK,NORTHWEST ARCTIC BOROUGH
100220,CITY OF LARSEN BAY,municipality,AK,KODIAK ISLAND BOROUGH
100221,CITY OF BREVIG MISSION,municipality,AK,NOME CENSUS AREA
100222,CITY OF KOYUK,municipality,AK,NOME CENSUS AREA
100223,CITY OF STEBBINS,municipality,AK,NOME CENSUS AREA
100224,CITY OF POINT HOPE,municipality,AK,NORTH SLOPE BOROUGH
100226,CITY OF COFFMAN COVE,municipality,AK,PRINCE OF WALES-HYDER CENSUS AREA
100227,CITY OF HOONAH,municipality,AK,HOONAH-ANGOON CENSUS AREA
100228,CITY OF CORDOVA,municipality,AK,CHUGACH CENSUS AREA
100229,CITY OF EMMONAK,municipality,AK,KUSILVAK CENSUS AREA
100230,CITY OF KUPREANOF,municipality,AK,PETERSBURG BOROUGH
100231,CITY OF ALLAKAKET,municipality,AK,YUKON-KOYUKUK CENSUS AREA
100233,CITY OF BETTLES,municipality,AK,YUKON-KOYUKUK CENSUS AREA
100234,CITY OF NEWHALEN,municipality,AK,LAKE AND PENINSULA BOROUGH
100235,BRISTOL BAY HOUSING AUTHORITY,special_district,AK,DILLINGHAM CENSUS AREA
100236,TLINGIT-HAIDA REGIONAL HOUSING AUTHORITY,special_district,AK,JUNEAU CITY AND BOROUGH
100237,COUNTY OF COCHISE,county,AZ,COCHISE
100244,COUNTY OF LA PAZ,county,AZ,LA PAZ
100245,CITY OF BISBEE,municipality,AZ,COCHISE
100246,CITY OF FLAGSTAFF,municipality,AZ,COCONINO
100247,TOWN OF MIAMI,municipality,AZ,GILA
100248,TOWN OF PIMA,municipality,AZ,GRAHAM
100249,CITY OF CHANDLER,municipality,AZ,MARICOPA
100250,CITY OF MESA,municipality,AZ,MARICOPA
100251,CITY OF SURPRISE,municipality,AZ,MARICOPA
100252,CITY OF KINGMAN,municipality,AZ,MOHAVE
100255,TOWN OF CHINO VALLEY,municipality,AZ,YAVAPAI
100256,TOWN OF QUARTZSITE,municipality,AZ,LA PAZ
100258,GANADO FIRE DISTRICT,special_district,AZ,APACHE
100261,PIRTLEVILLE FIRE DISTRICT,special_district,AZ,COCHISE
100262,SAN SIMON FIRE DISTRICT,special_district,AZ,COCHISE
100263,NORTHERN COCHISE HOSPITAL DISTRICT,special_district,AZ,COCHISE
100266,FOREST LAKES FIRE DISTRICT,special_district,AZ,COCONINO
100267,HELLSGATE FIRE DISTRICT,special_district,AZ,GILA
100268,HOUSTON MESA FIRE DISTRICT,special_district,AZ,GILA
100269,CENTRAL JACKSON HEIGHTS FIRE DISTRICT,special_district,AZ,GRAHAM
100270,DUNCAN VALLEY RURAL FIRE DISTRICT,special_district,AZ,GREENLEE
100271,MARICOPA COUNTY ELECTRICAL DISTRICT 7,special_district,AZ,MARICOPA
100272,QUEEN CREEK IRRIGATION AND DRAINAGE DISTRICT,special_district,AZ,MARICOPA
100273,DAISY MOUNTAIN FIRE DISTRICT,special_district,AZ,MARICOPA
100274,RIO VERDE FIRE DISTRICT,special_district,AZ,MARICOPA
100275,ELECTRICAL DISTRICT 8,special_district,AZ,MARICOPA
100276,HARQUAHALA VALLEY FIRE DISTRICT,special_district,AZ,MARICOPA
100278,SUNBURST FARMS IRRIGATION DISTRICT,special_district,AZ,MARICOPA
100280,TOPOCK-GOLDEN SHORES SANITARY DISTRICT,special_district,AZ,MOHAVE
100281,BULLHEAD PEST ABATEMENT DISTRICT,special_district,AZ,MOHAVE
100283,YUCCA FIRE DISTRICT,special_district,AZ,MOHAVE
100284,HEBER-OVERGAARD SANITARY DISTRICT,special_district,AZ,NAVAJO
100285,JOSEPH CITY FIRE DISTRICT,special_district,AZ,NAVAJO
100286,PINETOP-LAKESIDE SANITARY DISTRICT,special_district,AZ,NAVAJO
100288,CORTARO-MARANA IRRIGATION DISTRICT,special_district,AZ,PIMA
100289,TUCSON COUNTRY CLUB ESTATES FIRE DISTRICT,special_district,AZ,PIMA
100290,PINAL ELECTRIC DISTRICT 6,special_district,AZ,PINAL
100291,CENTRAL ARIZONA IRRIGATION AND DRAINAGE DISTRICT,special_district,AZ,PINAL
100294,CROWN KING FIRE DISTRICT,special_district,AZ,YAVAPAI
100295,CONGRESS FIRE DISTRICT,special_district,AZ,YAVAPAI
100297,UNIT B IRRIGATION DRAINAGE DISTRICT,special_district,AZ,YUMA
100298,"HILLANDER ""C"" IRRIGATION DISTRICT",special_district,AZ,YUMA
100300,CIBOLA VALLEY IRRIGATION AND DRAINAGE DISTRICT,special_district,AZ,LA PAZ
100301,PARKER FIRE DISTRICT,special_district,AZ,LA PAZ
100302,ALPINE ELEM SCHOOL DISTRICT 7,school_district,AZ,APACHE
100303,CONCHO SCHOOL DISTRICT 6,school_district,AZ,APACHE
100304,SANDERS UNIFIED SCHOOL DISTRICT 18,school_district,AZ,APACHE
100305,ROUND VALLEY UNIFIED SCHOOL DISRICT 10,school_district,AZ,APACHE
100306,APACHE SCHOOL DISTRICT 42,school_district,AZ,COCHISE
100308,BOWIE SCHOOL DISTRICT 14,school_district,AZ,COCHISE
100309,DOUBLE ADOBE SCHOOL DISTRICT 45,school_district,AZ,COCHISE
100310,TOMBSTONE SCHOOL DISTRICT 1,school_district,AZ,COCHISE
100311,SAFFORD SCHOOL DISTRICT 1,school_district,AZ,GRAHAM
100312,BUCKEYE SCHOOL DISTRICT 33,school_district,AZ,MARICOPA
100313,LIBERTY SCHOOL DISTRICT 25,school_district,AZ,MARICOPA
100314,UNION SCHOOL DISTRICT 62,school_district,AZ,MARICOPA
100315,MARICOPA COUNTY COMMUNITY COLLEGE DISTRICT,school_district,AZ,MARICOPA
100317,SADDLE MOUNTAIN UNIFIED SCHOOL DISTRICT,school_district,AZ,MARICOPA
100318,HACKBERRY SCHOOL DISTRICT 3,school_district,AZ,MOHAVE
100320,OWENS WHITNEY SCHOOL DISTRICT 6,school_district,AZ,MOHAVE
100321,VALENTINE SCHOOL DISTRICT 22,school_district,AZ,MOHAVE
100322,WINSLOW UNIFIED SCHOOL DISTRICT 1,school_district,AZ,NAVAJO
100324,APACHE JUNCTION UNIFIED SCHOOL DISTRICT 43,school_district,AZ,PINAL
100325,MARICOPA SCHOOL DISTRICT 20,school_district,AZ,PINAL
100326,SANTA CRUZ VALLEY UNION HIGH SCHOOL DISTRICT 840,school_district,AZ,PINAL
100327,CENTRAL ARIZONA COLLEGE,school_district,AZ,PINAL
100328,SONOITA SCHOOL DISTRICT 25,school_district,AZ,SANTA CRUZ
100329,CONGRESS SCHOOL DISTRICT 17,school_district,AZ,YAVAPAI
100330,WILLIAMSON VALLEY SCHOOL DISTRICT 2,school_district,AZ,YAVAPAI
100331,GADSDEN SCHOOL DISTRICT 32,school_district,AZ,YUMA
100332,YUMA UNION HIGH SCHOOL DISTRICT 70,school_district,AZ,YUMA
100333,SALOME SCHOOL DISTRICT 30,school_district,AZ,LA PAZ
100334,COUNTY OF BRADLEY,county,AR,BRADLEY
100336,COUNTY OF CLEBURNE,county,AR,CLEBURNE
100337,COUNTY OF CRAWFORD,county,AR,CRAWFORD
100338,COUNTY OF FRANKLIN,county,AR,FRANKLIN
100341,COUNTY OF LAFAYETTE,county,AR,LAFAYETTE
100343,COUNTY OF LOGAN,county,AR,LOGAN
100344,COUNTY OF MONROE,county,AR,MONROE
100346,COUNTY OF PERRY,county,AR,PERRY
100347,COUNTY OF PRAIRIE,county,AR,PRAIRIE
100349,COUNTY OF SCOTT,county,AR,SCOTT
100351,COUNTY OF VAN BUREN,county,AR,VAN BUREN
100356,CITY OF CROSSETT,municipality,AR,ASHLEY
100358,CITY OF DECATUR,municipality,AR,BENTON
100359,CITY OF GRAVETTE,municipality,AR,BENTON
100362,CITY OF LITTLE FLOCK,municipality,AR,BENTON
100363,CITY OF DIAMOND CITY,municipality,AR,BOONE
100364,CITY OF WARREN,municipality,AR,BRADLEY
100365,CITY OF THORNTON,municipality,AR,CALHOUN
100366,TOWN OF OAK GROVE,municipality,AR,CARROLL
100367,CITY OF LAKE VILLAGE,municipality,AR,CHICOT
100368,CITY OF KNOBEL,municipality,AR,CLAY
100370,CITY OF RECTOR,municipality,AR,CLAY
100371,TOWN OF CONCORD,municipality,AR,CLEBURNE
100372,TOWN OF EMERSON,municipality,AR,COLUMBIA
100373,CITY OF MORRILTON,municipality,AR,CONWAY
100374,CITY OF BONO,municipality,AR,CRAIGHEAD
100375,CITY OF LAKE CITY,municipality,AR,CRAIGHEAD
100376,CITY OF DYER,municipality,AR,CRAWFORD
100377,TOWN OF CRAWFORDSVILLE,municipality,AR,CRITTENDEN
100378,CITY OF MARION,municipality,AR,CRITTENDEN
100379,TOWN OF SUNSET,municipality,AR,CRITTENDEN
100380,CITY OF CARTHAGE,municipality,AR,DALLAS
100381,CITY OF WILMAR,municipality,AR,DREW
100383,CITY OF GREENBRIER,municipality,AR,FAULKNER
100384,CITY OF GUY,municipality,AR,FAULKNER
100385,CITY OF MAMMOTH SPRING,municipality,AR,FULTON
100388,TOWN OF POYEN,municipality,AR,GRANT
100389,TOWN OF DELAPLAINE,municipality,AR,GREENE
100394,TOWN OF PATMOS,municipality,AR,HEMPSTEAD
100395,TOWN OF DONALDSON,municipality,AR,HOT SPRING
100396,CITY OF CUSHMAN,municipality,AR,INDEPENDENCE
100397,TOWN OF AMAGON,municipality,AR,JACKSON
100398,CITY OF DIAZ,municipality,AR,JACKSON
100399,TOWN OF WELDON,municipality,AR,JACKSON
100402,CITY OF WHITE HALL,municipality,AR,JEFFERSON
100403,CITY OF STAMPS,municipality,AR,LAFAYETTE
100404,TOWN OF PORTIA,municipality,AR,LAWRENCE
100405,TOWN OF SMITHVILLE,municipality,AR,LAWRENCE
100406,TOWN OF MORO,municipality,AR,LEE
100407,CITY OF GRADY,municipality,AR,LINCOLN
100408,CITY OF MAGAZINE,municipality,AR,LOGAN
100410,TOWN OF AUSTIN,municipality,AR,LONOKE
100411,CITY OF HUMNOKE,municipality,AR,LONOKE
100412,CITY OF SUMMIT,municipality,AR,MARION
100413,CITY OF TEXARKANA,municipality,TX,MILLER
100415,CITY OF MANILA,municipality,AR,MISSISSIPPI
100416,TOWN OF BASSETT,municipality,AR,MISSISSIPPI
100417,CITY OF HOLLY GROVE,municipality,AR,MONROE
100418,TOWN OF ODEN,municipality,AR,MONTGOMERY
100419,CITY OF JASPER,municipality,AR,NEWTON
100421,CITY OF CHIDESTER,municipality,AR,OUACHITA
100422,CITY OF ADONA,municipality,AR,PERRY
100423,TOWN OF LEXA,municipality,AR,PHILLIPS
100424,CITY OF FISHER,municipality,AR,POINSETT
100425,TOWN OF WALDENBURG,municipality,AR,POINSETT
100428,CITY OF RUSSELLVILLE,municipality,AR,POPE
100435,CITY OF LITTLE ROCK,municipality,AR,PULASKI
100441,TOWN OF O'KEAN,municipality,AR,RANDOLPH
100443,CITY OF MADISON,municipality,AR,ST FRANCIS
100445,TOWN OF GILBERT,municipality,AR,SEARCY
100446,CITY OF GREENWOOD,municipality,AR,SEBASTIAN
100448,CITY OF HORATIO,municipality,AR,SEVIER
100449,TOWN OF WILLIFORD,municipality,AR,SHARP
100450,CITY OF CALION,municipality,AR,UNION
100451,CITY OF SMACKOVER,municipality,AR,UNION
100453,TOWN OF GOSHEN,municipality,AR,WASHINGTON
100454,CITY OF BRADFORD,municipality,AR,WHITE
100455,TOWN OF LETONA,municipality,AR,WHITE
100457,TOWN OF HUNTER,municipality,AR,WOODRUFF
100458,CITY OF OLA,municipality,AR,YELL
100461,NORTH CROSSETT UTILITIES,special_district,AR,ASHLEY
100464,LAIGLE CREEK CONSERVATION DISTRICT,special_district,AR,BRADLEY
100465,CALHOUN COUNTY CONSERVATION DISTRICT,special_district,AR,CALHOUN
100466,CHICOT COUNTY DRAINAGE DISTRICT,special_district,AR,CHICOT
100467,CHICOT WATERSHED DISTRICT,special_district,AR,CHICOT
100468,LAKE VILLAGE CITY HOUSING AUTHORITY,special_district,AR,CHICOT
100471,GURDON CITY HOUSING AUTHORITY,special_district,AR,CLARK
100474,CLEBURNE COUNTY CONSERVATION DISTRICT,special_district,AR,CLEBURNE
100475,CONWAY COUNTY LEVEE DISTRICT 1,special_district,AR,CONWAY
100477,BIG CREEK DRAINAGE DISTRICT 15,special_district,AR,CRAIGHEAD
100479,EAST ARKANSAS REGIONAL SOLID WASTE MANAGEMENT DISTRICT,special_district,AR,CRAIGHEAD
100480,JONESBORO URBAN RENEWAL AND HOUSING AUTHORITY,special_district,AR,CRAIGHEAD
100481,CARAWAY WATER AND SEWER DISTRICT,special_district,AR,CRAIGHEAD
100482,RURAL FIRE PROTECTION DISTRICT 3,special_district,AR,CRAWFORD
100483,BUTTERFIELD FIRE DISTRICT 5,special_district,AR,CRAWFORD
100484,ALMA HOUSING AUTHORITY,special_district,AR,CRAWFORD
100485,CRITTENDEN COUNTY DRAINAGE DISTRICT 6,special_district,AR,CRITTENDEN
100487,FAIR OAKES FIRE PREVENTION DISTRICT,special_district,AR,CROSS
100488,CANEY CREEK DRAINAGE DISTRICT,special_district,AR,CROSS
100489,CARTHAGE CITY HOUSING AUTHORITY,special_district,AR,DALLAS
100490,SOUTHEAST ARKANSAS LEVEE DISTRICT,special_district,AR,DESHA
100491,SOUTHEAST ARKANSAS REGIONAL LIBRARY,special_district,AR,DREW
100495,SHERIDAN-GRANT COUNTY REGIONAL AIRPORT AUTHORITY,special_district,AR,GRANT
100496,NORTHEAST ARKANSAS SOLID WASTE MANAGEMENT DISTRICT,special_district,AR,GREENE
100497,HOPE CITY HOUSING AUTHORITY,special_district,AR,HEMPSTEAD
100498,UPPER SOUTHWEST ARKANSAS SOLID WASTE AUTHORITY,special_district,AR,HOWARD
100500,IZARD COUNTY CONSERVATION DISTRICT,special_district,AR,IZARD
100502,EIGHT MILE DRAINAGE DISTRICT,special_district,AR,JACKSON
100503,JACKSON COUNTY DRAINAGE DISTRICT 15,special_district,AR,JACKSON
100504,NEWPORT LEVEE DISTRICT,special_district,AR,JACKSON
100505,CACHE RIVER-BAYOU DEVIEW DRAINAGE IMPROVEMENT DISTRICT,special_district,AR,JACKSON
100507,SALT BAYOU DRAINAGE DISTRICT,special_district,AR,JEFFERSON
100508,JEFFERSON COUNTY LEVEE DISTRICT 3,special_district,AR,JEFFERSON
100510,MANIECE BAYOU DRAINAGE DISTRICT 2,special_district,AR,LAFAYETTE
100512,EGYPT FIRE IMPROVEMENT DISTRICT,special_district,AR,LAWRENCE
100513,HOXIE CITY HOUSING AUTHORITY,special_district,AR,LAWRENCE
100515,THORNTON-MCCOY DRAINAGE DISTRICT,special_district,AR,LEE
100516,GOULD CITY HOUSING AUTHORITY,special_district,AR,LINCOLN
100517,BOONEVILLE HOUSING AUTHORITY,special_district,AR,LOGAN
100518,LONOKE COUNTY CONSERVATION DISTRICT,special_district,AR,LONOKE
100519,ENGLAND CITY HOUSING AUTHORITY,special_district,AR,LONOKE
100521,MCKINNEY BAYOU DRAINAGE DISTRICT,special_district,AR,MILLER
100522,BLYTHEVILLE CITY HOUSING AUTHORITY,special_district,AR,MISSISSIPPI
100524,DELL CITY HOUSING AUTHORITY,special_district,AR,MISSISSIPPI
100525,MT IDA HOUSING AUTHORITY,special_district,AR,MONTGOMERY
100526,OUACHITA CONSERVATION DISTRICT,special_district,AR,OUACHITA
100528,CENTRAL FIRE PROTECTION DISTRICT,special_district,AR,POINSETT
100530,TRI LAKES WATER DISTRICT,special_district,AR,POLK
100531,CROW MOUNTAIN RURAL FIRE DISTRICT,special_district,AR,POPE
100534,DOVER CITY HOUSING AUTHORITY,special_district,AR,POPE
100535,DES ARC CITY HOUSING AUTHORITY,special_district,AR,PRAIRIE
100536,CENTRAL ARKANSAS TRANSIT AUTHORITY,special_district,AR,PULASKI
100541,RIVER RIDGE POINTE STREET IMPROVEMENT DISTRICT 638,special_district,AR,PULASKI
100542,PLUM BAYOU LEVEE DISTRICT,special_district,AR,PULASKI
100543,MCALMOND RURAL FIRE PROTECTION DISTRICT 20,special_district,AR,PULASKI
100545,GRAVEL RIDGE FIRE PROTECTION DISTRICT 9,special_district,AR,PULASKI
100549,GRAVEL RIDGE SEWER IMPROVEMENT DISTRICT 213,special_district,AR,PULASKI
100552,RANDOLPH SOIL CONSERVATION DISTRICT,special_district,AR,RANDOLPH
100554,BENTON HOUSING AUTHORITY,special_district,AR,SALINE
100555,LAKE NORRELL AREA FIRE PROTECTION DISTRICT,special_district,AR,SALINE
100557,POTEAU RIVER CONSERVATION DISTRICT,special_district,AR,SCOTT
100558,SEVIER COUNTY HOUSING AUTHORITY,special_district,AR,SEVIER
100559,CHEROKEE VILLAGE SUBURBAN IMPROVEMENT DISTRICT,special_district,AR,SHARP
100562,NEWELL ROAD SPECIAL IMPROVEMENT DISTRICT 5,special_district,AR,WHITE
100564,SEARCY CITY HOUSING AUTHORITY,special_district,AR,WHITE
100565,BEEBE HOUSING AUTHORITY,special_district,AR,WHITE
100566,COTTON PLANT HOUSING AUTHORITY,special_district,AR,WOODRUFF
