cog_id,name,gov_type,state,county_area_name
145419,GREEN RIVER SPECIAL DRAINAGE DISTRICT OF BUREAU COUNTY,special_district,IL,BUREAU
145420,HICKORY CREEK SPECIAL DRAINAGE DISTRICT,special_district,IL,BUREAU
145421,MANLIUS DRAINAGE DISTRICT 1,special_district,IL,BUREAU
145422,MANLIUS DRAINAGE DISTRICT 4,special_district,IL,BUREAU
145423,MANLIUS FIRE PROTECTION DISTRICT,special_district,IL,BUREAU
145424,MINERAL GOLD FIRE PROTECTION DISTRICT,special_district,IL,BUREAU
145425,MINERAL MARSH SPECIAL DRAINAGE DISTRICT,special_district,IL,BUREAU
145426,NEPONSET FIRE PROTECTION DISTRICT,special_district,IL,BUREAU
145427,PRINCETON PARK DISTRICT,special_district,IL,BUREAU
145428,PRINCETON RURAL FIRE PROTECTION DISTRICT,special_district,IL,BUREAU
145429,SHEFFIELD FIRE PROTECTION DISTRICT,special_district,IL,BUREAU
145430,TISKILWA RURAL FIRE PROTECTION DISTRICT,special_district,IL,BUREAU
145431,LADD PUBLIC LIBRARY DISTRICT,special_district,IL,BUREAU
145432,SELBY TOWNSHIP PUBLIC LIBRARY DISTRICT,special_district,IL,BUREAU
145434,LADD FIRE PROTECTION DISTRICT,special_district,IL,BUREAU
145435,FAIRFIELD MUTUAL DRAINAGE DISTRICT,special_district,IL,BUREAU
145436,GOLD TOWNSHIP DRAINAGE DISTRICT 1,special_district,IL,BUREAU
145437,CALHOUN COUNTY SOIL AND WATER CONSERVATION DISTRICT,special_district,IL,CALHOUN
145438,CALHOUN COUNTY HOUSING AUTHORITY,special_district,IL,CALHOUN
145439,POINT FIRE PROTECTION DISTRICT,special_district,IL,CALHOUN
145440,RICHWOOD FIRE PROTECTION DISTRICT,special_district,IL,CALHOUN
145441,NORTH CALHOUN FIRE DISTRICT,special_district,IL,CALHOUN
145442,CARROLL COUNTY HOUSING AUTHORITY,special_district,IL,CARROLL
145443,MILLEDGEVILLE FIRE PROTECTION DISTRICT,special_district,IL,CARROLL
145444,MOUNT CARROL FIRE PROTECTION DISTRICT,special_district,IL,CARROLL
145445,SHANNON FIRE PROTECTION DISTRICT,special_district,IL,CARROLL
145446,THOMSON FIRE PROTECTION DISTRICT,special_district,IL,CARROLL
145449,SHANNON CEMETERY DISTRICT,special_district,IL,CARROLL
145450,TRI TOWNSHIP AIRPORT AUTHORITY,special_district,IL,CARROLL
145452,BEARDSTOWN COMMUNITY PARK DISTRICT,special_district,IL,CASS
145453,CLEAR LAKE SPECIAL DRAINAGE DISTRICT,special_district,IL,CASS
145454,HAGER SLOUGH SPECIAL DRAINAGE DISTRICT,special_district,IL,CASS
145455,MEREDOSIA LAKE DRAINAGE AND LEVEE DISTRICT,special_district,IL,CASS
145456,NEW PANKEY POND SPECIAL DRAINAGE DISTRICT,special_district,IL,CASS
145457,SOUTH BEARDSTOWN LEVEE AND DRAINAGE DISTRICT,special_district,IL,CASS
145458,ASHLAND PUBLIC LIBRARY DISTRICT,special_district,IL,CASS
145460,OLD RIVER DRAINAGE DISTRICT,special_district,IL,CASS
145461,BEAVER LAKE DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145462,BROADLANDS LONGVIEW FIRE PROTECTION DISTRICT,special_district,IL,CHAMPAIGN
145463,CAMP CREEK SPECIAL DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145464,CHAMPAIGN COUNTY SOIL AND WATER CONSERVATION DISTRICT,special_district,IL,CHAMPAIGN
145465,CHAMPAIGN PARK DISTRICT,special_district,IL,CHAMPAIGN
145466,CORN BELT FIRE PROTECTION DISTRICT,special_district,IL,CHAMPAIGN
145467,CRITTENDEN TOWNSHIP DRAINAGE DISTRICT 1,special_district,IL,CHAMPAIGN
145468,OGDEN DRAINAGE DISTRICT 10,special_district,IL,CHAMPAIGN
145470,SAINT JOSEPH DRAINAGE DISTRICT 4,special_district,IL,CHAMPAIGN
145471,SCOTT DRAINAGE DISTRICT 1,special_district,IL,CHAMPAIGN
145472,SIDNEY DRAINAGE DISTRICT 1,special_district,IL,CHAMPAIGN
145473,STANTON TOWNSHIP DRAINAGE DISTRICT 1,special_district,IL,CHAMPAIGN
145474,EAST LAKE FORK SPECIAL DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145475,FLATVILLE SPECIAL DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145476,FOUNTAIN HEAD DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145477,HARWOOD KERR DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145478,HILLSBURY SLOUGH SPECIAL DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145479,IVESDALE FIRE PROTECTION DISTRICT,special_district,IL,CHAMPAIGN
145480,KANKAKEE DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145481,KASKASKIA SPECIAL DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145482,KERR COMPROMISE MUTUAL DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145483,LOTUS SPECIAL DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145484,OGDEN ROYAL FIRE PROTECTION DISTRICT,special_district,IL,CHAMPAIGN
145485,OKAW DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145486,OWL CREEK DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145487,PHILO FIRE PROTECTION DISTRICT,special_district,IL,CHAMPAIGN
145488,RANTOUL PARK DISTRICT,special_district,IL,CHAMPAIGN
145489,RAUP DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145490,SALT FORK DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145491,SIDNEY FIRE PROTECTION DISTRICT,special_district,IL,CHAMPAIGN
145492,STANTON SPECIAL DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145493,TWO MILE SLOUGH DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145494,STANTON-OGDEN UNION DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145496,SOUTH HOMER DRAINAGE DISTRICT 1,special_district,IL,CHAMPAIGN
145497,SOUTH HOMER UNION DRAINAGE DISTRICT 2,special_district,IL,CHAMPAIGN
145498,URBANA CHAMPAIGN SANITARY DISTRICT,special_district,IL,CHAMPAIGN
145499,URBANA PARK DISTRICT,special_district,IL,CHAMPAIGN
145500,WILDCAT SPECIAL DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145501,WILLOW BRANCH DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145502,WRISK DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145503,NELSON MOORE FAIRFIELD DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145504,SCOTT DRAINAGE DISTRICT 2,special_district,IL,CHAMPAIGN
145505,PHILO-CRITTENDEN DRAINAGE DISTRICT 1,special_district,IL,CHAMPAIGN
145506,RAYMOND-MURDOCK DRAINAGE DISTRICT 1,special_district,IL,CHAMPAIGN
145509,SADORUS FIRE PROTECTION DISTRICT,special_district,IL,CHAMPAIGN
145510,THOMASBORO FIRE PROTECTION DISTRICT,special_district,IL,CHAMPAIGN
145511,TRIPLE FORK DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145512,CARROLL FIRE PROTECTION DISTRICT,special_district,IL,CHAMPAIGN
145513,WINDSOR PARK FIRE PROTECTION DISTRICT,special_district,IL,CHAMPAIGN
145514,CHAMPAIGN-URBANA MASS TRANSIT DISTRICT,special_district,IL,CHAMPAIGN
145515,OGDEN AND OAKWOOD UNION DRAINAGE DISTRICT 1,special_district,IL,CHAMPAIGN
145516,SANGAMON VALLEY PUBLIC WATER DISTRICT,special_district,IL,CHAMPAIGN
145517,UPPER EMBARASS RIVER BASIN DRAINAGE DISTRICT,special_district,IL,CHAMPAIGN
145520,GLOVER SPECIAL DRAINAGE DISTRICT,special_district,IL,CHRISTIAN
145521,NORTH FORK OUTLET DRAINAGE DISTRICT,special_district,IL,CHRISTIAN
145522,OWANECO FIRE PROTECTION DISTRICT,special_district,IL,CHRISTIAN
145523,TAYLORVILLE DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145524,KING-HARVEL DRAINAGE DISTRICT 2,special_district,IL,CHRISTIAN
145525,UNION DRAINAGE DISTRICT 3,special_district,IL,CHRISTIAN
145526,MOSQUITO UNION DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145527,PANA-ASSUMPTION UNION DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145528,PRAIRIETON-PLEASANT VIEW UNION DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145530,MERIDIAN SPECIAL DRAINAGE DISTRICT,special_district,IL,CHRISTIAN
145531,MAY-LOCUST DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145532,STONINGTON-BUCKHART DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145533,MORRISONVILLE-PALMER FIRE PROTECTION DISTRICT,special_district,IL,CHRISTIAN
145534,TAYLORVILLE FIRE PROTECTION DISTRICT,special_district,IL,CHRISTIAN
145535,BUCKHART-MOUNT AUBURN UNION DRAINAGE DISTRICT 2,special_district,IL,CHRISTIAN
145536,MOSQUITO-STONINGTON DRAINAGE DISTRICT 2,special_district,IL,CHRISTIAN
145537,ASSUMPTION DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145538,ASSUMPTION-MAY TOWNSHIP UNION DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145539,ASSUMPTION-PRAIRETON DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145540,KING-BOIS D'ARC UNION DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145541,STONINGTON DRAINAGE DISTRICT 3,special_district,IL,CHRISTIAN
145542,BUCKHART DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145544,PANA RURAL TOWNSHIP UNION DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145545,RICKS-ROUNTREE TOWNSHIPS UNION DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145546,ASSUMPTION DRAINAGE DISTRICT 3,special_district,IL,CHRISTIAN
145547,STONINGTON-PLEASANT VIEW TOWNSHIPS UNION DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145549,STONINGTON DRAINAGE DISTRICT 2,special_district,IL,CHRISTIAN
145550,RICKS TOWNSHIP DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145551,BLACKLAND MUTUAL TOWN OF KING DRAINAGE DISTRICT,special_district,IL,CHRISTIAN
145552,SOUTH FORK DRAINAGE DISTRICT 3,special_district,IL,CHRISTIAN
145553,MAY-LOCUST TOWNSHIP UNION DRAINAGE DISTRICT 3,special_district,IL,CHRISTIAN
145554,STONINGTON DRAINAGE DISTRICT 5,special_district,IL,CHRISTIAN
145555,PRAIRIETON GENERAL PARK DISTRICT,special_district,IL,CHRISTIAN
145557,SOUTH FORK DRAINAGE DISTRICT 2,special_district,IL,CHRISTIAN
145558,STONINGTON DRAINAGE DISTRICT 1,special_district,IL,CHRISTIAN
145559,CLARK COUNTY SOIL AND WATER CONSERVATION DISTRICT,special_district,IL,CLARK
145561,MARSHALL FIRE PROTECTION DISTRICT,special_district,IL,CLARK
145562,MARTINSVILLE FIRE PROTECTION DISTRICT,special_district,IL,CLARK
145564,WESTFIELD FIRE PROTECTION DISTRICT,special_district,IL,CLARK
145565,MILL CREEK RIVER CONSERVANCY DISTRICT,special_district,IL,CLARK
145566,CLARK COUNTY PARK DISTRICT,special_district,IL,CLARK
145567,WEST UNION COMMMUNITY FIRE PROTECTION DISTRICT,special_district,IL,CLARK
145568,CLAY COUNTY HOUSING AUTHORITY,special_district,IL,CLAY
145569,NORTH CLAY FIRE PROTECTION DISTRICT,special_district,IL,CLAY
145570,XENIA FIRE PROTECTION DISTRICT,special_district,IL,CLAY
145571,SANTA FE FIRE PROTECTION DISTRICT,special_district,IL,CLINTON
145572,GERMANTOWN LEVEE AND DRAINAGE DISTRICT,special_district,IL,CLINTON
145574,SANTA FE DRAINAGE LEVEE DISTRICT,special_district,IL,CLINTON
145575,SAINT ROSE SANITARY DISTRICT,special_district,IL,CLINTON
145577,CARLYLE SOUTHWEST WATER SERVICE DISTRICT,special_district,IL,CLINTON
145578,ALBERS SANITARY DISTRICT,special_district,IL,CLINTON
145579,GERMANTOWN PARK DISTRICT,special_district,IL,CLINTON
145580,SAINT ROSE FIRE PROTECTION DISTRICT,special_district,IL,CLINTON
145581,HUEY-FERRIN-BOULDER FIRE PROTECTION DISTRICT,special_district,IL,CLINTON
145582,COLES COUNTY AIRPORT AUTHORITY,special_district,IL,COLES
145583,SEVEN HICKORY DRAINAGE DISTRICT 1B,special_district,IL,COLES
145584,SEVEN HICKORY-MORGAN UNION DRAINAGE DISTRICT 3,special_district,IL,COLES
145585,HUMBOLDT COMMUNITY FIRE PROTECTION DISTRICT,special_district,IL,COLES
145586,HUMBOLDT DRAINAGE DISTRICT 4,special_district,IL,COLES
145587,LITTLE WABASH DRAINAGE DISTRICT,special_district,IL,COLES
145588,MAJORS DRAINAGE DISTRICT,special_district,IL,COLES
145589,RILEY CREEK DRAINAGE DISTRICT,special_district,IL,COLES
145590,CRABAPPLE CREEK UNION DRAINAGE DISTRICT 1,special_district,IL,COLES
145591,NORTH OKAW-HUMBOLDT UNION DRAINAGE DISTRICT 2,special_district,IL,COLES
145592,MATTOON WHITLEY UNION DRAINAGE DISTRICT 1,special_district,IL,COLES
145593,SEVEN HICKORY-HUMBOLDT UNION DRAINAGE DISTRICT 2,special_district,IL,COLES
145594,SEVEN HICKORY-HUMBOLDT UNION DRAINAGE DISTRICT 3,special_district,IL,COLES
145596,HUMBOLDT-LAFAYETTE DRAINAGE DISTRICT 10,special_district,IL,COLES
145597,SEVEN HICKORY-MORGAN UNION DRAINAGE DISTRICT 2,special_district,IL,COLES
145598,SEVEN HICKORY DRAINAGE DISTRICT 6,special_district,IL,COLES
145599,OAKLAND CEMETERY DISTRICT,special_district,IL,COLES
145600,ASHMORE FIRE PROTECTION DISTRICT,special_district,IL,COLES
145601,OAKLAND COMMUNITY FIRE PROTECTION DISTRICT,special_district,IL,COLES
145602,SEVEN HICKORY-MORGAN FIRE PROTECTION DISTRICT,special_district,IL,COLES
145603,EAST OAKLAND PARK DISTRICT,special_district,IL,COLES
145604,HUTTON FIRE PROTECTION DISTRICT,special_district,IL,COLES
145605,COOKS MILLS FIRE PROTECTION DISTRICT,special_district,IL,COLES
145606,HUMBOLDT DRAINAGE DISTRICT 3,special_district,IL,COLES
145607,HUMBOLDT DRAINAGE DISTRICT 12,special_district,IL,COLES
145608,LINCOLN FIRE PROTECTION DISTRICT,special_district,IL,COLES
145609,NORTH OKAW DRAINAGE DISTRICT 3,special_district,IL,COLES
145610,NORTH OKAW DRAINAGE DISTRICT 8,special_district,IL,COLES
145612,SEVEN HICKORY DRAINAGE DISTRICT 4,special_district,IL,COLES
145613,BREWSTER-RICE DRAINAGE DISTRICT,special_district,IL,COLES
145614,HUMBOLDT NORTH OKAW DRAINAGE DISTRICT 1,special_district,IL,COLES
145615,SHELLHAMMER DRAINAGE DISTRICT,special_district,IL,COLES
145616,COLES-MOULTRIE UNION SPECIAL DRAINAGE DISTRICT,special_district,IL,COLES
145617,ADDISON CREEK RIVER CONSERVANCY DISTRICT,special_district,IL,COOK
145618,ARLINGTON HEIGHTS PARK DISTRICT,special_district,IL,COOK
145619,BEDFORD PARK DISTRICT,special_district,IL,COOK
145620,BERWYN PARK DISTRICT,special_district,IL,COOK
145621,BROADVIEW PARK DISTRICT,special_district,IL,COOK
145622,CALUMET MEMORIAL PARK DISTRICT,special_district,IL,COOK
145623,CHICAGO HEIGHTS PARK DISTRICT,special_district,IL,COOK
145624,CHICAGO PARK DISTRICT,special_district,IL,COOK
145625,CHICAGO TRANSIT AUTHORITY,special_district,IL,COOK
145626,CLYDE PARK DISTRICT,special_district,IL,COOK
145627,LA GRANGE PARK COMMUNITY PARK DISTRICT,special_district,IL,COOK
145628,DES PLAINES VALLEY MOSQUITO ABATEMENT DISTRICT,special_district,IL,COOK
145629,ELK GROVE RURAL FIRE PROTECTION DISTRICT,special_district,IL,COOK
145630,HOMEWOOD-FLOSSMOOR PARK DISTRICT,special_district,IL,COOK
145631,FOREST RIVER FIRE PROTECTION DISTRICT,special_district,IL,COOK
145632,GLENCOE PARK AND RECREATION DISTRICT,special_district,IL,COOK
145633,HOMETOWN FIRE PROTECTION DISTRICT,special_district,IL,COOK
145634,COOK COUNTY HOUSING AUTHORITY,special_district,IL,COOK
145635,KENILWORTH PARK DISTRICT,special_district,IL,COOK
145636,LA GRANGE HIGHLANDS SANITARY DISTRICT,special_district,IL,COOK
145637,LEYDEN FIRE PROTECTION DISTRICT,special_district,IL,COOK
145639,METROPOLITAN PIER AND EXPOSITION AUTHORITY (CHICAGO),special_district,IL,COOK
145640,MIDLOTHIAN PARK DISTRICT,special_district,IL,COOK
145643,NORTHLAKE FIRE PROTECTION DISTRICT,special_district,IL,COOK
145644,NORTH MAINE FIRE PROTECTION DISTRICT,special_district,IL,COOK
145645,NORTHFIELD PARK DISTRICT,special_district,IL,COOK
145646,NORTHFIELD WOODS SANITARY DISTRICT,special_district,IL,COOK
145648,OLYMPIA GARDENS FIRE PROTECTION DISTRICT,special_district,IL,COOK
145650,PLEASANT DALE PARK DISTRICT,special_district,IL,COOK
145651,PLEASANTVIEW FIRE PROTECTION DISTRICT,special_district,IL,COOK
145652,RIDGEVILLE PARK DISTRICT,special_district,IL,COOK
145653,SALT CREEK RURAL PARK DISTRICT,special_district,IL,COOK
145654,SOUTH STICKNEY SANITARY DISTRICT,special_district,IL,COOK
145655,BURBANK PARK DISTRICT,special_district,IL,COOK
145656,STICKNEY FOREST VIEW PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145657,VETERANS PARK DISTRICT,special_district,IL,COOK
145658,MAYWOOD PARK DISTRICT,special_district,IL,COOK
145659,RIVER TRAILS PARK DISTRICT,special_district,IL,COOK
145661,WINNETKA PARK DISTRICT,special_district,IL,COOK
145662,BROADVIEW PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145664,POSEN PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145668,HODGKINS PARK DISTRICT,special_district,IL,COOK
145670,CALUMET UNION DRAINAGE DISTRICT 1,special_district,IL,COOK
145671,SCHAUMBURG PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145672,OAK PARK PARK DISTRICT,special_district,IL,COOK
145673,FORD HEIGHTS PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145674,HARVEY PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145675,PHOENIX PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145678,WOODLEY ROAD SANITARY DISTRICT,special_district,IL,COOK
145680,EAST HAZEL CREST PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145683,GARDEN HOMES FIRE PROTECTION DISTRICT,special_district,IL,COOK
145684,NORTH COOK COUNTY SOIL AND WATER CONSERVATION DISTRICT,special_district,IL,COOK
145687,LEMONT PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145689,RIVER GROVE PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145690,NORTH RIVERSIDE PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145691,KENILWORTH PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145692,CICERO HOUSING AUTHORITY,special_district,IL,COOK
145693,PACE SUBURBAN BUS DIVISION OF THE REGIONAL TRANSPORTATION AUTH,special_district,IL,COOK
145694,BROOKFIELD NORTH RIVERSIDE WATER COMMISSION,special_district,IL,COOK
145696,MILLER WOODS FIRE PROTECTION DISTRICT,special_district,IL,COOK
145697,NORWOOD PARK FIRE PROTECTION DISTRICT,special_district,IL,COOK
145699,ROLLING MEADOWS PARK DISTRICT,special_district,IL,COOK
145700,CHICAGO PUBLIC BUILDING COMMISSION,special_district,IL,COOK
145703,FOREST VIEW FIRE PROTECTION DISTRICT,special_district,IL,COOK
145704,NORTH BERWYN PARK DISTRICT,special_district,IL,COOK
145705,ROBBINS PARK DISTRICT,special_district,IL,COOK
145706,PRAIRIE TRAILS PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145707,JUSTICE PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145709,SOUTH LYONS TOWNSHIP SANITARY DISTRICT,special_district,IL,COOK
145710,FOREST RIVER SANITARY DISTRICT,special_district,IL,COOK
145711,FRANKLIN PARK PARK DISTRICT,special_district,IL,COOK
145712,HANOVER PARK PARK DISTRICT,special_district,IL,COOK
145713,HICKORY HILLS PARK DISTRICT,special_district,IL,COOK
145714,KIMBERLY HEIGHTS SANITARY DISTRICT,special_district,IL,COOK
145715,MAYWOOD HOUSING AUTHORITY,special_district,IL,COOK
145716,PLUM GROVE WOODLANDS SANITARY DISTRICT,special_district,IL,COOK
145717,POSEN PARK DISTRICT,special_district,IL,COOK
145718,SCHAUMBURG PARK DISTRICT,special_district,IL,COOK
145719,BRIDGEVIEW PARK DISTRICT,special_district,IL,COOK
145721,ELK GROVE PARK DISTRICT,special_district,IL,COOK
145722,FOREST VIEW PARK DISTRICT,special_district,IL,COOK
145723,INVERNESS PARK DISTRICT,special_district,IL,COOK
145724,OAK FOREST PARK DISTRICT,special_district,IL,COOK
145725,WORTH PARK DISTRICT,special_district,IL,COOK
145726,BARTLETT-COUNTRYSIDE FIRE PROTECTION DISTRICT,special_district,IL,COOK
145727,CHICAGO SOUTH SUBURBAN MASS TRANSIT DISTRICT,special_district,IL,COOK
145728,COUNTRY CLUB HILLS PARK DISTRICT,special_district,IL,COOK
145729,SOUTH PALOS TOWNSHIP SANITARY DISTRICT,special_district,IL,COOK
145730,BARTLETT PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145732,POPLAR CREEK PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145733,RIVERSIDE LAWN FIRE PROTECTION DISTRICT,special_district,IL,COOK
145736,HOFFMAN ESTATES FIRE PROTECTION DISTRICT 1,special_district,IL,COOK
145737,WINNETKA PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145738,HODGKINS PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145739,MCCOOK PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145740,NORTHLAKE PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145741,RICHTON PARK PUBLIC LIBRARY DISTRICT,special_district,IL,COOK
145742,REGIONAL TRANSPORTATION AUTHORITY,special_district,IL,COOK
145743,CRAWFORD COUNTY SOIL AND WATER CONSERVATION DISTRICT,special_district,IL,CRAWFORD
145744,FLAT ROCK AREA FIRE PROTECTION DISTRICT,special_district,IL,CRAWFORD
145745,HUTSONVILLE FIRE PROTECTION DISTRICT,special_district,IL,CRAWFORD
145746,LAMOTTE FIRE PROTECTION DISTRICT,special_district,IL,CRAWFORD
145747,OBLONG TOWNSHIP FIRE PROTECTION DISTRICT,special_district,IL,CRAWFORD
145749,PRAIRIE-LICKING FIRE PROTECTION DISTRICT,special_district,IL,CRAWFORD
145750,ROBINSON PUBLIC LIBRARY DISTRICT,special_district,IL,CRAWFORD
145753,COTTONWOOD DRAINAGE DISTRICT 1,special_district,IL,CUMBERLAND
145754,NEOGA FIRE PROTECTION DISTRICT,special_district,IL,CUMBERLAND
145758,DEKALB PARK DISTRICT,special_district,IL,DEKALB
145759,VICTOR CLINTON TOWNSHIP DRAINAGE DISTRICT 1,special_district,IL,DEKALB
145760,HINCKLEY COMMUNITY FIRE PROTECTION DISTRICT,special_district,IL,DEKALB
145761,SYCAMORE PARK DISTRICT,special_district,IL,DEKALB
145762,MALTA DEKALB UNION DRAINAGE DISTRICT 1,special_district,IL,DEKALB
145763,WATERMAN COMMUNITY FIRE PROTECTION DISTRICT,special_district,IL,DEKALB
145764,GENOA-KINGSTON FIRE PROTECTION DISTRICT,special_district,IL,DEKALB
145765,SOMONAUK PUBLIC LIBRARY DISTRICT,special_district,IL,DEKALB
145767,SQUAW GROVE DRAINAGE DISTRICT 1,special_district,IL,DEKALB
145768,MALTA FIRE PROTECTION DISTRICT,special_district,IL,DEKALB
145770,CLINTON-SHABBONA DRAINAGE DISTRICT 1,special_district,IL,DEKALB
145771,CORTLAND FIRE PROTECTION DISTRICT,special_district,IL,DEKALB
145772,SYCAMORE FIRE PROTECTION DISTRICT,special_district,IL,DEKALB
145773,DEKALB COMMUNITY FIRE PROTECTION DISTRICT,special_district,IL,DEKALB
145774,AFTON-DE KALB UNION DRAINAGE DISTRICT 1,special_district,IL,DEKALB
145775,SHABBONA-MILAN UNION DRAINAGE DISTRICT 1,special_district,IL,DEKALB
145776,CLINTON SANITARY DISTRICT,special_district,IL,DEWITT
145777,DE WITT COUNTY SOIL AND WATER CONSERVATION DISTRICT,special_district,IL,DEWITT
145778,FRIENDS CREEK SPECIAL DRAINAGE DISTRICT,special_district,IL,DEWITT
145779,DE WITT COUNTY HOUSING AUTHORITY,special_district,IL,DEWITT
145780,PRAIRIE CENTER DRAINAGE DISTRICT,special_district,IL,DEWITT
145781,RUTLEDGE EMPIRE DRAINAGE DISTRICT 1,special_district,IL,DEWITT
145782,KENNEY FIRE PROTECTION DISTRICT,special_district,IL,DEWITT
145783,VESPASIAN WARNER PUBLIC LIBRARY DISTRICT,special_district,IL,DEWITT
145785,WELDON PUBLIC LIBRARY DISTRICT,special_district,IL,DEWITT
145786,WAPELLA UNION DRAINAGE DISTRICT 2,special_district,IL,DEWITT
145788,LEROY COMMUNITY FIRE PROTECTION DISTRICT,special_district,IL,DEWITT
145789,FARMER CITY FIRE PROTECTION DISTRICT,special_district,IL,DEWITT
145791,ATWOOD FIRE PROTECTION DISTRICT,special_district,IL,DOUGLAS
145792,CAMARGO FIRE PROTECTION DISTRICT,special_district,IL,DOUGLAS
145793,DOUGLAS COUNTY SOIL AND WATER CONSERVATION DISTRICT,special_district,IL,DOUGLAS
145794,CAMARGO-BOWDRE DRAINAGE DISTRICT BY USER 3,special_district,IL,DOUGLAS
145796,NEWMAN DRAINAGE DISTRICT 2,special_district,IL,DOUGLAS
145797,TUSCOLA UNION DRAINAGE DISTRICT 20,special_district,IL,DOUGLAS
145798,HUFF DRAINAGE DISTRICT,special_district,IL,DOUGLAS
145799,MOULTRIE COLES DOUGLAS DRAINAGE DISTRICT,special_district,IL,DOUGLAS
145801,MURDOCK-CAMARGO DRAINAGE DISTRICT 4,special_district,IL,DOUGLAS
145803,CAMARGO DRAINAGE DISTRICT 3,special_district,IL,DOUGLAS
145805,ARCOLA PUBLIC LIBRARY DISTRICT,special_district,IL,DOUGLAS
145807,UNION DRAINAGE DISTRICT BY USER NO 13 OF,special_district,IL,DOUGLAS
145808,MCDONALD DRAINAGE DISTRICT,special_district,IL,DOUGLAS
145810,CAMARGO-TUSCOLA UNION DRAINAGE DISTRICT 2,special_district,IL,DOUGLAS
145811,GARRETT BOURBON DRAINAGE DISTRICT 17,special_district,IL,DOUGLAS
145812,GARRETT DRAINAGE DISTRICT 2,special_district,IL,DOUGLAS
145813,CRAIG DRAINAGE DISTRICT 13 OF TUSCOLA AND ARCOLA,special_district,IL,DOUGLAS
145814,KEMP DRAINAGE DISTRICT OF BOWDRE,special_district,IL,DOUGLAS
145815,SARGENT NEWMAN UNION MUTUAL DRAINAGE DISTRICT 1,special_district,IL,DOUGLAS
145816,SARGENT DRAINAGE DISTRICT 3,special_district,IL,DOUGLAS
145817,TUSCOLA DRAINAGE DISTRICT 4,special_district,IL,DOUGLAS
145818,ARCOLA HUMBOLDT DRAINAGE DISTRICT 8,special_district,IL,DOUGLAS
