geoid,name,state,level
4000797,Olustee-Eldorado Public Schools,OK,unified
4000798,Davidson Public Schools,OK,elementary
4000802,North Rock Creek Public School,OK,unified
4002370,Achille Public Schools,OK,unified
4002430,Ada Public Schools,OK,unified
4002460,Adair Public Schools,OK,unified
4002520,Afton Public Schools,OK,unified
4002550,Agra Public Schools,OK,unified
4002580,Albion Public School,OK,elementary
4002670,Alex Public Schools,OK,unified
4002720,Aline-Cleo Public Schools,OK,unified
4002760,Allen Public Schools,OK,unified
4002790,Allen-Bowden Public School,OK,elementary
4002850,Altus Public Schools,OK,unified
4002880,Alva Public Schools,OK,unified
4002910,Amber-Pocasset Public Schools,OK,unified
4003000,Anadarko Public Schools,OK,unified
4003010,Anderson Public School,OK,elementary
4003060,Antlers Public Schools,OK,unified
4003120,Arapaho Public Schools,OK,unified
4003180,Ardmore Public Schools,OK,unified
4003210,Arkoma Public Schools,OK,unified
4003240,Arnett Public Schools,OK,unified
4003300,Asher Public Schools,OK,unified
4003360,Atoka Public Schools,OK,unified
4003450,Avant Public School,OK,elementary
4003510,Balko Public Schools,OK,unified
4003540,Banner Public School,OK,elementary
4003570,Barnsdall Public Schools,OK,unified
4003630,Bartlesville Public Schools,OK,unified
4003660,Battiest Public Schools,OK,unified
4003690,Bearden Public School,OK,elementary
4003750,Beaver Public Schools,OK,unified
4003810,Beggs Public Schools,OK,unified
4003840,Belfonte Public School,OK,elementary
4003930,Bennington Public Schools,OK,unified
4004020,Berryhill Public Schools,OK,unified
4004110,Bethany Public Schools,OK,unified
4004230,Bethel Public Schools,OK,unified
4004350,Big Pasture Public Schools,OK,unified
4004360,Billings Public Schools,OK,unified
4004470,Bishop Public School,OK,elementary
4004500,Bixby Public Schools,OK,unified
4004630,Blackwell Public Schools,OK,unified
4004650,Blair Public Schools,OK,unified
4004680,Blanchard Public Schools,OK,unified
4004830,Bluejacket Public Schools,OK,unified
4004860,Boise City Public Schools,OK,unified
4004950,Bokoshe Public Schools,OK,unified
4005010,Boone-Apache Public Schools,OK,unified
4005040,Boswell Public Schools,OK,unified
4005130,Bowlegs Public Schools,OK,unified
4005160,Bowring Public School,OK,elementary
4005280,Braggs Public Schools,OK,unified
4005340,Bray-Doyle Public Schools,OK,unified
4005400,Bridge Creek Public Schools,OK,unified
4005430,Briggs Public School,OK,elementary
4005460,Bristow Public Schools,OK,unified
4005490,Broken Arrow Public Schools,OK,unified
4005520,Broken Bow Public Schools,OK,unified
4005580,Brushy Public School,OK,elementary
4005760,Buffalo Public Schools,OK,unified
4005820,Buffalo Valley Public Schools,OK,unified
4005910,Burlington Public Schools,OK,unified
4006000,Butner Public Schools,OK,unified
4006060,Byng Public Schools,OK,unified
4006120,Cache Public Schools,OK,unified
4006150,Caddo Public Schools,OK,unified
4006180,Calera Public Schools,OK,unified
4006240,Calumet Public Schools,OK,unified
4006270,Calvin Public Schools,OK,unified
4006330,Cameron Public Schools,OK,unified
4006390,Canadian Public Schools,OK,unified
4006420,Caney Public Schools,OK,unified
4006480,Canton Public Schools,OK,unified
4006510,Canute Public Schools,OK,unified
4006630,Carnegie Public Schools,OK,unified
4006690,Carney Public Schools,OK,unified
4006810,Cashion Public Schools,OK,unified
4006850,Okemah Public Schools,OK,unified
4006870,Catoosa Public Schools,OK,unified
4006930,Cave Springs Public Schools,OK,unified
4006960,Cement Public Schools,OK,unified
4007140,Central Public Schools,OK,unified
4007170,Central High Public Schools,OK,unified
4007290,Chandler Public Schools,OK,unified
4007320,Chattanooga Public Schools,OK,unified
4007350,Checotah Public Schools,OK,unified
4007380,Chelsea Public Schools,OK,unified
4007410,Cherokee Public Schools,OK,unified
4007500,Cheyenne Public Schools,OK,unified
4007560,Chickasha Public Schools,OK,unified
4007620,Choctaw/Nicoma Park Schools,OK,unified
4007670,Chouteau-Mazie Public Schools,OK,unified
4007710,Cimarron Public Schools,OK,unified
4007740,Claremore Public Schools,OK,unified
4007800,Clayton Public Schools,OK,unified
4008010,Cleora Public School,OK,elementary
4008040,Cleveland Public Schools,OK,unified
4008070,Clinton Public Schools,OK,unified
4008130,Coalgate Public Schools,OK,unified
4008220,Colbert Public Schools,OK,unified
4008250,Colcord Public Schools,OK,unified
4008310,Coleman Public Schools,OK,unified
4008370,Collinsville Public Schools,OK,unified
4008460,Comanche Public Schools,OK,unified
4008490,Commerce Public Schools,OK,unified
4008610,Copan Public Schools,OK,unified
4008640,Cordell Public Schools,OK,unified
4008730,Cottonwood Public School,OK,elementary
4008790,Covington-Douglas Schools,OK,unified
4008850,Coweta Public Schools,OK,unified
4008940,Coyle Public Schools,OK,unified
4009000,Crescent Public Schools,OK,unified
4009060,Crooked Oak Public Schools,OK,unified
4009090,Crowder Public Schools,OK,unified
4009150,Crutcho Public School,OK,elementary
4009240,Cushing Public Schools,OK,unified
4009300,Cyril Public Schools,OK,unified
4009360,Dahlonegah Public School,OK,elementary
4009390,Dale Public Schools,OK,unified
4009420,Darlington Public School,OK,elementary
4009450,Davenport Public Schools,OK,unified
4009510,Davis Public Schools,OK,unified
4009570,Deer Creek Public Schools,OK,unified
4009720,Denison Public School,OK,elementary
4009750,Depew Public Schools,OK,unified
4009780,Dewar Public Schools,OK,unified
4009810,Dewey Public Schools,OK,unified
4009870,Dibble Public Schools,OK,unified
4009910,Dickson Public Schools,OK,unified
4010050,Dover Public Schools,OK,unified
4010170,Drummond Public Schools,OK,unified
4010200,Drumright Public Schools,OK,unified
4010260,Duke Public Schools,OK,unified
4010290,Duncan Public Schools,OK,unified
4010350,Durant Public Schools,OK,unified
4010440,Eagletown Public Schools,OK,unified
4010500,Earlsboro Public Schools,OK,unified
4010560,Peavine Public School,OK,elementary
4010590,Edmond Public Schools,OK,unified
4010650,El Reno Public Schools,OK,unified
4010710,Elgin Public Schools,OK,unified
4010740,Elk City Public Schools,OK,unified
4010860,Elmore City-Pernell Schools,OK,unified
4010890,Empire Public Schools,OK,unified
4010920,Enid Public Schools,OK,unified
4011040,Erick Public Schools,OK,unified
4011160,Eufaula Public Schools,OK,unified
4011250,Fairland Public Schools,OK,unified
4011280,Fairview Public Schools,OK,unified
4011400,Fanshawe Public School,OK,elementary
4011430,Fargo Public Schools,OK,unified
4011580,Felt Public Schools,OK,unified
4011700,Fletcher Public Schools,OK,unified
4011760,Flower Mound Public School,OK,elementary
4011850,Forest Grove Public School,OK,elementary
4011880,Forgan Public Schools,OK,unified
4011970,Fort Gibson Public Schools,OK,unified
4012000,Fort Supply Public Schools,OK,unified
4012060,Fox Public Schools,OK,unified
4012090,Foyil Public Schools,OK,unified
4012150,Frederick Public Schools,OK,unified
4012180,Freedom Public Schools,OK,unified
4012210,Friend Public School,OK,elementary
4012240,Frink-Chambers Public School,OK,elementary
4012300,Fort Towson Public Schools,OK,unified
4012390,Gans Public Schools,OK,unified
4012420,Garber Public Schools,OK,unified
4012570,Geary Public Schools,OK,unified
4012630,Geronimo Public Schools,OK,unified
4012690,Glencoe Public Schools,OK,unified
4012720,Glenpool Public Schools,OK,unified
4012750,Glover Public School,OK,elementary
4012870,Goodwell Public Schools,OK,unified
4012900,Gore Public Schools,OK,unified
4013080,Gracemont Public Schools,OK,unified
4013200,Grandfield Public Schools,OK,unified
4013230,Grand View Public School,OK,elementary
4013260,Grandview Public School,OK,elementary
4013290,Granite Public Schools,OK,unified
4013380,Greenville Public School,OK,elementary
4013500,Grove Public School,OK,elementary
4013530,Grove Public Schools,OK,unified
4013560,Guthrie Public Schools,OK,unified
4013590,Guymon Public Schools,OK,unified
4013600,Gypsy Public School,OK,elementary
4013620,Haileyville Public Schools,OK,unified
4013650,Hammon Public Schools,OK,unified
4013680,Hanna Public Schools,OK,unified
4013740,Hardesty Public Schools,OK,unified
4013830,Harmony Public School,OK,unified
4013890,Harrah Public Schools,OK,unified
4013920,Hartshorne Public Schools,OK,unified
4013950,Haskell Public Schools,OK,unified
4014080,Haworth Public Schools,OK,unified
4014100,Haywood Public School,OK,elementary
4014130,Healdton Public Schools,OK,unified
4014160,Heavener Public Schools,OK,unified
4014340,Hennessey Public Schools,OK,unified
4014370,Henryetta Public Schools,OK,unified
4014520,Hilldale Public Schools,OK,unified
4014610,Hinton Public Schools,OK,unified
4014670,Midway Public Schools,OK,unified
4014700,Hobart Public Schools,OK,unified
4014730,Hodgen Public School,OK,elementary
4014790,Holdenville Public Schools,OK,unified
4014850,Hollis Public Schools,OK,unified
4014890,Holly Creek Public School,OK,elementary
4014970,Hominy Public Schools,OK,unified
4015090,Hooker Public Schools,OK,unified
4015120,Howe Public Schools,OK,unified
4015210,Hugo Public Schools,OK,unified
4015240,Hulbert Public Schools,OK,unified
4015370,Idabel Public Schools,OK,unified
4015420,Indiahoma Public Schools,OK,unified
4015450,Indianola Public Schools,OK,unified
4015480,Inola Public Schools,OK,unified
4015690,Jay Public Schools,OK,unified
4015720,Jenks Public Schools,OK,unified
4015750,Jennings Public School,OK,elementary
4015840,Jones Public Schools,OK,unified
4015900,Justice Public School,OK,elementary
4015930,Justus-Tiawah Public School,OK,elementary
4015990,Kansas Public Schools,OK,unified
4016170,Kellyville Public Schools,OK,unified
4016320,Kenwood Public School,OK,elementary
4016350,Keota Public Schools,OK,unified
4016380,Ketchum Public Schools,OK,unified
4016470,Keystone Public School,OK,elementary
4016500,Kiefer Public Schools,OK,unified
4016530,Kildare Public School,OK,elementary
4016560,Kingfisher Public Schools,OK,unified
4016590,Kingston Public Schools,OK,unified
4016620,Kinta Public Schools,OK,unified
4016650,Kiowa Public Schools,OK,unified
4016710,Konawa Public Schools,OK,unified
4016720,Krebs Public School,OK,elementary
4016740,Kremlin-Hillsdale Schools,OK,unified
4017020,Deer Creek-Lamont Schools,OK,unified
4017040,Lane Public School,OK,elementary
4017190,Latta Public Schools,OK,unified
4017220,Laverne Public Schools,OK,unified
4017250,Lawton Public Schools,OK,unified
4017280,LeFlore Public Schools,OK,unified
4017310,Leach Public School,OK,elementary
4017370,Leedey Public Schools,OK,unified
4017580,Lexington Public Schools,OK,unified
4017700,Liberty Public School,OK,elementary
4017760,Liberty Public Schools,OK,unified
4017850,Lindsay Public Schools,OK,unified
4017880,Little Axe Public Schools,OK,unified
4018000,Locust Grove Public Schools,OK,unified
4018090,Lone Grove Public Schools,OK,unified
4018240,Lone Star Public School,OK,elementary
4018270,Lone Wolf Public Schools,OK,unified
4018390,Lookeba-Sickles Public Schools,OK,unified
4018480,Lowrey Public School,OK,elementary
4018570,Lukfata Public School,OK,elementary
4018630,Luther Public Schools,OK,unified
4018660,Macomb Public Schools,OK,unified
4018700,Madill Public Schools,OK,unified
4018780,Mangum Public Schools,OK,unified
4018840,Mannford Public Schools,OK,unified
4018870,Mannsville Public School,OK,elementary
4018900,Maple Public School,OK,elementary
4018960,Marble City Public School,OK,elementary
4018990,Marietta Public School,OK,unified
4019080,Marlow Public Schools,OK,unified
4019200,Maryetta Public Schools,OK,elementary
4019260,Mason Public Schools,OK,unified
4019290,Maud Public Schools,OK,unified
4019380,Maysville Public Schools,OK,unified
4019410,McCurtain Public Schools,OK,unified
4019440,McAlester Public Schools,OK,unified
4019500,McCord Public School,OK,elementary
4019560,McLoud Public Schools,OK,unified
4019620,Medford Public Schools,OK,unified
4019680,Meeker Public Schools,OK,unified
4019800,Merritt Public Schools,OK,unified
4019860,Miami Public Schools,OK,unified
4019890,Middleberg Public School,OK,elementary
4019950,Midwest City-Del City Schools,OK,unified
4019980,Milburn Public Schools,OK,unified
4020040,Mill Creek Public Schools,OK,unified
4020080,Millwood Public Schools,OK,unified
4020100,Minco Public Schools,OK,unified
4020160,Moffett Public School,OK,elementary
4020190,Monroe Public School,OK,elementary
4020250,Moore Public Schools,OK,unified
4020280,Mooreland Public Schools,OK,unified
4020310,Morris Public Schools,OK,unified
4020340,Morrison Public Schools,OK,unified
4020430,Moseley Public School,OK,elementary
4020460,Moss Public Schools,OK,unified
4020550,Mounds Public Schools,OK,unified
4020640,Moyers Public Schools,OK,elementary
4020880,Muldrow Public Schools,OK,unified
4020910,Mulhall-Orlando Public Schools,OK,unified
4020970,Muskogee Public Schools,OK,unified
4021000,Mustang Public Schools,OK,unified
4021030,Sharon-Mutual Public Schools,OK,unified
4021120,Nashoba Public School,OK,elementary
4021180,Navajo Public Schools,OK,unified
4021360,New Lima Public Schools,OK,unified
4021510,Newcastle Public Schools,OK,unified
4021540,Newkirk Public Schools,OK,unified
4021600,Ninnekah Public Schools,OK,unified
4021630,Noble Public Schools,OK,unified
4021720,Norman Public Schools,OK,unified
4021780,Chisholm Public Schools,OK,unified
4021900,Norwood Public School,OK,elementary
4021930,Nowata Public Schools,OK,unified
4022160,Oak Grove Public School,OK,elementary
4022350,Oakdale Public School,OK,elementary
4022410,Oaks-Mission Public Schools,OK,unified
4022560,Oilton Public Schools,OK,unified
4022590,Okarche Public Schools,OK,unified
4022620,Okay Public Schools,OK,unified
4022650,Okeene Public Schools,OK,unified
4022770,Oklahoma City Public Schools,OK,unified
4022800,Okmulgee Public Schools,OK,unified
4022830,Oktaha Public Schools,OK,unified
4022860,Olive Public Schools,OK,unified
4022950,Lomega Public Schools,OK,unified
4023040,Oologah-Talala Public Schools,OK,unified
4023070,Optima Public School,OK,elementary
4023190,Osage Public School,OK,elementary
4023220,Osage Hills Public School,OK,elementary
4023280,Owasso Public Schools,OK,unified
4023340,Paden Public Schools,OK,unified
4023370,Panama Public Schools,OK,unified
4023400,Panola Public Schools,OK,elementary
4023430,Paoli Public Schools,OK,unified
4023550,Pauls Valley Public Schools,OK,unified
4023580,Pawhuska Public Schools,OK,unified
4023610,Pawnee Public Schools,OK,unified
4023700,Peckham Public School,OK,elementary
4023730,Peggs Public School,OK,elementary
4023800,Perkins-Tryon Public Schools,OK,unified
4023850,Perry Public Schools,OK,unified
4023970,Piedmont Public Schools,OK,unified
4024150,Pioneer Public School,OK,elementary
4024180,Pittsburg Public Schools,OK,unified
4024240,Plainview Public Schools,OK,unified
4024330,Pleasant Grove Public School,OK,elementary
4024510,Pioneer-Pleasant Vale Schools,OK,unified
4024630,Pocola Public Schools,OK,unified
4024690,Ponca City Public Schools,OK,unified
4024720,Pond Creek-Hunter Schools,OK,unified
4024840,Porum Public Schools,OK,unified
4024870,Poteau Public Schools,OK,unified
4024930,Prague Public Schools,OK,unified
4025050,Preston Public Schools,OK,unified
4025080,Pretty Water Public School,OK,elementary
4025170,Prue Public Schools,OK,unified
4025200,Pryor Public Schools,OK,unified
4025230,Purcell Public Schools,OK,unified
4025290,Putnam City Public Schools,OK,unified
4025320,Quapaw Public Schools,OK,unified
4025410,Quinton Public Schools,OK,unified
4025470,Caney Valley Public Schools,OK,unified
4025500,Rattan Public Schools,OK,unified
4025530,Ravia Public School,OK,elementary
4025590,Red Oak Public Schools,OK,unified
4025800,Reydon Public Schools,OK,unified
4025860,Ringling Public Schools,OK,unified
4025920,Ringwood Public Schools,OK,unified
4025950,Ripley Public Schools,OK,unified
4026010,Riverside Public School,OK,elementary
4026100,Robin Hill Public School,OK,elementary
4026250,Rocky Mountain Public School,OK,elementary
4026280,Roff Public Schools,OK,unified
4026310,Roland Public Schools,OK,unified
4026550,Rush Springs Public Schools,OK,unified
4026580,Ryal Public School,OK,elementary
4026610,Ryan Public Schools,OK,unified
4026640,South Coffeyville Schools,OK,elementary
4026730,Salina Public Schools,OK,unified
4026790,Sallisaw Public Schools,OK,unified
4026880,Sand Springs Public Schools,OK,unified
4026910,Sapulpa Public Schools,OK,unified
4026940,Sasakwa Public Schools,OK,unified
4027000,Savanna Public Schools,OK,unified
4027060,Sayre Public Schools,OK,unified
4027090,Schulter Public Schools,OK,unified
4027240,Seiling Public Schools,OK,unified
4027300,Seminole Public Schools,OK,unified
4027330,Sentinel Public Schools,OK,unified
4027390,Sequoyah Public Schools,OK,unified
4027420,Shady Grove Public School,OK,elementary
4027450,Shady Point Public School,OK,unified
4027540,Shattuck Public Schools,OK,unified
4027570,Shawnee Public Schools,OK,unified
4027630,Shidler Public Schools,OK,unified
4027640,Silo Public Schools,OK,unified
4027750,Skiatook Public Schools,OK,unified
4027840,Smithville Public Schools,OK,unified
4027930,Snyder Public Schools,OK,unified
4027960,Soper Public Schools,OK,unified
4027990,South Rock Creek Public School,OK,elementary
4028170,Sperry Public Schools,OK,unified
4028200,Spiro Public Schools,OK,unified
4028350,Springer Public Schools,OK,unified
4028590,Sterling Public Schools,OK,unified
4028620,Stidham Public School,OK,elementary
4028650,Stigler Public Schools,OK,unified
4028680,Stillwater Public Schools,OK,unified
4028710,Stilwell Public Schools,OK,unified
4028800,Stonewall Public Schools,OK,unified
4028920,Straight Public School,OK,elementary
4028980,Stratford Public Schools,OK,unified
4029010,Stringtown Public Schools,OK,unified
4029040,Strother Public Schools,OK,unified
4029070,Stroud Public Schools,OK,unified
4029100,Stuart Public Schools,OK,unified
4029160,Sulphur Public Schools,OK,unified
4029310,Sweetwater Public Schools,OK,unified
4029380,Tahlequah Public Schools,OK,unified
4029400,Talihina Public Schools,OK,unified
4029430,Taloga Public Schools,OK,unified
4029520,Tannehill Public School,OK,elementary
4029610,Tecumseh Public Schools,OK,unified
4029640,Temple Public Schools,OK,unified
4029670,Tenkiller Public School,OK,elementary
4029760,Terral Public School,OK,elementary
4029820,Texhoma Public Schools,OK,unified
4029850,Thackerville Public Schools,OK,unified
4029886,Mountain View-Gotebo Schools,OK,unified
4030030,Tipton Public Schools,OK,unified
4030048,Woodland Public Schools,OK,unified
4030060,Tishomingo Public Schools,OK,unified
4030120,Tonkawa Public Schools,OK,unified
4030197,Porter Consolidated Schools,OK,unified
4030240,Tulsa Public Schools,OK,unified
4030270,Tupelo Public Schools,OK,unified
4030290,Turkey Ford Public School,OK,elementary
4030300,Turner Public Schools,OK,unified
4030330,Turpin Public Schools,OK,unified
4030360,Tushka Public Schools,OK,unified
4030390,Tuskahoma Public School,OK,elementary
4030420,Tuttle Public Schools,OK,unified
4030450,Twin Hills Public School,OK,elementary
4030480,Tyrone Public Schools,OK,unified
4030600,Union Public Schools,OK,unified
4030630,Union City Public Schools,OK,unified
4030870,Valliant Public Schools,OK,unified
4030960,Vanoss Public Schools,OK,unified
4030990,Varnum Public Schools,OK,unified
4031020,Velma-Alma Public Schools,OK,unified
4031080,Verden Public Schools,OK,unified
4031110,Verdigris Public Schools,OK,elementary
4031140,Vian Public Schools,OK,unified
4031170,Vici Public Schools,OK,unified
4031290,Vinita Public Schools,OK,unified
4031350,Wagoner Public Schools,OK,unified
4031380,Wainwright Public School,OK,elementary
4031470,Walters Public Schools,OK,unified
4031500,Wanette Public Schools,OK,unified
4031590,Wapanucka Public Schools,OK,unified
4031650,Warner Public Schools,OK,unified
4031710,Washington Public Schools,OK,unified
4031770,Watonga Public Schools,OK,unified
4031860,Watts Public Schools,OK,unified
4031950,Waukomis Public Schools,OK,unified
4031980,Waurika Public Schools,OK,unified
4032010,Wayne Public Schools,OK,unified
4032040,Waynoka Public Schools,OK,unified
4032070,Weatherford Public Schools,OK,unified
4032130,Webbers Falls Public Schools,OK,unified
4032190,Welch Public Schools,OK,unified
4032220,Weleetka Public Schools,OK,unified
4032280,Wellston Public Schools,OK,unified
4032370,Western Heights Public Schools,OK,unified
4032400,Westville Public Schools,OK,unified
4032430,Wetumka Public Schools,OK,unified
4032460,Wewoka Public Schools,OK,unified
4032610,White Oak Public Schools,OK,elementary
4032640,White Rock Public School,OK,elementary
4032670,Whitebead Public School,OK,elementary
4032700,Whitefield Public School,OK,elementary
4032730,Whitesboro Public Schools,OK,unified
4032760,Wickliffe Public School,OK,elementary
4032790,Wilburton Public Schools,OK,unified
4032880,Wilson Public Schools,OK,unified
4032940,Wilson Public Schools,OK,unified
4032970,Wister Public Schools,OK,unified
4033090,Woodall Public School,OK,elementary
4033180,Woodward Public Schools,OK,unified
4033210,Wright City Public Schools,OK,unified
4033240,Wyandotte Public Schools,OK,unified
4033300,Wynnewood Public Schools,OK,unified
4033330,Wynona Public Schools,OK,unified
4033360,Yale Public Schools,OK,unified
4033390,Yarbrough Public Schools,OK,unified
4033480,Yukon Public Schools,OK,unified
4033540,Zaneis Public School,OK,elementary
4033600,Zion Public School,OK,elementary
4033601,Rock Creek Public Schools,OK,unified
4033602,Fort Cobb-Broxton Schools,OK,unified
4033603,Binger-Oney Public Schools,OK,unified
4100003,Falls City School District 57,OR,unified
4100014,Vale School District 84,OR,unified
4100015,Gervais School District 1,OR,unified
4100016,Yamhill-Carlton School District 1,OR,unified
4100019,Harrisburg School District 7J,OR,unified
4100020,North Santiam School District 29J,OR,unified
4100021,South Wasco County School District 1,OR,unified
4100023,Hillsboro School District 1J,OR,unified
4100040,Knappa School District 4,OR,unified
4100047,Ione School District 2,OR,unified
4100048,North Wasco School District 21,OR,unified
4100640,Myrtle Point School District 41,OR,unified
4100990,Adel School District 21,OR,unified
4101020,Adrian School District 61,OR,unified
4101120,Greater Albany School District 8J,OR,unified
4101200,Alsea School District 7J,OR,unified
4101230,Amity School District 4J,OR,unified
4101350,Annex School District 29,OR,unified
4101470,Arlington School District 3,OR,unified
4101500,Arock School District 81,OR,unified
4101560,Ashland School District 5,OR,unified
4101590,Ashwood School District 8,OR,unified
4101620,Astoria School District 1,OR,unified
4101660,Athena-Weston School District 29J,OR,unified
4101710,Baker School District 5J,OR,unified
4101740,Burnt River School District 30J,OR,unified
4101800,Bandon School District 54,OR,unified
4101830,Banks School District 13,OR,unified
4101920,Beaverton School District 48J,OR,unified
4101980,Bend-La Pine Administrative School District 1,OR,unified
4102040,Bethel School District 52,OR,unified
4102160,Blachly School District 090,OR,unified
4102190,Black Butte School District 41,OR,unified
4102310,Brookings-Harbor School District 17,OR,unified
4102490,Harney County School District 3,OR,unified
4102580,Butte Falls School District 91,OR,unified
4102610,Camas Valley School District 21J,OR,unified
4102640,Canby School District 86,OR,unified
4102780,Cascade School District 5,OR,unified
4102800,Centennial School District 28J,OR,unified
4102840,Central School District 13J,OR,unified
4102910,Central Linn School District 552,OR,unified
4102940,Central Point School District 6,OR,unified
4103260,Clatskanie School District 6J,OR,unified
4103265,Rainier School District 13,OR,unified
4103270,Colton School District 53,OR,unified
4103330,Condon School District 25J,OR,unified
4103390,Coquille School District 8,OR,unified
4103420,Corbett School District 39,OR,unified
4103480,Corvallis School District 509J,OR,unified
4103540,Cove School District 15,OR,unified
4103600,Harney County School District 4,OR,elementary
4103630,Harney County Union High School District 1J,OR,secondary
4103660,Coos Bay School District 9,OR,unified
4103690,Creswell School District 40,OR,unified
4103720,Crook County School District,OR,unified
4103780,Crow-Applegate-Lorane Sd 66,OR,unified
4103840,Culver School District 4,OR,unified
4103860,Dallas School District 2,OR,unified
4103940,David Douglas School District 40,OR,unified
4103960,Douglas County SD 15,OR,unified
4103990,Dayton School District 8,OR,unified
4104020,Dayville School District 16J,OR,unified
4104170,Diamond School District 7,OR,elementary
4104290,Double O School District 28,OR,elementary
4104350,North Douglas School District 22,OR,unified
4104380,Drewsey School District 13,OR,elementary
4104410,Dufur School District 29,OR,unified
4104500,Eagle Point School District 9,OR,unified
4104530,Echo School District 5,OR,unified
4104590,Elgin School District 23,OR,unified
4104620,Elkton School District 34,OR,unified
4104700,Estacada School District 108,OR,unified
4104740,Eugene School District 4J,OR,unified
4104950,Fern Ridge School District 28J,OR,unified
4105020,South Harney School District 33,OR,elementary
4105080,Enterprise School District 21,OR,unified
4105100,Siuslaw School District 97J,OR,unified
4105160,Forest Grove School District 15,OR,unified
4105250,Fossil School District 21J,OR,unified
4105310,Frenchglen School District 16,OR,elementary
4105430,Gaston School District 511J,OR,unified
4105610,Gladstone School District 115,OR,unified
4105640,Glendale School District 77,OR,unified
4105670,Glide School District 12,OR,unified
4105760,Central Curry School District 1,OR,unified
4105910,Grants Pass School District 7,OR,unified
4106000,Gresham-Barlow School District 1J,OR,unified
4106120,Harper School District 66,OR,unified
4106270,Helix School District 1,OR,unified
4106300,Hermiston School District 8,OR,unified
4106510,Hood River County School District 1,OR,unified
4106600,Huntington School District 16J,OR,unified
4106630,Imbler School District 11,OR,unified
4106710,Jefferson School District 14J,OR,unified
4106740,Jefferson County School District 509J,OR,unified
4106750,Jewell School District 8,OR,unified
4106780,John Day School District 3,OR,unified
4106820,Jordan Valley School District 3,OR,unified
4106870,Joseph School District 6,OR,unified
4106900,Three Rivers School District,OR,unified
4106930,Junction City School District 69,OR,unified
4106960,Juntura School District 12,OR,elementary
4107020,Klamath County School District,OR,unified
4107080,Klamath Falls City Schools,OR,unified
4107200,La Grande School District 1,OR,unified
4107230,Lake Oswego School District 7J,OR,unified
4107280,Lakeview School District 7,OR,unified
4107380,Lebanon Community School District 9,OR,unified
4107500,Lincoln County School District,OR,unified
4107530,Long Creek School District 17,OR,unified
4107590,Lowell School District 71,OR,unified
4107710,Mapleton School District 32,OR,unified
4107740,Marcola School District 79J,OR,unified
4107880,McDermitt School District 51,OR,unified
4107980,McKenzie School District 68,OR,unified
4108010,McMinnville School District 40,OR,unified
4108040,Medford School District 549,OR,unified
4108100,Santiam Canyon School District 129J,OR,unified
4108160,Milton-Freewater School District 7,OR,unified
4108280,Mitchell School District 55,OR,unified
4108310,Molalla River School District 35,OR,unified
4108430,Monroe School District 1J,OR,unified
4108460,Monument School District 8,OR,unified
4108520,Morrow School District 1,OR,unified
4108550,Mount Angel School District 91,OR,unified
4108650,Neah-Kah-Nie School District 56,OR,unified
4108700,Nestucca Valley School District 101J,OR,unified
4108720,Newberg School District 29J,OR,unified
4108820,North Bend School District 13,OR,unified
4108830,North Clackamas School District 12,OR,unified
4108880,North Marion School District 15,OR,unified
4108940,North Powder School District 8J,OR,unified
4109000,Nyssa School District 26,OR,unified
4109120,Oakland School District 1,OR,unified
4109150,Oakridge School District 76,OR,unified
4109270,Ontario School District 8,OR,unified
4109330,Oregon City School District 62,OR,unified
4109430,Paisley School District 11,OR,unified
4109480,Parkrose School District 3,OR,unified
4109510,Pendleton School District 16,OR,unified
4109530,Perrydale School District 21,OR,unified
4109600,Philomath School District 17J,OR,unified
4109630,Phoenix-Talent School District 4,OR,unified
4109660,Pilot Rock School District 2,OR,unified
4109690,Pine Creek School District 5,OR,elementary
4109720,Pine-Eagle School District 61,OR,unified
4109750,Pinehurst School District 94,OR,unified
4109870,Pleasant Hill School District 1,OR,unified
4109960,Plush School District 18,OR,unified
4110020,Port Orford-Langlois School District 2J,OR,unified
4110040,Portland School District 1J,OR,unified
4110080,Powers School District 31,OR,unified
4110110,Prairie City School District 4,OR,unified
4110200,Prospect School District 59,OR,unified
4110350,Redmond School District 2J,OR,unified
4110410,Reedsport School District 105,OR,unified
4110520,Reynolds School District 7,OR,unified
4110530,Riddle School District 70,OR,unified
4110560,Riverdale School District 51J,OR,unified
4110680,Rogue River School District 35,OR,unified
4110710,Douglas County SD 4,OR,unified
4110820,Salem-Keizer School District 24J,OR,unified
4110890,Oregon Trail School District 46,OR,unified
4110980,Scappoose School District 1J,OR,unified
4111040,Scio School District 95,OR,unified
4111100,Seaside School District 10,OR,unified
4111220,Sheridan School District 48J,OR,unified
4111250,Sherman School District 1,OR,unified
4111290,Sherwood School District 88J,OR,unified
4111400,North Lake School District 14,OR,unified
4111450,Silver Falls School District 4J,OR,unified
4111490,Sisters School District 6,OR,unified
4111580,South Lane School District 45J,OR,unified
4111610,South Umpqua School District 19,OR,unified
4111640,Spray School District 1,OR,unified
4111670,Springfield School District 19,OR,unified
4111720,St. Helens School District 502,OR,unified
4111760,St. Paul School District 45,OR,unified
4111790,Stanfield School District 61,OR,unified
4111910,Suntex School District 10,OR,elementary
4111940,Sutherlin School District 130,OR,unified
4111970,Sweet Home School District 55,OR,unified
4112240,Tigard-Tualatin School District 23J,OR,unified
4112320,Tillamook School District 9,OR,unified
4112360,Troy School District 54,OR,unified
