geoid,name,state,level
0626280,Mountain View Whisman Elementary School District,CA,elementary
0626310,Mountain View-Los Altos Union School District,CA,secondary
0626340,Mount Baldy Joint Elementary School District,CA,elementary
0626370,Mount Diablo Unified School District,CA,unified
0626400,Mount Pleasant Elementary School District,CA,elementary
0626430,Mulberry Elementary School District,CA,elementary
0626460,Mupu Elementary School District,CA,elementary
0626490,Muroc Joint Unified School District,CA,unified
0626640,Napa Valley Unified School District,CA,unified
0626670,National Elementary School District,CA,elementary
0626760,Needles Unified School District,CA,unified
0626820,Nevada City Elementary School District,CA,elementary
0626880,Nevada Joint Union High School District,CA,secondary
0626910,New Haven Unified School District,CA,unified
0626970,New Hope Elementary School District,CA,elementary
0627030,New Jerusalem Elementary School District,CA,elementary
0627040,Mountain Union Elementary School District,CA,elementary
0627060,Newark Unified School District,CA,unified
0627120,Newcastle Elementary School District,CA,elementary
0627180,Newhall Elementary School District,CA,elementary
0627200,Newman-Crows Landing Unified School District,CA,unified
0627240,Newport-Mesa Unified School District,CA,unified
0627300,Nicasio Elementary School District,CA,elementary
0627450,Norris Elementary School District,CA,elementary
0627480,North County Joint Union Elementary School District,CA,elementary
0627510,North Cow Creek Elementary School District,CA,elementary
0627590,North Monterey County Unified School District,CA,unified
0627690,Norwalk-La Mirada Unified School District,CA,unified
0627720,Novato Unified School District,CA,unified
0627750,Nuestro Elementary School District,CA,elementary
0627780,Nuview Union Elementary School District,CA,elementary
0627810,Oak Grove Elementary School District,CA,elementary
0627840,Oak Grove Union Elementary School District,CA,elementary
0627850,Oak Park Unified School District,CA,unified
0627870,Oak Run Elementary School District,CA,elementary
0627900,Oak Valley Union Elementary School District,CA,elementary
0627930,Oak View Union Elementary School District,CA,elementary
0628050,Oakland Unified School District,CA,unified
0628080,Oakley Union Elementary School District,CA,elementary
0628140,Ocean View Elementary School District,CA,elementary
0628170,Ocean View Elementary School District,CA,elementary
0628250,Oceanside Unified School District,CA,unified
0628270,Ojai Unified School District,CA,unified
0628320,Old Adobe Union Elementary School District,CA,elementary
0628470,Ontario-Montclair School District,CA,elementary
0628530,Orange Center Elementary School District,CA,elementary
0628650,Orange Unified School District,CA,unified
0628680,Orchard Elementary School District,CA,elementary
0628710,Orcutt Union Elementary School District,CA,elementary
0628830,Orick Elementary School District,CA,elementary
0628860,Orinda Union Elementary School District,CA,elementary
0628950,Oro Grande Elementary School District,CA,elementary
0629100,Oroville City Elementary School District,CA,elementary
0629130,Oroville Union High School District,CA,secondary
0629160,Outside Creek Elementary School District,CA,elementary
0629190,Owens Valley Unified School District,CA,unified
0629220,Oxnard Elementary School District,CA,elementary
0629270,Oxnard Union High School District,CA,secondary
0629280,Pacheco Union Elementary School District,CA,elementary
0629340,Pacific Elementary School District,CA,elementary
0629370,Pacific Grove Unified School District,CA,unified
0629400,Pacific Union Elementary School District,CA,elementary
0629430,Pacific Union Elementary School District,CA,elementary
0629490,Pajaro Valley Joint Unified School District,CA,unified
0629540,Palermo Union Elementary School District,CA,elementary
0629550,Palm Springs Unified School District,CA,unified
0629580,Palmdale Elementary School District,CA,elementary
0629610,Palo Alto Unified School District,CA,unified
0629640,Palo Verde Unified School District,CA,unified
0629670,Palo Verde Union Elementary School District,CA,elementary
0629700,Palos Verdes Peninsula Unified School District,CA,unified
0629770,Panoche Elementary School District,CA,elementary
0629790,Paradise Elementary School District,CA,elementary
0629820,Paradise Unified School District,CA,unified
0629850,Paramount Unified School District,CA,unified
0629910,Parlier Unified School District,CA,unified
0629940,Pasadena Unified School District,CA,unified
0630030,Patterson Joint Unified School District,CA,unified
0630090,Peninsula Union Elementary School District,CA,elementary
0630180,Perris Elementary School District,CA,elementary
0630210,Perris Union High School District,CA,secondary
0630230,Petaluma City Elementary School District,CA,elementary
0630250,Petaluma Joint Union High School District,CA,secondary
0630330,Piedmont City Unified School District,CA,unified
0630360,Pierce Joint Unified School District,CA,unified
0630390,Pine Ridge Elementary School District,CA,elementary
0630450,Piner-Olivet Union Elementary School District,CA,elementary
0630480,Pioneer Union Elementary School District,CA,elementary
0630510,Pioneer Union Elementary School District,CA,elementary
0630520,Pioneer Union Elementary School District,CA,elementary
0630600,Pittsburg Unified School District,CA,unified
0630630,Pixley Union Elementary School District,CA,elementary
0630660,Placentia-Yorba Linda Unified School District,CA,unified
0630720,Placer Hills Union Elementary School District,CA,elementary
0630750,Placer Union High School District,CA,secondary
0630780,Placerville Union Elementary School District,CA,elementary
0630810,Plainsburg Union Elementary School District,CA,elementary
0630840,Planada Elementary School District,CA,elementary
0630870,Plaza Elementary School District,CA,elementary
0630900,Pleasant Grove Joint Union Elementary School District,CA,elementary
0630930,Pleasant Ridge Union Elementary School District,CA,elementary
0630990,Pleasant Valley Elementary School District,CA,elementary
0631020,Pleasant Valley Joint Union Elementary School District,CA,elementary
0631050,Pleasant View Elementary School District,CA,elementary
0631170,Plumas Unified School District,CA,unified
0631180,Plumas Lake Elementary School District,CA,elementary
0631230,Point Arena Joint Union High School District,CA,secondary
0631290,Pollock Pines Elementary School District,CA,elementary
0631320,Pomona Unified School District,CA,unified
0631350,Pond Union Elementary School District,CA,elementary
0631380,Pope Valley Union Elementary School District,CA,elementary
0631400,Potter Valley Community Unified School District,CA,unified
0631470,Portola Valley Elementary School District,CA,elementary
0631530,Poway Unified School District,CA,unified
0631620,Princeton Joint Unified School District,CA,unified
0631680,Raisin City Elementary School District,CA,elementary
0631710,Ramona City Unified School District,CA,unified
0631740,Rancho Santa Fe Elementary School District,CA,elementary
0631830,Ravendale-Termo Elementary School District,CA,elementary
0631860,Ravenswood City Elementary School District,CA,elementary
0631920,Raymond-Knowles Union Elementary School District,CA,elementary
0631980,Red Bluff Union Elementary School District,CA,elementary
0632010,Red Bluff Joint Union High School District,CA,secondary
0632040,Redding Elementary School District,CA,elementary
0632070,Redlands Unified School District,CA,unified
0632130,Redwood City Elementary School District,CA,elementary
0632160,Reed Union Elementary School District,CA,elementary
0632250,Reeds Creek Elementary School District,CA,elementary
0632270,Reef-Sunset Unified School District,CA,unified
0632310,Rescue Union Elementary School District,CA,elementary
0632340,Kashia Elementary School District,CA,elementary
0632370,Rialto Unified School District,CA,unified
0632400,Richfield Elementary School District,CA,elementary
0632430,Richgrove Elementary School District,CA,elementary
0632520,Richmond Elementary School District,CA,elementary
0632550,West Contra Costa Unified School District,CA,unified
0632610,Rim of the World Unified School District,CA,unified
0632640,Rincon Valley Union Elementary School District,CA,elementary
0632710,Rio Bravo-Greeley Union Elementary School District,CA,elementary
0632730,Rio Dell Elementary School District,CA,elementary
0632760,Rio Elementary School District,CA,elementary
0632880,Ripon Unified School District,CA,unified
0633110,River Delta Joint Unified School District,CA,unified
0633150,Riverside Unified School District,CA,unified
0633210,Roberts Ferry Union Elementary School District,CA,elementary
0633240,Robla Elementary School District,CA,elementary
0633270,Rockford Elementary School District,CA,elementary
0633390,Romoland Elementary School District,CA,elementary
0633480,Rosedale Union Elementary School District,CA,elementary
0633510,Roseland School District,CA,elementary
0633570,Rosemead Elementary School District,CA,elementary
0633600,Roseville City Elementary School District,CA,elementary
0633630,Roseville Joint Union High School District,CA,secondary
0633660,Ross Elementary School District,CA,elementary
0633690,Round Valley Joint Elementary School District,CA,elementary
0633720,Round Valley Unified School District,CA,unified
0633750,Rowland Unified School District,CA,unified
0633840,Sacramento City Unified School District,CA,unified
0633860,Saddleback Valley Unified School District,CA,unified
0633900,Salida Union Elementary School District,CA,elementary
0633930,Salinas City Elementary School District,CA,elementary
0633980,Salinas Union High School District,CA,secondary
0634050,San Antonio Union Elementary School District,CA,elementary
0634080,San Ardo Union Elementary School District,CA,elementary
0634140,San Benito High School District,CA,secondary
0634170,San Bernardino City Unified School District,CA,unified
0634230,San Bruno Park Elementary School District,CA,elementary
0634290,San Carlos Elementary School District,CA,elementary
0634320,San Diego City Unified School District,CA,unified
0634380,San Dieguito Union High School District,CA,secondary
0634410,San Francisco Unified School District,CA,unified
0634425,San Gabriel Unified School District,CA,unified
0634440,San Jacinto Unified School District,CA,unified
0634590,San Jose Unified School District,CA,unified
0634620,San Juan Unified School District,CA,unified
0634680,San Leandro Unified School District,CA,unified
0634710,San Lorenzo Unified School District,CA,unified
0634740,San Lorenzo Valley Unified School District,CA,unified
0634770,San Lucas Union Elementary School District,CA,elementary
0634800,San Luis Coastal Unified School District,CA,unified
0634860,San Marino Unified School District,CA,unified
0634880,San Marcos Unified School District,CA,unified
0634920,San Mateo-Foster City Elementary School District,CA,elementary
0634980,San Mateo Union High School District,CA,secondary
0635010,San Miguel Joint Union Elementary School District,CA,elementary
0635040,San Pasqual Union Elementary School District,CA,elementary
0635070,San Pasqual Valley Unified School District,CA,unified
0635090,San Rafael City Elementary School District,CA,elementary
0635110,San Rafael City High School District,CA,secondary
0635130,San Ramon Valley Unified School District,CA,unified
0635220,San Ysidro Elementary School District,CA,elementary
0635250,Sanger Unified School District,CA,unified
0635310,Santa Ana Unified School District,CA,unified
0635430,Santa Clara Unified School District,CA,unified
0635490,Santa Clara Elementary School District,CA,elementary
0635590,Santa Cruz City Elementary School District,CA,elementary
0635600,Santa Cruz City High School District,CA,secondary
0635670,Santa Maria Joint Union High School District,CA,secondary
0635700,Santa Monica-Malibu Unified School District,CA,unified
0635790,Santa Rita Union Elementary School District,CA,elementary
0635810,Santa Rosa Elementary School District,CA,elementary
0635830,Santa Rosa High School District,CA,secondary
0635850,Santa Ynez Valley Union High School District,CA,secondary
0635880,Santee School District,CA,elementary
0635910,Saratoga Union Elementary School District,CA,elementary
0635940,Saucelito Elementary School District,CA,elementary
0635970,Saugus Union Elementary School District,CA,elementary
0636000,Sausalito Elementary School District,CA,elementary
0636030,Savanna Elementary School District,CA,elementary
0636100,Scotia Union Elementary School District,CA,elementary
0636180,Sebastopol Union Elementary School District,CA,elementary
0636210,Seeley Union Elementary School District,CA,elementary
0636240,Seiad Elementary School District,CA,elementary
0636270,Selma Unified School District,CA,unified
0636330,Semitropic Elementary School District,CA,elementary
0636360,Sequoia Union Elementary School District,CA,elementary
0636390,Sequoia Union High School District,CA,secondary
0636420,Shaffer Union Elementary School District,CA,elementary
0636450,Shandon Joint Unified School District,CA,unified
0636570,Shasta Union Elementary School District,CA,elementary
0636600,Shasta Union High School District,CA,secondary
0636660,Shiloh Elementary School District,CA,elementary
0636670,Shoreline Unified School District,CA,unified
0636780,Sierra-Plumas Joint Unified School District,CA,unified
0636800,Sierra Sands Unified School District,CA,unified
0636805,Sierra Unified School District,CA,unified
0636810,Silver Fork Elementary School District,CA,elementary
0636820,Silver Valley Unified School District,CA,unified
0636840,Simi Valley Unified School District,CA,unified
0636940,Siskiyou Union High School District,CA,secondary
0636960,Snelling-Merced Falls Union Elementary School District,CA,elementary
0636970,Snowline Joint Unified School District,CA,unified
0636972,Victor Valley Union High School District,CA,secondary
0636990,Solana Beach Elementary School District,CA,elementary
0637050,Soledad Unified School District,CA,unified
0637110,Solvang Elementary School District,CA,elementary
0637140,Somis Union Elementary School District,CA,elementary
0637200,Sonoma Valley Unified School District,CA,unified
0637230,Sonora Elementary School District,CA,elementary
0637260,Sonora Union High School District,CA,secondary
0637290,Soquel Elementary School District,CA,elementary
0637320,Soulsbyville Elementary School District,CA,elementary
0637350,South Bay Union Elementary School District,CA,elementary
0637380,South Bay Union School District,CA,elementary
0637470,South Fork Union School District,CA,elementary
0637500,South Pasadena Unified School District,CA,unified
0637530,South San Francisco Unified School District,CA,unified
0637560,South Whittier Elementary School District,CA,elementary
0637590,Southern Humboldt Joint Unified School District,CA,unified
0637620,Southern Kern Unified School District,CA,unified
0637630,Southern Trinity Joint Unified School District,CA,unified
0637650,Southside Elementary School District,CA,elementary
0637680,Spencer Valley Elementary School District,CA,elementary
0637710,Spreckels Union Elementary School District,CA,elementary
0637770,Springville Union Elementary School District,CA,elementary
0637830,St. Helena Unified School District,CA,unified
0637890,Standard Elementary School District,CA,elementary
0637950,Stanislaus Union Elementary School District,CA,elementary
0638010,Stockton Unified School District,CA,unified
0638040,Stone Corral Elementary School District,CA,elementary
0638070,Stony Creek Joint Unified School District,CA,unified
0638130,Strathmore Union Elementary School District,CA,elementary
0638220,Sulphur Springs Union Elementary School District,CA,elementary
0638250,Summerville Elementary School District,CA,elementary
0638280,Summerville Union High School District,CA,secondary
0638340,Sundale Union Elementary School District,CA,elementary
0638430,Sunnyside Union Elementary School District,CA,elementary
0638460,Sunnyvale Elementary School District,CA,elementary
0638520,Surprise Valley Joint Unified School District,CA,unified
0638550,Susanville Elementary School District,CA,elementary
0638610,Sutter Union High School District,CA,secondary
0638640,Sweetwater Union High School District,CA,secondary
0638670,Sylvan Union Elementary School District,CA,elementary
0638700,Taft City School District,CA,elementary
0638730,Taft Union High School District,CA,secondary
0638770,Tahoe-Truckee Unified School District,CA,unified
0638790,Tamalpais Union High School District,CA,secondary
0638880,Tehachapi Unified School District,CA,unified
0638980,Temple City Unified School District,CA,unified
0639000,Templeton Unified School District,CA,unified
0639060,Terra Bella Union Elementary School District,CA,elementary
0639180,Thermalito Union School District,CA,elementary
0639210,Three Rivers Union Elementary School District,CA,elementary
0639300,Tipton Elementary School District,CA,elementary
0639420,Torrance Unified School District,CA,unified
0639600,Traver Joint Elementary School District,CA,elementary
0639630,Travis Unified School District,CA,unified
0639690,Tres Pinos Union Elementary School District,CA,elementary
0639720,Trinidad Union Elementary School District,CA,elementary
0639750,Trinity Center Elementary School District,CA,elementary
0639840,Trona Joint Unified School District,CA,unified
0639870,Tulare City Elementary School District,CA,elementary
0639930,Tulare Joint Union High School District,CA,secondary
0639940,Tulelake Basin Joint Unified School District,CA,unified
0640150,Tustin Unified School District,CA,unified
0640200,Twain Harte School District,CA,elementary
0640230,Twin Hills Union Elementary School District,CA,elementary
0640260,Two Rock Union Elementary School District,CA,elementary
0640300,Ukiah Unified School District,CA,unified
0640320,Union Elementary School District,CA,elementary
0640380,Union Hill Elementary School District,CA,elementary
0640590,Vacaville Unified School District,CA,unified
0640650,Valle Lindo Elementary School District,CA,elementary
0640680,Vallecito Union Elementary School District,CA,elementary
0640710,Vallecitos Elementary School District,CA,elementary
0640740,Vallejo City Unified School District,CA,unified
0640800,Valley Home Joint Elementary School District,CA,elementary
0640980,Ventura Unified School District,CA,unified
0641040,Victor Elementary School District,CA,elementary
0641130,Vineland Elementary School District,CA,elementary
0641160,Visalia Unified School District,CA,unified
0641190,Vista Unified School District,CA,unified
0641220,Vista del Mar Union Elementary School District,CA,elementary
0641250,Walnut Creek Elementary School District,CA,elementary
0641280,Walnut Valley Unified School District,CA,unified
0641400,Wasco Union Elementary School District,CA,elementary
0641430,Wasco Union High School District,CA,secondary
0641460,Washington Colony Elementary School District,CA,elementary
0641580,Washington Unified School District,CA,unified
0641610,Washington Union Elementary School District,CA,elementary
0641790,Waugh Elementary School District,CA,elementary
0641820,Waukena Joint Union Elementary School District,CA,elementary
0641880,Weaver Union Elementary School District,CA,elementary
0641980,Weed Union Elementary School District,CA,elementary
0642000,West Covina Unified School District,CA,unified
0642060,West Park Elementary School District,CA,elementary
0642120,Westside Union Elementary School District,CA,elementary
0642140,Western Placer Unified School District,CA,unified
0642150,Westminster School District,CA,elementary
0642180,Westmorland Union Elementary School District,CA,elementary
0642210,Westside Elementary School District,CA,elementary
0642270,West Side Union Elementary School District,CA,elementary
0642300,Westwood Unified School District,CA,unified
0642330,Wheatland Elementary School District,CA,elementary
0642350,Wheatland Union High School District,CA,secondary
0642420,Whitmore Union Elementary School District,CA,elementary
0642450,Whittier City Elementary School District,CA,elementary
0642480,Whittier Union High School District,CA,secondary
0642510,William S. Hart Union High School District,CA,secondary
0642540,Williams Unified School District,CA,unified
0642560,Willits Unified School District,CA,unified
0642580,Laytonville Unified School District,CA,unified
0642600,Willow Creek Elementary School District,CA,elementary
0642630,Willow Grove Union Elementary School District,CA,elementary
0642710,Willows Unified School District,CA,unified
0642750,Wilmar Union Elementary School District,CA,elementary
0642810,Wilsona Elementary School District,CA,elementary
0642900,Winship Robbins Elementary School District,CA,elementary
0642930,Winters Joint Unified School District,CA,unified
0642960,Winton School District,CA,elementary
0643080,Woodland Joint Unified School District,CA,unified
0643140,Woodside Elementary School District,CA,elementary
0643170,Woodville Elementary School District,CA,elementary
0643200,Wright Elementary School District,CA,elementary
0643380,Yreka Union Elementary School District,CA,elementary
0643410,Yreka Union High School District,CA,secondary
0643470,Yuba City Unified School District,CA,unified
0643560,Yucaipa-Calimesa Joint Unified School District,CA,unified
0684500,Irvine Unified School District,CA,unified
0691134,Golden Plains Unified School District,CA,unified
0691135,Val Verde Unified School District,CA,unified
0691136,Aromas-San Juan Unified School District,CA,unified
0691137,Big Oak Flat-Groveland Unified School District,CA,unified
0699001,Gridley Unified School District (9-12),CA,secondary
0699002,Caruthers Unified School District (9-12),CA,secondary
0699003,Riverdale Joint Unified School District (9-12),CA,secondary
0699004,Sierra Unified School District (9-12),CA,secondary
0699005,Orland Joint Unified School District (9-12),CA,secondary
0699006,Eureka City Unified School District (7-12),CA,secondary
0699007,Eureka City Unified School District (9-12),CA,secondary
0699008,Upper Lake Unified School District (9-12),CA,secondary
0699009,Coast Unified School District (9-12),CA,secondary
0699010,Paso Robles Joint Unified School District (9-12),CA,secondary
0699011,Santa Cruz City High School District (6-12),CA,secondary
0699012,Hughson Unified School District (9-12),CA,secondary
0699013,Oakdale Joint Unified School District (9-12),CA,secondary
0699014,Nevada Joint Union High School District (9-12),CA,secondary
0699997,School District Not Defined,CA,unified
0800001,Cheyenne County School District RE-5,CO,unified
0800016,Yuma School District 1,CO,unified
0800017,Wray School District RD-2,CO,unified
0800018,Idalia School District RJ-3,CO,unified
0800019,Liberty School District J-4,CO,unified
0801920,Academy School District 20,CO,unified
0801950,Adams County School District 14,CO,unified
0801980,Agate School District 300,CO,unified
0802010,Aguilar Reorganized School District 6,CO,unified
0802040,Akron School District R-1,CO,unified
0802070,Alamosa School District RE-11J,CO,unified
0802130,South Conejos School District RE-10,CO,unified
0802190,Archuleta County School District 50-JT,CO,unified
0802220,Arickaree School District R-2,CO,unified
0802260,Arriba-Flagler School District C-20,CO,unified
0802280,Aspen School District 1,CO,unified
0802310,Ault-Highland School District RE-9,CO,unified
0802340,Adams-Arapahoe School District 28J,CO,unified
0802370,Platte Canyon School District 1,CO,unified
0802400,Bayfield School District 10 JT-R,CO,unified
0802430,Bennett School District 29-J,CO,unified
0802460,Bethune School District R-5,CO,unified
0802490,Boulder Valley School District RE-2,CO,unified
0802520,Branson Reorganized School District 82,CO,unified
0802550,Briggsdale School District RE-10,CO,unified
0802580,School District 27J,CO,unified
0802610,Brush School District RE-2J,CO,unified
0802640,Buena Vista School District R-31,CO,unified
0802670,Burlington School District RE-6J,CO,unified
0802700,Byers School District 32J,CO,unified
0802730,Calhan School District RJ-1,CO,unified
0802760,Campo School District RE-6,CO,unified
0802790,Fremont RE-1,CO,unified
0802850,Center School District 26-JT,CO,unified
0802880,Cheraw School District 31,CO,unified
0802910,Cherry Creek School District 5,CO,unified
0802940,Cheyenne Mountain School District 12,CO,unified
0803000,Clear Creek School District RE-1,CO,unified
0803030,Plateau Valley School District 50,CO,unified
0803060,Colorado Springs School District 11,CO,unified
0803090,Montezuma-Cortez School District RE-1,CO,unified
0803120,Fremont RE-3,CO,unified
0803150,Creede School District,CO,unified
0803180,Cripple Creek-Victor School District RE-1,CO,unified
0803210,Crowley County School District RE-1-J,CO,unified
0803240,De Beque School District 49-JT,CO,unified
0803270,Deer Trail School District 26J,CO,unified
0803300,Upper Rio Grande School District C-7,CO,unified
0803330,Delta County School District 50J,CO,unified
0803360,Denver County School District 1,CO,unified
0803390,Dolores School District RE-4A,CO,unified
0803420,Dolores County School District RE-2,CO,unified
0803450,Douglas County School District RE-1,CO,unified
0803480,Durango School District 9-R,CO,unified
0803510,Kiowa County School District No. RE-1,CO,unified
0803540,Eagle County School District RE 50,CO,unified
0803600,Weld County School District No. RE-2,CO,unified
0803630,Edison School District 54-JT,CO,unified
0803690,Elbert School District 200,CO,unified
0803720,Elizabeth School District,CO,unified
0803750,Ellicott School District 22,CO,unified
0803780,Englewood School District 1,CO,unified
0803810,Estes Park School District R-3,CO,unified
0803840,Park County School District RE-2,CO,unified
0803870,School District 49,CO,unified
0803930,Frenchman School District RE-3,CO,unified
0803960,Fremont RE-2,CO,unified
0803990,Poudre School District R-1,CO,unified
0804020,Weld County School District RE-8,CO,unified
0804050,Fort Morgan School District RE-3,CO,unified
0804080,Fountain School District 8,CO,unified
0804110,Fowler School District R-4J,CO,unified
0804140,Sierra Grande School District R-30,CO,unified
0804200,Weld County School District RE-1,CO,unified
0804230,Gilpin County School District RE-1,CO,unified
0804260,Roaring Fork School District RE-1,CO,unified
0804290,Granada School District RE-1,CO,unified
0804320,East Grand School District 2,CO,unified
0804350,Mesa County Valley School District 51,CO,unified
0804380,Garfield County School District 16,CO,unified
0804410,Greeley School District 6,CO,unified
0804440,Pawnee School District RE-12,CO,unified
0804470,Gunnison Watershed School District RE-1J,CO,unified
0804500,Hanover School District 28,CO,unified
0804530,Harrison School District 2,CO,unified
0804560,Haxtun School District RE-2J,CO,unified
0804590,Hayden School District RE-1,CO,unified
0804620,Hinsdale County School District RE-1,CO,unified
0804650,Hoehne Reorganized School District 3,CO,unified
0804680,Holly School District RE-3,CO,unified
0804710,Holyoke School District RE-1J,CO,unified
0804740,Genoa-Hugo School District C-113,CO,unified
0804770,Ignacio School District 11-JT,CO,unified
0804800,Jefferson County School District R-1,CO,unified
0804830,Johnstown-Milliken School District RE-5J,CO,unified
0804860,Julesburg School District RE-1,CO,unified
0804890,Karval School District RE-23,CO,unified
0804920,Weld County School District RE-3J,CO,unified
0804950,Platte Valley School District RE-7,CO,unified
0804980,Kim Reorganized School District 88,CO,unified
0805010,Kiowa School District C-2,CO,unified
0805040,Kit Carson School District R-1,CO,unified
0805070,West Grand School District 1-JT,CO,unified
0805100,North Conejos School District RE-1J,CO,unified
0805130,East Otero School District R-1,CO,unified
0805160,La Veta School District RE-2,CO,unified
0805190,Lake County School District R-1,CO,unified
0805220,Lamar School District RE-2,CO,unified
0805250,Las Animas School District RE-1,CO,unified
0805280,Limon School District RE-4J,CO,unified
0805310,Littleton School District 6,CO,unified
0805340,Lone Star School District 101,CO,unified
0805370,St. Vrain Valley School District RE 1J,CO,unified
0805400,Thompson School District R-2J,CO,unified
0805460,Mancos School District RE-6,CO,unified
0805490,Manitou Springs School District 14,CO,unified
0805520,Manzanola School District 3J,CO,unified
0805550,Mapleton School District 1,CO,unified
0805580,McClave School District RE-2,CO,unified
0805610,Meeker School District RE1,CO,unified
0805640,Buffalo School District RE-4,CO,unified
0805670,Miami-Yoder School District 60-JT,CO,unified
0805700,Moffat School District 2,CO,unified
0805730,Moffat County School District RE-1,CO,unified
0805760,Monte Vista School District C-8,CO,unified
0805790,Montrose County School District RE-1J,CO,unified
0805820,Lewis-Palmer School District 38,CO,unified
0805850,West End School District RE-2,CO,unified
0805880,Norwood School District R-2J,CO,unified
0805910,South Routt School District RE-3,CO,unified
0805940,Otis School District R-3,CO,unified
0805970,Ouray School District R-1,CO,unified
0806000,Revere School District,CO,unified
0806030,Plateau School District RE-5,CO,unified
0806060,Peyton School District 23-JT,CO,unified
0806090,Pritchett School District RE-3,CO,unified
0806120,Pueblo City School District 60,CO,unified
0806150,Pueblo County School District 70,CO,unified
0806180,Rangely School District RE-4,CO,unified
0806210,Ridgway School District R-2,CO,unified
0806240,Garfield School District RE-2,CO,unified
0806270,Rocky Ford School District R-2,CO,unified
0806300,Mountain Valley School District RE-1,CO,unified
0806330,Salida School District R-32,CO,unified
0806360,Centennial School District R-1,CO,unified
0806390,Sanford School District 6J,CO,unified
0806420,Sangre de Cristo School District RE-22J,CO,unified
0806450,Sargent School District RE-33J,CO,unified
0806480,Widefield School District 3,CO,unified
0806510,Hi-Plains School District R-23,CO,unified
0806540,Sheridan School District 2,CO,unified
0806570,Silverton School District 1,CO,unified
0806600,Big Sandy School District 100J,CO,unified
0806630,Springfield School District RE-4,CO,unified
0806660,Steamboat Springs School District RE-2,CO,unified
0806690,Valley School District RE-1,CO,unified
0806720,Prairie School District RE-11,CO,unified
0806750,Strasburg School District 31J,CO,unified
0806780,Stratton School District R-4,CO,unified
0806810,Summit School District RE-1,CO,unified
0806840,Swink School District 33,CO,unified
0806870,Telluride School District R-1,CO,unified
0806900,Adams 12 Five Star Schools,CO,unified
0806930,Plainview School District RE-2,CO,unified
0806960,Trinidad School District 1,CO,unified
0806990,Vilas School District RE-5,CO,unified
0807050,North Park School District R-1,CO,unified
0807080,Huerfano School District RE-1,CO,unified
0807110,Walsh School District RE-1,CO,unified
0807140,Weldon Valley School District RE-20J,CO,unified
0807200,Custer County School District C-1,CO,unified
0807230,Westminster Public School District,CO,unified
0807260,Primero Reorganized School District 2,CO,unified
0807290,Wiggins School District RE-50J,CO,unified
0807320,Wiley School District RE-13-JT,CO,unified
0807350,Windsor School District RE-4,CO,unified
0807380,Woodland Park School District RE-2,CO,unified
0807410,Woodlin School District R-104,CO,unified
0900005,Regional High School District 19,CT,secondary
0900030,Andover School District,CT,elementary
0900060,Ansonia School District,CT,unified
0900090,Ashford School District,CT,elementary
0900120,Avon School District,CT,unified
0900150,Barkhamsted School District,CT,elementary
0900210,Berlin School District,CT,unified
0900240,Bethany School District,CT,elementary
0900270,Bethel School District,CT,unified
0900330,Bloomfield School District,CT,unified
0900360,Bolton School District,CT,unified
0900390,Bozrah School District,CT,elementary
0900420,Branford School District,CT,unified
0900450,Bridgeport School District,CT,unified
0900510,Bristol School District,CT,unified
0900540,Brookfield School District,CT,unified
0900570,Brooklyn School District,CT,elementary
0900630,Canaan School District,CT,elementary
0900660,Canterbury School District,CT,elementary
0900690,Canton School District,CT,unified
0900720,Chaplin School District,CT,elementary
0900750,Cheshire School District,CT,unified
0900780,Chester School District,CT,elementary
0900810,Clinton School District,CT,unified
0900840,Colchester School District,CT,unified
0900870,Colebrook School District,CT,elementary
0900900,Columbia School District,CT,elementary
0900930,Cornwall School District,CT,elementary
0900960,Coventry School District,CT,unified
0900990,Cromwell School District,CT,unified
0901020,Danbury School District,CT,unified
0901050,Darien School District,CT,unified
0901080,Deep River School District,CT,elementary
0901110,Derby School District,CT,unified
0901170,East Granby School District,CT,unified
0901200,East Haddam School District,CT,unified
0901230,East Hampton School District,CT,unified
0901260,East Hartford School District,CT,unified
0901290,East Haven School District,CT,unified
0901320,East Lyme School District,CT,unified
0901350,East Windsor School District,CT,unified
0901380,Eastford School District,CT,elementary
0901410,Easton School District,CT,elementary
0901440,Ellington School District,CT,unified
0901470,Enfield School District,CT,unified
0901500,Essex School District,CT,elementary
0901530,Fairfield School District,CT,unified
0901560,Farmington School District,CT,unified
0901590,Franklin School District,CT,elementary
0901620,Glastonbury School District,CT,unified
0901680,Granby School District,CT,unified
0901710,Greenwich School District,CT,unified
0901740,Griswold School District,CT,unified
0901770,Groton School District,CT,unified
0901800,Guilford School District,CT,unified
0901860,Hamden School District,CT,unified
0901890,Hampton School District,CT,elementary
0901920,Hartford School District,CT,unified
0901950,Hartland School District,CT,elementary
0902010,Hebron School District,CT,elementary
0902040,Kent School District,CT,elementary
0902070,Killingly School District,CT,unified
0902130,Lebanon School District,CT,unified
0902160,Ledyard School District,CT,unified
0902190,Lisbon School District,CT,elementary
0902220,Litchfield School District,CT,unified
0902280,Madison School District,CT,unified
0902310,Manchester School District,CT,unified
0902340,Mansfield School District,CT,elementary
0902370,Marlborough School District,CT,elementary
0902400,Meriden School District,CT,unified
0902490,Middletown School District,CT,unified
0902520,Milford School District,CT,unified
0902550,Monroe School District,CT,unified
0902580,Montville School District,CT,unified
0902640,Naugatuck School District,CT,unified
0902670,New Britain School District,CT,unified
0902700,New Canaan School District,CT,unified
