tenant_host,state,source,evidence
grandcounty-co.granicus.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
grandcountyutah.gov,UT,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
grandjunctionco.portal.civicclerk.com,CO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Grand Junction, CO'"
grandprairieisdtx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
grandprairietx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
grandrapidsmi.new.swagit.com,MI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Grand Rapids, MI'"
grandterraceca.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
grapevinetx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
greaternapanee.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
greeleyco.portal.civicclerk.com,CO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Greeley'"
greenbaywi.portal.civicclerk.com,WI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Green Bay, WI'"
greenbeltmd.granicus.com,MD,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
greenbeltmd.portal.civicclerk.com,MD,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
greenburghny.new.swagit.com,NY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
greenecova.portal.civicclerk.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
gresham.granicus.com,OR,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
gresham.primegov.com,OR,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
greyhighlands.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
grimescountytx.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
grosseile.civicweb.net,MI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
grundycountyil.iqm2.com,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
guilford.granicus.com,NC,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Guilford County, NC'"
hacsc.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
halfmoonbay.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hallandalebeach.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Hallandale Beach, FL'"
hamburg-mi.municodemeetings.com,MI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hamdenct.portal.civicclerk.com,CT,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hampton.granicus.com,VA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Hampton, VA'"
hanfordca.new.swagit.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hanovercounty.granicus.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hanovercova.portal.civicclerk.com,VA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Hanover County, VA'"
hapevillega.portal.civicclerk.com,GA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
harfordcountymd.new.swagit.com,MD,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Harford County, MD'"
harfordcountypublicschoolsmd.new.swagit.com,MD,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
harriscountytx.new.swagit.com,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Harris County, TX'"
harrisonburg-va.granicus.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
harrisoncountyin.portal.civicclerk.com,IN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
haslet.civicweb.net,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hastingsne.portal.civicclerk.com,NE,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hastingsonhudsonny.new.swagit.com,NY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hawaiicounty.granicus.com,HI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Hawaii County, HI'"
hawthorne-ca.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hays.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hayscountytx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hayward.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
haywoodcountync.gov,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
haywoodcountync.granicus.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
healdsburgca.iqm2.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hearst.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hebercityut.portal.civicclerk.com,UT,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hendersonky.gov,KY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hendersonville-nc.municodemeetings.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hennepinmn.granicus.com,MN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'County of Hennepin, MN'"
henricocountyva.new.swagit.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
henryga.granicus.com,GA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hercules.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hernandocountyfl.granicus.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
herndonva.portal.civicclerk.com,VA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Herndon, VA'"
hesperia.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hgcity.primegov.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
highlandbeach-fl.municodemeetings.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
highlandca.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
highlandparkil.portal.civicclerk.com,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
highlands-nj.municodemeetings.com,NJ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
highriver.civicweb.net,AB,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hillsborough-nc.municodemeetings.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hillsboroughcounty.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Hillsborough County, FL'"
hoke.granicus.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hollywoodfl.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Hollywood, FL'"
hometown.cablecast.tv,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
homewood-il.municodemeetings.com,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
honolulu.granicus.com,HI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hooksett.granicus.com,NH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hopewell-va.municodemeetings.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hopewellboroughnj.gov,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hopkinsmn.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
horrycounty.granicus.com,SC,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Horry County, SC'"
houstonisdtx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
houstontx.new.swagit.com,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Houston, TX'"
hudson.granicus.com,OH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
humalertca.gov,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
humboldt.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hunterdonconj.portal.civicclerk.com,NJ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
huntingtonbeach.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Huntington Beach, CA'"
huntingtonny.granicus.com,NY,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Town of Huntington'"
huntingtonpark.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
huntsvilleal.granicus.com,AL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Huntsville, AL'"
huntsvilletx.portal.civicclerk.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hursttx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
hyattsville-md.granicus.com,MD,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ia-hawarden.civicplus.com,IA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Hawarden, IA'"
ia-maquoketa.civicplus.com,IA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Maquoketa, IA'"
ia-tipton.civicplus.com,IA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Tipton, IA'"
ia-winterset.civicplus.com,IA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Winterset, IA'"
id-pocatello.civicplus.com,ID,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Pocatello, ID'"
idahofallsid.new.swagit.com,ID,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
il-cresthill.civicplus.com,IL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Crest Hill, IL'"
il-hanoverpark.civicplus.com,IL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Hanover Park, IL'"
il-monee.civicplus.com,IL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Monee, IL'"
il-northfield.civicplus.com,IL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Northfield, IL'"
il-palospark.civicplus.com,IL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Palos Park, IL'"
il-riverside.civicplus.com,IL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Riverside, IL'"
il-skokie.civicplus.com,IL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Skokie, IL'"
il-wheaton.civicplus.com,IL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Wheaton, IL'"
imperial.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
in-anderson.civicplus.com,IN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Anderson, IN'"
in-avon.civicplus.com,IN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Avon, IN'"
in-charlestown.civicplus.com,IN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Charlestown, IN'"
in-lafayette.civicplus.com,IN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Lafayette, IN'"
in-portage.civicplus.com,IN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Portage, IN'"
in-shelbyville.civicplus.com,IN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Shelbyville, IN'"
in-woodburn.civicplus.com,IN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Woodburn, IN'"
in-zionsville.civicplus.com,IN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Zionsville, IN'"
independence-ia.municodemeetings.com,IA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
independenceia.portal.civicclerk.com,IA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
independenceks.gov,KS,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
indianapolis-in.municodemeetings.com,IN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
indianapolis.granicus.com,IN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Indianapolis, IN'"
indianwells.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
indio.civicweb.net,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
innisfail.civicweb.net,AB,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
inyococa.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ircgov.granicus.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
irvingisdtx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
irvingtx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
islamoradafl.portal.civicclerk.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ivgid.portal.civicclerk.com,NV,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ivins.granicus.com,UT,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jacksonco.granicus.com,MO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jacksoncomi.portal.civicclerk.com,MI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jacksonms.new.swagit.com,MS,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jacksonvillear.gov,AR,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jacksonvillenc.granicus.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jacksonwy.new.swagit.com,WY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jamescitycova.portal.civicclerk.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jaxcityc.granicus.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jcc.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jeffco.granicus.com,OR,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jeffersonco.granicus.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jeffersoncomo.portal.civicclerk.com,MO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jeffersonparishla.new.swagit.com,LA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jerome-az.municodemeetings.com,AZ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
johnson-county.granicus.com,IA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Johnson County, IA'"
johnsoncountyia.iqm2.com,IA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
johnstownco.portal.civicclerk.com,CO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Johnstown, CO'"
joliet.granicus.com,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jonesboro.granicus.com,AR,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
joplinmo.granicus.com,MO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
jordan-mn.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
junctioncityks.portal.civicclerk.com,KS,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
juneau-ak.municodemeetings.com,AK,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
juneauak.portal.civicclerk.com,WI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kansascity.granicus.com,MO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kapuskasing.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
katyisdtx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kauai.granicus.com,HI,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Kaua&apos;i County, HI'"
kaufmancountytx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kaysvilleut.portal.civicclerk.com,UT,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
keizeror.portal.civicclerk.com,OR,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kelownapublishing.escribemeetings.com,BC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kemah-tx.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kennesawga.portal.civicclerk.com,GA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kenora.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kenosha.granicus.com,WI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kentoh.portal.civicclerk.com,OH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kentwa.iqm2.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kerrvilletx.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kerrvilletx.portal.civicclerk.com,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Kerrville, TX'"
ketchikan.primegov.com,AK,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
keybiscayne.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Key Biscayne, FL'"
killeen.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
king-county-tv.cablecast.tv,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
king.granicus.com,WA,ryan_stated,"Metropolitan King County Council, King County WA. The ledger's state_abbr said NC, which is what minted rtr:us:nc:king-county."
kingsport-tn.municodemeetings.com,TN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kingwilliamcova.portal.civicclerk.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kirkland.granicus.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kissimmeefl.portal.civicclerk.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Kissimmee, FL'"
klickitatcowa.portal.civicclerk.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
knoxvilletn.primegov.com,TN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Knoxville, TN'"
kpb.granicus.com,AK,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
kronenwetter-wi.municodemeetings.com,WI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ks-basehor.civicplus.com,KS,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Basehor, KS'"
ks-hays.civicplus.com,KS,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Hays, KS'"
ks-herington.civicplus.com,KS,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ks-independence.civicplus.com,KS,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Independence, KS'"
ks-iola.civicplus.com,KS,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Iola, KS'"
ks-osawatomie.civicplus.com,KS,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Osawatomie, KS'"
ks-pratt.civicplus.com,KS,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Pratt, KS'"
ks-wichita.civicplus.com,KS,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Wichita, KS'"
kyletx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
la-sulphur.civicplus.com,LA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Sulphur, LA'"
lacdrp.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Los Angeles County, CA'"
laceywa.portal.civicclerk.com,WA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Lacey, WA'"
lacity.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lacity.primegov.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lackawanna.granicus.com,PA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
laconnerwa.portal.civicclerk.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lacounty.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Los Angeles County, CA'"
lacountymediahost.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ladwp.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ladwp.primegov.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ladylakefl.portal.civicclerk.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Lady Lake, FL'"
lafayette.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lagov.new.swagit.com,LA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lagrangeil.gov,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lagunabeachcity.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lagunahillsca.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lagunawoods.cablecast.tv,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Laguna Woods, CA'"
lahabraca.new.swagit.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lakecountyfl.portal.civicclerk.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Lake County, FL'"
lakeforestpark-wa.municodemeetings.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lakegenevawi.portal.civicclerk.com,WI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lakehavasucity.granicus.com,AZ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lakelandtn.portal.civicclerk.com,TN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lakemills-wi.granicus.com,WI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lakewaytx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lakeworthtx.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lambton.civicweb.net,QC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lancastercosc.portal.civicclerk.com,SC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lancastertx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lapalmaca.portal.civicclerk.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'La Palma, CA'"
laplata.primegov.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lapuente.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
laquinta.cablecast.tv,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'La Quinta, CA'"
laramiecounty.granicus.com,WY,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Laramie County, WY'"
laredotx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lauderdalebytheseafl.portal.civicclerk.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
laurel-md.municodemeetings.com,MD,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lausdca.new.swagit.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Los Angeles USD, CA'"
lawa.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lawtonok.portal.civicclerk.com,OK,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
laytonut.portal.civicclerk.com,UT,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lcd.granicus.com,OR,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
leacountynm.portal.civicclerk.com,NM,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
leaguecitytx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
leandertx.new.swagit.com,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Leander, TX'"
lebanon-or.municodemeetings.com,OR,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lebanonnh.portal.civicclerk.com,NH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ledyardct.granicus.com,CT,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
leesburgva.granicus.com,VA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Leesburg, VA'"
lehi.granicus.com,UT,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lenaweecomi.portal.civicclerk.com,MI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
leonvalleytx.cablecast.tv,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Leon Valley, TX'"
lewes.civicweb.net,DE,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
libertycountyga.gov,GA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
libertyhilltx.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
libertylakewa.portal.civicclerk.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lillooet.civicweb.net,BC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
limaoh.primegov.com,OH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lincoln.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Lincoln, CA'"
lincolncoor.portal.civicclerk.com,OR,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lincolnpark-mi.granicus.com,MI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lincolnri.portal.civicclerk.com,RI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lindon.gov,UT,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
litchfieldparkaz.portal.civicclerk.com,AZ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
littleelmtx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lmctvny.new.swagit.com,NY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
lodica.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Lodi, CA'"
loganville-ga.municodemeetings.com,GA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
longbeach.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
