tenant_host,state,source,evidence
cityofgastonia.granicus.com,NC,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Gastonia, NC'"
cityofgonzales.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofgreen.granicus.com,OH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofkeller.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityoflacrosse.granicus.com,WI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityoflafayette.granicus.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityoflamirada.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityoflancasterca.primegov.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityoflawton.granicus.com,OK,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityoflewisville.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofmalden.granicus.com,MA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofmaricopa.granicus.com,AZ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofmenifee.primegov.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofmerced.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofmiamisburg.com,OH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofmillvalley.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofnewport.granicus.com,RI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofno.granicus.com,LA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofnorthport.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'North Port, FL'"
cityofnsb.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'New Smyrna Beach, FL'"
cityoforange.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofoviedo.primegov.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofoxford.granicus.com,OH,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofpalmdesert.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofpeekskill.granicus.com,NY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofpilotpoint.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofpt.granicus.com,WA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Port Townsend, WA'"
cityofredlands.cablecast.tv,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Redlands, CA'"
cityofrehoboth.civicweb.net,DE,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Rehoboth Beach'"
cityofrosemead.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofrsm.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Rancho Santa Margarita, CA'"
cityofsancarlos.primegov.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofseguintx.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofsignalhill.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Signal Hill, CA'"
cityofstamford.granicus.com,CT,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofstillwater.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityoftacoma.granicus.com,WA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Tacoma, WA'"
cityofventura.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cityofwasilla.civicweb.net,AK,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
clallamcowa.portal.civicclerk.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
claremontca.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
clarksvilletn.new.swagit.com,TN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
clarksvilletn.portal.civicclerk.com,TN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
clatsopcounty.gov,OR,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
clawson.granicus.com,MI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
clay.primegov.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Clay County, FL'"
claycomo.portal.civicclerk.com,MO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
clayfl.new.swagit.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Clay County, FL'"
claytoncountyga.iqm2.com,GA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
claytonnc.portal.civicclerk.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
clearlake-ca.municodemeetings.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
clovisca.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
co-fraser.civicplus.com,CO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Fraser, CO'"
co-fruita.civicplus.com,CO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Fruita, CO'"
co-palmerlake.civicplus.com,CO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Palmer Lake, CO'"
co-tellercounty.civicplus.com,CO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Teller County, CO'"
co-woodlandpark.civicplus.com,CO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Woodland Park, CO'"
cobergennj.granicus.com,NJ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cocoabeach.granicus.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
coconutcreek.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Coconut Creek, FL'"
cocookmn.civicweb.net,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
coe-pub.escribemeetings.com,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
college-park.granicus.com,MD,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'College Park, MD'"
collegestationtx.portal.civicclerk.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
colleyvilletx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
collincountytx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
collinsville.granicus.com,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
colonieny.iqm2.com,NY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
coloradosprings.granicus.com,CO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Colorado Springs, CO'"
columbus-wi.municodemeetings.com,WI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
columbusin.granicus.com,IN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
colusa-ca.municodemeetings.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
colwood.civicweb.net,BC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
concordca.cablecast.tv,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
conroetx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
contra-costa.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
conversetx.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cook-county.granicus.com,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cooper.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Cooper City, FL'"
coppellisd.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
coppelltx.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
coralgables.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Coral Gables, FL'"
coronadousdca.new.swagit.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
corpuschristi.granicus.com,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Corpus Christi, TX'"
cortlandcountyny.iqm2.com,NY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cosm.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cosmopolis-wa.municodemeetings.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
costamesa.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cosumnescommunityservices.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cotaticityca.iqm2.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cowetacoga.portal.civicclerk.com,GA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cresthill-il.municodemeetings.com,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
crestwood.granicus.com,MO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
crevecoeurmo.portal.civicclerk.com,MO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cu.new.swagit.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
culver-city.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Culver City, CA'"
cumberland.iqm2.com,NJ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cumberlandcountypa.gov,PA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cupertino.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cvrdtest.primegov.com,BC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cvwd.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
cvwd.primegov.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
dakota.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
dallascountyiowa.gov,IA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
dallasisdtx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
dallastx.new.swagit.com,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Dallas, TX'"
dalycityca.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
danbury.granicus.com,CT,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Danbury, CT'"
dane.granicus.com,WI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
danville-ca.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
davenport.granicus.com,IA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
davieconc.portal.civicclerk.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
davis.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Davis, CA'"
dc.granicus.com,DC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
decaturga.new.swagit.com,GA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
dekalbcountyga.granicus.com,GA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
delandfl.portal.civicclerk.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'DeLand, FL'"
delawarecopa.portal.civicclerk.com,PA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
delawarecounty.in.gov,IN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
delcopa.granicus.com,PA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
delraybeach.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Delray Beach, FL'"
delriotx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
deltona.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Deltona, FL'"
denton-tx.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
dentoncounty.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
dentontx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
denver.granicus.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
deperewi.portal.civicclerk.com,WI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
derbyks.new.swagit.com,KS,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
desmoines.civicweb.net,WA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Des Moines WA'"
desototx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
desplainesil.cablecast.tv,IL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Des Plaines, IL'"
dfps.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
dhaz.granicus.com,AZ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
diamondbarca.iqm2.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
dixon-ca.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
douglas-mi.municodemeetings.com,MI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
douglascountywi.gov,WI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
douglaswy.portal.civicclerk.com,WY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
dpwlacity.primegov.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
drippingsprings-tx.municodemeetings.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
duarteca.portal.civicclerk.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Duarte, CA'"
dublin.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
dublinca.iqm2.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
dubuquecountyia.portal.civicclerk.com,IA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
duluth-mn.granicus.com,MN,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Duluth, MN'"
dunedin.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Dunedin, FL'"
dunnellon.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Dunnellon, FL'"
dupage.granicus.com,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
durham.granicus.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
durhamcounty.granicus.com,NC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
eagan.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
eagleco.portal.civicclerk.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
eaglecounty.granicus.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
eaglemountainut.portal.civicclerk.com,UT,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
eastgrandforks.gov,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
eastgreenwichri.granicus.com,RI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
eastgwillimbury.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
easthamptontown.iqm2.com,NY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
eastlansing.granicus.com,MI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
eastonmd.portal.civicclerk.com,MD,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Easton'"
eastpaloalto.iqm2.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
eatonville-fl.municodemeetings.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
eauclairewi.granicus.com,WI,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ebparks.new.swagit.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'East Bay Regional Park District, CA'"
eden-prairie.granicus.com,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
edmondok.new.swagit.com,OK,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
edmondswa.granicus.com,WA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Edmonds, WA'"
elatownship.gov,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
elbertcounty.granicus.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
elcerritoca.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
eldorado.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'El Dorado County, CA'"
eldoradoks.portal.civicclerk.com,KS,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
elizabethco.portal.civicclerk.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
elkgrove.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
elliscountytx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
elmonte.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
elsegundo.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of El Segundo, CA'"
emeryville.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
emporiaks.portal.civicclerk.com,KS,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Emporia, KS'"
encinitas.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Encinitas, CA'"
enfieldct.portal.civicclerk.com,CT,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Enfield, CT'"
erie.granicus.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
escambiacofl.portal.civicclerk.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Escambia County, FL'"
escondido-ca.municodemeetings.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
eustis-fl.municodemeetings.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
everettwa.gov,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fairfax.granicus.com,VA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Fairfax, VA'"
fairoaksranch-tx.municodemeetings.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fallschurch-va.granicus.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fargo.cablecast.tv,ND,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
farmersbranch.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fcva.granicus.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fernandinabeachfl.new.swagit.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
festusmo.portal.civicclerk.com,MO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Festus, MO'"
firestoneco.portal.civicclerk.com,CO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Firestone, CO'"
fishkilltownny.iqm2.com,NY,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fl-aventura.civicplus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Aventura, FL'"
fl-crestview.civicplus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Crestview, FL'"
fl-jupiterinletcolony.civicplus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Jupiter Inlet Colony, FL'"
fl-oakland.civicplus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Oakland, FL'"
fl-portorange.civicplus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Port Orange, FL'"
flagstaffaz.new.swagit.com,AZ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
flandreau.granicus.com,SD,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
florencesc.portal.civicclerk.com,SC,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
flowermoundtx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fnsb.portal.civicclerk.com,AK,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fontana.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
forestgroveor.portal.civicclerk.com,OR,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fortbendcountytx.new.swagit.com,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Fort Bend County, TX'"
fortcollins-co.municodemeetings.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fortlauderdale.granicus.com,FL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Fort Lauderdale, FL'"
fortluptonco.portal.civicclerk.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fortpiercefl.new.swagit.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fortwaltonbeachcityfl.iqm2.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fortworthgov.granicus.com,TX,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Fort Worth, TX'"
fostercity.new.swagit.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fostercity.primegov.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fountainvalley.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Fountain Valley, CA'"
franklin-twp.org,NJ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
franklincountyva.gov,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
franklintn.portal.civicclerk.com,TN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
frederick.granicus.com,MD,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
frederickco.portal.civicclerk.com,CO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Frederick'"
fredericksburgtx.portal.civicclerk.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
frenchriver.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fresno.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fresnocounty.granicus.com,CA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Fresno County, CA'"
friscoco.portal.civicclerk.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
friscotx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
frostburg-md.municodemeetings.com,MD,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
frostburgcity.civicweb.net,MD,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fruitheights.gov,UT,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
fultoncoin.portal.civicclerk.com,IN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ga-avondaleestates.civicplus.com,GA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
ga-rome.civicplus.com,GA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Rome, GA'"
ga-walnutgrove.civicplus.com,GA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Walnut Grove, GA'"
ga-watkinsville.civicplus.com,GA,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Watkinsville, GA'"
gailborden.portal.civicclerk.com,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
gainesville.granicus.com,FL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
gaithersburgmd.iqm2.com,MD,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
galesburg.granicus.com,IL,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Galesburg, IL'"
galvestontx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
garlandisdtx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
garlandtx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
gaston.granicus.com,NC,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'Gaston County, NC'"
gcva.granicus.com,VA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
georgetowntx.new.swagit.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
georgianbay.civicweb.net,ON,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
germantown-tn.granicus.com,TN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
gigharborwa.portal.civicclerk.com,WA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
gilroyca.portal.civicclerk.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
glencoevillageil.iqm2.com,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
glendale-az.granicus.com,AZ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
glendaleaz.new.swagit.com,AZ,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
glendaleca.primegov.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
glendoraca.cablecast.tv,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
glenellynil.portal.civicclerk.com,IL,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
glenncounty.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
gocolumbiamo.granicus.com,MO,auto_derived,"state only, from rtr-discovery ledger.db tenants.jurisdiction_override 'City of Columbia, MO'"
goldenco.granicus.com,CO,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
goleta.granicus.com,CA,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
goodhuecountymn.gov,MN,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
gptx.granicus.com,TX,ledger_state_abbr,rtr-discovery ledger.db tenants.state_abbr
