zcta,place_name,state,area_land_part
28168,Belwood town,NC,177006
28169,Waco town,NC,1517968
28170,Ansonville town,NC,124618
28170,Wadesboro town,NC,16888502
28173,Marvin village,NC,15503747
28173,Mineral Springs town,NC,15264835
28173,Waxhaw town,NC,31345593
28173,Weddington town,NC,12271098
28173,Wesley Chapel village,NC,10482559
28174,Wingate town,NC,5779601
28202,Charlotte city,NC,4673167
28203,Charlotte city,NC,8112533
28204,Charlotte city,NC,4567203
28205,Charlotte city,NC,30633090
28206,Charlotte city,NC,18073338
28207,Charlotte city,NC,6292663
28208,Charlotte city,NC,52410526
28209,Charlotte city,NC,14221265
28210,Charlotte city,NC,31020868
28210,Pineville town,NC,1101999
28211,Charlotte city,NC,28365610
28212,Charlotte city,NC,23788793
28213,Charlotte city,NC,32272991
28213,Harrisburg town,NC,669855
28214,Charlotte city,NC,49586400
28215,Charlotte city,NC,54171246
28215,Harrisburg town,NC,1623029
28216,Charlotte city,NC,50117751
28217,Charlotte city,NC,36596332
28223,Charlotte city,NC,1762520
28226,Charlotte city,NC,37693599
28226,Pineville town,NC,448941
28227,Charlotte city,NC,18493528
28227,Mint Hill town,NC,58544716
28244,Charlotte city,NC,19679
28262,Charlotte city,NC,42915820
28262,Concord city,NC,415648
28269,Charlotte city,NC,72732271
28269,Concord city,NC,2312803
28270,Charlotte city,NC,32128975
28270,Matthews town,NC,50388
28273,Charlotte city,NC,55574178
28274,Charlotte city,NC,153707
28277,Charlotte city,NC,58132075
28278,Charlotte city,NC,20375955
28280,Charlotte city,NC,19577
28282,Charlotte city,NC,18417
28301,Fayetteville city,NC,32090110
28303,Fayetteville city,NC,39884385
28304,Fayetteville city,NC,41365440
28304,Hope Mills town,NC,1489881
28305,Fayetteville city,NC,6735538
28306,Fayetteville city,NC,28724886
28306,Hope Mills town,NC,2848265
28307,Fayetteville city,NC,20330770
28307,Spring Lake town,NC,2762209
28308,Fayetteville city,NC,1282394
28308,Spring Lake town,NC,5791236
28310,Fayetteville city,NC,100325290
28310,Spring Lake town,NC,12536446
28311,Fayetteville city,NC,31060895
28312,Eastover town,NC,26173662
28312,Fayetteville city,NC,14093948
28314,Fayetteville city,NC,50110068
28315,Aberdeen town,NC,25603922
28315,Foxfire village,NC,1851046
28315,Pinebluff town,NC,258974
28315,Pinehurst village,NC,512869
28315,Southern Pines town,NC,46624
28318,Autryville town,NC,1353212
28320,Bladenboro town,NC,5737410
28323,Lillington town,NC,503128
28325,Calypso town,NC,2242240
28326,Cameron town,NC,3139582
28326,Carthage town,NC,1107366
28327,Carthage town,NC,16106022
28327,Southern Pines town,NC,3789989
28327,Whispering Pines village,NC,9656157
28328,Clinton city,NC,19761566
28331,Falcon town,NC,1290566
28332,Dublin town,NC,1127059
28333,Goldsboro city,NC,1256591
28334,Dunn city,NC,17438109
28334,Erwin town,NC,1771226
28337,Elizabethtown town,NC,13128701
28337,White Lake town,NC,2653129
28338,Ellerbe town,NC,3406973
28339,Dunn city,NC,354085
28339,Erwin town,NC,9147586
28340,Fairmont town,NC,7097556
28340,Marietta town,NC,1922307
28340,McDonald town,NC,660643
28341,Faison town,NC,2198646
28342,Falcon town,NC,1978256
28343,Gibson town,NC,2527114
28344,Falcon town,NC,378750
28344,Godwin town,NC,1338386
28344,Wade town,NC,38867
28345,Dobbins Heights town,NC,2286347
28345,Hamlet city,NC,13642090
28345,Rockingham city,NC,59417
28347,Hoffman town,NC,8811275
28348,Fayetteville city,NC,82921
28348,Hope Mills town,NC,15669034
28349,Kenansville town,NC,5428390
28352,East Laurinburg town,NC,497511
28352,Laurinburg city,NC,32496714
28356,Linden town,NC,1309295
28357,Lumber Bridge town,NC,1735641
28358,Lumberton city,NC,37019651
28359,Lumberton city,NC,125724
28360,Lumberton city,NC,8786989
28362,Marietta town,NC,971242
28364,Maxton town,NC,6988208
28365,Calypso town,NC,350593
28365,Mount Olive town,NC,7099063
28366,Newton Grove town,NC,7981667
28367,Norman town,NC,1440642
28369,Orrum town,NC,1238578
28369,Proctorville town,NC,160229
28371,Hope Mills town,NC,842938
28371,Parkton town,NC,2019963
28372,Pembroke town,NC,8233199
28373,Pinebluff town,NC,6512644
28374,Pinehurst village,NC,41593404
28374,Southern Pines town,NC,9751684
28374,Taylortown town,NC,628566
28375,Proctorville town,NC,1015362
28376,Raeford city,NC,11096015
28377,Red Springs town,NC,9066204
28379,Rockingham city,NC,19735640
28382,Roseboro town,NC,3746572
28383,Raynham town,NC,315206
28383,Rowland town,NC,2725256
28384,St. Pauls town,NC,3919922
28385,Salemburg town,NC,2526101
28386,Rennert town,NC,2856078
28387,Aberdeen town,NC,677374
28387,Pinehurst village,NC,509850
28387,Southern Pines town,NC,30796296
28390,Fayetteville city,NC,17900543
28390,Spring Lake town,NC,40126704
28391,Stedman town,NC,4371292
28392,Tar Heel town,NC,585373
28393,Turkey town,NC,1026895
28394,Vass town,NC,8403556
28395,Eastover town,NC,3165980
28395,Fayetteville city,NC,0
28395,Wade town,NC,4467748
28396,Wagram town,NC,3773705
28398,Warsaw town,NC,8252942
28401,Wilmington city,NC,18098598
28403,Wilmington city,NC,36247903
28403,Wrightsville Beach town,NC,59726
28405,Wilmington city,NC,26647277
28409,Wilmington city,NC,25443733
28411,Wilmington city,NC,348737
28412,Wilmington city,NC,26352341
28420,Shallotte town,NC,15426
28421,Atkinson town,NC,2563613
28422,Boiling Spring Lakes city,NC,2030181
28422,Bolivia town,NC,1647887
28422,Oak Island town,NC,26300942
28422,St. James town,NC,17797
28423,Bolton town,NC,9329946
28424,Brunswick town,NC,207277
28425,Burgaw town,NC,12272947
28425,St. Helena village,NC,14601881
28428,Carolina Beach town,NC,6350538
28428,Kure Beach town,NC,237418
28430,Cerro Gordo town,NC,2045436
28431,Chadbourn town,NC,6737507
28433,Clarkton town,NC,3226255
28438,Boardman town,NC,7998435
28438,Fair Bluff town,NC,273612
28439,Fair Bluff town,NC,5805043
28441,Garland town,NC,2787181
28443,Surf City town,NC,6125532
28444,Harrells town,NC,8148419
28445,Holly Ridge town,NC,10355591
28445,North Topsail Beach town,NC,1508380
28445,Surf City town,NC,13567769
28445,Topsail Beach town,NC,11370536
28449,Kure Beach town,NC,2041015
28450,Lake Waccamaw town,NC,7200771
28451,Belville town,NC,4414458
28451,Leland town,NC,42775279
28451,Navassa town,NC,34517744
28451,Northwest city,NC,15590255
28451,Sandy Creek town,NC,3694249
28453,Kenansville town,NC,20507
28453,Magnolia town,NC,2767365
28456,East Arcadia town,NC,5818381
28456,Northwest city,NC,2982648
28456,Sandyfield town,NC,7977890
28458,Greenevers town,NC,4111545
28458,Rose Hill town,NC,3737889
28460,North Topsail Beach town,NC,14596192
28461,Bald Head Island village,NC,10138151
28461,Boiling Spring Lakes city,NC,59271334
28461,Caswell Beach town,NC,0
28461,Oak Island town,NC,4345566
28461,Southport city,NC,10328246
28461,St. James town,NC,23573943
28462,Holden Beach town,NC,7856058
28462,Shallotte town,NC,3110964
28462,Varnamtown town,NC,2283882
28463,Tabor City town,NC,8708580
28464,Teachey town,NC,2657024
28464,Wallace town,NC,317089
28465,Caswell Beach town,NC,7689835
28465,Oak Island town,NC,19262386
28466,Wallace town,NC,7633969
28467,Calabash town,NC,5165459
28467,Carolina Shores town,NC,6955236
28467,Sunset Beach town,NC,336371
28468,Calabash town,NC,6232323
28468,Ocean Isle Beach town,NC,0
28468,Sunset Beach town,NC,17318555
28469,Ocean Isle Beach town,NC,9494868
28469,Shallotte town,NC,9266
28469,Sunset Beach town,NC,392673
28470,Ocean Isle Beach town,NC,195784
28470,Shallotte town,NC,20225973
28472,Brunswick town,NC,1345193
28472,Whiteville city,NC,14356235
28478,Watha town,NC,3521706
28479,Boiling Spring Lakes city,NC,1098081
28479,Leland town,NC,8870235
28480,Wrightsville Beach town,NC,3552249
28501,Kinston city,NC,22815044
28504,Kinston city,NC,24922566
28509,Alliance town,NC,30587
28510,Arapahoe town,NC,4063602
28510,Minnesott Beach town,NC,8992635
28512,Atlantic Beach town,NC,6058168
28512,Beaufort town,NC,0
28512,Indian Beach town,NC,1290739
28512,Morehead City town,NC,0
28512,Pine Knoll Shores town,NC,5720538
28513,Ayden town,NC,9878234
28513,Grifton town,NC,174056
28515,Alliance town,NC,3336809
28515,Bayboro town,NC,4798474
28515,Mesic town,NC,2673598
28515,Stonewall town,NC,2297815
28516,Beaufort town,NC,13121207
28516,Morehead City town,NC,1209794
28518,Beulaville town,NC,3999908
28519,Bridgeton town,NC,3250638
28523,Cove City town,NC,1651551
28526,Dover town,NC,2485156
28529,Alliance town,NC,2035749
28529,Arapahoe town,NC,1559792
28529,Grantsboro town,NC,9981793
28530,Grifton town,NC,6773460
28532,Havelock city,NC,42438900
28533,Havelock city,NC,1810581
28538,Hookerton town,NC,825288
28539,Jacksonville city,NC,331990
28539,Swansboro town,NC,117956
28540,Jacksonville city,NC,38984243
28542,Jacksonville city,NC,4123908
28543,Jacksonville city,NC,11855913
28544,Jacksonville city,NC,3067173
28546,Jacksonville city,NC,30805776
28547,Jacksonville city,NC,36836999
28547,Swansboro town,NC,0
28551,La Grange town,NC,5965919
28551,Walnut Creek village,NC,9639
28555,Maysville town,NC,2217810
28556,Stonewall town,NC,2122204
28557,Morehead City town,NC,17268702
28560,Bridgeton town,NC,2049965
28560,Havelock city,NC,4314
28560,New Bern city,NC,20493859
28562,New Bern city,NC,53113116
28562,River Bend town,NC,6508393
28562,Trent Woods town,NC,7698509
28570,Bogue town,NC,6635339
28570,Morehead City town,NC,570881
28570,Newport town,NC,19730236
28571,Oriental town,NC,3703917
28572,Pink Hill town,NC,1202922
28573,Pollocksville town,NC,813246
28574,Richlands town,NC,4226650
28575,Indian Beach town,NC,184134
28578,Seven Springs town,NC,876257
28580,Snow Hill town,NC,3985029
28584,Bogue town,NC,477749
28584,Cape Carteret town,NC,6535999
28584,Cedar Point town,NC,5760043
28584,Peletier town,NC,9370244
28584,Swansboro town,NC,5651953
28585,Trenton town,NC,588058
28586,Vanceboro town,NC,4439759
28587,Vandemere town,NC,3942660
28590,Greenville city,NC,9949676
28590,Winterville town,NC,12719165
28594,Emerald Isle town,NC,12751170
28601,Conover city,NC,798657
28601,Hickory city,NC,47841016
28601,Hildebran town,NC,87715
28601,Long View town,NC,3338445
28601,Rhodhiss town,NC,1840343
28602,Brookford town,NC,1651481
28602,Hickory city,NC,26643405
28602,Long View town,NC,7083535
28604,Banner Elk town,NC,4972670
28604,Beech Mountain town,NC,16784849
28604,Seven Devils town,NC,5741958
28604,Sugar Mountain village,NC,5879547
28605,Blowing Rock town,NC,8347446
28607,Boone town,NC,16346956
28609,Catawba town,NC,11131756
28610,Catawba town,NC,349626
28610,Claremont city,NC,7257332
28610,Conover city,NC,42713
28612,Connelly Springs town,NC,12925097
28612,Hildebran town,NC,675721
28612,Rhodhiss town,NC,60500
28612,Rutherford College town,NC,4431979
28612,Valdese town,NC,2055316
28613,Claremont city,NC,120801
28613,Conover city,NC,28019219
28613,Hickory city,NC,1145108
28613,Newton city,NC,1078876
28616,Crossnore town,NC,1159578
28619,Drexel town,NC,1222440
28621,Elkin town,NC,17556058
28622,Elk Park town,NC,1788607
28625,Love Valley town,NC,2724739
28625,Statesville city,NC,27447761
28628,Glen Alpine town,NC,731314
28630,Cajah's Mountain town,NC,64519
28630,Granite Falls town,NC,12743463
28630,Lenoir city,NC,79381
28630,Rhodhiss town,NC,48570
28630,Rutherford College town,NC,93183
28630,Sawmills town,NC,10274448
28634,Harmony town,NC,3513104
28637,Hildebran town,NC,6561617
28638,Cajah's Mountain town,NC,191161
28638,Granite Falls town,NC,32945
28638,Hudson town,NC,9468314
28638,Lenoir city,NC,1305315
28638,Sawmills town,NC,6830235
28640,Jefferson town,NC,5380534
28642,Jonesville town,NC,7471384
28643,Lansing town,NC,956016
28645,Blowing Rock town,NC,45599
28645,Cajah's Mountain town,NC,8522171
28645,Cedar Rock village,NC,2954515
28645,Gamewell town,NC,20997966
28645,Hudson town,NC,5686
28645,Lenoir city,NC,52552031
28646,Grandfather Village village,NC,4011424
28646,Sugar Mountain village,NC,488687
28650,Maiden town,NC,11860488
28655,Drexel town,NC,2356111
28655,Glen Alpine town,NC,4829187
28655,Morganton city,NC,49841815
28655,Valdese town,NC,2980345
28657,Newland town,NC,1936633
28658,Conover city,NC,72187
28658,Hickory city,NC,3963860
28658,Maiden town,NC,3180000
28658,Newton city,NC,34651455
28659,North Wilkesboro town,NC,17125678
28659,Wilkesboro town,NC,207506
28667,Rhodhiss town,NC,1126814
28670,Ronda town,NC,2807607
28671,Rutherford College town,NC,915534
28671,Valdese town,NC,151744
28675,Sparta town,NC,6083479
28677,Statesville city,NC,36839809
28677,Troutman town,NC,768810
28681,Taylorsville town,NC,6204214
28690,Rutherford College town,NC,509588
28690,Valdese town,NC,15168965
28694,Jefferson town,NC,5483
28694,West Jefferson town,NC,5791894
28697,North Wilkesboro town,NC,42728
28697,Wilkesboro town,NC,16149167
28701,Woodfin town,NC,162684
28704,Asheville city,NC,5285810
28704,Fletcher town,NC,288919
28705,Bakersville town,NC,1968666
28711,Black Mountain town,NC,17352536
28711,Chimney Rock Village village,NC,324424
28711,Lake Lure town,NC,198787
28711,Montreat town,NC,6703
28712,Brevard city,NC,13381556
28712,Rosman town,NC,733880
28713,Bryson City town,NC,5655685
28714,Burnsville town,NC,4144816
28715,Asheville city,NC,3631961
28716,Canton town,NC,9636264
28720,Chimney Rock Village village,NC,8255977
28720,Lake Lure town,NC,6135
28721,Clyde town,NC,2247410
28722,Columbus town,NC,8663532
28723,Forest Hills village,NC,1283802
28725,Dillsboro town,NC,440904
28726,Hendersonville city,NC,107193
28731,Flat Rock village,NC,12926303
28731,Hendersonville city,NC,120210
28732,Asheville city,NC,2953157
28732,Fletcher town,NC,16150464
28732,Mills River town,NC,1570508
28733,Fontana Dam town,NC,1615965
28734,Franklin town,NC,12683037
28739,Flat Rock village,NC,7805590
28739,Hendersonville city,NC,3437902
28739,Laurel Park town,NC,6835311
28741,Highlands town,NC,15869436
28742,Mills River town,NC,117526
28743,Hot Springs town,NC,6530616
28746,Chimney Rock Village village,NC,113315
28746,Lake Lure town,NC,33898366
28751,Maggie Valley town,NC,6789162
28752,Marion city,NC,15306686
28753,Hot Springs town,NC,895170
28753,Marshall town,NC,10316331
28754,Mars Hill town,NC,5156444
28756,Columbus town,NC,1066268
28757,Montreat town,NC,7053724
28759,Mills River town,NC,56101490
28761,Marion city,NC,38214
28762,Old Fort town,NC,3162017
28768,Brevard city,NC,474531
28771,Lake Santeetlah town,NC,503168
28771,Robbinsville town,NC,1719894
28772,Rosman town,NC,680143
28773,Saluda city,NC,4028428
28777,Spruce Pine town,NC,12126375
28778,Black Mountain town,NC,30657
28779,Dillsboro town,NC,797455
28779,Sylva town,NC,8214313
28779,Webster town,NC,1086358
28782,Tryon town,NC,5173195
28785,Maggie Valley town,NC,1544957
28785,Waynesville town,NC,3970
28786,Maggie Valley town,NC,275202
28786,Waynesville town,NC,22927057
28787,Weaverville town,NC,8781704
28788,Webster town,NC,1498038
28791,Fletcher town,NC,123839
28791,Hendersonville city,NC,3962343
28791,Laurel Park town,NC,419300
28792,Flat Rock village,NC,249836
28792,Hendersonville city,NC,11557536
28801,Asheville city,NC,13224197
28803,Asheville city,NC,25014324
28803,Biltmore Forest town,NC,7537169
28804,Asheville city,NC,17455576
28804,Weaverville town,NC,1185701
28804,Woodfin town,NC,22265621
28805,Asheville city,NC,20158411
28806,Asheville city,NC,30044633
28806,Woodfin town,NC,1375293
28901,Andrews town,NC,4458070
28904,Hayesville town,NC,1647374
28906,Murphy town,NC,6571370
29003,Bamberg town,SC,9258751
29006,Batesburg-Leesville town,SC,12083662
29009,Bethune town,SC,2854774
29010,Bishopville city,SC,6053715
29016,Blythewood town,SC,26190905
29018,Bowman town,SC,3047918
29020,Camden city,SC,28698959
29030,Cameron town,SC,8092667
29031,Carlisle town,SC,3667183
29033,Cayce city,SC,23591059
29033,West Columbia city,SC,23914
29036,Chapin town,SC,5127454
29038,Cope town,SC,646632
29039,Cordova town,SC,1129102
29040,Sumter city,SC,1283195
29042,Denmark city,SC,10116117
29044,Columbia city,SC,34882018
29044,Eastover town,SC,3145084
29045,Columbia city,SC,9125058
29045,Elgin town,SC,2798749
29047,Elloree town,SC,2627341
29048,Eutawville town,SC,2465998
29053,Gaston town,SC,13727676
29053,Pine Ridge town,SC,1285771
29054,Gilbert town,SC,7018521
29055,Great Falls town,SC,10978927
29056,Greeleyville town,SC,3168843
29058,Heath Springs town,SC,4208992
29059,Holly Hill town,SC,3385100
29061,Columbia city,SC,146507
29063,Columbia city,SC,2772956
29063,Irmo town,SC,15276248
29065,Jenkinsville town,SC,231021
29067,Kershaw town,SC,5362155
29069,Lamar town,SC,3172478
29070,Batesburg-Leesville town,SC,9142552
29070,Summit town,SC,3856166
29072,Lexington town,SC,29967262
29072,West Columbia city,SC,42630
29073,Lexington town,SC,692961
29073,West Columbia city,SC,135036
29075,Little Mountain town,SC,3936501
29075,Peak town,SC,422247
29080,Lynchburg town,SC,2930787
29081,Ehrhardt town,SC,8058919
29082,Lodge town,SC,8143918
29101,McBee town,SC,3395781
29102,Manning city,SC,7601392
29102,Paxville town,SC,2628627
29104,Mayesville town,SC,2651709
29105,Monetta town,SC,1786646
29107,Livingston town,SC,2038019
29107,Neeses town,SC,4421394
29108,Newberry city,SC,23285703
29108,Silverstreet town,SC,1965134
29112,North town,SC,2238170
29112,Woodford town,SC,2033401
29113,Norway town,SC,2051407
29114,Olanta town,SC,2576419
29115,Orangeburg city,SC,18289147
29117,Orangeburg city,SC,253643
29118,Orangeburg city,SC,4791182
29122,Peak town,SC,468201
29123,Pelion town,SC,9535223
29125,Paxville town,SC,92161
29125,Pinewood town,SC,2773704
29126,Pomaria town,SC,2710164
29127,Prosperity town,SC,5107966
29129,Ridge Spring town,SC,4718021
29130,Blythewood town,SC,1337617
29130,Ridgeway town,SC,1255251
29133,Rowesville town,SC,2160209
29135,St. Matthews town,SC,4977250
29137,Perry town,SC,2401646
29137,Salley town,SC,1982919
29138,Saluda town,SC,8413900
29142,Santee town,SC,5439877
29145,Silverstreet town,SC,6705915
29146,Springfield town,SC,4504598
29148,Summerton town,SC,3507478
29150,Sumter city,SC,44645679
29152,Sumter city,SC,12984385
29153,Sumter city,SC,12250474
29154,Sumter city,SC,13353879
29160,Gaston town,SC,36934
29160,Swansea town,SC,5404022
29161,Florence city,SC,18308
29161,Timmonsville town,SC,7192082
29162,Turbeville town,SC,3469539
29163,Vance town,SC,1313764
29164,Perry town,SC,78356
29164,Wagener town,SC,3470754
29166,Ward town,SC,2008981
29169,Cayce city,SC,97355
29169,Springdale town,SC,682348
29169,West Columbia city,SC,20590374
29170,Cayce city,SC,1187196
29170,South Congaree town,SC,4663068
29170,Springdale town,SC,6321024
29170,West Columbia city,SC,2492701
29172,Cayce city,SC,5479209
29172,Pine Ridge town,SC,10882994
29172,South Congaree town,SC,3852198
29178,Whitmire town,SC,3206823
29180,Winnsboro town,SC,8360581
29201,Cayce city,SC,4119363
29201,Columbia city,SC,16727336
29203,Columbia city,SC,27123962
29204,Columbia city,SC,11321543
29204,Forest Acres city,SC,3508940
29205,Columbia city,SC,15756057
29206,Arcadia Lakes town,SC,1230129
29206,Columbia city,SC,7506132
29206,Forest Acres city,SC,8069421
29207,Columbia city,SC,169818161
29208,Columbia city,SC,356055
29209,Cayce city,SC,9390812
29209,Columbia city,SC,24944948
29210,Columbia city,SC,15679705
29210,Irmo town,SC,52803
29212,Columbia city,SC,13606908
29212,Irmo town,SC,2439416
29223,Arcadia Lakes town,SC,212569
29223,Columbia city,SC,2146909
29223,Forest Acres city,SC,335623
29225,Columbia city,SC,70629
29229,Columbia city,SC,2268927
29301,Spartanburg city,SC,10542629
29301,Wellford city,SC,785071
29302,Pacolet town,SC,1033544
29302,Spartanburg city,SC,12445528
29303,Spartanburg city,SC,4998230
29306,Spartanburg city,SC,13255876
29307,Spartanburg city,SC,9916997
29322,Campobello town,SC,6432622
29323,Chesnee city,SC,2773320
29325,Clinton city,SC,26681641
29330,Cowpens town,SC,5943925
29332,Cross Hill town,SC,8251733
29333,Spartanburg city,SC,80143
29334,Duncan town,SC,10439794
29334,Greer city,SC,647566
29334,Lyman town,SC,1316507
29334,Reidville town,SC,1650718
29340,Gaffney city,SC,9882745
29341,Gaffney city,SC,11631098
29349,Inman city,SC,4409455
29349,Lyman town,SC,81774
29349,Wellford city,SC,67800
29353,Jonesville town,SC,2627923
29356,Campobello town,SC,728344
29356,Landrum city,SC,6905086
29360,Laurens city,SC,25433009
29364,Lockhart town,SC,790316
29365,Duncan town,SC,1300885
29365,Greer city,SC,855267
29365,Lyman town,SC,9657192
29365,Wellford city,SC,265760
29369,Reidville town,SC,343872
29369,Spartanburg city,SC,474446
29372,Central Pacolet town,SC,612324
29372,Pacolet town,SC,13176798
29373,Pacolet town,SC,818508
29375,Reidville town,SC,317676
29376,Spartanburg city,SC,293531
29377,Duncan town,SC,208155
29377,Wellford city,SC,191847
29379,Union city,SC,20665622
29384,Waterloo town,SC,4617737
29385,Lyman town,SC,4830513
29385,Wellford city,SC,9571556
29388,Reidville town,SC,2249964
29388,Woodruff city,SC,11865196
29401,Charleston city,SC,3974003
29403,Charleston city,SC,13980778
29404,North Charleston city,SC,13082753
29405,Charleston city,SC,3365248
29405,North Charleston city,SC,34037595
29406,Hanahan city,SC,1160011
29406,North Charleston city,SC,37097115
29407,Charleston city,SC,33588193
29409,Charleston city,SC,379323
29410,Goose Creek city,SC,867277
29410,Hanahan city,SC,26070343
29410,North Charleston city,SC,3222
29412,Charleston city,SC,53655089
29412,Folly Beach city,SC,24862161
29412,James Island town,SC,12285747
29414,Charleston city,SC,59049080
29414,North Charleston city,SC,9985022
29414,Summerville town,SC,145641
29418,North Charleston city,SC,29303538
29420,North Charleston city,SC,21888797
29424,Charleston city,SC,98623
29425,Charleston city,SC,140954
29429,Awendaw town,SC,44585093
29429,Mount Pleasant town,SC,7265433
29431,Bonneau town,SC,7831119
29432,Branchville town,SC,8203254
29435,Cottageville town,SC,8847661
29438,Edisto Beach town,SC,5534420
29439,Folly Beach city,SC,7531343
29440,Georgetown city,SC,18108955
29445,Charleston city,SC,0
29445,Goose Creek city,SC,93341884
29445,Hanahan city,SC,45134
29448,Harleyville town,SC,2736648
29449,Hollywood town,SC,49487778
29449,Meggett town,SC,46986006
29449,Ravenel town,SC,934003
29451,Isle of Palms city,SC,11489010
29453,Jamestown town,SC,1568673
29455,Charleston city,SC,40023404
29455,Folly Beach city,SC,0
29455,Hollywood town,SC,562133
29455,Kiawah Island town,SC,28931882
29455,Seabrook Island town,SC,15379364
29456,Goose Creek city,SC,363349
29456,North Charleston city,SC,17698902
29456,Summerville town,SC,2346090
29458,Awendaw town,SC,5356
29458,McClellanville town,SC,5767742
29461,Goose Creek city,SC,2050023
29461,Moncks Corner town,SC,27826819
29464,Mount Pleasant town,SC,57589400
29466,Mount Pleasant town,SC,63421332
29470,Hollywood town,SC,10590272
29470,Ravenel town,SC,33191515
29471,Reevesville town,SC,4166898
29472,Ridgeville town,SC,4652245
29475,Williams town,SC,335944
29477,St. George town,SC,7370651
29479,St. Stephen town,SC,6265474
29481,Smoaks town,SC,4222000
29482,Sullivan's Island town,SC,6469867
29483,Summerville town,SC,26639358
29485,Lincolnville town,SC,3034181
29485,North Charleston city,SC,37932040
29485,Summerville town,SC,19856782
29486,Goose Creek city,SC,10251809
29486,Summerville town,SC,2054364
29487,Rockville town,SC,1097274
29488,Walterboro city,SC,17724979
29492,Charleston city,SC,88966952
29493,Williams town,SC,1858247
29501,Florence city,SC,31574627
29505,Florence city,SC,15470381
29506,Florence city,SC,9187899
29506,Quinby town,SC,3384708
29510,Andrews town,SC,5710704
29511,Aynor town,SC,2497948
29512,Bennettsville city,SC,15973598
29516,Blenheim town,SC,1692469
29520,Cheraw town,SC,15419183
29525,Clio town,SC,2217311
29526,Conway city,SC,46137400
29527,Conway city,SC,14995918
29530,Coward town,SC,8646294
29532,Darlington city,SC,11997051
29536,Dillon city,SC,13708322
29540,Darlington city,SC,14168
29541,Florence city,SC,3613687
29544,Aynor town,SC,2168436
29550,Hartsville city,SC,15339985
29554,Hemingway town,SC,2237180
29554,Stuckey town,SC,2421073
29555,Johnsonville city,SC,5475278
29556,Kingstree town,SC,8236669
29560,Lake City city,SC,13824759
29563,Lake View town,SC,4387598
29564,Lane town,SC,10183950
29565,Latta town,SC,2838049
29566,North Myrtle Beach city,SC,5948770
29568,Myrtle Beach city,SC,26810
29568,North Myrtle Beach city,SC,10768533
29569,Loris city,SC,11790963
29570,McColl town,SC,2719533
29571,Marion city,SC,11342492
29572,Briarcliffe Acres town,SC,1646496
29572,Myrtle Beach city,SC,10316282
29572,North Myrtle Beach city,SC,615656
29574,Marion city,SC,252358
29574,Mullins city,SC,7824705
29575,Myrtle Beach city,SC,19008
29575,Surfside Beach town,SC,5045897
29577,Myrtle Beach city,SC,46388947
29579,Myrtle Beach city,SC,4024406
29581,Nichols town,SC,3461463
29582,Atlantic Beach town,SC,418685
29582,North Myrtle Beach city,SC,37477382
29583,Pamplico town,SC,4195241
29584,Patrick town,SC,2484436
29585,Pawleys Island town,SC,1816450
29588,Myrtle Beach city,SC,99685
29590,Lane town,SC,45891
29591,Coward town,SC,499583
29591,Lake City city,SC,7644
29591,Scranton town,SC,2052358
29592,Sellers town,SC,1733918
29593,Society Hill town,SC,5678452
29594,Tatum town,SC,2351278
29601,Greenville city,SC,9831539
29605,Greenville city,SC,11250869
29605,Mauldin city,SC,1968740
29607,Greenville city,SC,41416301
29607,Mauldin city,SC,11077721
29609,Greenville city,SC,7864319
29609,Travelers Rest city,SC,701483
29611,Greenville city,SC,1303694
29613,Travelers Rest city,SC,1634126
29614,Greenville city,SC,492150
29615,Greenville city,SC,4736914
29617,Travelers Rest city,SC,2094382
29620,Abbeville city,SC,16097781
29621,Anderson city,SC,23873881
29624,Anderson city,SC,6983488
29625,Anderson city,SC,6617726
29626,Anderson city,SC,7210
29627,Belton city,SC,9785287
29628,Calhoun Falls town,SC,8772925
29630,Central town,SC,7201427
29630,Clemson city,SC,1587879
29630,Norris town,SC,2122128
29630,Six Mile town,SC,357394
29631,Clemson city,SC,17519890
29631,Pendleton town,SC,6016
29638,Donalds town,SC,2154065
29639,Due West town,SC,4235574
29640,Easley city,SC,15121940
29642,Easley city,SC,17656351
29644,Fountain Inn city,SC,18608298
29645,Gray Court town,SC,4723555
29646,Greenwood city,SC,27239751
29649,Greenwood city,SC,15075363
29650,Greer city,SC,17365196
29651,Duncan town,SC,1518480
29651,Greer city,SC,37751764
29651,Lyman town,SC,344591
29653,Hodges town,SC,2021584
29654,Honea Path town,SC,9100088
29655,Iva town,SC,2386441
29655,Lowndesville town,SC,885433
29657,Liberty city,SC,11524331
29657,Norris town,SC,1398554
29659,Lowndesville town,SC,1120578
29662,Mauldin city,SC,13041193
29666,Ninety Six town,SC,4720167
29667,Norris town,SC,1358128
29669,Pelzer town,SC,2366984
29669,West Pelzer town,SC,1358769
29669,Williamston town,SC,73511
29670,Clemson city,SC,441648
29670,Pendleton town,SC,12278508
29671,Pickens city,SC,7369741
29672,Seneca city,SC,3832872
29676,Salem town,SC,2370888
29678,Seneca city,SC,17392156
29680,Fountain Inn city,SC,108773
29680,Mauldin city,SC,759921
29680,Simpsonville city,SC,9823037
29681,Fountain Inn city,SC,1314988
29681,Mauldin city,SC,3823384
29681,Simpsonville city,SC,14399596
29682,Six Mile town,SC,4920444
29684,Starr town,SC,3879330
29687,Greer city,SC,2709541
29690,Travelers Rest city,SC,11710407
29691,Walhalla city,SC,9362978
29691,West Union town,SC,232357
