zcta,place_name,state,area_land_part
72843,Hector town,AR,5919862
72845,Knoxville town,AR,7681883
72846,Knoxville town,AR,565796
72846,Lamar city,AR,10720321
72847,London city,AR,4819785
72853,Ola city,AR,4406101
72853,Plainview city,AR,304737
72855,Caulksville town,AR,341254
72855,Paris city,AR,11830442
72855,Subiaco town,AR,1263378
72857,Plainview city,AR,3469771
72858,Pottsville city,AR,22934326
72858,Russellville city,AR,221969
72863,Morrison Bluff town,AR,3472315
72863,Scranton city,AR,1311085
72865,Subiaco town,AR,3636551
72901,Fort Smith city,AR,22627000
72903,Fort Smith city,AR,41564391
72904,Fort Smith city,AR,35454850
72908,Fort Smith city,AR,17441474
72916,Barling city,AR,298237
72916,Bonanza city,AR,7218213
72916,Fort Smith city,AR,31730322
72921,Alma city,AR,14845877
72921,Dyer city,AR,2906450
72921,Kibler city,AR,7961147
72921,Mulberry city,AR,217232
72921,Rudy town,AR,3178455
72923,Barling city,AR,17781301
72923,Central City town,AR,365265
72923,Fort Smith city,AR,16925394
72927,Booneville city,AR,10214008
72928,Branch city,AR,7198716
72932,Cedarville city,AR,20899017
72933,Branch city,AR,890835
72933,Charleston city,AR,9917667
72933,Lavaca city,AR,11151
72934,Chester town,AR,1319772
72935,Dyer city,AR,4665222
72935,Mulberry city,AR,35774
72936,Greenwood city,AR,28033872
72937,Hackett city,AR,3715714
72938,Hartford city,AR,4879774
72940,Huntington city,AR,1744669
72941,Barling city,AR,8518159
72941,Central City town,AR,5395162
72941,Lavaca city,AR,5717013
72943,Blue Mountain town,AR,2624625
72943,Magazine city,AR,4703327
72944,Mansfield city,AR,5987589
72945,Midland town,AR,895917
72946,Mountainburg city,AR,3811388
72947,Dyer city,AR,44698
72947,Mulberry city,AR,20015169
72949,Altus city,AR,837980
72949,Denning town,AR,1130311
72949,Ozark city,AR,20541640
72949,Wiederkehr Village city,AR,6508633
72951,Caulksville town,AR,3149849
72951,Ratcliff city,AR,4699016
72952,Cedarville city,AR,83739
72952,Rudy town,AR,931786
72956,Cedarville city,AR,2031216
72956,Kibler city,AR,4978594
72956,Van Buren city,AR,39911894
72958,Waldron city,AR,14592821
72959,Winslow city,AR,4720222
73002,Alex town,OK,11326775
73002,Dibble town,OK,243069
73003,Edmond city,OK,19205617
73004,Amber town,OK,9426535
73004,Blanchard city,OK,135587
73004,Chickasha city,OK,427434
73004,Pocasset town,OK,2705373
73005,Anadarko city,OK,18436437
73006,Apache town,OK,5244107
73007,Arcadia town,OK,3930901
73007,Edmond city,OK,50550532
73008,Bethany city,OK,13376429
73008,Oklahoma City city,OK,5658068
73008,Warr Acres city,OK,130263
73008,Woodlawn Park town,OK,320600
73009,Binger town,OK,2012562
73010,Blanchard city,OK,72181126
73010,Bridge Creek town,OK,1487833
73010,Cole town,OK,24150137
73010,Dibble town,OK,16900864
73010,Newcastle city,OK,539459
73011,Alex town,OK,2358285
73011,Bradley town,OK,612226
73012,Edmond city,OK,8654730
73012,Oklahoma City city,OK,24597272
73013,Edmond city,OK,29055751
73013,Oklahoma City city,OK,52192176
73014,Calumet town,OK,3273390
73014,El Reno city,OK,21370170
73014,Geary city,OK,1654622
73015,Carnegie town,OK,3451762
73016,Cashion town,OK,3376550
73016,Cimarron City town,OK,726882
73017,Cement town,OK,1253151
73018,Chickasha city,OK,57577971
73018,Ninnekah town,OK,6234317
73018,Norge town,OK,834029
73019,Norman city,OK,510059
73020,Choctaw city,OK,70247037
73020,Harrah city,OK,7446831
73020,Jones town,OK,1290027
73020,Midwest City city,OK,3170935
73020,Nicoma Park city,OK,6155850
73020,Oklahoma City city,OK,52029994
73021,Colony town,OK,2386851
73022,El Reno city,OK,625179
73024,Corn town,OK,902680
73025,Edmond city,OK,12781639
73025,Guthrie city,OK,600573
73026,Norman city,OK,237259811
73026,Oklahoma City city,OK,10199431
73027,Coyle town,OK,4028345
73027,Langston town,OK,24193850
73028,Cimarron City town,OK,3640795
73028,Crescent city,OK,2781956
73028,Guthrie city,OK,34137
73029,Cyril town,OK,1484120
73030,Davis city,OK,23669412
73030,Dougherty town,OK,13096
73031,Dibble town,OK,363910
73032,Dougherty town,OK,971200
73033,Eakly town,OK,678186
73034,Edmond city,OK,85872564
73034,Guthrie city,OK,80733
73034,Oklahoma City city,OK,0
73036,El Reno city,OK,176762753
73036,Oklahoma City city,OK,3922182
73036,Union City town,OK,56748184
73036,Yukon city,OK,2395920
73038,Fort Cobb town,OK,1844762
73040,Geary city,OK,9073850
73041,Gotebo town,OK,2042364
73042,Gracemont town,OK,428754
73043,Greenfield town,OK,367845
73044,Cedar Valley city,OK,5186702
73044,Guthrie city,OK,45862216
73044,Langston town,OK,3019400
73045,Harrah city,OK,24155776
73047,Bridgeport city,OK,1390779
73047,Hinton town,OK,12250922
73048,Hydro town,OK,1804982
73049,Edmond city,OK,12346434
73049,Harrah city,OK,340810
73049,Jones town,OK,34109013
73049,Oklahoma City city,OK,85008735
73050,Langston town,OK,3848703
73051,Etowah town,OK,856048
73051,Lexington city,OK,6244020
73051,Purcell city,OK,459043
73051,Slaughterville town,OK,67011176
73052,Dibble town,OK,871296
73052,Lindsay city,OK,5998369
73053,Lookeba town,OK,657905
73054,Edmond city,OK,698702
73054,Luther town,OK,40822848
73054,Oklahoma City city,OK,32768812
73055,Bray town,OK,150255479
73055,Central High town,OK,102782383
73055,Duncan city,OK,23259160
73055,Marlow city,OK,18269247
73056,Marshall town,OK,1646298
73057,Maysville town,OK,3549472
73058,Meridian town,OK,515696
73059,Minco city,OK,31793440
73061,Morrison town,OK,3611471
73062,Mountain View town,OK,1473845
73063,Mulhall town,OK,779986
73064,Mustang city,OK,31038149
73064,Oklahoma City city,OK,97062250
73064,Union City town,OK,11034598
73065,Blanchard city,OK,6533208
73065,Newcastle city,OK,127445242
73066,Nicoma Park city,OK,290176
73067,Alex town,OK,3530568
73067,Chickasha city,OK,1413
73067,Ninnekah town,OK,20128319
73068,Etowah town,OK,4289802
73068,Noble city,OK,31514719
73068,Norman city,OK,30771195
73068,Slaughterville town,OK,33041989
73069,Moore city,OK,195788
73069,Norman city,OK,39431557
73070,Norman city,OK,209112
73071,Moore city,OK,1123314
73071,Norman city,OK,55446135
73071,Oklahoma City city,OK,2721191
73072,Goldsby town,OK,18094664
73072,Newcastle city,OK,21561112
73072,Noble city,OK,1515193
73072,Norman city,OK,74015339
73073,Mulhall town,OK,1326261
73073,Orlando town,OK,1014669
73074,Paoli town,OK,935399
73075,Maysville town,OK,5606
73075,Pauls Valley city,OK,21492748
73077,Perry city,OK,17656770
73078,Oklahoma City city,OK,20327801
73078,Piedmont city,OK,104586336
73079,Amber town,OK,800842
73079,Pocasset town,OK,4322174
73080,Dibble town,OK,601730
73080,Goldsby town,OK,6346593
73080,Purcell city,OK,34513688
73082,Rush Springs town,OK,3009140
73084,Midwest City city,OK,347156
73084,Nicoma Park city,OK,846961
73084,Oklahoma City city,OK,30843456
73084,Spencer city,OK,12541044
73086,Sulphur city,OK,17692783
73089,Bridge Creek town,OK,2586807
73089,Tuttle city,OK,76355011
73090,Union City town,OK,77563690
73092,Verden town,OK,1006215
73093,Cole town,OK,14652979
73093,Goldsby town,OK,43488685
73093,Newcastle city,OK,6001944
73093,Purcell city,OK,52430
73093,Washington town,OK,3753606
73095,Maysville town,OK,426786
73095,Purcell city,OK,4338952
73095,Wayne town,OK,983575
73096,Weatherford city,OK,19547100
73097,Oklahoma City city,OK,2567197
73098,Katie town,OK,7705360
73098,Pauls Valley city,OK,64805
73098,Wynnewood city,OK,4025486
73099,El Reno city,OK,2232619
73099,Oklahoma City city,OK,202647000
73099,Piedmont city,OK,473014
73099,Yukon city,OK,66343649
73102,Oklahoma City city,OK,2065587
73103,Oklahoma City city,OK,3044527
73104,Oklahoma City city,OK,4064182
73105,Oklahoma City city,OK,11636082
73106,Oklahoma City city,OK,7865453
73107,Oklahoma City city,OK,19612585
73108,Oklahoma City city,OK,19140566
73109,Oklahoma City city,OK,13994157
73110,Del City city,OK,33555
73110,Midwest City city,OK,27899442
73110,Oklahoma City city,OK,12100099
73111,Oklahoma City city,OK,22247298
73112,Oklahoma City city,OK,19627241
73114,Oklahoma City city,OK,24552696
73115,Del City city,OK,15132675
73115,Oklahoma City city,OK,89211
73115,Smith Village town,OK,72990
73116,Nichols Hills city,OK,3762256
73116,Oklahoma City city,OK,10534127
73117,Del City city,OK,4185550
73117,Midwest City city,OK,9318
73117,Oklahoma City city,OK,12181810
73118,Oklahoma City city,OK,12542216
73119,Oklahoma City city,OK,17618434
73120,Nichols Hills city,OK,1345515
73120,Oklahoma City city,OK,20671519
73120,The Village city,OK,6598375
73121,Forest Park town,OK,4749088
73121,Lake Aluma town,OK,662312
73121,Oklahoma City city,OK,17366372
73122,Bethany city,OK,75096
73122,Oklahoma City city,OK,3710708
73122,Warr Acres city,OK,5013693
73127,Bethany city,OK,44340
73127,Oklahoma City city,OK,29346557
73128,Oklahoma City city,OK,19022623
73129,Oklahoma City city,OK,32475292
73130,Midwest City city,OK,25337271
73130,Nicoma Park city,OK,198369
73130,Oklahoma City city,OK,290718
73131,Oklahoma City city,OK,31192189
73132,Bethany city,OK,45044
73132,Oklahoma City city,OK,17532021
73132,Warr Acres city,OK,2115096
73134,Oklahoma City city,OK,11350987
73135,Del City city,OK,120288
73135,Oklahoma City city,OK,28305620
73139,Oklahoma City city,OK,11406100
73141,Midwest City city,OK,6424380
73141,Nicoma Park city,OK,1211828
73141,Oklahoma City city,OK,18318638
73141,Spencer city,OK,1396212
73142,Oklahoma City city,OK,20184436
73145,Midwest City city,OK,2122
73145,Oklahoma City city,OK,3554220
73149,Oklahoma City city,OK,13351173
73149,Valley Brook town,OK,677393
73150,Oklahoma City city,OK,48513521
73151,Oklahoma City city,OK,7737420
73159,Oklahoma City city,OK,35439750
73160,Moore city,OK,49499632
73160,Oklahoma City city,OK,5866056
73162,Oklahoma City city,OK,18262583
73165,Moore city,OK,3418249
73165,Oklahoma City city,OK,99355361
73169,Oklahoma City city,OK,19345409
73170,Moore city,OK,2583289
73170,Oklahoma City city,OK,51680751
73173,Oklahoma City city,OK,35086097
73179,Oklahoma City city,OK,30549912
73401,Ardmore city,OK,126199733
73401,Dickson town,OK,36169956
73401,Gene Autry town,OK,9741852
73401,Lone Grove city,OK,36193420
73401,Mannsville town,OK,3019598
73401,Springer town,OK,33796397
73432,Milburn town,OK,1560
73433,Elmore City town,OK,2539113
73433,Foster town,OK,40245884
73433,Katie town,OK,45475354
73434,Duncan city,OK,1422280
73434,Foster town,OK,49008759
73436,Gene Autry town,OK,727699
73438,Healdton city,OK,36559607
73439,Kingston town,OK,5669263
73441,Leon town,OK,695554
73442,Loco town,OK,678993
73443,Lone Grove city,OK,24981443
73446,Kingston town,OK,11949
73446,Madill city,OK,11440801
73446,Oakland town,OK,3703165
73447,Mannsville town,OK,4840688
73448,Marietta city,OK,6605344
73448,Thackerville town,OK,862109
73449,Mead town,OK,829811
73450,Milburn town,OK,1213879
73455,Ravia town,OK,1469589
73456,Cornish town,OK,1559308
73456,Ringling town,OK,2025297
73458,Ardmore city,OK,2833440
73458,Springer town,OK,4845038
73459,Thackerville town,OK,4939841
73460,Tishomingo city,OK,13621041
73461,Wapanucka town,OK,1683754
73463,Lone Grove city,OK,3170926
73463,Wilson city,OK,14617118
73481,Ratliff City town,OK,2907048
73487,Tatums town,OK,5185946
73491,Velma town,OK,3496459
73501,Lawton city,OK,44555523
73503,Lawton city,OK,59860313
73505,Lawton city,OK,78073101
73507,Lawton city,OK,28627207
73507,Medicine Park town,OK,3381025
73520,Addington town,OK,613415
73521,Altus city,OK,46455790
73521,Friendship town,OK,388507
73523,Altus city,OK,717743
73526,Blair town,OK,1287855
73527,Cache city,OK,9441481
73528,Chattanooga town,OK,1356284
73529,Comanche city,OK,10831278
73529,Duncan city,OK,822488
73529,Empire City town,OK,5483995
73530,Davidson town,OK,1246599
73531,Devol town,OK,1288530
73532,East Duke town,OK,1125526
73533,Bray town,OK,9256061
73533,Central High town,OK,34233754
73533,Duncan city,OK,85758868
73533,Empire City town,OK,18643119
73533,Velma town,OK,8535
73537,Eldorado town,OK,1900248
73538,Elgin city,OK,9894713
73538,Medicine Park town,OK,142170
73539,Elmer town,OK,1091861
73540,Faxon town,OK,665432
73541,Fletcher town,OK,4446081
73541,Sterling town,OK,60696
73542,Frederick city,OK,12812230
73542,Hollister town,OK,10614
73543,Geronimo town,OK,3860689
73544,Gould town,OK,943367
73546,Grandfield city,OK,2152884
73546,Loveland town,OK,256966
73547,Granite town,OK,8732017
73548,Hastings town,OK,1249604
73549,Headrick town,OK,573107
73550,Hollis city,OK,3845370
73551,Hollister town,OK,682943
73552,Indiahoma town,OK,720909
73553,Loveland town,OK,327649
73554,Mangum city,OK,4360105
73555,Manitou town,OK,813915
73556,Martha town,OK,652955
73557,Medicine Park town,OK,2204099
73559,Mountain Park town,OK,1951414
73560,Olustee town,OK,2157903
73562,Randlett town,OK,1625045
73564,Cooperton town,OK,1340261
73564,Roosevelt town,OK,1272615
73565,Ryan town,OK,2440872
73566,Snyder city,OK,3265778
73567,Sterling town,OK,2069263
73568,Temple town,OK,3331871
73569,Terral town,OK,1102872
73570,Tipton town,OK,3033669
73572,Walters city,OK,20838656
73573,Comanche city,OK,141052
73573,Sugden town,OK,598956
73573,Waurika city,OK,30873571
73601,Clinton city,OK,25762338
73620,Arapaho town,OK,1810133
73622,Bessie town,OK,1341205
73624,Burns Flat town,OK,2242151
73625,Butler town,OK,1102611
73626,Canute town,OK,1634795
73627,Carter town,OK,1377351
73628,Cheyenne town,OK,2558081
73628,Strong City town,OK,1289995
73632,New Cordell city,OK,5824107
73639,Custer City town,OK,1573234
73641,Dill City town,OK,1496065
73644,Elk City city,OK,37268327
73645,Erick city,OK,2441951
73647,Foss town,OK,1907198
73650,Hammon town,OK,1895922
73651,Hobart city,OK,8708711
73654,Leedey town,OK,1165575
73655,Lone Wolf town,OK,1347025
73658,Oakwood town,OK,612863
73659,Putnam town,OK,219444
73660,Reydon town,OK,1278062
73661,Rocky town,OK,544148
73662,Elk City city,OK,3988107
73662,Sayre city,OK,13950558
73663,Seiling city,OK,2974220
73664,Sentinel town,OK,1612194
73666,Sweetwater town,OK,41068953
73667,Taloga town,OK,1336768
73668,Texola town,OK,1586069
73669,Thomas city,OK,2976830
73673,Willow town,OK,678838
73701,Breckenridge town,OK,39447112
73701,Enid city,OK,106759972
73701,North Enid town,OK,6064077
73703,Enid city,OK,83438774
73705,Enid city,OK,1290860
73716,Aline town,OK,685251
73717,Alva city,OK,16329450
73718,Ames town,OK,720900
73719,Amorita town,OK,654359
73722,Burlington town,OK,705909
73722,Byron town,OK,652649
73724,Canton town,OK,1355634
73726,Carmen town,OK,3946518
73727,Carrier town,OK,3179348
73728,Cherokee city,OK,5279584
73728,Lambert town,OK,290733
73729,Cleo Springs town,OK,1453517
73730,Covington town,OK,1302818
73731,Dacoma town,OK,1355172
73733,Douglas town,OK,657902
73734,Dover town,OK,804520
73735,Drummond town,OK,710309
73736,Fairmont town,OK,615522
73737,Fairview city,OK,18478211
73738,Garber city,OK,1311672
73739,Goltry town,OK,1036008
73741,Helena town,OK,1056277
73742,Hennessey town,OK,9602323
73743,Hillsdale town,OK,897510
73744,Hitchcock town,OK,387968
73749,Jet town,OK,703791
73750,Kingfisher city,OK,11199673
73753,Kremlin town,OK,658494
73754,Lahoma town,OK,545158
73755,Longdale town,OK,682533
73756,Loyal town,OK,230508
73758,Manchester town,OK,627404
73759,Jefferson town,OK,708139
73759,Medford city,OK,2795402
73759,Renfrow town,OK,248704
73760,Meno town,OK,496800
73761,Nash town,OK,858582
73762,El Reno city,OK,5129716
73762,Okarche town,OK,5698710
73762,Piedmont city,OK,7343338
73763,Okeene town,OK,5862489
73766,Pond Creek city,OK,2198851
73768,Ringwood town,OK,2153199
73771,Wakita town,OK,806327
73772,Watonga city,OK,9761550
73773,Enid city,OK,5087
73773,Waukomis town,OK,7702296
73801,Woodward city,OK,33984631
73832,Arnett town,OK,1337012
73834,Buffalo town,OK,2883126
73835,Camargo town,OK,643675
73840,Fargo town,OK,1509158
73841,Fort Supply town,OK,556935
73842,Freedom town,OK,977701
73843,Gage town,OK,1105788
73844,Gate town,OK,652446
73844,Knowles town,OK,514728
73848,Laverne town,OK,1939039
73851,May town,OK,442832
73852,Mooreland town,OK,2284414
73853,Mutual town,OK,689273
73855,Rosston town,OK,710065
73857,Sharon town,OK,352919
73858,Shattuck town,OK,5687327
73859,Vici town,OK,1124294
73860,Waynoka city,OK,2599388
73932,Beaver town,OK,2974361
73933,Boise City city,OK,3822642
73938,Forgan town,OK,1018398
73939,Goodwell town,OK,5678898
73942,Guymon city,OK,20032563
73944,Hardesty town,OK,582018
73945,Hooker city,OK,2865484
73945,Optima town,OK,1379323
73947,Keyes town,OK,934226
73949,Texhoma town,OK,1660351
73951,Tyrone town,OK,1092075
73960,Texhoma city,TX,1570433
74001,Avant town,OK,890283
74002,Avant town,OK,624147
74002,Barnsdall city,OK,2547773
74002,Skiatook city,OK,25338
74003,Bartlesville city,OK,16927892
74006,Bartlesville city,OK,40871364
74006,Dewey city,OK,1908734
74008,Bixby city,OK,61020173
74008,Broken Arrow city,OK,27507
74008,Glenpool city,OK,996040
74008,Jenks city,OK,7903190
74008,Tulsa city,OK,2904343
74010,Bristow city,OK,8955513
74010,Slick town,OK,16497717
74011,Bixby city,OK,679655
74011,Broken Arrow city,OK,45053599
74012,Broken Arrow city,OK,61866422
74012,Tulsa city,OK,1819378
74014,Broken Arrow city,OK,56045580
74014,Coweta city,OK,3530338
74014,Fair Oaks town,OK,83911
74014,Tulsa city,OK,6785334
74015,Catoosa city,OK,21322173
74015,Fair Oaks town,OK,14719389
74015,Owasso city,OK,148560
74015,Tulsa city,OK,26391049
74016,Chelsea town,OK,4603302
74016,New Alluwe town,OK,299428
74017,Claremore city,OK,29334340
74017,Foyil town,OK,1941489
74019,Claremore city,OK,9217690
74019,Owasso city,OK,471780
74019,Valley Park town,OK,5228065
74019,Verdigris town,OK,14624786
74020,Cleveland city,OK,6951755
74020,Mannford town,OK,42608
74020,Westport town,OK,8142898
74021,Collinsville city,OK,19801207
74021,Owasso city,OK,3423586
74021,Tulsa city,OK,96155
74021,Vera town,OK,291798
74022,Copan town,OK,2727363
74023,Cushing city,OK,19670666
74026,Chandler city,OK,38899
74026,Davenport town,OK,2700387
74027,Delaware town,OK,1020104
74028,Depew town,OK,2636933
74028,Slick town,OK,243337
74028,Stroud city,OK,3794063
74029,Dewey city,OK,5395126
74030,Drumright city,OK,19137837
74032,Glencoe town,OK,4335607
74033,Glenpool city,OK,20631414
74034,Hallett town,OK,2103762
74035,Hominy city,OK,5090948
74035,Osage town,OK,194730
74035,Skiatook city,OK,633356
74036,Claremore city,OK,67084
74036,Inola town,OK,17297175
74037,Glenpool city,OK,2608852
74037,Jenks city,OK,35418574
74038,Hallett town,OK,278851
74038,Jennings town,OK,1429288
74039,Kellyville town,OK,4511683
74039,Sapulpa city,OK,313524
74041,Kiefer town,OK,6159351
74041,Mounds town,OK,341784
74041,Sapulpa city,OK,16543
74042,Lenapah town,OK,1066248
74044,Lawrence Creek town,OK,1797705
74044,Mannford town,OK,18156256
74044,Westport town,OK,1874943
74045,Maramec town,OK,630438
74047,Beggs city,OK,3604481
74047,Bixby city,OK,257195
74047,Glenpool city,OK,4179711
74047,Liberty town,OK,15908589
74047,Mounds town,OK,4544829
74048,Nowata city,OK,8818381
74050,Sapulpa city,OK,25151
74051,Bartlesville city,OK,917979
74051,Ochelata town,OK,1692016
74051,Ramona town,OK,81029
74052,Oilton city,OK,2927403
74053,Oologah town,OK,4305148
74054,Osage town,OK,612702
74054,Skiatook city,OK,95922
74055,Owasso city,OK,39788616
74055,Tulsa city,OK,5557230
74055,Valley Park town,OK,347996
74056,Pawhuska city,OK,9567029
74058,Blackburn town,OK,764742
74058,Pawnee city,OK,8129691
74058,Skedee town,OK,349463
74059,Perkins city,OK,7561048
74060,Prue town,OK,1185431
74060,Sand Springs city,OK,121701
74061,Ramona town,OK,2043899
74061,Vera town,OK,1092074
74062,Ripley town,OK,1226915
74063,Lotsee town,OK,43805
74063,Mannford town,OK,855458
74063,Sand Springs city,OK,41865846
74063,Sapulpa city,OK,79603
74066,Kellyville town,OK,227729
74066,Kiefer town,OK,1934
74066,Mounds town,OK,927675
74066,Sapulpa city,OK,51238214
74070,Avant town,OK,1154750
74070,Collinsville city,OK,6774
74070,Sand Springs city,OK,949305
74070,Skiatook city,OK,34001686
74070,Sperry town,OK,40441
74070,Tulsa city,OK,61515
74070,Vera town,OK,174325
74071,Slick town,OK,3026605
74072,South Coffeyville town,OK,1910907
74073,Skiatook city,OK,417052
74073,Sperry town,OK,4512738
74073,Tulsa city,OK,194662
74074,Stillwater city,OK,36650068
74075,Stillwater city,OK,39428638
74077,Stillwater city,OK,718758
74078,Stillwater city,OK,357254
74079,Kendrick town,OK,379468
74079,Slick town,OK,328424
74079,Stroud city,OK,25942728
74080,Talala town,OK,1160451
74080,Vera town,OK,21209
74081,Mannford town,OK,216233
74081,Terlton town,OK,409895
74081,Westport town,OK,1267674
74082,Vera town,OK,472168
74083,Wann town,OK,443830
74084,Wynona town,OK,1422186
74085,Yale city,OK,2372305
74103,Tulsa city,OK,1693117
74104,Tulsa city,OK,7018772
74105,Tulsa city,OK,18823490
74106,Tulsa city,OK,19091615
74107,Sand Springs city,OK,6829037
74107,Sapulpa city,OK,1909630
74107,Tulsa city,OK,20479737
74108,Catoosa city,OK,638620
74108,Tulsa city,OK,21586141
74110,Tulsa city,OK,15222973
74112,Tulsa city,OK,17657159
74114,Tulsa city,OK,12511961
74115,Tulsa city,OK,40741830
74116,Catoosa city,OK,8929340
74116,Tulsa city,OK,33121504
74117,Tulsa city,OK,9918703
74119,Tulsa city,OK,2020265
74120,Tulsa city,OK,5450895
74126,Sand Springs city,OK,320008
74126,Tulsa city,OK,6744491
74127,Sand Springs city,OK,1190955
74127,Tulsa city,OK,34880015
74128,Tulsa city,OK,9307739
74129,Tulsa city,OK,10322973
74130,Tulsa city,OK,3621397
74131,Sapulpa city,OK,5750306
74132,Jenks city,OK,994678
74132,Sapulpa city,OK,1575934
74132,Tulsa city,OK,21060063
74133,Bixby city,OK,2583622
74133,Broken Arrow city,OK,25850
74133,Tulsa city,OK,32786426
74134,Broken Arrow city,OK,42379
74134,Tulsa city,OK,31226082
74135,Tulsa city,OK,15919980
74136,Tulsa city,OK,20033026
74137,Tulsa city,OK,26936437
74145,Tulsa city,OK,15393278
74146,Tulsa city,OK,13304968
74171,Tulsa city,OK,923922
74301,Big Cabin town,OK,522912
74301,Ketchum town,OK,732361
74301,Langley town,OK,174888
74301,Pensacola town,OK,776000
74301,Vinita city,OK,14996853
74330,Adair town,OK,12729504
74331,Afton town,OK,5390983
74331,Bernice town,OK,2112455
74331,Ketchum town,OK,61847
74332,Big Cabin town,OK,5530896
74333,Bluejacket town,OK,1126626
74337,Chouteau town,OK,8705064
74338,Colcord town,OK,6351339
74338,West Siloam Springs town,OK,8078118
74339,Commerce city,OK,3781777
74339,Miami city,OK,233574
74340,Disney town,OK,2920131
74342,Disney town,OK,288474
74343,Fairland town,OK,2899243
74344,Grove city,OK,23834128
74346,Jay city,OK,8629827
74347,Kansas town,OK,5283352
74347,Oaks town,OK,9467
74349,Grand Lake Towne town,OK,355323
74349,Ketchum town,OK,2097903
74350,Langley town,OK,3511814
74352,Locust Grove town,OK,4721218
74354,Commerce city,OK,2220841
74354,Miami city,OK,28505221
74354,North Miami town,OK,176279
74358,North Miami town,OK,314201
74359,Oaks town,OK,2130010
74361,Pryor Creek city,OK,25798911
74361,Salina town,OK,120218
74361,Sportsmen Acres town,OK,215858
74363,Peoria town,OK,628641
74363,Quapaw town,OK,2528459
74365,Salina town,OK,2659061
74366,Hoot Owl town,OK,153542
74366,Spavinaw town,OK,1045815
74367,Spavinaw town,OK,26137
74367,Strang town,OK,730151
74369,Welch town,OK,1328031
74370,Wyandotte town,OK,3521853
74401,Muskogee city,OK,40827239
74401,Summit town,OK,2527228
74403,Muskogee city,OK,65534265
74421,Beggs city,OK,7262907
74421,Winchester town,OK,14125588
74422,Boynton town,OK,1088102
74423,Braggs town,OK,810583
74425,Canadian town,OK,1957897
74426,Checotah city,OK,23219992
74426,Eufaula city,OK,247086
74426,Rentiesville town,OK,3068747
74428,Council Hill town,OK,819842
74429,Coweta city,OK,23729137
74430,Crowder town,OK,3176427
74431,Dewar town,OK,2620435
74431,Henryetta city,OK,322284
74432,Carlton Landing town,OK,4042903
74432,Eufaula city,OK,16827069
74432,Stidham town,OK,81956
74434,Braggs town,OK,1413
74434,Fort Gibson town,OK,34596383
74434,Muskogee city,OK,4862398
74435,Gore town,OK,5891552
74435,Paradise Hill town,OK,1454521
74436,Coweta city,OK,35444
74436,Haskell town,OK,13029520
74437,Grayson town,OK,2921169
74437,Henryetta city,OK,17412976
74437,Hoffman town,OK,652574
74437,Schulter town,OK,554294
74438,Hitchita town,OK,286827
74441,Hulbert town,OK,2899405
74442,Crowder town,OK,137932
74442,Indianola town,OK,827179
74445,Morris city,OK,2437288
74446,Okay town,OK,1612917
74447,Morris city,OK,722691
74447,Okmulgee city,OK,42510150
74450,Oktaha town,OK,706975
74454,Porter town,OK,4430277
74454,Tullahassee town,OK,1398205
74455,Porum town,OK,2311423
74458,Redbird town,OK,2167378
74459,Rentiesville town,OK,1251390
74460,Schulter town,OK,1643558
74462,Stigler city,OK,6994906
74462,Tamaha town,OK,16647187
74462,Whitefield town,OK,190507
74463,Taft town,OK,4016162
74464,Oaks town,OK,80989
74464,Tahlequah city,OK,32823096
74467,Okay town,OK,440887
74467,Wagoner city,OK,25940376
74468,Wainwright town,OK,763564
74469,Warner town,OK,4791071
74470,Webbers Falls town,OK,10852773
74472,Whitefield town,OK,4232045
74501,Alderson town,OK,1264466
74501,Crowder town,OK,1997060
74501,Krebs city,OK,5416035
74501,McAlester city,OK,46155454
74501,Savanna town,OK,1019309
74521,Albion town,OK,610778
74522,Alderson town,OK,264715
74523,Antlers city,OK,8051168
74523,Rattan town,OK,4976450
74525,Atoka city,OK,21222110
74525,Caney town,OK,70735
74525,Stringtown town,OK,8101409
74525,Tushka town,OK,1959572
74530,Bromide town,OK,1743644
74531,Calvin town,OK,2329525
74531,Gerty town,OK,534715
74533,Caney town,OK,1886571
74534,Centrahoma city,OK,651139
74536,Clayton town,OK,4351715
74538,Coalgate city,OK,4699620
74538,Lehigh city,OK,0
74538,Phillips town,OK,1359308
74546,Haileyville city,OK,2408771
74547,Haileyville city,OK,269090
74547,Hartshorne city,OK,8335078
74552,Kinta town,OK,1627775
74553,Kiowa town,OK,3218129
74553,Pittsburg town,OK,26037
74554,Krebs city,OK,7423783
74554,McAlester city,OK,76700
74556,Lehigh city,OK,4069205
74560,Pittsburg town,OK,1209652
74561,Quinton town,OK,2315055
74562,Rattan town,OK,5264869
74563,Fanshawe town,OK,209873
74563,Red Oak town,OK,3030845
74565,Savanna town,OK,2688348
74569,Stringtown town,OK,5884776
74570,Ashland town,OK,514644
74570,Stuart town,OK,707967
74571,Talihina town,OK,2180083
74572,Tupelo city,OK,1075087
74578,Wilburton city,OK,8049252
74601,Ponca City city,OK,27765491
74604,Kildare town,OK,351530
74604,Ponca City city,OK,19830579
74630,Billings town,OK,1666334
74631,Blackwell city,OK,14439486
74632,Braman town,OK,506868
74633,Burbank town,OK,860925
74636,Deer Creek town,OK,369050
74637,Fairfax town,OK,1983253
74640,Hunter town,OK,607958
74641,Kaw City city,OK,7534204
74643,Lamont town,OK,877203
74644,Marland town,OK,704640
74647,Kaw City city,OK,263749
74647,Newkirk city,OK,3508390
