# Long tier-3 meetings (>90 min) swapped out of the queue for a shorter meeting from the same government; re-queue later for depth.
# url<TAB>source_url<TAB>gov_id<TAB>jurisdiction<TAB>duration<TAB>title -- gov_id blank when the identity ladder declined; probe rows stay in tier3_auto_transcription_queue_probe.csv.
https://losaltoshillsca.portal.civicclerk.com/event/4316/media		us:place:0643294	Los Altos Hills, CA	2:18:19	
https://losaltoshillsca.portal.civicclerk.com/event/4530/media		us:place:0643294	Los Altos Hills, CA	0:59:44	
https://walworthcowi.portal.civicclerk.com/event/2463/media		us:county:55127	Walworth County, WI	0:34:40	
https://walworthcowi.portal.civicclerk.com/event/2179/media		us:county:55127	Walworth County, WI	1:50:54	
https://walworthcowi.portal.civicclerk.com/event/2507/media		us:county:55127	Walworth County, WI	0:38:47	
https://walworthcowi.portal.civicclerk.com/event/2573/media		us:county:55127	Walworth County, WI	1:26:28	
https://losaltoshillsca.portal.civicclerk.com/event/4318/media		us:place:0643294	Los Altos Hills, CA	2:09:59	
https://losaltoshillsca.portal.civicclerk.com/event/4567/media		us:place:0643294	Los Altos Hills, CA	6:38:02	
https://walworthcowi.portal.civicclerk.com/event/2279/media		us:county:55127	Walworth County, WI	1:27:12	
https://walworthcowi.portal.civicclerk.com/event/2464/media		us:county:55127	Walworth County, WI	0:23:45	
https://walworthcowi.portal.civicclerk.com/event/2575/media		us:county:55127	Walworth County, WI	1:07:34	
https://losaltoshillsca.portal.civicclerk.com/event/4321/media		us:place:0643294	Los Altos Hills, CA	1:27:35	
https://losaltoshillsca.portal.civicclerk.com/event/4568/media		us:place:0643294	Los Altos Hills, CA	1:18:23	
https://walworthcowi.portal.civicclerk.com/event/2315/media		us:county:55127	Walworth County, WI	0:53:48	
https://walworthcowi.portal.civicclerk.com/event/2465/media		us:county:55127	Walworth County, WI	1:12:47	
https://walworthcowi.portal.civicclerk.com/event/2576/media		us:county:55127	Walworth County, WI	0:50:21	
https://losaltoshillsca.portal.civicclerk.com/event/4570/media		us:place:0643294	Los Altos Hills, CA	2:16:05	
https://walworthcowi.portal.civicclerk.com/event/2316/media		us:county:55127	Walworth County, WI	1:08:47	
https://walworthcowi.portal.civicclerk.com/event/2466/media		us:county:55127	Walworth County, WI	0:45:46	
https://walworthcowi.portal.civicclerk.com/event/2585/media		us:county:55127	Walworth County, WI	0:22:10	
https://losaltoshillsca.portal.civicclerk.com/event/4203/media		us:place:0643294	Los Altos Hills, CA	2:10:03	
https://losaltoshillsca.portal.civicclerk.com/event/4356/media		us:place:0643294	Los Altos Hills, CA		
https://losaltoshillsca.portal.civicclerk.com/event/4571/media		us:place:0643294	Los Altos Hills, CA	2:09:53	
https://walworthcowi.portal.civicclerk.com/event/2586/media		us:county:55127	Walworth County, WI	0:41:45	
https://walworthcowi.portal.civicclerk.com/event/2467/media		us:county:55127	Walworth County, WI	0:49:12	
https://walworthcowi.portal.civicclerk.com/event/2319/media		us:county:55127	Walworth County, WI	0:39:04	
https://losaltoshillsca.portal.civicclerk.com/event/4574/media		us:place:0643294	Los Altos Hills, CA	2:22:14	
https://walworthcowi.portal.civicclerk.com/event/2342/media		us:county:55127	Walworth County, WI	0:14:20	
https://losaltoshillsca.portal.civicclerk.com/event/4358/media		us:place:0643294	Los Altos Hills, CA	0:17:42	
https://walworthcowi.portal.civicclerk.com/event/2475/media		us:county:55127	Walworth County, WI	1:26:29	
https://losaltoshillsca.portal.civicclerk.com/event/4206/media		us:place:0643294	Los Altos Hills, CA	3:34:27	
https://losaltoshillsca.portal.civicclerk.com/event/4215/media		us:place:0643294	Los Altos Hills, CA	2:35:49	
https://walworthcowi.portal.civicclerk.com/event/2343/media		us:county:55127	Walworth County, WI	0:27:32	
https://walworthcowi.portal.civicclerk.com/event/2587/media		us:county:55127	Walworth County, WI	0:32:14	
https://losaltoshillsca.portal.civicclerk.com/event/4359/media		us:place:0643294	Los Altos Hills, CA	2:57:37	
https://losaltoshillsca.portal.civicclerk.com/event/4577/media		us:place:0643294	Los Altos Hills, CA	0:04:05	
https://walworthcowi.portal.civicclerk.com/event/2476/media		us:county:55127	Walworth County, WI	0:25:24	
https://losaltoshillsca.portal.civicclerk.com/event/4216/media		us:place:0643294	Los Altos Hills, CA	2:17:37	
https://walworthcowi.portal.civicclerk.com/event/2596/media		us:county:55127	Walworth County, WI	2:09:55	
https://losaltoshillsca.portal.civicclerk.com/event/4360/media		us:place:0643294	Los Altos Hills, CA	4:17:57	
https://losaltoshillsca.portal.civicclerk.com/event/4578/media		us:place:0643294	Los Altos Hills, CA	2:05:15	
https://walworthcowi.portal.civicclerk.com/event/2344/media		us:county:55127	Walworth County, WI	0:22:25	
https://walworthcowi.portal.civicclerk.com/event/2597/media		us:county:55127	Walworth County, WI	1:23:14	
https://walworthcowi.portal.civicclerk.com/event/2477/media		us:county:55127	Walworth County, WI	0:44:52	
https://losaltoshillsca.portal.civicclerk.com/event/4217/media		us:place:0643294	Los Altos Hills, CA	2:00:04	
https://losaltoshillsca.portal.civicclerk.com/event/4361/media		us:place:0643294	Los Altos Hills, CA	0:52:53	
https://walworthcowi.portal.civicclerk.com/event/2345/media		us:county:55127	Walworth County, WI	0:21:55	
https://losaltoshillsca.portal.civicclerk.com/event/4580/media		us:place:0643294	Los Altos Hills, CA	2:37:25	
https://walworthcowi.portal.civicclerk.com/event/2478/media		us:county:55127	Walworth County, WI	0:13:37	
https://walworthcowi.portal.civicclerk.com/event/2598/media		us:county:55127	Walworth County, WI	1:19:00	
https://losaltoshillsca.portal.civicclerk.com/event/4243/media		us:place:0643294	Los Altos Hills, CA	2:00:04	
https://losaltoshillsca.portal.civicclerk.com/event/4362/media		us:place:0643294	Los Altos Hills, CA	3:54:11	
https://walworthcowi.portal.civicclerk.com/event/2346/media		us:county:55127	Walworth County, WI	0:32:00	
https://walworthcowi.portal.civicclerk.com/event/2479/media		us:county:55127	Walworth County, WI	0:26:08	
