file,url,host,platform,kind,detail,gov_id,source_url_override,strength,match,source,evidence_gov_id_unresolvable,evidence_conflict
tier3_auto_transcription_queue.txt,https://vimeo.com/686379028?turnstile=0.BQW_Zq17hkF0z_z3zMPD-pqsqiG2bfJhp7fTRnnp_VV2_e_bpn0q55ThTrdJ11k78n20yJTuvliOKXde0n_aGdglVXRQBvx2X5tMZXbwqRDniqO8nucIoerBG8BSqYYkT6fk3zgVHjhBcUrdTTXYYxBNjIN24VJkXoSeAAetkbq8e1QGMFp2c9dhb6OdXtTO0dxX97W1Pv1gMTDipAeg0bl,vimeo.com,vimeo,pin-added,owner found via wo145_report.csv,us:cousub:2500960015,,,,,,
tier3_auto_transcription_queue.txt,https://cloud.castus.tv/vod/littleton/video/6a9053da9d467600023d010f?page=HOME,cloud.castus.tv,castus,pin,tenant_overrides.csv cloud.castus.tv match=/vod/littleton/ source=wo309b,us:cousub:2501735950,,,,,,
tier3_auto_transcription_queue.txt,https://cloud.castus.tv/vod/hampsteadcabletv/video/6a99d8d999edc50002606997?page=ALL,cloud.castus.tv,castus,pin-added,owner found via wo145_report.csv,us:cousub:3301532900,,,,,,
tier3_auto_transcription_queue.txt,https://wycokck.portal.civicclerk.com/event/3554/media,wycokck.portal.civicclerk.com,civicclerk,registry,not in MULTI_GOV_HOSTS -- single-tenant vendor host,,,,,,,
tier3_auto_transcription_queue.txt,https://shawneeok.portal.civicclerk.com/event/2124/media,shawneeok.portal.civicclerk.com,civicclerk,registry,not in MULTI_GOV_HOSTS -- single-tenant vendor host,,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=ADl2lGtXofs,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=ADl2lGtXofs source=wo150_muni_ladder_sweep,ca:csd:2445072,,,,,,
tier3_auto_transcription_queue.txt,https://whiteville.granicus.com/MediaPlayer.php?view_id=1&clip_id=388,whiteville.granicus.com,granicus,registry,not in MULTI_GOV_HOSTS -- single-tenant vendor host,,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=rvl6aumK-X8,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=rvl6aumK-X8 source=ryan_stated,us:place:5323515,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=ZSmQi9C4BFs,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=ZSmQi9C4BFs source=ryan_stated,us:place:1612250,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=wPwtSAKPYW4,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=wPwtSAKPYW4 source=ryan_stated,us:place:5377105,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=xxIkBEGAEI8,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=xxIkBEGAEI8 source=ryan_stated,us:place:4916270,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=x1Fdjp9tIlI,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=x1Fdjp9tIlI source=wo149_county_ladder_sweep,us:county:42011,,,,,,
tier3_auto_transcription_queue.txt,https://harrisoncountyin.portal.civicclerk.com/event/1051/media,harrisoncountyin.portal.civicclerk.com,civicclerk,registry,not in MULTI_GOV_HOSTS -- single-tenant vendor host,,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=aCxx9A1fOzc,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=aCxx9A1fOzc source=ryan_stated,us:place:0687042,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=hqmonbdLaYA,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=hqmonbdLaYA source=wo171_localview,us:place:0101708,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=0IKo-nP2O0I,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=0IKo-nP2O0I source=wo171_localview,us:place:0102320,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=QQjG_GjDJ1M,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=QQjG_GjDJ1M source=wo171_localview,us:place:0103076,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=fFY1GZ96rFQ,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=fFY1GZ96rFQ source=wo171_localview,us:place:0109208,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=JpEhHoLj9Mc,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=JpEhHoLj9Mc source=wo171_localview,us:place:0126896,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=vkLLOwbXZuo,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=vkLLOwbXZuo source=wo171_localview,us:place:0135800,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=4ngI2zxNDPU,www.youtube.com,youtube,pin-added,owner found via jurisdiction_coverage.csv,us:place:0135896,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=nFOm1v2Vt7s,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=nFOm1v2Vt7s source=wo171_localview,us:place:0137864,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=tlJc4pJlNwY,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=tlJc4pJlNwY source=wo171_localview,us:place:0141968,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=QJPlsU9CXuY,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=QJPlsU9CXuY source=wo171_localview,us:place:0150000,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=qbfbUpxqhVM,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=qbfbUpxqhVM source=wo171_localview,us:place:0155200,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=uvlZvirdfuU,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=uvlZvirdfuU source=wo171_localview,us:place:0169120,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=hKQFXeCmXzo,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=hKQFXeCmXzo source=wo171_localview,us:place:0169240,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=t_SWoiicb7M,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=t_SWoiicb7M source=wo171_localview,us:place:0171190,,,,,,
tier3_auto_transcription_queue.txt,https://www.youtube.com/watch?v=3-G2XkaamDI,www.youtube.com,youtube,pin,tenant_overrides.csv www.youtube.com match=3-G2XkaamDI source=wo171_localview,us:place:0177304,,,,,,
