tenant_host,jurisdiction,gov_id,gov_name,gov_type,tier,evidence,new_meeting_body,new_hub_slug,country,state,old_hub_slug,municipal_type_word,state_heading
laceywa.portal.civicclerk.com,"Lacey, WA",us:place:5336745,"Lacey, WA",municipality,registry,us_places.csv Lacey city,,lacey-wa,us,WA,lacey-wa,no,Cities & towns
pub-haldimandcounty.escribemeetings.com,Haldimand County,rtr:ca:on:haldimand-county,"Haldimand County, ON",county,pinned,tenant_overrides.csv pub-haldimandcounty.escribemeetings.com source=visual_confirmed,,haldimand-county-on,ca,ON,haldimand-county,no,Counties & regions
pub-hamilton.escribemeetings.com,City of Hamilton,,City of Hamilton,municipality,unresolved,no state for 'City of Hamilton',,city-of-hamilton,us,,hamilton,yes,Cities & towns
pub-imperialbeach.escribemeetings.com,"City of Imperial Beach, CA",us:place:0636294,"Imperial Beach, CA",municipality,registry,us_places.csv Imperial Beach city,,imperial-beach-ca,us,CA,imperial-beach-ca,yes,Cities & towns
upperdublin.granicus.com,"Upper Dublin, PA",us:cousub:4209179008,"Upper Dublin Township, PA",township,registry,us_cousubs.csv Upper Dublin township,,upper-dublin-township-pa,us,PA,upper-dublin-pa,no,Cities & towns
lacenter.civicweb.net,La Center,,La Center,other,unresolved,no state for 'La Center',,la-center,us,,la-center,no,Other public bodies
pub-okotoks.escribemeetings.com,"Town of Okotoks, AB",ca:csd:4806012,"Okotoks, AB",municipality,registry,ca_csd.csv Okotoks,,okotoks-ab,ca,AB,town-of-okotoks-ab,yes,Cities & towns
pub-wilmot.escribemeetings.com,Wilmot,,Wilmot,other,unresolved,no state for 'Wilmot',,wilmot,us,,wilmot,no,Other public bodies
pub-anmore.escribemeetings.com,"Anmore, BC",ca:csd:5915038,"Anmore, BC",municipality,registry,ca_csd.csv Anmore,,anmore-bc,ca,BC,anmore-bc,no,Cities & towns
pub-evans.escribemeetings.com,"Evans, CO",us:place:0825280,"Evans, CO",municipality,registry,us_places.csv Evans city,,evans-co,us,CO,evans-co,no,Cities & towns
pub-orangeville.escribemeetings.com,Orangeville,ca:csd:3522014,"Orangeville, ON",municipality,registry,ca_csd.csv Orangeville (state from tenant_hints.csv pub-orangeville.escribemeetings.com),,orangeville-on,ca,ON,orangeville,no,Cities & towns
pub-wellington.escribemeetings.com,County of Wellington,ca:cd:3523,"Wellington, ON",county,registry,ca_cd.csv Wellington (state from tenant_hints.csv pub-wellington.escribemeetings.com),,wellington-on,ca,ON,county-of-wellington,no,Counties & regions
pub-porthope.escribemeetings.com,Port Hope,,Port Hope,other,unresolved,no state for 'Port Hope',,port-hope,us,,port-hope,no,Other public bodies
pub-stthomas.escribemeetings.com,"City of St. Thomas, ON",ca:csd:3534021,"St. Thomas, ON",municipality,registry,ca_csd.csv St. Thomas,,st-thomas-on,ca,ON,st-thomas-on,yes,Cities & towns
pub-cornerbrook.escribemeetings.com,"City of Corner Brook, NL",ca:csd:1005018,"Corner Brook, NL",municipality,registry,ca_csd.csv Corner Brook,,corner-brook-nl,ca,NL,corner-brook-nl,yes,Cities & towns
pub-mountpearl.escribemeetings.com,"City of Mount Pearl, NL",ca:csd:1001542,"Mount Pearl, NL",municipality,registry,ca_csd.csv Mount Pearl,,mount-pearl-nl,ca,NL,mount-pearl-nl,yes,Cities & towns
nassaufl.granicus.com,"Nassau County, FL",us:county:12089,"Nassau County, FL",county,registry,us_counties.csv Nassau County,,nassau-county-fl,us,FL,nassau-county-fl,no,Counties & regions
pub-northumberland.escribemeetings.com,County of Northumberland,us:county:42097,"Northumberland County, PA",county,registry,us_counties.csv Northumberland County (state from tenant_hints.csv pub-northumberland.escribemeetings.com),,northumberland-county-pa,us,PA,county-of-northumberland,no,Counties & regions
parkerco.portal.civicclerk.com,"Parker, CO",us:place:0857630,"Parker, CO",municipality,registry,us_places.csv Parker town,,parker-co,us,CO,parker-co,no,Cities & towns
mapleton.civicweb.net,Township of Mapleton,,Township of Mapleton,township,unresolved,no state for 'Township of Mapleton',,township-of-mapleton,us,,township-of-mapleton,yes,Cities & towns
princeton.civicweb.net,Town of Princeton,,Town of Princeton,municipality,unresolved,no state for 'Town of Princeton',,town-of-princeton,us,,town-of-princeton,yes,Cities & towns
louisvilleco.portal.civicclerk.com,"Louisville, CO",us:place:0846355,"Louisville, CO",municipality,registry,us_places.csv Louisville city,,louisville-co,us,CO,louisville-co,no,Cities & towns
eldorado.granicus.com,"El Dorado County, CA",us:county:06017,"El Dorado County, CA",county,registry,us_counties.csv El Dorado County,,el-dorado-county-ca,us,CA,el-dorado-county-ca,no,Counties & regions
hillsboroughcounty.granicus.com,"Hillsborough County, FL",us:county:12057,"Hillsborough County, FL",county,registry,us_counties.csv Hillsborough County,,hillsborough-county-fl,us,FL,hillsborough-county-fl,no,Counties & regions
antiochca.portal.civicclerk.com,Antioch,us:place:0602252,"Antioch, CA",municipality,registry,us_places.csv Antioch city (state from subdomain antiochca.portal.civicclerk.com),,antioch-ca,us,CA,antioch,no,Cities & towns
elsegundo.granicus.com,"City of El Segundo, CA",us:place:0622412,"El Segundo, CA",municipality,registry,us_places.csv El Segundo city,,el-segundo-ca,us,CA,el-segundo-ca,yes,Cities & towns
casselberryfl.portal.civicclerk.com,"Casselberry, FL",us:place:1211050,"Casselberry, FL",municipality,registry,us_places.csv Casselberry city,,casselberry-fl,us,FL,casselberry-fl,no,Cities & towns
lapalmaca.portal.civicclerk.com,"La Palma, CA",us:place:0640256,"La Palma, CA",municipality,registry,us_places.csv La Palma city,,la-palma-ca,us,CA,la-palma-ca,no,Cities & towns
sandy.civicweb.net,City of Sandy,,City of Sandy,municipality,unresolved,no state for 'City of Sandy',,city-of-sandy,us,,sandy,yes,Cities & towns
pekinil.portal.civicclerk.com,Pekin,us:place:1758447,"Pekin (city), IL",municipality,registry,us_places.csv Pekin city (state from subdomain pekinil.portal.civicclerk.com),,pekin-city-il,us,IL,pekin,no,Cities & towns
wellington.granicus.com,"Village of Wellington, FL",us:place:1275812,"Wellington, FL",municipality,registry,us_places.csv Wellington village,,wellington-fl,us,FL,village-of-wellington-fl,yes,Cities & towns
palmdale.granicus.com,"City of Palmdale, CA",us:place:0655156,"Palmdale, CA",municipality,registry,us_places.csv Palmdale city,,palmdale-ca,us,CA,palmdale-ca,yes,Cities & towns
occompt.granicus.com,"Orange County, FL",us:county:12095,"Orange County, FL",county,registry,us_counties.csv Orange County,,orange-county-fl,us,FL,orange-county-fl,no,Counties & regions
westchestercountyny.granicus.com,"Westchester County, NY",us:county:36119,"Westchester County, NY",county,registry,us_counties.csv Westchester County,,westchester-county-ny,us,NY,westchester-county-ny,no,Counties & regions
rosemountmn.portal.civicclerk.com,"Rosemount, MN",us:place:2755726,"Rosemount, MN",municipality,registry,us_places.csv Rosemount city,,rosemount-mn,us,MN,rosemount-mn,no,Cities & towns
mitchellsd.portal.civicclerk.com,"Mitchell, SD",us:place:4643100,"Mitchell, SD",municipality,registry,us_places.csv Mitchell city,,mitchell-sd,us,SD,mitchell-sd,no,Cities & towns
elizabethco.portal.civicclerk.com,"Elizabeth, CO",us:place:0823740,"Elizabeth, CO",municipality,registry,us_places.csv Elizabeth town,,elizabeth-co,us,CO,elizabeth-co,no,Cities & towns
windsor-ca.granicus.com,Town of Windsor,us:place:0685922,"Windsor, CA",municipality,registry,us_places.csv Windsor town (state from subdomain windsor-ca.granicus.com),,windsor-ca,us,CA,town-of-windsor,yes,Cities & towns
encinitas.granicus.com,"City of Encinitas, CA",us:place:0622678,"Encinitas, CA",municipality,registry,us_places.csv Encinitas city,,encinitas-ca,us,CA,encinitas-ca,yes,Cities & towns
nashuanh.portal.civicclerk.com,"Nashua, NH",us:place:3350260,"Nashua, NH",municipality,registry,us_places.csv Nashua city,,nashua-nh,us,NH,nashua-nh,no,Cities & towns
sedrowoolleywa.portal.civicclerk.com,"Sedro-Woolley, WA",us:place:5363210,"Sedro-Woolley, WA",municipality,registry,us_places.csv Sedro-Woolley city,,sedro-woolley-wa,us,WA,sedro-woolley-wa,no,Cities & towns
ttsa.portal.civicclerk.com,"Truckee, CA",us:place:0680588,"Truckee, CA",municipality,registry,us_places.csv Truckee town,,truckee-ca,us,CA,truckee-ca,no,Cities & towns
winston-salem.granicus.com,"City of Winston-Salem, NC",us:place:3775000,"Winston-Salem, NC",municipality,registry,us_places.csv Winston-Salem city,,winston-salem-nc,us,NC,winston-salem-nc,yes,Cities & towns
marin.granicus.com,"County of Marin, CA",us:county:06041,"Marin County, CA",county,registry,us_counties.csv Marin County,,marin-county-ca,us,CA,county-of-marin-ca,no,Counties & regions
sidney.civicweb.net,Town of Sidney,,Town of Sidney,municipality,unresolved,no state for 'Town of Sidney',,town-of-sidney,us,,town-of-sidney,yes,Cities & towns
twinfallsid.portal.civicclerk.com,"Twin Falls, ID",us:place:1682810,"Twin Falls, ID",municipality,registry,us_places.csv Twin Falls city,,twin-falls-id,us,ID,twin-falls-id,no,Cities & towns
winterspringsfl.granicus.com,"City of Winter Springs, FL",us:place:1278325,"Winter Springs, FL",municipality,registry,us_places.csv Winter Springs city,,winter-springs-fl,us,FL,winter-springs-fl,yes,Cities & towns
cabq.granicus.com,"City of Albuquerque, NM",us:place:3502000,"Albuquerque, NM",municipality,registry,us_places.csv Albuquerque city,,albuquerque-nm,us,NM,albuquerque-nm,yes,Cities & towns
culver-city.granicus.com,"Culver City, CA",us:place:0617568,"Culver City, CA",municipality,registry,us_places.csv Culver City city,,culver-city-ca,us,CA,culver-city-ca,no,Cities & towns
woodland.civicweb.net,City of Woodland,,City of Woodland,municipality,unresolved,no state for 'City of Woodland',,city-of-woodland,us,,woodland,yes,Cities & towns
brockville.civicweb.net,"Brockville, ON",ca:csd:3507015,"Brockville, ON",municipality,registry,ca_csd.csv Brockville,,brockville-on,ca,ON,brockville-on,no,Cities & towns
duluth-mn.granicus.com,"City of Duluth, MN",us:place:2717000,"Duluth (city), MN",municipality,registry,us_places.csv Duluth city,,duluth-city-mn,us,MN,duluth-mn,yes,Cities & towns
howardcounty.granicus.com,Howard County,,Howard County,county,unresolved,no state for 'Howard County',,howard-county,us,,howard-county,no,Counties & regions
eriecopa.portal.civicclerk.com,Erie County,us:county:42049,"Erie County, PA",county,registry,us_counties.csv Erie County (state from subdomain eriecopa.portal.civicclerk.com),,erie-county-pa,us,PA,erie-county,no,Counties & regions
citwentynine-palmsca.civicweb.net,"City of Twentynine Palms, CA",us:place:0680994,"Twentynine Palms, CA",municipality,registry,us_places.csv Twentynine Palms city,,twentynine-palms-ca,us,CA,twentynine-palms-ca,yes,Cities & towns
addison.granicus.com,"Village of Addison, IL",us:place:1700243,"Addison (village), IL",municipality,registry,us_places.csv Addison village,,addison-village-il,us,IL,village-of-addison-il,yes,Cities & towns
alachua.granicus.com,"County of Alachua, FL",us:county:12001,"Alachua County, FL",county,registry,us_counties.csv Alachua County,,alachua-county-fl,us,FL,county-of-alachua-fl,no,Counties & regions
huntsvilleal.granicus.com,"Huntsville, AL",us:place:0137000,"Huntsville, AL",municipality,registry,us_places.csv Huntsville city,,huntsville-al,us,AL,huntsville-al,no,Cities & towns
folsom.granicus.com,City of Folsom,us:place:0624638,"Folsom, CA",municipality,registry,us_places.csv Folsom city,,folsom-ca,us,CA,folsom,yes,Cities & towns
cityofeastlansing.civicweb.net,"City of East Lansing, MI",us:place:2624120,"East Lansing, MI",municipality,registry,us_places.csv East Lansing city,,east-lansing-mi,us,MI,east-lansing-mi,yes,Cities & towns
marionfl.granicus.com,"Marion County, FL",us:county:12083,"Marion County, FL",county,registry,us_counties.csv Marion County,,marion-county-fl,us,FL,marion-county-fl,no,Counties & regions
madisonal.portal.civicclerk.com,"Madison, AL",us:place:0145784,"Madison, AL",municipality,registry,us_places.csv Madison city,,madison-al,us,AL,madison-al,no,Cities & towns
fortlauderdale.granicus.com,"City of Fort Lauderdale, FL",us:place:1224000,"Fort Lauderdale, FL",municipality,registry,us_places.csv Fort Lauderdale city,,fort-lauderdale-fl,us,FL,fort-lauderdale-fl,yes,Cities & towns
nuecescountytx.new.swagit.com,"Nueces County, TX",us:county:48355,"Nueces County, TX",county,registry,us_counties.csv Nueces County,,nueces-county-tx,us,TX,nueces-county-tx,no,Counties & regions
enfieldct.portal.civicclerk.com,"Enfield, CT",us:cousub:0911025990,"Enfield Town, CT",township,registry,us_cousubs.csv Enfield town,,enfield-town-ct,us,CT,enfield-ct,no,Cities & towns
newbernnc.new.swagit.com,"New Bern, NC",us:place:3746340,"New Bern, NC",municipality,registry,us_places.csv New Bern city,,new-bern-nc,us,NC,new-bern-nc,no,Cities & towns
fresnocounty.granicus.com,"Fresno County, CA",us:county:06019,"Fresno County, CA",county,registry,us_counties.csv Fresno County,,fresno-county-ca,us,CA,fresno-county-ca,no,Counties & regions
lancastercosc.portal.civicclerk.com,"Lancaster County, SC",us:county:45057,"Lancaster County, SC",county,registry,us_counties.csv Lancaster County,,lancaster-county-sc,us,SC,lancaster-county-sc,no,Counties & regions
olatheks.granicus.com,"City of Olathe, KS",us:place:2052575,"Olathe, KS",municipality,registry,us_places.csv Olathe city,,olathe-ks,us,KS,olathe-ks,yes,Cities & towns
pcbgov.granicus.com,"Panama City Beach, FL",us:place:1254725,"Panama City Beach, FL",municipality,registry,us_places.csv Panama City Beach city,,panama-city-beach-fl,us,FL,panama-city-beach-fl,no,Cities & towns
pflugerville.granicus.com,"City of Pflugerville, TX",us:place:4857176,"Pflugerville, TX",municipality,registry,us_places.csv Pflugerville city,,pflugerville-tx,us,TX,pflugerville-tx,yes,Cities & towns
dcccd.new.swagit.com,City of Dallas,,City of Dallas,municipality,unresolved,no state for 'City of Dallas',,city-of-dallas,us,,dallas,yes,Cities & towns
cityofrehoboth.civicweb.net,"Rehoboth, MA",us:cousub:2500556375,"Rehoboth Town, MA",township,registry,us_cousubs.csv Rehoboth town,,rehoboth-town-ma,us,MA,rehoboth-ma,no,Cities & towns
pleasanthill.granicus.com,City of Pleasant Hill,,City of Pleasant Hill,municipality,unresolved,no state for 'City of Pleasant Hill',,city-of-pleasant-hill,us,,pleasant-hill,yes,Cities & towns
cityofwasilla.civicweb.net,"City of Wasilla, AK",us:place:0283080,"Wasilla, AK",municipality,registry,us_places.csv Wasilla city,,wasilla-ak,us,AK,wasilla-ak,yes,Cities & towns
eastonmd.portal.civicclerk.com,Easton,us:place:2424475,"Easton, MD",municipality,registry,us_places.csv Easton town (state from subdomain eastonmd.portal.civicclerk.com),,easton-md,us,MD,easton,no,Cities & towns
